t,V_out,V_in
-0.025,1.04,0.08
-0.024980000000000002,1.08,0.08
-0.024960000000000003,1.08,0.08
-0.02494,1.04,0.08
-0.02492,1.08,0.08
-0.024900000000000002,1.04,0.08
-0.024880000000000003,1.08,0.0
-0.02486,1.04,0.0
-0.02484,1.04,0.0
-0.024820000000000002,1.04,0.0
-0.024800000000000003,1.08,0.0
-0.02478,1.04,0.08
-0.02476,1.08,0.08
-0.02474,1.08,0.08
-0.024720000000000002,1.08,0.08
-0.0247,1.04,0.08
-0.02468,1.08,0.08
-0.02466,1.08,0.0
-0.024640000000000002,1.04,0.08
-0.024620000000000003,1.04,0.0
-0.0246,1.04,0.08
-0.02458,1.04,0.08
-0.024560000000000002,1.08,0.08
-0.024540000000000003,1.08,0.08
-0.02452,1.08,0.08
-0.0245,1.08,0.0
-0.024480000000000002,1.04,0.08
-0.024460000000000003,1.04,0.08
-0.02444,1.08,0.0
-0.02442,1.08,0.08
-0.0244,1.04,0.08
-0.024380000000000002,1.04,0.08
-0.02436,1.08,0.08
-0.02434,1.08,0.08
-0.02432,1.04,0.08
-0.024300000000000002,1.04,0.08
-0.024280000000000003,1.04,0.0
-0.02426,1.04,0.0
-0.02424,1.04,0.08
-0.024220000000000002,1.04,0.08
-0.024200000000000003,1.04,0.08
-0.02418,1.08,0.08
-0.02416,1.04,0.08
-0.02414,1.04,0.08
-0.024120000000000003,1.04,0.08
-0.0241,1.04,0.08
-0.02408,1.08,0.0
-0.02406,1.04,0.08
-0.024040000000000002,1.08,0.0
-0.02402,1.08,0.0
-0.024,1.08,0.08
-0.02398,1.08,0.08
-0.023960000000000002,1.08,0.0
-0.023940000000000003,1.08,0.08
-0.02392,1.08,0.08
-0.0239,1.08,0.08
-0.023880000000000002,1.04,0.08
-0.023860000000000003,1.04,0.08
-0.02384,1.08,0.08
-0.02382,1.08,0.08
-0.0238,1.08,0.08
-0.023780000000000003,1.08,0.08
-0.02376,1.04,0.08
-0.02374,1.04,0.0
-0.02372,1.08,0.08
-0.023700000000000002,1.04,0.08
-0.02368,1.04,0.08
-0.02366,1.08,0.08
-0.02364,1.04,0.08
-0.023620000000000002,1.08,0.08
-0.023600000000000003,1.04,0.0
-0.02358,1.08,0.08
-0.02356,1.04,0.0
-0.023540000000000002,1.08,0.08
-0.023520000000000003,1.04,0.0
-0.0235,1.08,0.08
-0.02348,1.08,0.08
-0.02346,1.08,0.0
-0.023440000000000003,1.08,0.08
-0.02342,1.08,0.08
-0.0234,1.04,0.0
-0.02338,1.04,0.08
-0.023360000000000002,1.04,0.08
-0.02334,1.04,0.08
-0.02332,1.08,0.08
-0.0233,1.04,0.0
-0.023280000000000002,1.04,0.08
-0.023260000000000003,1.04,0.08
-0.02324,1.04,0.08
-0.02322,1.04,0.08
-0.023200000000000002,1.08,0.08
-0.023180000000000003,1.08,0.0
-0.02316,1.08,0.08
-0.02314,1.04,0.08
-0.02312,1.08,0.0
-0.023100000000000002,1.08,0.08
-0.02308,1.04,0.0
-0.02306,1.08,0.08
-0.02304,1.08,0.08
-0.023020000000000002,1.08,0.08
-0.023,1.08,0.0
-0.02298,1.04,0.08
-0.02296,1.08,0.0
-0.022940000000000002,1.08,0.08
-0.022920000000000003,1.04,0.0
-0.0229,1.04,0.08
-0.02288,1.04,0.0
-0.022860000000000002,1.08,0.0
-0.022840000000000003,1.08,0.08
-0.02282,1.08,0.0
-0.0228,1.08,0.08
-0.02278,1.08,0.08
-0.022760000000000002,1.08,0.08
-0.02274,1.08,0.0
-0.02272,1.08,0.08
-0.0227,1.04,0.08
-0.022680000000000002,1.08,0.0
-0.02266,1.04,0.08
-0.02264,1.04,0.08
-0.02262,1.04,0.08
-0.022600000000000002,1.04,0.08
-0.022580000000000003,1.04,0.0
-0.02256,1.04,0.08
-0.02254,1.04,0.08
-0.022520000000000002,1.04,0.0
-0.022500000000000003,1.08,0.0
-0.02248,1.08,0.08
-0.02246,1.08,0.08
-0.02244,1.08,0.08
-0.022420000000000002,1.04,0.08
-0.0224,1.08,0.08
-0.02238,1.08,0.08
-0.02236,1.08,0.08
-0.022340000000000002,1.08,0.08
-0.02232,1.04,0.0
-0.0223,1.08,0.08
-0.02228,1.04,0.08
-0.022260000000000002,1.04,0.0
-0.022240000000000003,1.08,0.08
-0.02222,1.08,0.08
-0.0222,1.04,0.08
-0.022180000000000002,1.04,0.0
-0.022160000000000003,1.08,0.08
-0.02214,0.08,2.96
-0.02212,0.08,3.04
-0.0221,0.08,3.04
-0.022080000000000002,0.08,3.04
-0.02206,0.08,3.04
-0.02204,0.08,3.04
-0.02202,0.08,3.04
-0.022000000000000002,0.08,3.04
-0.02198,0.08,3.04
-0.02196,0.08,3.04
-0.02194,0.08,3.04
-0.021920000000000002,0.08,3.04
-0.021900000000000003,0.08,3.04
-0.02188,0.08,3.04
-0.02186,0.08,3.04
-0.021840000000000002,0.08,3.04
-0.021820000000000003,0.08,3.04
-0.0218,0.08,3.04
-0.02178,0.08,3.04
-0.02176,0.08,3.04
-0.021740000000000002,0.12,3.04
-0.02172,0.08,3.04
-0.0217,0.08,3.04
-0.02168,0.08,2.96
-0.021660000000000002,0.08,3.04
-0.02164,0.08,3.04
-0.02162,0.08,3.04
-0.0216,0.08,3.04
-0.021580000000000002,0.08,3.04
-0.021560000000000003,0.08,3.04
-0.02154,0.08,3.04
-0.02152,0.08,3.04
-0.021500000000000002,0.08,3.04
-0.021480000000000003,0.08,3.04
-0.02146,0.08,3.04
-0.02144,0.08,3.04
-0.02142,0.08,3.04
-0.021400000000000002,0.08,3.04
-0.02138,0.08,3.04
-0.02136,0.08,3.04
-0.02134,0.08,3.04
-0.021320000000000002,0.08,3.04
-0.0213,0.08,3.04
-0.02128,0.08,3.04
-0.02126,0.08,3.04
-0.021240000000000002,0.08,3.04
-0.021220000000000003,0.08,3.04
-0.0212,0.08,3.04
-0.02118,0.08,3.04
-0.02116,0.08,3.04
-0.021140000000000003,0.08,3.04
-0.02112,0.08,3.04
-0.0211,0.08,3.12
-0.02108,0.08,3.04
-0.021060000000000002,0.08,3.04
-0.021040000000000003,0.08,3.04
-0.02102,0.08,3.04
-0.021,0.08,3.04
-0.020980000000000002,0.08,3.04
-0.02096,0.08,3.04
-0.02094,0.08,3.04
-0.02092,0.08,3.04
-0.020900000000000002,0.08,3.04
-0.020880000000000003,0.08,3.04
-0.02086,0.08,3.04
-0.02084,0.08,3.04
-0.02082,0.08,3.04
-0.0208,0.08,3.04
-0.02078,0.08,3.04
-0.02076,0.08,3.04
-0.02074,0.08,3.04
-0.020720000000000002,0.08,3.04
-0.020700000000000003,0.08,3.04
-0.02068,0.08,3.04
-0.02066,0.08,3.04
-0.020640000000000002,0.08,3.04
-0.02062,0.08,3.04
-0.0206,0.08,2.96
-0.02058,0.08,3.04
-0.020560000000000002,0.08,3.04
-0.020540000000000003,0.08,3.04
-0.02052,0.08,3.04
-0.0205,0.08,3.04
-0.02048,0.08,3.04
-0.02046,0.08,3.04
-0.02044,0.08,3.04
-0.02042,0.08,3.04
-0.0204,0.08,3.04
-0.020380000000000002,0.08,3.04
-0.020360000000000003,0.08,3.04
-0.02034,0.08,3.04
-0.02032,0.08,3.04
-0.020300000000000002,0.08,3.04
-0.02028,0.08,3.04
-0.02026,0.08,3.04
-0.02024,0.08,3.04
-0.020220000000000002,0.08,3.04
-0.020200000000000003,0.08,3.04
-0.02018,0.08,3.04
-0.02016,0.08,3.04
-0.02014,0.08,3.04
-0.02012,0.08,3.04
-0.0201,0.08,3.04
-0.02008,0.08,3.04
-0.02006,0.08,3.12
-0.020040000000000002,0.08,3.04
-0.020020000000000003,0.08,3.04
-0.02,0.08,3.04
-0.01998,0.08,3.12
-0.019960000000000002,0.08,3.04
-0.01994,0.08,3.04
-0.01992,0.08,3.04
-0.0199,0.08,3.04
-0.019880000000000002,0.08,3.04
-0.019860000000000003,0.08,3.04
-0.01984,0.08,3.04
-0.01982,0.08,3.04
-0.0198,0.08,3.04
-0.01978,0.08,3.04
-0.01976,0.08,3.04
-0.01974,0.08,3.04
-0.01972,0.08,3.04
-0.019700000000000002,0.08,3.04
-0.019680000000000003,0.08,3.04
-0.01966,0.08,3.04
-0.01964,0.08,3.04
-0.019620000000000002,0.08,3.04
-0.0196,0.08,3.04
-0.01958,0.08,3.04
-0.01956,0.08,3.04
-0.019540000000000002,0.08,3.04
-0.019520000000000003,0.08,3.04
-0.0195,0.08,3.04
-0.01948,0.08,3.04
-0.01946,0.08,3.04
-0.01944,0.08,3.04
-0.01942,0.08,3.04
-0.0194,0.08,3.04
-0.01938,0.08,3.04
-0.019360000000000002,0.08,3.04
-0.019340000000000003,0.08,3.04
-0.01932,0.08,3.04
-0.0193,0.08,3.04
-0.019280000000000002,0.08,3.04
-0.01926,0.08,3.04
-0.01924,0.08,3.04
-0.01922,0.08,3.04
-0.019200000000000002,0.08,3.04
-0.019180000000000003,0.08,3.04
-0.01916,0.08,3.04
-0.01914,0.08,3.04
-0.01912,0.08,3.04
-0.0191,0.08,3.12
-0.01908,0.08,3.04
-0.01906,0.08,3.04
-0.01904,0.08,3.04
-0.019020000000000002,0.08,3.04
-0.019000000000000003,0.08,3.04
-0.01898,0.08,3.04
-0.01896,0.08,3.04
-0.018940000000000002,0.08,3.04
-0.01892,0.08,3.04
-0.0189,0.08,3.04
-0.01888,0.08,3.04
-0.018860000000000002,0.08,3.04
-0.018840000000000003,0.08,3.04
-0.01882,0.08,3.04
-0.0188,0.08,3.04
-0.01878,0.08,3.04
-0.01876,0.12,3.04
-0.01874,0.08,3.04
-0.01872,0.08,3.04
-0.0187,0.08,3.04
-0.018680000000000002,0.08,3.04
-0.018660000000000003,0.08,3.04
-0.01864,0.08,3.04
-0.01862,0.08,3.04
-0.018600000000000002,0.08,3.04
-0.01858,0.08,3.04
-0.01856,0.08,3.04
-0.01854,0.08,3.04
-0.018520000000000002,0.08,3.04
-0.018500000000000003,0.08,3.04
-0.01848,0.08,3.04
-0.01846,0.08,3.04
-0.01844,0.08,3.04
-0.01842,0.08,3.04
-0.0184,0.08,3.04
-0.01838,0.08,3.04
-0.01836,0.08,3.04
-0.018340000000000002,0.08,3.04
-0.018320000000000003,0.08,3.04
-0.0183,0.08,3.04
-0.01828,0.08,3.04
-0.018260000000000002,0.08,3.04
-0.01824,0.08,3.04
-0.01822,0.08,3.04
-0.0182,0.08,3.04
-0.01818,0.08,3.04
