t,V_out,V_in
-0.0025,1.04,0.08
-0.0024980000000000002,1.04,0.08
-0.002496,1.08,0.0
-0.002494,1.04,0.08
-0.002492,1.04,0.0
-0.00249,1.08,0.0
-0.002488,1.04,0.0
-0.002486,1.04,0.0
-0.002484,1.08,0.0
-0.0024820000000000003,1.08,0.08
-0.00248,1.04,0.08
-0.002478,1.08,0.08
-0.002476,1.04,0.08
-0.002474,1.04,0.08
-0.0024720000000000002,1.08,0.0
-0.00247,1.08,0.08
-0.002468,1.04,0.08
-0.002466,1.04,0.08
-0.002464,1.04,0.0
-0.002462,1.04,0.08
-0.00246,1.08,0.08
-0.002458,1.04,0.08
-0.002456,1.08,0.08
-0.002454,1.04,0.08
-0.002452,1.08,0.08
-0.00245,1.08,0.08
-0.002448,1.04,0.08
-0.0024460000000000003,1.08,0.08
-0.002444,1.08,0.08
-0.002442,1.08,0.08
-0.00244,1.08,0.08
-0.002438,1.08,0.0
-0.0024360000000000002,1.08,0.0
-0.002434,1.04,0.0
-0.002432,1.08,0.08
-0.00243,1.08,0.08
-0.002428,1.08,0.0
-0.002426,1.04,0.08
-0.002424,1.04,0.08
-0.002422,1.04,0.08
-0.0024200000000000003,1.04,0.08
-0.002418,1.04,0.0
-0.002416,1.08,0.0
-0.002414,1.04,0.08
-0.002412,1.08,0.08
-0.0024100000000000002,1.04,0.0
-0.002408,1.08,0.08
-0.002406,1.04,0.08
-0.002404,1.08,0.08
-0.002402,1.08,0.08
-0.0024000000000000002,1.04,0.0
-0.002398,1.04,0.08
-0.002396,1.08,0.08
-0.002394,1.04,0.08
-0.002392,1.08,0.08
-0.00239,1.08,0.08
-0.002388,1.08,0.08
-0.002386,1.08,0.08
-0.002384,1.08,0.08
-0.002382,1.04,0.08
-0.00238,1.04,0.0
-0.002378,1.04,0.08
-0.002376,1.08,0.08
-0.0023740000000000002,1.04,0.0
-0.002372,1.04,0.0
-0.00237,1.08,0.08
-0.002368,1.08,0.08
-0.002366,1.08,0.08
-0.002364,1.08,0.08
-0.002362,1.04,0.08
-0.00236,1.08,0.08
-0.002358,1.08,0.08
-0.002356,1.04,0.0
-0.002354,1.04,0.08
-0.002352,1.08,0.0
-0.00235,1.04,0.08
-0.0023480000000000003,1.04,0.08
-0.002346,1.08,0.08
-0.002344,1.08,0.08
-0.002342,1.08,0.0
-0.00234,1.08,0.08
-0.0023380000000000002,1.04,0.08
-0.002336,1.08,0.0
-0.002334,1.08,0.08
-0.002332,1.04,0.0
-0.00233,1.08,0.08
-0.002328,1.04,0.08
-0.002326,1.08,0.08
-0.002324,1.04,0.0
-0.0023220000000000003,1.08,0.08
-0.00232,1.08,0.08
-0.002318,1.08,0.08
-0.002316,1.04,0.08
-0.002314,1.04,0.08
-0.0023120000000000003,1.04,0.08
-0.00231,1.04,0.08
-0.002308,1.04,0.08
-0.002306,1.04,0.08
-0.002304,1.08,0.08
-0.0023020000000000002,1.04,0.08
-0.0023,1.04,0.0
-0.002298,1.04,0.08
-0.002296,1.04,0.08
-0.002294,1.04,0.08
-0.002292,1.08,0.08
-0.00229,1.04,0.08
-0.002288,1.04,0.0
-0.002286,1.08,0.0
-0.002284,1.08,0.08
-0.002282,1.08,0.0
-0.00228,1.04,0.0
-0.002278,1.04,0.08
-0.0022760000000000002,1.08,0.08
-0.002274,1.08,0.0
-0.002272,1.04,0.08
-0.00227,1.08,0.0
-0.002268,1.04,0.08
-0.0022660000000000002,1.08,0.0
-0.002264,1.04,0.08
-0.002262,1.04,0.08
-0.00226,1.04,0.08
-0.002258,1.04,0.08
-0.002256,1.08,0.08
-0.002254,1.08,0.0
-0.002252,1.08,0.0
-0.0022500000000000003,1.04,0.08
-0.002248,1.04,0.0
-0.002246,1.08,0.08
-0.002244,1.04,0.08
-0.002242,1.08,0.08
-0.0022400000000000002,1.04,0.08
-0.002238,1.04,0.08
-0.002236,1.08,0.0
-0.002234,1.04,0.0
-0.002232,1.08,0.08
-0.00223,1.08,0.08
-0.002228,1.08,0.0
-0.002226,1.08,0.08
-0.0022240000000000003,1.08,0.08
-0.002222,1.04,0.08
-0.00222,1.08,0.08
-0.002218,1.04,0.08
-0.002216,1.08,0.08
-0.002214,1.08,0.08
-0.002212,1.08,0.08
-0.00221,1.08,0.0
-0.002208,1.08,0.08
-0.002206,1.08,0.0
-0.0022040000000000002,1.08,0.08
-0.002202,1.04,0.08
-0.0022,1.08,0.08
-0.0021980000000000003,1.04,0.08
-0.002196,1.08,0.08
-0.002194,1.08,0.08
-0.002192,1.08,0.0
-0.00219,1.08,0.08
-0.002188,1.04,0.08
-0.002186,1.04,0.0
-0.002184,1.08,0.08
-0.002182,1.08,0.08
-0.00218,1.08,0.08
-0.0021780000000000002,1.08,0.08
-0.002176,1.08,0.08
-0.002174,1.04,0.0
-0.002172,1.08,0.0
-0.00217,1.08,0.0
-0.0021680000000000002,1.08,0.0
-0.002166,1.08,0.08
-0.002164,1.04,0.08
-0.002162,1.04,0.08
-0.00216,0.96,2.96
-0.002158,0.12,3.04
-0.002156,0.08,3.04
-0.002154,0.08,3.04
-0.0021520000000000003,0.08,3.04
-0.00215,0.08,3.04
-0.002148,0.08,3.04
-0.002146,0.08,3.04
-0.002144,0.08,3.04
-0.0021420000000000002,0.08,3.04
-0.00214,0.08,3.04
-0.002138,0.08,3.04
-0.002136,0.08,3.04
-0.002134,0.08,3.04
-0.002132,0.08,3.04
-0.00213,0.08,3.04
-0.002128,0.08,3.04
-0.0021260000000000003,0.08,3.04
-0.002124,0.08,3.04
-0.002122,0.08,3.04
-0.00212,0.08,3.04
-0.002118,0.08,3.04
-0.002116,0.08,3.04
-0.002114,0.08,3.04
-0.002112,0.08,3.04
-0.00211,0.08,3.04
-0.002108,0.08,3.04
-0.0021060000000000002,0.08,3.04
-0.002104,0.08,3.04
-0.002102,0.08,3.04
-0.0021000000000000003,0.08,3.04
-0.002098,0.08,3.04
-0.002096,0.08,3.04
-0.002094,0.08,3.04
-0.002092,0.08,3.04
-0.00209,0.08,3.04
-0.002088,0.08,3.04
-0.002086,0.12,3.04
-0.002084,0.08,3.04
-0.002082,0.08,3.04
-0.0020800000000000003,0.08,3.04
-0.002078,0.08,3.04
-0.002076,0.08,3.04
-0.002074,0.08,3.04
-0.002072,0.08,3.04
-0.0020700000000000002,0.08,3.04
-0.002068,0.08,3.04
-0.002066,0.08,3.04
-0.002064,0.08,3.04
-0.002062,0.08,3.04
-0.00206,0.08,3.04
-0.002058,0.08,3.04
-0.002056,0.08,3.12
-0.0020540000000000003,0.08,3.04
-0.002052,0.08,3.04
-0.00205,0.08,3.04
-0.002048,0.08,3.04
-0.002046,0.08,3.04
-0.0020440000000000002,0.08,3.04
-0.002042,0.08,3.04
-0.00204,0.08,3.04
-0.002038,0.08,3.04
-0.002036,0.08,3.04
-0.0020340000000000002,0.08,3.04
-0.002032,0.08,3.04
-0.00203,0.08,3.04
-0.0020280000000000003,0.08,3.04
-0.002026,0.08,3.04
-0.002024,0.12,3.04
-0.002022,0.08,3.04
-0.00202,0.08,3.04
-0.0020180000000000003,0.08,3.04
-0.002016,0.04,3.04
-0.002014,0.08,3.04
-0.002012,0.08,3.04
-0.00201,0.08,3.04
-0.0020080000000000002,0.08,3.04
-0.002006,0.08,3.04
-0.002004,0.08,3.04
-0.0020020000000000003,0.08,3.04
-0.002,0.08,3.04
-0.001998,0.08,3.04
-0.001996,0.08,3.04
-0.001994,0.08,3.04
-0.001992,0.08,3.04
-0.00199,0.08,3.04
-0.001988,0.08,3.04
-0.001986,0.08,3.04
-0.001984,0.08,3.04
-0.0019820000000000003,0.08,3.04
-0.00198,0.08,2.96
-0.001978,0.04,3.04
-0.0019760000000000003,0.12,3.04
-0.001974,0.08,3.04
-0.0019720000000000002,0.12,3.04
-0.00197,0.08,3.04
-0.001968,0.08,3.04
-0.001966,0.08,3.04
-0.001964,0.08,3.04
-0.001962,0.08,3.04
-0.00196,0.08,3.04
-0.001958,0.08,3.04
-0.0019560000000000003,0.08,3.04
-0.001954,0.08,3.04
-0.0019520000000000002,0.08,3.04
-0.0019500000000000001,0.08,3.04
-0.001948,0.08,3.04
-0.001946,0.08,3.04
-0.001944,0.08,3.04
-0.0019420000000000001,0.08,3.04
-0.00194,0.08,3.04
-0.001938,0.08,3.04
-0.0019360000000000002,0.08,3.04
-0.001934,0.08,3.04
-0.0019320000000000001,0.08,3.04
-0.00193,0.08,3.04
-0.001928,0.08,3.04
-0.0019260000000000002,0.08,3.04
-0.001924,0.12,3.04
-0.001922,0.08,3.04
-0.00192,0.08,3.04
-0.001918,0.08,3.04
-0.0019160000000000002,0.08,3.04
-0.0019140000000000001,0.08,3.04
-0.001912,0.08,3.04
-0.0019100000000000002,0.08,3.04
-0.001908,0.08,3.04
-0.0019060000000000001,0.08,3.04
-0.001904,0.08,3.04
-0.001902,0.08,3.04
-0.0019000000000000002,0.08,3.04
-0.001898,0.08,3.04
-0.0018960000000000001,0.08,3.04
-0.001894,0.08,3.04
-0.001892,0.08,3.04
-0.0018900000000000002,0.08,3.12
-0.001888,0.08,3.04
-0.001886,0.08,3.04
-0.001884,0.08,3.04
-0.001882,0.08,3.04
-0.0018800000000000002,0.08,3.04
-0.0018780000000000001,0.08,3.04
-0.001876,0.08,3.04
-0.0018740000000000002,0.08,3.04
-0.001872,0.08,3.04
-0.0018700000000000001,0.08,3.04
-0.001868,0.08,3.04
-0.001866,0.08,2.96
-0.0018640000000000002,0.08,3.04
-0.001862,0.08,3.04
-0.00186,0.08,3.04
-0.001858,0.08,3.04
-0.001856,0.08,3.04
-0.0018540000000000002,0.08,3.04
-0.0018520000000000001,0.12,3.04
-0.00185,0.08,3.04
-0.001848,0.08,3.04
-0.001846,0.08,3.04
-0.0018440000000000002,0.08,3.04
-0.001842,0.08,3.04
-0.00184,0.08,3.04
-0.0018380000000000002,0.08,3.04
-0.001836,0.08,3.04
-0.0018340000000000001,0.08,3.04
-0.001832,0.08,3.04
-0.00183,0.08,3.04
-0.0018280000000000002,0.08,3.04
-0.001826,0.08,3.04
-0.001824,0.08,3.04
-0.001822,0.08,3.04
-0.00182,0.08,2.96
-0.0018180000000000002,0.08,3.04
-0.0018160000000000001,0.08,3.04
-0.001814,0.08,3.04
-0.0018120000000000002,0.08,3.04
-0.00181,0.08,3.04
-0.0018080000000000001,0.08,3.12
-0.001806,0.08,3.04
-0.001804,0.08,3.04
-0.0018020000000000002,0.08,3.04
-0.0018,0.08,3.04
-0.0017980000000000001,0.08,3.04
-0.001796,0.08,3.04
-0.001794,0.08,3.04
-0.0017920000000000002,0.08,3.04
-0.00179,0.08,3.04
-0.001788,0.08,3.04
-0.001786,0.08,3.04
-0.001784,0.08,3.04
-0.0017820000000000002,0.08,3.04
-0.0017800000000000001,0.08,3.04
-0.001778,0.08,3.04
-0.0017760000000000002,0.08,3.04
-0.001774,0.08,3.04
-0.0017720000000000001,0.08,3.04
-0.00177,0.08,3.04
-0.001768,0.08,3.04
-0.0017660000000000002,0.08,3.04
-0.001764,0.08,3.04
-0.0017620000000000001,0.08,3.04
-0.00176,0.08,3.04
-0.001758,0.08,3.04
-0.0017560000000000002,0.08,3.12
-0.0017540000000000001,0.08,3.04
-0.001752,0.08,3.04
-0.00175,0.08,3.04
-0.001748,0.04,3.04
-0.0017460000000000002,0.08,3.04
-0.001744,0.08,3.04
-0.001742,0.08,3.04
-0.0017400000000000002,0.08,3.04
-0.001738,0.08,3.04
-0.0017360000000000001,0.08,3.04
-0.001734,0.08,3.04
-0.001732,0.08,3.04
-0.0017300000000000002,0.08,3.04
-0.001728,0.08,3.04
-0.001726,0.08,3.04
-0.001724,0.08,3.04
-0.001722,0.08,3.04
-0.0017200000000000002,0.08,3.04
-0.0017180000000000001,0.08,3.04
-0.001716,0.08,3.04
-0.0017140000000000002,0.08,3.04
-0.001712,0.08,3.04
-0.0017100000000000001,0.08,3.04
-0.001708,0.08,3.04
-0.001706,0.08,3.04
-0.0017040000000000002,0.08,3.04
-0.001702,0.08,3.04
-0.0017000000000000001,0.08,3.04
-0.001698,0.08,3.04
-0.001696,0.08,3.04
-0.0016940000000000002,0.08,3.04
-0.001692,0.08,3.04
-0.00169,0.08,3.04
-0.001688,0.08,3.04
-0.001686,0.08,3.04
-0.0016840000000000002,0.08,3.04
-0.0016820000000000001,0.08,3.12
-0.00168,0.08,3.04
-0.0016780000000000002,0.08,3.04
-0.001676,0.08,3.04
-0.0016740000000000001,0.08,3.04
-0.001672,0.08,3.12
-0.00167,0.08,3.04
-0.0016680000000000002,0.08,3.04
-0.001666,0.08,3.04
-0.0016640000000000001,0.08,3.04
-0.001662,0.08,3.04
-0.00166,0.08,3.04
-0.0016580000000000002,0.08,3.04
-0.0016560000000000001,0.08,3.04
-0.001654,0.08,3.04
-0.001652,0.08,3.04
-0.00165,0.08,3.04
-0.0016480000000000002,0.08,3.04
-0.0016460000000000001,0.08,3.04
-0.001644,0.08,3.04
-0.0016420000000000002,0.08,3.04
-0.00164,0.08,3.04
-0.0016380000000000001,0.08,3.04
-0.001636,0.08,3.04
-0.001634,0.08,2.96
-0.0016320000000000002,0.08,3.04
-0.00163,0.08,3.04
-0.001628,0.08,3.04
-0.001626,0.08,3.04
-0.001624,0.08,3.04
-0.0016220000000000002,0.08,3.04
-0.0016200000000000001,0.08,3.04
-0.001618,0.08,3.04
-0.0016160000000000002,0.08,3.04
-0.001614,0.08,3.04
-0.0016120000000000002,0.08,3.04
-0.00161,0.08,3.04
-0.001608,0.08,3.04
-0.0016060000000000002,0.08,3.04
-0.001604,0.08,3.04
-0.0016020000000000001,0.08,3.04
-0.0016,0.08,3.04
-0.001598,0.08,3.04
-0.0015960000000000002,0.08,3.04
-0.001594,0.08,3.04
-0.001592,0.12,3.04
-0.00159,0.08,3.04
-0.001588,0.08,3.04
-0.0015860000000000002,0.08,3.04
-0.0015840000000000001,0.08,3.04
-0.001582,0.08,3.04
-0.0015800000000000002,0.08,3.04
-0.001578,0.08,3.04
-0.0015760000000000001,0.08,3.04
-0.001574,0.08,3.04
-0.001572,0.08,3.04
-0.0015700000000000002,0.08,3.04
-0.001568,0.08,3.04
-0.0015660000000000001,0.08,3.04
-0.001564,0.08,3.04
-0.001562,0.08,3.04
-0.0015600000000000002,0.08,3.04
-0.0015580000000000001,0.08,3.04
-0.001556,0.08,3.04
-0.001554,0.08,3.04
-0.001552,0.08,3.04
-0.0015500000000000002,0.08,3.04
-0.0015480000000000001,0.08,3.04
-0.001546,0.08,3.04
-0.0015440000000000002,0.08,3.04
-0.001542,0.08,3.04
-0.0015400000000000001,0.08,3.04
-0.001538,0.08,3.04
-0.001536,0.08,3.04
-0.0015340000000000002,0.08,3.12
-0.001532,0.08,3.04
-0.0015300000000000001,0.08,3.04
-0.001528,0.08,3.04
-0.001526,0.08,3.12
-0.0015240000000000002,0.08,3.04
-0.0015220000000000001,0.08,3.04
-0.00152,0.08,3.04
-0.001518,0.08,3.04
-0.0015160000000000002,0.08,3.12
-0.0015140000000000002,0.08,3.04
-0.001512,0.08,3.04
-0.00151,0.08,3.04
-0.001508,0.08,3.04
-0.0015060000000000002,0.08,3.04
-0.0015040000000000001,0.08,3.04
-0.001502,0.08,3.04
-0.0015,0.08,3.04
-0.0014980000000000002,0.08,3.04
-0.0014960000000000002,0.08,3.04
-0.001494,0.12,3.04
-0.001492,0.08,3.04
-0.00149,0.08,3.04
-0.0014880000000000002,0.08,3.04
-0.0014860000000000001,0.08,3.04
-0.001484,0.08,3.04
-0.001482,0.08,3.04
-0.0014800000000000002,0.08,3.04
-0.0014780000000000001,0.08,3.04
-0.001476,0.08,3.04
-0.001474,0.08,3.04
-0.001472,0.08,3.04
-0.0014700000000000002,0.08,3.04
-0.0014680000000000001,0.08,3.04
-0.001466,0.08,3.04
-0.001464,0.08,3.04
-0.0014620000000000002,0.08,3.04
-0.0014600000000000001,0.08,3.04
-0.001458,0.08,3.04
-0.001456,0.08,3.04
-0.001454,0.08,3.04
-0.0014520000000000002,0.08,3.04
-0.0014500000000000001,0.08,3.04
-0.001448,0.08,3.04
-0.001446,0.08,3.04
-0.0014440000000000002,0.08,3.04
-0.0014420000000000001,0.08,3.04
-0.00144,0.28,0.16
-0.001438,1.04,0.08
-0.001436,1.04,0.08
-0.0014340000000000002,1.04,0.08
-0.0014320000000000001,1.08,0.08
-0.00143,1.08,0.08
-0.001428,1.04,0.08
-0.0014260000000000002,1.08,0.08
-0.0014240000000000001,1.04,0.0
-0.001422,1.04,0.08
-0.00142,1.08,0.08
-0.0014180000000000002,1.08,0.08
-0.0014160000000000002,1.04,0.08
-0.0014140000000000001,1.04,0.08
-0.001412,1.04,0.0
-0.00141,1.08,0.08
-0.0014080000000000002,1.08,0.0
-0.0014060000000000001,1.08,0.08
-0.001404,1.08,0.08
-0.001402,1.08,0.08
-0.0014000000000000002,1.08,0.08
-0.0013980000000000002,1.04,0.08
-0.001396,1.08,0.08
-0.001394,1.04,0.08
-0.001392,1.04,0.08
-0.0013900000000000002,1.08,0.08
-0.0013880000000000001,1.04,0.08
-0.001386,1.08,0.08
-0.001384,1.04,0.08
-0.0013820000000000002,1.08,0.08
-0.0013800000000000002,1.04,0.08
-0.001378,1.04,0.0
-0.001376,1.04,0.0
-0.001374,1.08,0.0
-0.0013720000000000002,1.08,0.0
-0.0013700000000000001,1.04,0.08
-0.001368,1.04,0.08
-0.001366,1.08,0.08
-0.0013640000000000002,1.08,0.08
-0.0013620000000000001,1.04,0.08
-0.00136,1.08,0.08
-0.001358,1.08,0.08
-0.001356,1.08,0.08
-0.0013540000000000002,1.08,0.0
-0.0013520000000000001,1.04,0.08
-0.00135,1.08,0.0
-0.001348,1.04,0.08
-0.0013460000000000002,1.08,0.08
-0.0013440000000000001,1.04,0.08
-0.001342,1.04,0.08
-0.00134,1.04,0.08
-0.001338,1.08,0.08
-0.0013360000000000002,1.08,0.08
-0.0013340000000000001,1.04,0.08
-0.001332,1.08,0.0
-0.00133,1.08,0.08
-0.0013280000000000002,1.04,0.08
-0.0013260000000000001,1.08,0.0
-0.001324,1.08,0.0
-0.001322,1.08,0.0
-0.0013200000000000002,1.08,0.08
-0.0013180000000000002,1.08,0.08
-0.0013160000000000001,1.08,0.08
-0.001314,1.08,0.08
-0.001312,1.08,0.08
-0.0013100000000000002,1.08,0.08
-0.0013080000000000001,1.04,0.08
-0.001306,1.04,0.08
-0.001304,1.08,0.0
-0.0013020000000000002,1.08,0.08
-0.0013000000000000002,1.08,0.08
-0.0012980000000000001,1.08,0.08
-0.001296,1.08,0.0
-0.001294,1.04,0.08
-0.0012920000000000002,1.08,0.0
-0.0012900000000000001,1.04,0.08
-0.001288,1.04,0.08
-0.001286,1.04,0.08
-0.0012840000000000002,1.08,0.08
-0.0012820000000000002,1.04,0.0
-0.00128,1.04,0.0
-0.001278,1.04,0.08
-0.001276,1.04,0.08
-0.0012740000000000002,1.04,0.08
-0.0012720000000000001,1.04,0.0
-0.00127,1.04,0.08
-0.001268,1.04,0.0
-0.0012660000000000002,1.08,0.0
-0.0012640000000000001,1.08,0.08
-0.001262,1.04,0.08
-0.00126,1.08,0.08
-0.001258,1.08,0.08
-0.0012560000000000002,1.08,0.0
-0.0012540000000000001,1.04,0.0
-0.001252,1.08,0.08
-0.00125,1.08,0.08
-0.0012480000000000002,1.04,0.0
-0.0012460000000000001,1.08,0.08
-0.001244,1.08,0.08
-0.001242,1.04,0.08
-0.0012400000000000002,1.08,0.0
-0.0012380000000000002,1.04,0.08
-0.0012360000000000001,1.04,0.08
-0.001234,1.04,0.0
-0.001232,1.08,0.08
-0.0012300000000000002,1.08,0.0
-0.0012280000000000001,1.08,0.0
-0.001226,1.04,0.08
-0.001224,1.04,0.0
-0.0012220000000000002,1.04,0.08
-0.0012200000000000002,1.04,0.08
-0.0012180000000000001,1.04,0.0
-0.001216,1.08,0.08
-0.001214,1.08,0.08
-0.0012120000000000002,1.04,0.08
-0.0012100000000000001,1.08,0.08
-0.001208,1.04,0.0
-0.001206,1.04,0.08
-0.0012040000000000002,1.04,0.08
-0.0012020000000000002,1.08,0.08
-0.0012000000000000001,1.08,0.0
-0.001198,1.08,0.08
-0.001196,1.08,0.08
-0.0011940000000000002,1.04,0.0
-0.0011920000000000001,1.08,0.0
-0.00119,1.08,0.08
-0.001188,1.04,0.0
-0.0011860000000000002,1.04,0.08
-0.0011840000000000002,1.08,0.08
-0.001182,1.04,0.0
-0.00118,1.08,0.08
-0.001178,1.04,0.0
-0.0011760000000000002,1.08,0.0
-0.0011740000000000001,1.08,0.08
-0.001172,1.04,0.0
-0.00117,1.04,0.08
-0.0011680000000000002,1.04,0.08
-0.0011660000000000002,1.08,0.0
-0.001164,1.04,0.08
-0.001162,1.08,0.0
-0.00116,1.08,0.08
-0.0011580000000000002,1.08,0.08
-0.0011560000000000001,1.04,0.0
-0.001154,1.08,0.08
-0.001152,1.08,0.08
-0.0011500000000000002,1.08,0.08
-0.0011480000000000001,1.08,0.08
-0.001146,1.04,0.08
-0.001144,1.08,0.08
-0.0011420000000000002,1.08,0.08
-0.0011400000000000002,1.08,0.0
-0.0011380000000000001,1.04,0.0
-0.001136,1.04,0.0
-0.001134,1.04,0.08
-0.0011320000000000002,1.04,0.08
-0.0011300000000000001,1.04,0.08
-0.001128,1.04,0.0
-0.001126,1.04,0.08
-0.0011240000000000002,1.04,0.08
-0.0011220000000000002,1.08,0.08
-0.0011200000000000001,1.08,0.0
-0.001118,1.04,0.08
-0.001116,1.04,0.0
-0.0011140000000000002,1.08,0.08
-0.0011120000000000001,1.08,0.0
-0.00111,1.08,0.08
-0.001108,1.04,0.08
-0.0011060000000000002,1.04,0.08
-0.0011040000000000002,1.08,0.08
-0.0011020000000000001,1.04,0.0
-0.0011,1.08,0.08
-0.001098,1.08,0.08
-0.0010960000000000002,1.08,0.08
-0.0010940000000000001,1.04,0.08
-0.001092,1.04,0.08
-0.00109,1.08,0.08
-0.0010880000000000002,1.04,0.08
-0.0010860000000000002,1.08,0.08
-0.0010840000000000001,1.04,0.08
-0.001082,1.04,0.0
-0.00108,1.04,0.08
-0.0010780000000000002,1.08,0.08
-0.0010760000000000001,1.08,0.0
-0.001074,1.08,0.08
-0.001072,1.08,0.08
-0.0010700000000000002,1.04,0.08
-0.0010680000000000002,1.08,0.08
-0.001066,1.08,0.08
-0.001064,1.08,0.08
-0.001062,1.04,0.08
-0.0010600000000000002,1.04,0.08
-0.0010580000000000001,1.08,0.08
-0.001056,1.08,0.08
-0.001054,1.04,0.08
-0.0010520000000000002,1.04,0.0
-0.0010500000000000002,1.08,0.08
-0.001048,1.08,0.0
-0.001046,1.08,0.0
-0.0010440000000000002,1.08,0.08
-0.0010420000000000002,1.04,0.0
-0.0010400000000000001,1.08,0.0
-0.001038,1.04,0.08
-0.001036,1.04,0.08
-0.0010340000000000002,1.08,0.08
-0.0010320000000000001,1.08,0.08
-0.00103,1.04,0.08
-0.001028,1.04,0.08
-0.0010260000000000002,1.08,0.0
-0.0010240000000000002,1.08,0.08
-0.0010220000000000001,1.08,0.08
-0.00102,1.04,0.08
-0.001018,1.04,0.08
-0.0010160000000000002,1.04,0.0
-0.0010140000000000001,1.04,0.08
-0.001012,1.08,0.08
-0.00101,1.08,0.08
-0.0010080000000000002,1.04,0.08
-0.0010060000000000002,1.08,0.08
-0.0010040000000000001,1.08,0.08
-0.001002,1.08,0.08
-0.001,1.08,0.0
-0.0009980000000000002,1.08,0.08
-0.0009960000000000001,1.08,0.08
-0.000994,1.08,0.08
-0.000992,1.08,0.08
-0.0009900000000000002,1.04,0.08
-0.0009880000000000002,1.08,0.08
-0.0009860000000000001,1.08,0.08
-0.000984,1.08,0.08
-0.000982,1.08,0.0
-0.0009800000000000002,1.04,0.08
-0.0009780000000000001,1.08,0.08
-0.0009760000000000001,1.08,0.08
-0.000974,1.04,0.0
-0.0009720000000000002,1.08,0.08
-0.0009700000000000002,1.08,0.08
-0.0009680000000000001,1.08,0.0
-0.0009660000000000001,1.08,0.08
-0.000964,1.04,0.08
-0.0009620000000000002,1.08,0.08
-0.0009600000000000001,1.04,0.08
-0.0009580000000000001,1.08,0.0
-0.000956,1.04,0.08
-0.0009540000000000002,1.04,0.08
-0.0009520000000000002,1.08,0.08
-0.0009500000000000001,1.08,0.0
-0.0009480000000000001,1.08,0.08
-0.0009460000000000002,1.08,0.08
-0.0009440000000000002,1.08,0.08
-0.0009420000000000001,1.08,0.0
-0.0009400000000000001,1.04,0.0
-0.000938,1.08,0.08
-0.0009360000000000002,1.04,0.0
-0.0009340000000000002,1.08,0.0
-0.0009320000000000001,1.08,0.08
-0.00093,1.08,0.08
-0.0009280000000000002,1.08,0.08
-0.0009260000000000002,1.08,0.08
-0.0009240000000000001,1.08,0.0
-0.0009220000000000001,1.04,0.08
-0.00092,1.04,0.0
-0.0009180000000000002,1.04,0.0
-0.0009160000000000001,1.04,0.0
-0.0009140000000000001,1.08,0.08
-0.000912,1.04,0.08
-0.0009100000000000002,1.04,0.08
-0.0009080000000000002,1.04,0.08
-0.0009060000000000001,1.04,0.0
-0.0009040000000000001,1.04,0.0
-0.000902,1.04,0.0
-0.0009000000000000002,1.08,0.08
-0.0008980000000000001,1.08,0.0
-0.0008960000000000001,1.08,0.08
-0.000894,1.04,0.0
-0.0008920000000000002,1.08,0.0
-0.0008900000000000002,1.08,0.08
-0.0008880000000000001,1.04,0.0
-0.0008860000000000001,1.08,0.08
-0.000884,1.08,0.0
-0.0008820000000000002,1.08,0.0
-0.0008800000000000001,1.04,0.08
-0.0008780000000000001,1.04,0.08
-0.000876,1.08,0.0
-0.0008740000000000002,1.04,0.0
-0.0008720000000000002,1.08,0.08
-0.0008700000000000001,1.04,0.08
-0.0008680000000000001,1.04,0.0
-0.0008660000000000002,1.04,0.0
-0.0008640000000000002,1.04,0.08
-0.0008620000000000001,1.04,0.0
-0.0008600000000000001,1.08,0.0
-0.000858,1.04,0.08
-0.0008560000000000002,1.08,0.0
-0.0008540000000000002,1.04,0.0
-0.0008520000000000001,1.08,0.08
-0.0008500000000000001,1.04,0.08
-0.0008480000000000002,1.04,0.08
-0.0008460000000000002,1.04,0.08
-0.0008440000000000001,1.08,0.08
-0.0008420000000000001,1.04,0.08
-0.00084,1.08,0.0
-0.0008380000000000002,1.04,0.0
-0.0008360000000000002,1.08,0.08
-0.0008340000000000001,1.04,0.08
-0.0008320000000000001,1.08,0.08
-0.0008300000000000002,1.04,0.0
-0.0008280000000000002,1.08,0.08
-0.0008260000000000001,1.08,0.08
-0.0008240000000000001,1.08,0.0
-0.000822,1.08,0.0
-0.0008200000000000002,1.08,0.08
-0.0008180000000000002,1.08,0.08
-0.0008160000000000001,1.08,0.08
-0.000814,1.04,0.08
-0.0008120000000000002,1.04,0.08
-0.0008100000000000002,1.04,0.08
-0.0008080000000000001,1.08,0.08
-0.0008060000000000001,1.04,0.08
-0.000804,1.08,0.0
-0.0008020000000000002,1.04,0.0
-0.0008000000000000001,1.08,0.0
-0.0007980000000000001,1.04,0.08
-0.000796,1.04,0.08
-0.0007940000000000002,1.08,0.08
-0.0007920000000000002,1.04,0.08
-0.0007900000000000001,1.08,0.08
-0.0007880000000000001,1.08,0.08
-0.000786,1.04,0.08
-0.0007840000000000002,1.04,0.08
-0.0007820000000000001,1.04,0.08
