,V_e,V_m,fase,Re,Im
0,-2.0,5.89754e-13,-121.956,-3.12641e-13,-5.00936e-13
1,-1.9393939393939394,5.51562e-13,-67.884,2.07391e-13,-5.1115e-13
2,-1.878787878787879,5.83093e-13,-60.534,2.86883e-13,-5.08042e-13
3,-1.8181818181818181,8.77968e-13,-74.502,2.34481e-13,-8.46438e-13
4,-1.7575757575757576,8.82853e-13,-68.292,3.26407e-13,-8.2068e-13
5,-1.696969696969697,7.32751e-13,-65.01,3.09532e-13,-6.64361e-13
6,-1.6363636363636362,6.83013e-13,-68.238,2.53133e-13,-6.34607e-13
7,-1.5757575757575757,6.94115e-13,-74.634,1.83854e-13,-6.6969e-13
8,-1.5151515151515151,8.89514e-13,-81.774,1.2701e-13,-8.80632e-13
9,-1.4545454545454546,4.11228e-13,-51.378,2.56685e-13,-3.21966e-13
10,-1.393939393939394,6.8923e-13,-56.136,3.84139e-13,-5.72879e-13
11,-1.3333333333333333,7.33195e-13,-72.282,2.22934e-13,-6.99e-13
12,-1.2727272727272727,6.06185e-13,-63.156,2.73561e-13,-5.41348e-13
13,-1.2121212121212122,9.76559e-13,-69.108,3.48168e-13,-9.13054e-13
14,-1.1515151515151514,5.32022e-13,-53.58,3.15749e-13,-4.28548e-13
15,-1.0909090909090908,7.17208e-13,-35.316,5.84869e-13,-4.14781e-13
16,-1.0303030303030303,7.10546e-13,-42.378,5.24917e-13,-4.7962e-13
17,-0.9696969696969697,6.59476e-13,-54.372,3.84139e-13,-5.36463e-13
18,-0.9090909090909092,8.22901e-13,-82.53,1.06582e-13,-8.16239e-13
19,-0.8484848484848484,8.30006e-13,-74.418,2.22934e-13,-7.99808e-13
20,-0.7878787878787878,8.18904e-13,-53.37,4.88502e-13,-6.577e-13
21,-0.7272727272727273,5.64441e-13,-68.856,2.03394e-13,-5.26693e-13
22,-0.6666666666666665,6.10182e-13,-75.672,1.50547e-13,-5.9153e-13
23,-0.606060606060606,6.61252e-13,-88.932,1.19905e-14,-6.61696e-13
24,-0.5454545454545454,7.99808e-13,-68.514,2.92657e-13,-7.44297e-13
25,-0.48484848484848486,7.82045e-13,-68.922,2.8111e-13,-7.30086e-13
26,-0.4242424242424243,6.27946e-13,-59.178,3.21966e-13,-5.40016e-13
27,-0.36363636363636354,7.88262e-13,-70.086,2.68232e-13,-7.41632e-13
28,-0.303030303030303,5.26249e-13,-62.316,2.44251e-13,-4.66741e-13
29,-0.24242424242424243,7.02997e-13,-91.302,-1.64314e-14,-7.02997e-13
30,-0.18181818181818166,7.39856e-13,-55.086,4.23219e-13,-6.07518e-13
31,-0.1212121212121211,7.93147e-13,-61.002,3.84583e-13,-6.94115e-13
32,-0.06060606060606055,7.21648e-13,-67.332,2.78002e-13,-6.66581e-13
33,0.0,7.74939e-13,-76.77,1.77192e-13,-7.54511e-13
34,0.06060606060606055,7.73607e-13,-66.594,3.07311e-13,-7.10102e-13
35,0.1212121212121211,7.81156e-13,-78.156,1.60317e-13,-7.64725e-13
36,0.18181818181818166,7.22537e-13,-47.784,4.85393e-13,-5.35575e-13
37,0.24242424242424265,8.96175e-13,-62.406,4.15225e-13,-7.94923e-13
38,0.3030303030303032,6.99888e-13,-67.182,2.7134e-13,-6.45709e-13
39,0.36363636363636376,8.44661e-13,-76.986,1.90071e-13,-8.23345e-13
40,0.4242424242424243,1.96288e-13,-78.768,3.81919e-14,-1.92736e-13
41,0.48484848484848486,6.57256e-13,-103.158,-1.49659e-13,-6.4038e-13
42,0.5454545454545454,1.58318e-12,-56.418,8.75747e-13,-1.3194e-12
43,0.606060606060606,1.27987e-12,-47.226,8.69086e-13,-9.397e-13
44,0.666666666666667,7.86485e-13,-55.2,4.48532e-13,-6.46153e-13
45,0.7272727272727275,7.64281e-13,-73.506,2.16716e-13,-7.33195e-13
46,0.7878787878787881,4.97383e-13,-53.658,2.94877e-13,-4.01014e-13
47,0.8484848484848486,6.50594e-13,-46.122,4.51196e-13,-4.69406e-13
48,0.9090909090909092,7.18984e-13,-52.116,4.41426e-13,-5.67994e-13
49,0.9696969696969697,8.26898e-13,-58.446,4.32545e-13,-7.05217e-13
50,1.0303030303030303,8.20236e-13,-55.53,4.64077e-13,-6.76351e-13
51,1.0909090909090908,8.06914e-13,-44.13,5.79096e-13,-5.6222e-13
52,1.1515151515151514,8.03361e-13,-57.966,4.25883e-13,-6.8168e-13
53,1.2121212121212124,8.64201e-13,-61.638,4.1034e-13,-7.60728e-13
54,1.272727272727273,6.46597e-13,-73.938,1.78969e-13,-6.21728e-13
55,1.3333333333333335,1.18883e-12,-60.498,5.85313e-13,-1.03518e-12
56,1.393939393939394,1.1049e-12,-44.208,7.91815e-13,-7.70498e-13
57,1.4545454545454546,8.70862e-13,-53.4,5.19144e-13,-6.99444e-13
58,1.5151515151515151,5.2847e-13,-41.904,3.93021e-13,-3.53053e-13
59,1.5757575757575757,9.76559e-13,-39.42,7.54511e-13,-6.2084e-13
60,1.6363636363636367,5.53783e-13,-48.978,3.63267e-13,-4.18334e-13
61,1.6969696969696972,9.36591e-13,-59.526,4.74735e-13,-8.07358e-13
62,1.7575757575757578,1.01786e-12,-52.866,6.14623e-13,-8.11799e-13
63,1.8181818181818183,8.35335e-13,-59.694,4.21442e-13,-7.21648e-13
64,1.878787878787879,9.88105e-13,-46.56,6.7946e-13,-7.17652e-13
65,1.9393939393939394,1.02141e-12,-58.314,5.36463e-13,-8.6953e-13
66,2.0,1.0565e-12,-50.928,6.65693e-13,-8.2068e-13
67,2.0606060606060606,7.73607e-13,-41.034,5.83537e-13,-5.08042e-13
68,2.121212121212121,7.92259e-13,-46.314,5.47121e-13,-5.73323e-13
