,V_e,V_m,fase,Re,Im
0,-2.0,1.13599e-12,-46.674,7.7938e-13,-8.26898e-13
1,-1.9393939393939394,6.74575e-13,-42.54,4.96939e-13,-4.56527e-13
2,-1.878787878787879,6.62585e-13,-38.346,5.19588e-13,-4.11672e-13
3,-1.8181818181818181,9.28153e-13,-69.618,3.23299e-13,-8.70418e-13
4,-1.7575757575757576,6.78572e-13,-57.954,3.59714e-13,-5.75987e-13
5,-1.696969696969697,6.86565e-13,-39.648,5.28914e-13,-4.38318e-13
6,-1.6363636363636362,1.04184e-12,-84.678,9.63678e-14,-1.03784e-12
7,-1.5757575757575757,6.51482e-13,-3.96,6.49706e-13,-4.52973e-14
8,-1.5151515151515151,1.04584e-12,-29.652,9.09054e-13,-5.17811e-13
9,-1.4545454545454546,3.64599e-13,-17.538,3.47724e-13,-1.10135e-13
10,-1.393939393939394,4.86281e-13,-56.574,2.67343e-13,-4.06343e-13
11,-1.3333333333333333,4.79176e-13,-81.36,7.14988e-14,-4.74291e-13
12,-1.2727272727272727,9.85885e-13,-72.264,3.00206e-13,-9.39256e-13
13,-1.2121212121212122,8.61092e-13,-82.842,1.07026e-13,-8.54431e-13
14,-1.1515151515151514,9.25933e-13,-63.978,4.05899e-13,-8.32671e-13
15,-1.0909090909090908,7.76715e-13,-46.53,5.34243e-13,-5.63997e-13
16,-1.0303030303030303,3.57938e-13,-30.024,3.09976e-13,-1.79413e-13
17,-0.9696969696969697,7.9892e-13,-74.148,2.18049e-13,-7.69166e-13
18,-0.9090909090909092,8.51767e-13,-79.2,1.59429e-13,-8.37112e-13
19,-0.8484848484848484,7.38524e-13,-67.29,2.85107e-13,-6.8168e-13
20,-0.7878787878787878,4.91166e-13,-117.606,-2.27819e-13,-4.35653e-13
21,-0.7272727272727273,8.01584e-13,-79.512,1.45662e-13,-7.88706e-13
22,-0.6666666666666665,1.54855e-12,-59.31,7.90038e-13,-1.33227e-12
23,-0.606060606060606,2.80666e-13,27.57,2.48692e-13,1.29675e-13
24,-0.5454545454545454,2.03394e-13,-91.128,-4.44092e-15,-2.03838e-13
25,-0.48484848484848486,6.81236e-13,-93.618,-4.30769e-14,-6.80348e-13
26,-0.4242424242424243,7.73607e-13,-68.73,2.80222e-13,-7.21204e-13
27,-0.36363636363636354,1.01875e-12,-57.954,5.4046e-13,-8.63757e-13
28,-0.303030303030303,6.88342e-13,-49.632,4.45867e-13,-5.24917e-13
29,-0.24242424242424243,6.48374e-13,-77.988,1.3456e-13,-6.34607e-13
30,-0.18181818181818166,5.96859e-13,-69.582,2.08279e-13,-5.6e-13
31,-0.1212121212121211,7.80712e-13,-61.41,3.73481e-13,-6.85677e-13
32,-0.06060606060606055,8.19792e-13,-75.984,1.98509e-13,-7.95811e-13
33,0.0,7.24757e-13,-72.888,2.13164e-13,-6.93227e-13
34,0.06060606060606055,6.71022e-13,-72.582,2.00729e-13,-6.40824e-13
35,0.1212121212121211,6.67914e-13,-65.952,2.72228e-13,-6.10626e-13
36,0.18181818181818166,8.60648e-13,-56.736,4.7207e-13,-7.19872e-13
37,0.24242424242424265,4.92942e-13,-83.208,5.81761e-14,-4.90278e-13
38,0.3030303030303032,7.78048e-13,-65.97,3.16637e-13,-7.1099e-13
39,0.36363636363636376,8.49546e-13,-55.062,4.86281e-13,-6.96779e-13
40,0.4242424242424243,6.33275e-13,-50.916,3.99238e-13,-4.92054e-13
41,0.48484848484848486,8.62869e-13,-53.7,5.10706e-13,-6.95891e-13
42,0.5454545454545454,8.51322e-13,-50.862,5.37351e-13,-6.60808e-13
43,0.606060606060606,8.53987e-13,-51.576,5.3069e-13,-6.6969e-13
44,0.666666666666667,7.54955e-13,-48.204,5.03157e-13,-5.63109e-13
45,0.7272727272727275,5.83537e-13,-53.19,3.49944e-13,-4.68073e-13
46,0.7878787878787881,8.72195e-13,-68.184,3.24187e-13,-8.10022e-13
47,0.8484848484848486,7.3053e-13,-44.688,5.19588e-13,-5.14259e-13
48,0.9090909090909092,7.35859e-13,-56.202,4.09452e-13,-6.12402e-13
49,0.9696969696969697,8.89958e-13,-52.686,5.39572e-13,-7.08326e-13
50,1.0303030303030303,9.13943e-13,-55.14,5.22252e-13,-7.50514e-13
51,1.0909090909090908,8.69974e-13,-50.532,5.52895e-13,-6.72355e-13
52,1.1515151515151514,8.89958e-13,-42.696,6.54147e-13,-6.03965e-13
53,1.2121212121212124,1.00143e-12,-48.402,6.64805e-13,-7.49182e-13
54,1.272727272727273,8.91291e-13,-44.892,6.31498e-13,-6.29722e-13
55,1.3333333333333335,8.71751e-13,-34.818,7.15875e-13,-4.98272e-13
56,1.393939393939394,8.64645e-13,-29.202,7.54511e-13,-4.22331e-13
57,1.4545454545454546,7.43853e-13,-48.162,4.96051e-13,-5.54671e-13
58,1.5151515151515151,9.94767e-13,-41.73,7.42521e-13,-6.62585e-13
59,1.5757575757575757,8.84185e-13,-51.582,5.49342e-13,-6.93227e-13
60,1.6363636363636367,9.96987e-13,-46.272,6.8923e-13,-7.2076e-13
61,1.6969696969696972,1.21326e-12,-38.208,9.53466e-13,-7.50958e-13
62,1.7575757575757578,1.08714e-12,-40.236,8.29562e-13,-7.02553e-13
63,1.8181818181818183,1.03784e-12,-36.684,8.32227e-13,-6.20396e-13
64,1.878787878787879,1.2892e-12,-19.974,1.21148e-12,-4.40538e-13
65,1.9393939393939394,1.05516e-12,-44.064,7.58064e-13,-7.34083e-13
66,2.0,1.17063e-12,-41.226,8.80188e-13,-7.71831e-13
67,2.0606060606060606,8.9884e-13,-56.688,4.93831e-13,-7.51847e-13
68,2.121212121212121,1.54677e-12,-43.326,1.12488e-12,-1.06182e-12
69,2.1818181818181817,9.92102e-13,-64.38,4.28548e-13,-8.94843e-13
70,2.242424242424242,6.86121e-13,-70.122,2.33593e-13,-6.45709e-13
71,2.3030303030303028,1.00898e-12,-41.466,7.55843e-13,-6.68358e-13
72,2.3636363636363633,1.81855e-12,-22.272,1.68266e-12,-6.89674e-13
73,2.4242424242424248,1.1422e-12,-62.502,5.27581e-13,-1.01386e-12
74,2.4848484848484853,1.16441e-12,-25.59,1.04983e-12,-5.03157e-13
75,2.545454545454546,1.35892e-12,-36.456,1.09291e-12,-8.07802e-13
76,2.6060606060606064,1.04584e-12,-35.466,8.51767e-13,-6.07073e-13
77,2.666666666666667,1.3265e-12,-49.674,8.58428e-13,-1.01164e-12
78,2.7272727272727275,1.0827e-12,-35.808,8.77524e-13,-6.33719e-13
79,2.787878787878788,1.18395e-12,-33.6,9.85885e-13,-6.55923e-13
80,2.8484848484848486,1.2399e-12,-23.898,1.13332e-12,-5.02712e-13
81,2.909090909090909,1.19416e-12,-46.134,8.27342e-13,-8.61092e-13
82,2.9696969696969697,9.00172e-13,-19.53,8.48214e-13,-3.01094e-13
83,3.0303030303030303,8.66866e-13,-38.46,6.78572e-13,-5.39572e-13
84,3.090909090909091,1.14087e-12,-84.588,1.0747e-13,-1.13599e-12
85,3.1515151515151514,1.57919e-12,-45.138,1.11423e-12,-1.12e-12
86,3.212121212121212,1.62271e-12,-11.706,1.58896e-12,-3.29516e-13
87,3.2727272727272725,1.4282e-12,-20.388,1.33849e-12,-4.97827e-13
88,3.333333333333334,1.13643e-12,-36.906,9.0861e-13,-6.83013e-13
89,3.3939393939393945,1.11822e-12,-38.682,8.72639e-13,-6.99e-13
90,3.454545454545455,1.23857e-12,-21.282,1.15419e-12,-4.49864e-13
91,3.5151515151515156,1.35714e-12,-30.882,1.16485e-12,-6.96779e-13
92,3.575757575757576,1.38423e-12,-30.318,1.19505e-12,-6.99e-13
93,3.6363636363636367,1.14309e-12,-33.96,9.48137e-13,-6.39048e-13
94,3.6969696969696972,1.2963e-12,-20.826,1.21148e-12,-4.61412e-13
95,3.757575757575758,1.38068e-12,-31.488,1.17729e-12,-7.21648e-13
96,3.8181818181818183,1.30607e-12,-34.122,1.08136e-12,-7.32751e-13
97,3.878787878787879,1.1573e-12,-32.406,9.77003e-13,-6.20396e-13
98,3.9393939393939394,9.66345e-13,-34.176,7.99364e-13,-5.43125e-13
99,4.0,9.78335e-13,-30.72,8.41108e-13,-5.00048e-13
