,V_e,V_m,fase,Re,Im
0,-2.0,7.34527e-13,-56.232,4.07676e-13,-6.1107e-13
1,-1.9393939393939394,9.47249e-13,-44.688,6.73243e-13,-6.66581e-13
2,-1.878787878787879,8.78856e-13,-38.502,6.87454e-13,-5.47565e-13
3,-1.8181818181818181,5.30246e-13,-72.45,1.59873e-13,-5.06265e-13
4,-1.7575757575757576,7.99808e-13,-63.714,3.53941e-13,-7.17652e-13
5,-1.696969696969697,8.82853e-13,-46.608,6.06185e-13,-6.41712e-13
6,-1.6363636363636362,9.08166e-13,-39.936,6.95891e-13,-5.83093e-13
7,-1.5757575757575757,6.70578e-13,-107.316,-1.99841e-13,-6.4038e-13
8,-1.5151515151515151,9.65901e-13,-64.002,4.23219e-13,-8.68642e-13
9,-1.4545454545454546,5.80428e-13,-98.616,-8.70419e-14,-5.74211e-13
10,-1.393939393939394,8.6731e-13,-84.492,8.30451e-14,-8.63757e-13
11,-1.3333333333333333,8.4022e-13,-84.696,7.7272e-14,-8.36668e-13
12,-1.2727272727272727,5.78652e-13,-70.74,1.90959e-13,-5.46677e-13
13,-1.2121212121212122,6.58144e-13,-83.604,7.32752e-14,-6.54591e-13
14,-1.1515151515151514,6.85233e-13,-99.912,-1.18129e-13,-6.75463e-13
15,-1.0909090909090908,5.63553e-13,-92.61,-2.57573e-14,-5.63553e-13
16,-1.0303030303030303,7.3808e-13,-86.532,4.44091e-14,-7.37192e-13
17,-0.9696969696969697,6.58588e-13,-89.388,6.66137e-15,-6.59032e-13
18,-0.9090909090909092,6.93227e-13,-99.462,-1.14132e-13,-6.84345e-13
19,-0.8484848484848484,6.34607e-13,-104.346,-1.57653e-13,-6.15511e-13
20,-0.7878787878787878,5.94195e-13,-76.608,1.37224e-13,-5.78652e-13
21,-0.7272727272727273,6.15511e-13,-112.986,-2.40698e-13,-5.66661e-13
22,-0.6666666666666665,2.66899e-13,-131.16,-1.76304e-13,-2.01617e-13
23,-0.606060606060606,1.03962e-12,-117.324,-4.77399e-13,-9.23712e-13
24,-0.5454545454545454,5.99524e-13,-116.976,-2.72228e-13,-5.34687e-13
25,-0.48484848484848486,5.3824e-13,-85.488,4.21887e-14,-5.36907e-13
26,-0.4242424242424243,6.58144e-13,-95.784,-6.66138e-14,-6.55035e-13
27,-0.36363636363636354,4.01458e-13,-85.242,3.33069e-14,-4.0057e-13
28,-0.303030303030303,7.3053e-13,-86.544,4.3965e-14,-7.29642e-13
29,-0.24242424242424243,8.59316e-13,-106.788,-2.48692e-13,-8.23345e-13
30,-0.18181818181818166,7.77604e-13,-90.96,-1.37668e-14,-7.78048e-13
31,-0.1212121212121211,6.21284e-13,-75.372,1.56764e-13,-6.01744e-13
32,-0.06060606060606055,6.93227e-13,-63.702,3.07311e-13,-6.22172e-13
33,0.0,6.47041e-13,-81.798,9.19269e-14,-6.40824e-13
34,0.06060606060606055,8.63757e-13,-58.17,4.55639e-13,-7.34083e-13
