,V_e,V_m,fase,Re,Im
0,-2.0,4.77399e-13,-107.334,-1.42998e-13,-4.56083e-13
1,-1.9393939393939394,8.66866e-13,-60.696,4.24107e-13,-7.56287e-13
2,-1.878787878787879,8.08246e-13,-77.52,1.74528e-13,-7.89594e-13
3,-1.8181818181818181,7.21648e-13,-65.046,3.04647e-13,-6.55035e-13
4,-1.7575757575757576,5.78652e-13,-73.998,1.59429e-13,-5.56891e-13
5,-1.696969696969697,6.94559e-13,-59.634,3.51276e-13,-5.99968e-13
6,-1.6363636363636362,7.33639e-13,-59.28,3.74813e-13,-6.31054e-13
7,-1.5757575757575757,5.86201e-13,-64.908,2.48248e-13,-5.31134e-13
8,-1.5151515151515151,3.92577e-13,-95.892,-4.04123e-14,-3.908e-13
9,-1.4545454545454546,8.72639e-13,-61.968,4.09896e-13,-7.70942e-13
10,-1.393939393939394,6.06629e-13,-60.75,2.96209e-13,-5.29802e-13
11,-1.3333333333333333,7.23869e-13,-77.808,1.52768e-13,-7.08326e-13
12,-1.2727272727272727,3.41062e-13,-107.622,-1.03473e-13,-3.25963e-13
13,-1.2121212121212122,6.06629e-13,-72.678,1.80301e-13,-5.7954e-13
14,-1.1515151515151514,9.52578e-13,-56.922,5.19588e-13,-7.98476e-13
15,-1.0909090909090908,6.23949e-13,-58.362,3.27295e-13,-5.31578e-13
16,-1.0303030303030303,8.91735e-13,-63.234,4.01458e-13,-7.967e-13
17,-0.9696969696969697,7.15875e-13,-62.1,3.34845e-13,-6.32831e-13
18,-0.9090909090909092,6.87009e-13,-58.704,3.56605e-13,-5.87533e-13
19,-0.8484848484848484,9.57463e-13,-63.852,4.21886e-13,-8.5976e-13
20,-0.7878787878787878,6.11958e-13,-61.326,2.93545e-13,-5.37351e-13
21,-0.7272727272727273,1.02186e-12,-48.24,6.80348e-13,-7.62505e-13
22,-0.6666666666666665,1.67156e-12,-89.82,5.3291e-15,-1.672e-12
23,-0.606060606060606,1.18528e-12,-60.024,5.91974e-13,-1.02719e-12
24,-0.5454545454545454,5.48898e-13,-76.488,1.27899e-13,-5.34243e-13
25,-0.48484848484848486,9.34815e-13,-86.544,5.59555e-14,-9.33482e-13
26,-0.4242424242424243,6.23061e-13,-65.682,2.56241e-13,-5.67994e-13
27,-0.36363636363636354,9.26377e-13,-74.388,2.49136e-13,-8.92623e-13
28,-0.303030303030303,6.63029e-13,-63.072,3.00206e-13,-5.9153e-13
29,-0.24242424242424243,4.25883e-13,-66.24,1.71419e-13,-3.90356e-13
30,-0.18181818181818166,7.48738e-13,-61.452,3.57938e-13,-6.58144e-13
31,-0.1212121212121211,8.09578e-13,-83.022,9.81441e-14,-8.03805e-13
32,-0.06060606060606055,8.23345e-13,-52.332,5.03157e-13,-6.52371e-13
33,0.0,7.65613e-13,-86.358,4.84059e-14,-7.64725e-13
34,0.06060606060606055,7.27866e-13,-69.606,2.53577e-13,-6.82569e-13
35,0.1212121212121211,8.68198e-13,-37.356,6.90118e-13,-5.27137e-13
36,0.18181818181818166,1.34737e-12,-75.888,3.28628e-13,-1.30696e-12
37,0.24242424242424265,1.36869e-12,-18.288,1.29986e-12,-4.2988e-13
