t,V_out,V_in
-2.5e-06,-0.48,0.5
-2.498e-06,-0.48,0.52
-2.4960000000000003e-06,-0.48,0.5
-2.494e-06,-0.48,0.54
-2.492e-06,-0.56,0.5
-2.4900000000000003e-06,-0.56,0.48
-2.488e-06,-0.56,0.5
-2.486e-06,-0.56,0.5
-2.4840000000000003e-06,-0.56,0.52
-2.482e-06,-0.56,0.48
-2.4800000000000004e-06,-0.64,0.52
-2.4780000000000002e-06,-0.64,0.52
-2.476e-06,-0.72,0.5
-2.4740000000000004e-06,-0.72,0.52
-2.4720000000000002e-06,-0.8,0.5
-2.47e-06,-0.72,0.5
-2.4680000000000003e-06,-0.8,0.52
-2.466e-06,-0.72,0.5
-2.464e-06,-0.72,0.52
-2.4620000000000003e-06,-0.72,0.52
-2.46e-06,-0.88,0.5
-2.458e-06,-0.88,0.5
-2.4560000000000003e-06,-0.88,0.5
-2.454e-06,-0.88,0.5
-2.4520000000000004e-06,-0.88,0.5
-2.4500000000000003e-06,-0.8,0.5
-2.448e-06,-0.96,0.5
-2.4460000000000004e-06,-0.88,0.52
-2.4440000000000002e-06,-0.96,0.52
-2.442e-06,-0.96,0.52
-2.4400000000000004e-06,-0.96,0.52
-2.438e-06,-1.04,0.52
-2.436e-06,-1.04,0.5
-2.4340000000000003e-06,-1.04,0.54
-2.432e-06,-1.04,0.52
-2.43e-06,-1.04,0.5
-2.4280000000000003e-06,-1.04,0.52
-2.426e-06,-1.12,0.52
-2.424e-06,-1.2,0.5
-2.4220000000000003e-06,-1.04,0.52
-2.42e-06,-1.12,0.5
-2.4180000000000004e-06,-1.12,0.54
-2.4160000000000002e-06,-1.2,0.52
-2.414e-06,-1.12,0.52
-2.4120000000000004e-06,-1.2,0.52
-2.4100000000000002e-06,-1.2,0.52
-2.408e-06,-1.2,0.52
-2.4060000000000003e-06,-1.28,0.5
-2.404e-06,-1.2,0.5
-2.402e-06,-1.2,0.5
-2.4000000000000003e-06,-1.28,0.48
-2.398e-06,-1.28,0.5
-2.396e-06,-1.28,0.52
-2.3940000000000003e-06,-1.2,0.5
-2.392e-06,-1.28,0.5
-2.39e-06,-1.28,0.52
-2.3880000000000003e-06,-1.36,0.52
-2.386e-06,-1.36,0.52
-2.3840000000000004e-06,-1.36,0.52
-2.3820000000000002e-06,-1.44,0.5
-2.38e-06,-1.36,0.5
-2.3780000000000004e-06,-1.36,0.48
-2.376e-06,-1.44,0.52
-2.374e-06,-1.44,0.52
-2.3720000000000003e-06,-1.52,0.5
-2.37e-06,-1.6,0.5
-2.368e-06,-1.52,0.48
-2.3660000000000003e-06,-1.44,0.5
-2.364e-06,-1.52,0.5
-2.362e-06,-1.6,0.48
-2.3600000000000003e-06,-1.52,0.5
-2.358e-06,-1.6,0.5
-2.356e-06,-1.52,0.52
-2.3540000000000002e-06,-1.6,0.52
-2.352e-06,-1.52,0.52
-2.3500000000000004e-06,-1.52,0.5
-2.3480000000000002e-06,-1.6,0.52
-2.346e-06,-1.68,0.52
-2.3440000000000003e-06,-1.76,0.52
-2.342e-06,-1.68,0.5
-2.34e-06,-1.68,0.52
-2.3380000000000003e-06,-1.68,0.5
-2.336e-06,-1.68,0.5
-2.334e-06,-1.68,0.5
-2.3320000000000003e-06,-1.68,0.52
-2.33e-06,-1.68,0.5
-2.3280000000000004e-06,-1.84,0.5
-2.3260000000000003e-06,-1.84,0.48
-2.324e-06,-1.84,0.5
-2.3220000000000004e-06,-1.76,0.52
-2.3200000000000002e-06,-1.84,0.52
-2.318e-06,-1.84,0.5
-2.3160000000000004e-06,-1.84,0.44
-2.314e-06,-1.84,0.38
-2.312e-06,-1.84,0.28
-2.3100000000000003e-06,-1.92,0.16
-2.308e-06,-1.84,0.06
-2.306e-06,-1.92,-0.06
-2.3040000000000003e-06,-1.92,-0.14
-2.302e-06,-1.92,-0.18
-2.3e-06,-2.0,-0.24
-2.2980000000000003e-06,-2.0,-0.26
-2.296e-06,-2.0,-0.26
-2.2940000000000004e-06,-2.0,-0.26
-2.2920000000000002e-06,-2.0,-0.28
-2.29e-06,-2.08,-0.34
-2.2880000000000004e-06,-2.0,-0.36
-2.2860000000000002e-06,-2.0,-0.42
-2.284e-06,-2.0,-0.46
-2.2820000000000003e-06,-2.08,-0.48
-2.28e-06,-2.08,-0.46
-2.278e-06,-2.08,-0.48
-2.2760000000000003e-06,-2.08,-0.46
-2.274e-06,-2.08,-0.44
-2.272e-06,-2.0,-0.42
-2.2700000000000003e-06,-2.08,-0.42
-2.268e-06,-2.16,-0.44
-2.266e-06,-2.16,-0.46
-2.2640000000000003e-06,-2.16,-0.48
-2.262e-06,-2.16,-0.52
-2.2600000000000004e-06,-2.24,-0.5
-2.2580000000000002e-06,-2.08,-0.5
-2.256e-06,-2.08,-0.48
-2.2540000000000004e-06,-2.16,-0.5
-2.252e-06,-2.16,-0.5
-2.25e-06,-2.16,-0.5
-2.2480000000000003e-06,-2.16,-0.5
-2.246e-06,-2.08,-0.5
-2.244e-06,-2.08,-0.5
-2.2420000000000003e-06,-2.08,-0.5
-2.24e-06,-2.08,-0.5
-2.2380000000000004e-06,-2.08,-0.48
