t,V_out,V_R
-0.05,4.2,4.4
-0.049960000000000004,4.0,4.4
-0.049920000000000006,4.0,4.2
-0.04988,4.0,4.2
-0.04984,4.0,4.2
-0.049800000000000004,4.0,4.2
-0.049760000000000006,4.0,4.0
-0.04972,4.0,4.0
-0.04968,4.0,4.0
-0.049640000000000004,4.0,4.0
-0.049600000000000005,4.0,4.0
-0.04956,4.0,4.0
-0.04952,4.0,4.0
-0.04948,4.0,3.8000000000000003
-0.049440000000000005,3.8000000000000003,3.8000000000000003
-0.0494,3.8000000000000003,4.0
-0.04936,4.0,3.8000000000000003
-0.04932,4.0,3.8000000000000003
-0.049280000000000004,4.0,3.8000000000000003
-0.049240000000000006,3.8000000000000003,3.8000000000000003
-0.0492,3.8000000000000003,3.6
-0.04916,3.8000000000000003,3.6
-0.049120000000000004,3.8000000000000003,3.6
-0.049080000000000006,3.8000000000000003,3.6
-0.04904,3.8000000000000003,3.6
-0.049,3.8000000000000003,3.4000000000000004
-0.048960000000000004,3.8000000000000003,3.4000000000000004
-0.048920000000000005,3.6,3.4000000000000004
-0.04888,3.6,3.4000000000000004
-0.04884,3.6,3.4000000000000004
-0.0488,3.6,3.2
-0.048760000000000005,3.6,3.2
-0.04872,3.6,3.2
-0.04868,3.6,3.2
-0.04864,3.6,3.2
-0.048600000000000004,3.6,3.0
-0.048560000000000006,3.6,3.0
-0.04852,3.6,3.0
-0.04848,3.6,3.0
-0.048440000000000004,3.6,3.0
-0.048400000000000006,3.6,2.8000000000000003
-0.04836,3.4000000000000004,2.8000000000000003
-0.04832,3.6,2.8000000000000003
-0.04828,3.4000000000000004,2.8000000000000003
-0.048240000000000005,3.6,2.8000000000000003
-0.0482,3.6,2.6
-0.04816,3.4000000000000004,2.6
-0.04812,3.4000000000000004,2.6
-0.048080000000000005,3.4000000000000004,2.6
-0.04804,3.4000000000000004,2.6
-0.048,3.4000000000000004,2.4000000000000004
-0.04796,3.4000000000000004,2.4000000000000004
-0.047920000000000004,3.4000000000000004,2.4000000000000004
-0.047880000000000006,3.4000000000000004,2.4000000000000004
-0.04784,3.4000000000000004,2.2
-0.0478,3.4000000000000004,2.2
-0.047760000000000004,3.2,2.2
-0.047720000000000005,3.2,2.2
-0.04768,3.4000000000000004,2.0
-0.04764,3.2,2.0
-0.0476,3.2,2.0
-0.047560000000000005,3.2,2.0
-0.04752,3.2,2.0
-0.04748,3.2,1.8
-0.04744,3.2,1.8
-0.047400000000000005,3.2,1.8
-0.04736,3.2,1.8
-0.04732,3.2,1.6
-0.04728,3.2,1.6
-0.047240000000000004,3.2,1.6
-0.047200000000000006,3.2,1.6
-0.04716,3.2,1.4000000000000001
-0.04712,3.2,1.4000000000000001
-0.047080000000000004,3.2,1.4000000000000001
-0.047040000000000005,3.0,1.4000000000000001
-0.047,3.0,1.4000000000000001
-0.04696,3.2,1.4000000000000001
-0.04692,3.2,1.4000000000000001
-0.046880000000000005,3.0,1.2000000000000002
-0.04684,3.0,1.2000000000000002
-0.0468,3.0,1.0
-0.04676,3.0,1.0
-0.046720000000000005,3.0,1.0
-0.04668,3.0,1.0
-0.04664,3.0,0.8
-0.0466,3.0,0.8
-0.046560000000000004,3.0,0.8
-0.046520000000000006,3.0,0.8
-0.04648,2.8000000000000003,0.6000000000000001
-0.04644,3.0,0.6000000000000001
-0.046400000000000004,3.0,0.6000000000000001
-0.046360000000000005,2.8000000000000003,0.6000000000000001
-0.04632,2.8000000000000003,0.4
-0.04628,2.8000000000000003,0.6000000000000001
-0.04624,2.8000000000000003,0.4
-0.046200000000000005,3.0,0.4
-0.04616,2.8000000000000003,0.4
-0.04612,2.8000000000000003,0.4
-0.04608,2.8000000000000003,0.4
-0.046040000000000005,2.8000000000000003,0.2
-0.046,2.8000000000000003,0.2
-0.04596,2.8000000000000003,0.2
-0.04592,2.8000000000000003,0.2
-0.045880000000000004,2.8000000000000003,0.0
-0.045840000000000006,2.8000000000000003,0.0
-0.0458,2.8000000000000003,0.0
-0.04576,2.8000000000000003,0.0
-0.045720000000000004,2.6,0.0
-0.045680000000000005,2.8000000000000003,-0.2
-0.04564,2.6,-0.2
-0.0456,2.6,-0.4
-0.04556,2.6,-0.2
-0.045520000000000005,2.6,-0.4
-0.04548,2.6,-0.4
-0.04544,2.6,-0.4
-0.0454,2.6,-0.4
-0.045360000000000004,2.6,-0.4
-0.04532,2.6,-0.6000000000000001
-0.04528,2.6,-0.6000000000000001
-0.04524,2.6,-0.6000000000000001
-0.045200000000000004,2.6,-0.8
-0.045160000000000006,2.6,-0.8
-0.04512,2.6,-1.0
-0.04508,2.6,-0.8
-0.045040000000000004,2.6,-1.0
-0.045000000000000005,2.4000000000000004,-1.0
-0.04496,2.6,-1.0
-0.04492,2.6,-1.0
-0.04488,2.6,-1.2000000000000002
-0.044840000000000005,2.4000000000000004,-1.2000000000000002
-0.0448,2.4000000000000004,-1.2000000000000002
-0.04476,2.4000000000000004,-1.2000000000000002
-0.04472,2.4000000000000004,-1.2000000000000002
-0.044680000000000004,2.4000000000000004,-1.4000000000000001
-0.04464,2.4000000000000004,-1.4000000000000001
-0.0446,2.4000000000000004,-1.4000000000000001
-0.04456,2.4000000000000004,-1.4000000000000001
-0.044520000000000004,2.4000000000000004,-1.4000000000000001
-0.044480000000000006,2.4000000000000004,-1.4000000000000001
-0.04444,2.4000000000000004,-1.4000000000000001
-0.0444,2.4000000000000004,-1.6
-0.044360000000000004,2.4000000000000004,-1.6
-0.044320000000000005,2.4000000000000004,-1.6
-0.04428,2.4000000000000004,-1.8
