date/time: ,26/10/2022,05:17 p.m.
Run 1

time	(N)
21,493333	2,717553E+0
21,500000	2,834717E+0
21,506667	2,924314E+0
21,513333	3,003572E+0
21,520000	3,093169E+0
21,526667	3,165535E+0
21,533333	3,265470E+0
21,540000	3,355066E+0
21,546667	3,423986E+0
21,553333	3,503245E+0
21,560000	3,565273E+0
21,566667	3,616963E+0
21,573333	3,678992E+0
21,580000	3,706560E+0
21,586667	3,758250E+0
21,593333	3,803049E+0
21,600000	3,851293E+0
21,606667	3,896091E+0
21,613333	3,933997E+0
21,620000	3,944335E+0
21,626667	3,982241E+0
21,633333	4,009810E+0
21,640000	4,013256E+0
21,646667	4,016702E+0
21,653333	4,016702E+0
21,660000	3,978795E+0
21,666667	3,961565E+0
21,673333	3,923659E+0
21,680000	3,889199E+0
21,686667	3,854739E+0
21,693333	3,806495E+0
21,700000	3,785818E+0
21,706667	3,751358E+0
21,713333	3,713452E+0
21,720000	3,644532E+0
21,726667	3,585949E+0
21,733333	3,544597E+0
21,740000	3,475677E+0
21,746667	3,372296E+0
21,753333	3,310268E+0
21,760000	3,199995E+0
21,766667	3,110399E+0
21,773333	3,027694E+0
21,780000	2,941544E+0
21,786667	2,882961E+0
21,793333	2,793365E+0
21,800000	2,724445E+0
21,806667	2,638294E+0
21,813333	2,593496E+0
21,820000	2,486669E+0
21,826667	2,424641E+0
21,833333	2,359167E+0
21,840000	2,262678E+0
21,846667	2,169636E+0
21,853333	2,114499E+0
21,860000	2,024903E+0
21,866667	1,973212E+0
21,873333	1,911184E+0
21,880000	1,880170E+0
21,886667	1,842264E+0
21,893333	1,811250E+0
21,900000	1,763005E+0
21,906667	1,763005E+0
21,913333	1,752667E+0
21,920000	1,718207E+0
21,926667	1,707869E+0
21,933333	1,700977E+0
21,940000	1,680301E+0
21,946667	1,663071E+0
21,953333	1,676855E+0
21,960000	1,690639E+0
21,966667	1,714761E+0
21,973333	1,766451E+0
21,980000	1,811250E+0
21,986667	1,852602E+0
21,993333	1,918076E+0
22,000000	1,949090E+0
22,006667	2,031795E+0
22,013333	2,090377E+0
22,020000	2,131729E+0
22,026667	2,193758E+0
22,033333	2,242002E+0
22,040000	2,300584E+0
22,046667	2,369505E+0
22,053333	2,459101E+0
22,060000	2,552144E+0
22,066667	2,638294E+0
22,073333	2,734783E+0
22,080000	2,820933E+0
22,086667	2,924314E+0
22,093333	2,989788E+0
22,100000	3,072492E+0
22,106667	3,155197E+0
22,113333	3,231009E+0
22,120000	3,286146E+0
22,126667	3,355066E+0
22,133333	3,420540E+0
22,140000	3,486015E+0
22,146667	3,558381E+0
22,153333	3,637640E+0
22,160000	3,689330E+0
22,166667	3,761696E+0
22,173333	3,823725E+0
22,180000	3,861631E+0
22,186667	3,909875E+0
22,193333	3,944335E+0
22,200000	3,951227E+0
22,206667	3,968457E+0
22,213333	3,968457E+0
22,220000	3,978795E+0
22,226667	3,975349E+0
22,233333	3,965011E+0
22,240000	3,961565E+0
22,246667	3,968457E+0
22,253333	3,947781E+0
22,260000	3,937443E+0
22,266667	3,906429E+0
22,273333	3,882307E+0
22,280000	3,830617E+0
22,286667	3,789264E+0
22,293333	3,737574E+0
22,300000	3,668654E+0
22,306667	3,603179E+0
22,313333	3,534259E+0
22,320000	3,448109E+0
22,326667	3,382634E+0
22,333333	3,306822E+0
22,340000	3,244793E+0
22,346667	3,175873E+0
22,353333	3,103507E+0
22,360000	3,024248E+0
22,366667	2,944990E+0
22,373333	2,869177E+0
22,380000	2,765797E+0
22,386667	2,700322E+0
22,393333	2,610726E+0
22,400000	2,500453E+0
22,406667	2,417749E+0
22,413333	2,338490E+0
22,420000	2,266124E+0
22,426667	2,204096E+0
22,433333	2,145513E+0
22,440000	2,100715E+0
22,446667	2,045579E+0
22,453333	1,976658E+0
22,460000	1,935306E+0
22,466667	1,890508E+0
22,473333	1,849156E+0
22,480000	1,794019E+0
22,486667	1,738883E+0
22,493333	1,711315E+0
22,500000	1,690639E+0
22,506667	1,687193E+0
22,513333	1,683747E+0
22,520000	1,673409E+0
22,526667	1,683747E+0
22,533333	1,697531E+0
22,540000	1,731991E+0
22,546667	1,763005E+0
22,553333	1,780235E+0
22,560000	1,807804E+0
22,566667	1,838818E+0
22,573333	1,897400E+0
22,580000	1,897400E+0
22,586667	1,959428E+0
22,593333	1,993889E+0
22,600000	2,049025E+0
22,606667	2,128283E+0
22,613333	2,207542E+0
22,620000	2,273016E+0
22,626667	2,376397E+0
22,633333	2,445317E+0
22,640000	2,531468E+0
22,646667	2,631402E+0
22,653333	2,683092E+0
22,660000	2,762351E+0
22,666667	2,841609E+0
22,673333	2,917422E+0
22,680000	2,989788E+0
22,686667	3,065600E+0
22,693333	3,148305E+0
22,700000	3,227563E+0
22,706667	3,313714E+0
22,713333	3,427432E+0
22,720000	3,475677E+0
22,726667	3,554935E+0
22,733333	3,637640E+0
22,740000	3,689330E+0
22,746667	3,727236E+0
22,753333	3,772034E+0
22,760000	3,806495E+0
22,766667	3,851293E+0
22,773333	3,858185E+0
22,780000	3,896091E+0
22,786667	3,937443E+0
22,793333	3,968457E+0
22,800000	3,978795E+0
22,806667	3,999472E+0
22,813333	4,016702E+0
22,820000	3,992580E+0
22,826667	4,006364E+0
22,833333	3,975349E+0
22,840000	3,944335E+0
22,846667	3,916767E+0
22,853333	3,878861E+0
22,860000	3,827171E+0
22,866667	3,772034E+0
22,873333	3,747912E+0
22,880000	3,668654E+0
22,886667	3,620410E+0
22,893333	3,589395E+0
22,900000	3,517029E+0
22,906667	3,465339E+0
22,913333	3,389526E+0
22,920000	3,313714E+0
22,926667	3,227563E+0
22,933333	3,141413E+0
22,940000	3,048370E+0
22,946667	2,962220E+0
22,953333	2,869177E+0
22,960000	2,789919E+0
22,966667	2,703768E+0
22,973333	2,624510E+0
22,980000	2,572820E+0
22,986667	2,497007E+0
22,993333	2,431533E+0
23,000000	2,352275E+0
23,006667	2,273016E+0
23,013333	2,200650E+0
23,020000	2,124837E+0
23,026667	2,062809E+0
23,033333	1,986997E+0
23,040000	1,945644E+0
23,046667	1,866386E+0
23,053333	1,818142E+0
23,060000	1,794019E+0
23,066667	1,763005E+0
23,073333	1,752667E+0
23,080000	1,735437E+0
23,086667	1,721653E+0
23,093333	1,718207E+0
23,100000	1,697531E+0
23,106667	1,690639E+0
23,113333	1,700977E+0
23,120000	1,707869E+0
23,126667	1,707869E+0
23,133333	1,738883E+0
23,140000	1,738883E+0
23,146667	1,790573E+0
23,153333	1,828480E+0
23,160000	1,866386E+0
23,166667	1,952536E+0
23,173333	2,018011E+0
23,180000	2,076593E+0
23,186667	2,138621E+0
23,193333	2,193758E+0
23,200000	2,269570E+0
23,206667	2,321260E+0
23,213333	2,397073E+0
23,220000	2,469439E+0
23,226667	2,545252E+0
23,233333	2,617618E+0
23,240000	2,700322E+0
23,246667	2,793365E+0
23,253333	2,896746E+0
23,260000	2,976004E+0
23,266667	3,062154E+0
23,273333	3,162089E+0
23,280000	3,237901E+0
23,286667	3,310268E+0
23,293333	3,386080E+0
23,300000	3,448109E+0
23,306667	3,503245E+0
23,313333	3,568719E+0
23,320000	3,610071E+0
23,326667	3,682438E+0
23,333333	3,741020E+0
23,340000	3,782372E+0
23,346667	3,837509E+0
23,353333	3,899537E+0
23,360000	3,930551E+0
23,366667	3,965011E+0
23,373333	3,992580E+0
23,380000	3,989134E+0
23,386667	3,996026E+0
23,393333	3,989134E+0
23,400000	3,975349E+0
23,406667	3,961565E+0
23,413333	3,937443E+0
23,420000	3,920213E+0
23,426667	3,902983E+0
23,433333	3,865077E+0
23,440000	3,858185E+0
23,446667	3,813387E+0
23,453333	3,785818E+0
23,460000	3,723790E+0
23,466667	3,699668E+0
23,473333	3,627302E+0
23,480000	3,548043E+0
23,486667	3,465339E+0
23,493333	3,379188E+0
23,500000	3,306822E+0
23,506667	3,237901E+0
23,513333	3,144859E+0
23,520000	3,065600E+0
23,526667	3,000126E+0
23,533333	2,934652E+0
23,540000	2,865731E+0
23,546667	2,789919E+0
23,553333	2,703768E+0
23,560000	2,610726E+0
23,566667	2,534914E+0
23,573333	2,452209E+0
23,580000	2,348829E+0
23,586667	2,273016E+0
23,593333	2,183420E+0
23,600000	2,128283E+0
23,606667	2,093823E+0
23,613333	2,014565E+0
23,620000	1,959428E+0
23,626667	1,928414E+0
23,633333	1,890508E+0
23,640000	1,856048E+0
23,646667	1,807804E+0
23,653333	1,794019E+0
23,660000	1,742329E+0
23,666667	1,707869E+0
23,673333	1,694085E+0
23,680000	1,680301E+0
23,686667	1,673409E+0
23,693333	1,676855E+0
23,700000	1,700977E+0
23,706667	1,711315E+0
23,713333	1,728545E+0
23,720000	1,776789E+0
23,726667	1,814696E+0
23,733333	1,866386E+0
23,740000	1,907738E+0
23,746667	1,955982E+0
23,753333	1,997335E+0
23,760000	2,035241E+0
23,766667	2,069701E+0
23,773333	2,135175E+0
23,780000	2,204096E+0
23,786667	2,266124E+0
23,793333	2,352275E+0
23,800000	2,448763E+0
23,806667	2,517683E+0
23,813333	2,614172E+0
23,820000	2,700322E+0
23,826667	2,789919E+0
23,833333	2,869177E+0
23,840000	2,941544E+0
23,846667	3,017356E+0
23,853333	3,089723E+0
23,860000	3,148305E+0
23,866667	3,220671E+0
23,873333	3,282700E+0
23,880000	3,379188E+0
23,886667	3,472231E+0
23,893333	3,544597E+0
23,900000	3,592841E+0
23,906667	3,675546E+0
23,913333	3,737574E+0
23,920000	3,792710E+0
23,926667	3,837509E+0
23,933333	3,875415E+0
23,940000	3,878861E+0
23,946667	3,896091E+0
23,953333	3,920213E+0
23,960000	3,940889E+0
23,966667	3,954673E+0
23,973333	3,968457E+0
23,980000	3,975349E+0
23,986667	3,968457E+0
23,993333	3,978795E+0
24,000000	3,975349E+0
24,006667	3,947781E+0
24,013333	3,923659E+0
24,020000	3,899537E+0
24,026667	3,844401E+0
24,033333	3,782372E+0
24,040000	3,716898E+0
24,046667	3,672100E+0
24,053333	3,613517E+0
24,060000	3,534259E+0
24,066667	3,486015E+0
24,073333	3,437771E+0
24,080000	3,361958E+0
24,086667	3,296484E+0
24,093333	3,227563E+0
24,100000	3,162089E+0
24,106667	3,065600E+0
24,113333	2,989788E+0
24,120000	2,907084E+0
24,126667	2,800257E+0
24,133333	2,710661E+0
24,140000	2,631402E+0
24,146667	2,541806E+0
24,153333	2,459101E+0
24,160000	2,397073E+0
24,166667	2,341936E+0
24,173333	2,276462E+0
24,180000	2,190312E+0
24,186667	2,152405E+0
24,193333	2,086931E+0
24,200000	2,014565E+0
24,206667	1,966320E+0
24,213333	1,918076E+0
24,220000	1,835372E+0
24,226667	1,800912E+0
24,233333	1,745775E+0
24,240000	1,735437E+0
24,246667	1,704423E+0
24,253333	1,700977E+0
24,260000	1,694085E+0
24,266667	1,694085E+0
24,273333	1,721653E+0
24,280000	1,721653E+0
24,286667	1,728545E+0
24,293333	1,745775E+0
24,300000	1,769897E+0
24,306667	1,790573E+0
24,313333	1,800912E+0
24,320000	1,818142E+0
24,326667	1,876724E+0
24,333333	1,935306E+0
24,340000	1,986997E+0
24,346667	2,038687E+0
24,353333	2,128283E+0
24,360000	2,193758E+0
24,366667	2,283354E+0
24,373333	2,345383E+0
24,380000	2,424641E+0
24,386667	2,497007E+0
24,393333	2,562482E+0
24,400000	2,631402E+0
24,406667	2,714107E+0
24,413333	2,786473E+0
24,420000	2,879515E+0
24,426667	2,951882E+0
24,433333	3,034586E+0
24,440000	3,120737E+0
24,446667	3,227563E+0
24,453333	3,303376E+0
24,460000	3,386080E+0
24,466667	3,448109E+0
24,473333	3,520475E+0
24,480000	3,579057E+0
24,486667	3,630748E+0
24,493333	3,689330E+0
24,500000	3,727236E+0
24,506667	3,775480E+0
24,513333	3,823725E+0
24,520000	3,851293E+0
24,526667	3,909875E+0
24,533333	3,944335E+0
24,540000	3,982241E+0
24,546667	3,982241E+0
24,553333	3,999472E+0
24,560000	4,002918E+0
24,566667	4,002918E+0
24,573333	4,002918E+0
24,580000	3,975349E+0
24,586667	3,930551E+0
24,593333	3,920213E+0
24,600000	3,875415E+0
24,606667	3,840955E+0
24,613333	3,796156E+0
24,620000	3,761696E+0
24,626667	3,713452E+0
24,633333	3,685884E+0
24,640000	3,627302E+0
24,646667	3,572165E+0
24,653333	3,499799E+0
24,660000	3,406756E+0
24,666667	3,324052E+0
24,673333	3,251685E+0
24,680000	3,144859E+0
24,686667	3,065600E+0
24,693333	2,989788E+0
24,700000	2,913976E+0
24,706667	2,820933E+0
24,713333	2,765797E+0
24,720000	2,696876E+0
24,726667	2,610726E+0
24,733333	2,548698E+0
24,740000	2,472885E+0
24,746667	2,386735E+0
24,753333	2,304030E+0
24,760000	2,228218E+0
24,766667	2,148959E+0
24,773333	2,062809E+0
24,780000	2,021457E+0
24,786667	1,952536E+0
24,793333	1,918076E+0
24,800000	1,852602E+0
24,806667	1,849156E+0
24,813333	1,811250E+0
24,820000	1,790573E+0
24,826667	1,763005E+0
24,833333	1,735437E+0
24,840000	1,725099E+0
24,846667	1,690639E+0
24,853333	1,707869E+0
24,860000	1,683747E+0
24,866667	1,697531E+0
24,873333	1,697531E+0
24,880000	1,714761E+0
24,886667	1,756113E+0
24,893333	1,804358E+0
24,900000	1,845710E+0
24,906667	1,897400E+0
24,913333	1,955982E+0
24,920000	1,986997E+0
24,926667	2,066255E+0
24,933333	2,104161E+0
24,940000	2,162744E+0
24,946667	2,207542E+0
24,953333	2,300584E+0
24,960000	2,331598E+0
24,966667	2,414303E+0
24,973333	2,514237E+0
24,980000	2,579712E+0
24,986667	2,686538E+0
24,993333	2,796811E+0
25,000000	2,845055E+0
25,006667	2,941544E+0
25,013333	3,034586E+0
25,020000	3,093169E+0
25,026667	3,196549E+0
25,033333	3,241347E+0
25,040000	3,327498E+0
25,046667	3,365404E+0
25,053333	3,448109E+0
25,060000	3,520475E+0
25,066667	3,585949E+0
25,073333	3,644532E+0
25,080000	3,716898E+0
25,086667	3,778926E+0
25,093333	3,830617E+0
25,100000	3,865077E+0
25,106667	3,902983E+0
25,113333	3,930551E+0
25,120000	3,947781E+0
25,126667	3,978795E+0
25,133333	3,978795E+0
25,140000	3,968457E+0
25,146667	3,968457E+0
25,153333	3,944335E+0
25,160000	3,951227E+0
25,166667	3,947781E+0
25,173333	3,944335E+0
25,180000	3,923659E+0
25,186667	3,889199E+0
25,193333	3,840955E+0
25,200000	3,775480E+0
25,206667	3,744466E+0
25,213333	3,699668E+0
25,220000	3,630748E+0
25,226667	3,554935E+0
25,233333	3,489461E+0
25,240000	3,417094E+0
25,246667	3,351620E+0
25,253333	3,275808E+0
25,260000	3,213779E+0
25,266667	3,144859E+0
25,273333	3,075939E+0
25,280000	2,982896E+0
25,286667	2,893300E+0
25,293333	2,831271E+0
25,300000	2,731337E+0
25,306667	2,645186E+0
25,313333	2,555590E+0
25,320000	2,462547E+0
25,326667	2,369505E+0
25,333333	2,317814E+0
25,340000	2,224772E+0
25,346667	2,169636E+0
25,353333	2,124837E+0
25,360000	2,080039E+0
25,366667	2,014565E+0
25,373333	1,962874E+0
25,380000	1,900846E+0
25,386667	1,862940E+0
25,393333	1,838818E+0
25,400000	1,780235E+0
25,406667	1,745775E+0
25,413333	1,714761E+0
25,420000	1,687193E+0
25,426667	1,680301E+0
25,433333	1,690639E+0
25,440000	1,704423E+0
25,446667	1,714761E+0
25,453333	1,738883E+0
25,460000	1,759559E+0
25,466667	1,769897E+0
25,473333	1,807804E+0
25,480000	1,845710E+0
25,486667	1,862940E+0
25,493333	1,897400E+0
25,500000	1,955982E+0
25,506667	1,980105E+0
25,513333	2,045579E+0
25,520000	2,121391E+0
25,526667	2,176528E+0
25,533333	2,276462E+0
25,540000	2,324706E+0
25,546667	2,421195E+0
25,553333	2,507345E+0
25,560000	2,565928E+0
25,566667	2,662416E+0
25,573333	2,741675E+0
25,580000	2,796811E+0
25,586667	2,882961E+0
25,593333	2,965666E+0
25,600000	3,024248E+0
25,606667	3,110399E+0
25,613333	3,206887E+0
25,620000	3,282700E+0
25,626667	3,361958E+0
25,633333	3,461893E+0
25,640000	3,523921E+0
25,646667	3,585949E+0
25,653333	3,654870E+0
25,660000	3,696222E+0
25,666667	3,754804E+0
25,673333	3,785818E+0
25,680000	3,827171E+0
25,686667	3,861631E+0
25,693333	3,892645E+0
25,700000	3,913321E+0
25,706667	3,933997E+0
25,713333	3,982241E+0
25,720000	3,985688E+0
25,726667	3,985688E+0
25,733333	4,002918E+0
25,740000	3,989134E+0
25,746667	3,975349E+0
25,753333	3,958119E+0
25,760000	3,902983E+0
25,766667	3,875415E+0
25,773333	3,830617E+0
25,780000	3,778926E+0
25,786667	3,730682E+0
25,793333	3,689330E+0
25,800000	3,630748E+0
25,806667	3,585949E+0
25,813333	3,548043E+0
25,820000	3,475677E+0
25,826667	3,420540E+0
25,833333	3,355066E+0
25,840000	3,241347E+0
25,846667	3,172427E+0
25,853333	3,106953E+0
25,860000	2,986342E+0
25,866667	2,896746E+0
25,873333	2,834717E+0
25,880000	2,755459E+0
25,886667	2,662416E+0
25,893333	2,586604E+0
25,900000	2,524575E+0
25,906667	2,469439E+0
25,913333	2,379843E+0
25,920000	2,317814E+0
25,926667	2,235110E+0
25,933333	2,176528E+0
25,940000	2,100715E+0
25,946667	2,031795E+0
25,953333	1,959428E+0
25,960000	1,897400E+0
25,966667	1,856048E+0
25,973333	1,818142E+0
25,980000	1,780235E+0
25,986667	1,766451E+0
25,993333	1,745775E+0
26,000000	1,725099E+0
26,006667	1,735437E+0
26,013333	1,731991E+0
26,020000	1,714761E+0
26,026667	1,711315E+0
26,033333	1,714761E+0
26,040000	1,725099E+0
26,046667	1,711315E+0
26,053333	1,752667E+0
26,060000	1,794019E+0
26,066667	1,818142E+0
26,073333	1,876724E+0
26,080000	1,935306E+0
26,086667	1,997335E+0
26,093333	2,069701E+0
26,100000	2,124837E+0
26,106667	2,176528E+0
26,113333	2,255786E+0
26,120000	2,307476E+0
26,126667	2,362613E+0
26,133333	2,431533E+0
26,140000	2,493561E+0
26,146667	2,596942E+0
26,153333	2,672754E+0
26,160000	2,755459E+0
26,166667	2,817487E+0
26,173333	2,927760E+0
26,180000	3,031140E+0
26,186667	3,103507E+0
26,193333	3,189657E+0
26,200000	3,268916E+0
26,206667	3,330944E+0
26,213333	3,399864E+0
26,220000	3,472231E+0
26,226667	3,517029E+0
26,233333	3,572165E+0
26,240000	3,641086E+0
26,246667	3,710006E+0
26,253333	3,761696E+0
26,260000	3,806495E+0
26,266667	3,861631E+0
26,273333	3,902983E+0
26,280000	3,930551E+0
26,286667	3,975349E+0
26,293333	3,978795E+0
26,300000	3,971903E+0
26,306667	3,978795E+0
26,313333	3,978795E+0
26,320000	3,968457E+0
26,326667	3,940889E+0
26,333333	3,944335E+0
26,340000	3,906429E+0
26,346667	3,875415E+0
26,353333	3,871969E+0
26,360000	3,827171E+0
26,366667	3,796156E+0
26,373333	3,765142E+0
26,380000	3,696222E+0
26,386667	3,627302E+0
26,393333	3,579057E+0
26,400000	3,489461E+0
26,406667	3,413648E+0
26,413333	3,355066E+0
26,420000	3,282700E+0
26,426667	3,199995E+0
26,433333	3,113845E+0
26,440000	3,041478E+0
26,446667	2,976004E+0
26,453333	2,896746E+0
26,460000	2,824379E+0
26,466667	2,748567E+0
26,473333	2,686538E+0
26,480000	2,569374E+0
26,486667	2,486669E+0
26,493333	2,393627E+0
26,500000	2,321260E+0
26,506667	2,235110E+0
26,513333	2,176528E+0
26,520000	2,097269E+0
26,526667	2,066255E+0
26,533333	2,007673E+0
26,540000	1,952536E+0
26,546667	1,924968E+0
26,553333	1,869832E+0
26,560000	1,845710E+0
26,566667	1,783681E+0
26,573333	1,766451E+0
26,580000	1,721653E+0
26,586667	1,711315E+0
26,593333	1,694085E+0
26,600000	1,666517E+0
26,606667	1,697531E+0
26,613333	1,687193E+0
26,620000	1,704423E+0
26,626667	1,742329E+0
26,633333	1,759559E+0
26,640000	1,807804E+0
26,646667	1,835372E+0
26,653333	1,897400E+0
26,660000	1,907738E+0
26,666667	1,973212E+0
26,673333	2,021457E+0
26,680000	2,042133E+0
26,686667	2,128283E+0
26,693333	2,176528E+0
26,700000	2,231664E+0
26,706667	2,324706E+0
26,713333	2,407411E+0
26,720000	2,486669E+0
26,726667	2,590050E+0
26,733333	2,655524E+0
26,740000	2,772689E+0
26,746667	2,810595E+0
26,753333	2,913976E+0
26,760000	2,993234E+0
26,766667	3,034586E+0
26,773333	3,113845E+0
26,780000	3,179319E+0
26,786667	3,255132E+0
26,793333	3,341282E+0
26,800000	3,430878E+0
26,806667	3,489461E+0
26,813333	3,599733E+0
26,820000	3,630748E+0
26,826667	3,689330E+0
26,833333	3,775480E+0
26,840000	3,813387E+0
26,846667	3,834063E+0
26,853333	3,868523E+0
26,860000	3,896091E+0
26,866667	3,906429E+0
26,873333	3,933997E+0
26,880000	3,930551E+0
26,886667	3,961565E+0
26,893333	3,968457E+0
26,900000	3,971903E+0
26,906667	3,971903E+0
26,913333	3,982241E+0
26,920000	3,961565E+0
26,926667	3,920213E+0
26,933333	3,889199E+0
26,940000	3,854739E+0
26,946667	3,827171E+0
26,953333	3,741020E+0
26,960000	3,699668E+0
26,966667	3,637640E+0
26,973333	3,575611E+0
26,980000	3,523921E+0
26,986667	3,465339E+0
26,993333	3,399864E+0
27,000000	3,330944E+0
27,006667	3,279254E+0
27,013333	3,196549E+0
27,020000	3,100061E+0
27,026667	3,024248E+0
27,033333	2,927760E+0
27,040000	2,838163E+0
27,046667	2,758905E+0
27,053333	2,665862E+0
27,060000	2,586604E+0
27,066667	2,510791E+0
27,073333	2,431533E+0
27,080000	2,372951E+0
27,086667	2,304030E+0
27,093333	2,259232E+0
27,100000	2,162744E+0
27,106667	2,114499E+0
27,113333	2,055917E+0
27,120000	1,986997E+0
27,126667	1,931860E+0
27,133333	1,880170E+0
27,140000	1,828480E+0
27,146667	1,794019E+0
27,153333	1,769897E+0
27,160000	1,738883E+0
27,166667	1,738883E+0
27,173333	1,711315E+0
27,180000	1,711315E+0
27,186667	1,711315E+0
27,193333	1,742329E+0
27,200000	1,731991E+0
27,206667	1,766451E+0
27,213333	1,749221E+0
27,220000	1,773343E+0
27,226667	1,814696E+0
27,233333	1,825034E+0
27,240000	1,866386E+0
27,246667	1,914630E+0
27,253333	1,973212E+0
27,260000	2,045579E+0
27,266667	2,104161E+0
27,273333	2,173082E+0
27,280000	2,252340E+0
27,286667	2,324706E+0
27,293333	2,407411E+0
27,300000	2,462547E+0
27,306667	2,531468E+0
27,313333	2,596942E+0
27,320000	2,683092E+0
27,326667	2,745121E+0
27,333333	2,838163E+0
27,340000	2,893300E+0
27,346667	2,996680E+0
27,353333	3,089723E+0
27,360000	3,172427E+0
27,366667	3,258578E+0
27,373333	3,351620E+0
27,380000	3,396418E+0
27,386667	3,492907E+0
27,393333	3,541151E+0
27,400000	3,582503E+0
27,406667	3,644532E+0
27,413333	3,699668E+0
27,420000	3,741020E+0
27,426667	3,772034E+0
27,433333	3,851293E+0
27,440000	3,861631E+0
27,446667	3,906429E+0
27,453333	3,961565E+0
27,460000	3,961565E+0
27,466667	3,985688E+0
27,473333	3,996026E+0
27,480000	4,009810E+0
27,486667	3,989134E+0
27,493333	3,975349E+0
27,500000	3,930551E+0
27,506667	3,902983E+0
27,513333	3,868523E+0
27,520000	3,840955E+0
27,526667	3,823725E+0
27,533333	3,792710E+0
27,540000	3,737574E+0
27,546667	3,692776E+0
27,553333	3,627302E+0
27,560000	3,585949E+0
27,566667	3,510137E+0
27,573333	3,444663E+0
27,580000	3,355066E+0
27,586667	3,279254E+0
27,593333	3,203441E+0
27,600000	3,089723E+0
27,606667	3,044924E+0
27,613333	2,955328E+0
27,620000	2,872623E+0
27,626667	2,796811E+0
27,633333	2,731337E+0
27,640000	2,641740E+0
27,646667	2,572820E+0
27,653333	2,524575E+0
27,660000	2,424641E+0
27,666667	2,338490E+0
27,673333	2,276462E+0
27,680000	2,193758E+0
27,686667	2,097269E+0
27,693333	2,055917E+0
27,700000	1,990443E+0
27,706667	1,914630E+0
27,713333	1,904292E+0
27,720000	1,883616E+0
27,726667	1,831926E+0
27,733333	1,807804E+0
27,740000	1,780235E+0
27,746667	1,759559E+0
27,753333	1,763005E+0
27,760000	1,725099E+0
27,766667	1,707869E+0
27,773333	1,683747E+0
27,780000	1,707869E+0
27,786667	1,700977E+0
27,793333	1,714761E+0
27,800000	1,745775E+0
27,806667	1,790573E+0
27,813333	1,828480E+0
27,820000	1,862940E+0
27,826667	1,931860E+0
27,833333	1,986997E+0
27,840000	2,042133E+0
27,846667	2,093823E+0
27,853333	2,124837E+0
27,860000	2,210988E+0
27,866667	2,242002E+0
27,873333	2,321260E+0
27,880000	2,376397E+0
27,886667	2,469439E+0
27,893333	2,562482E+0
27,900000	2,645186E+0
27,906667	2,727891E+0
27,913333	2,827825E+0
27,920000	2,907084E+0
27,926667	2,996680E+0
27,933333	3,069046E+0
27,940000	3,137967E+0
27,946667	3,213779E+0
27,953333	3,282700E+0
27,960000	3,344728E+0
27,966667	3,413648E+0
27,973333	3,475677E+0
27,980000	3,554935E+0
27,986667	3,613517E+0
27,993333	3,685884E+0
28,000000	3,741020E+0
28,006667	3,782372E+0
28,013333	3,847847E+0
28,020000	3,878861E+0
28,026667	3,899537E+0
28,033333	3,916767E+0
28,040000	3,940889E+0
28,046667	3,951227E+0
28,053333	3,961565E+0
28,060000	3,954673E+0
28,066667	3,951227E+0
28,073333	3,965011E+0
28,080000	3,937443E+0
28,086667	3,933997E+0
28,093333	3,927105E+0
28,100000	3,878861E+0
28,106667	3,861631E+0
28,113333	3,830617E+0
28,120000	3,758250E+0
28,126667	3,703114E+0
28,133333	3,654870E+0
28,140000	3,572165E+0
28,146667	3,513583E+0
28,153333	3,461893E+0
28,160000	3,368850E+0
28,166667	3,306822E+0
28,173333	3,237901E+0
28,180000	3,165535E+0
28,186667	3,089723E+0
28,193333	3,013910E+0
28,200000	2,944990E+0
28,206667	2,862285E+0
28,213333	2,783027E+0
28,220000	2,686538E+0
28,226667	2,576266E+0
28,233333	2,507345E+0
28,240000	2,414303E+0
28,246667	2,335044E+0
28,253333	2,283354E+0
28,260000	2,224772E+0
28,266667	2,169636E+0
28,273333	2,128283E+0
28,280000	2,059363E+0
28,286667	1,990443E+0
28,293333	1,962874E+0
28,300000	1,904292E+0
28,306667	1,849156E+0
28,313333	1,814696E+0
28,320000	1,766451E+0
28,326667	1,763005E+0
28,333333	1,718207E+0
28,340000	1,707869E+0
28,346667	1,694085E+0
28,353333	1,711315E+0
28,360000	1,707869E+0
28,366667	1,738883E+0
28,373333	1,759559E+0
28,380000	1,776789E+0
28,386667	1,800912E+0
28,393333	1,835372E+0
28,400000	1,856048E+0
28,406667	1,897400E+0
28,413333	1,928414E+0
28,420000	1,973212E+0
28,426667	2,031795E+0
28,433333	2,086931E+0
28,440000	2,152405E+0
28,446667	2,231664E+0
28,453333	2,314368E+0
28,460000	2,386735E+0
28,466667	2,483223E+0
28,473333	2,541806E+0
28,480000	2,617618E+0
28,486667	2,700322E+0
28,493333	2,769243E+0
28,500000	2,827825E+0
28,506667	2,893300E+0
28,513333	2,996680E+0
28,520000	3,062154E+0
28,526667	3,144859E+0
28,533333	3,234455E+0
28,540000	3,317160E+0
28,546667	3,399864E+0
28,553333	3,472231E+0
28,560000	3,537705E+0
28,566667	3,596287E+0
28,573333	3,672100E+0
28,580000	3,696222E+0
28,586667	3,751358E+0
28,593333	3,796156E+0
28,600000	3,830617E+0
28,606667	3,851293E+0
28,613333	3,892645E+0
28,620000	3,909875E+0
28,626667	3,940889E+0
28,633333	3,975349E+0
28,640000	3,971903E+0
28,646667	3,985688E+0
