t,V_out,V_in
-0.005,-1.8,0.24
-0.0049960000000000004,-1.8,0.24
-0.004992,-1.8,0.24
-0.004988,-1.8,0.24
-0.004984,-1.8,0.22
-0.00498,-1.6,0.24
-0.004976,-1.6,0.22
-0.004972,-1.6,0.22
-0.004968,-1.4000000000000001,0.22
-0.0049640000000000005,-1.6,0.22
-0.00496,-1.4000000000000001,0.2
-0.004956,-1.4000000000000001,0.22
-0.004952,-1.4000000000000001,0.2
-0.004948,-1.2000000000000002,0.2
-0.0049440000000000005,-1.2000000000000002,0.18
-0.00494,-1.2000000000000002,0.18
-0.004936,-1.2000000000000002,0.16
-0.004932,-1.0,0.18
-0.004928,-1.0,0.16
-0.004924,-1.0,0.16
-0.00492,-0.8,0.14
-0.004916,-0.8,0.14
-0.004912,-0.8,0.12
-0.004908,-0.8,0.12
-0.004904,-0.6000000000000001,0.12
-0.0049,-0.6000000000000001,0.12
-0.004896,-0.6000000000000001,0.12
-0.0048920000000000005,-0.6000000000000001,0.12
-0.004888,-0.4,0.1
-0.004884,-0.4,0.12
-0.00488,-0.4,0.1
-0.004876,-0.2,0.1
-0.0048720000000000005,-0.4,0.08
-0.004868,-0.2,0.08
-0.004864,0.0,0.08
-0.00486,0.2,0.08
-0.004856,0.0,0.06
-0.004852,0.0,0.06
-0.004848,0.2,0.06
-0.004844,0.2,0.06
-0.0048400000000000006,0.2,0.04
-0.004836,0.4,0.04
-0.004832,0.6000000000000001,0.02
-0.004828,0.6000000000000001,0.04
-0.004824,0.4,0.02
-0.0048200000000000005,0.6000000000000001,0.0
-0.004816,0.6000000000000001,0.02
-0.004812,0.8,0.0
-0.004808,0.8,0.0
-0.004804,0.8,0.0
-0.0048000000000000004,0.8,-0.02
-0.004796,1.0,0.0
-0.004792,1.0,-0.02
-0.004788,1.0,-0.02
-0.004784,1.0,-0.02
-0.00478,1.0,-0.02
-0.004776,1.2000000000000002,-0.04
-0.004772,1.0,-0.04
-0.004768,1.2000000000000002,-0.06
