t,V_out,V_in
-5e-06,-0.72,-0.44
-4.996e-06,-0.64,-0.42
-4.992000000000001e-06,-0.56,-0.44
-4.988e-06,-0.64,-0.44
-4.984e-06,-0.56,-0.46
-4.980000000000001e-06,-0.48,-0.44
-4.976e-06,-0.56,-0.44
-4.972e-06,-0.48,-0.44
-4.9680000000000005e-06,-0.32,-0.44
-4.964e-06,-0.32,-0.44
-4.960000000000001e-06,-0.32,-0.46
-4.9560000000000005e-06,-0.32,-0.48
-4.952e-06,-0.32,-0.46
-4.948000000000001e-06,-0.24,-0.48
-4.9440000000000004e-06,-0.24,-0.48
-4.94e-06,-0.16,-0.48
-4.936000000000001e-06,-0.16,-0.48
-4.932e-06,-0.16,-0.48
-4.928e-06,-0.24,-0.48
-4.924000000000001e-06,-0.16,-0.48
-4.92e-06,0.0,-0.48
-4.916e-06,-0.08,-0.48
-4.9120000000000006e-06,0.0,-0.48
-4.908e-06,0.08,-0.48
-4.904000000000001e-06,0.16,-0.5
-4.9000000000000005e-06,0.24,-0.5
-4.896e-06,0.08,-0.48
-4.892000000000001e-06,0.24,-0.48
-4.8880000000000005e-06,0.24,-0.48
-4.884e-06,0.32,-0.48
-4.880000000000001e-06,0.32,-0.5
-4.876e-06,0.32,-0.5
-4.872e-06,0.4,-0.48
-4.868000000000001e-06,0.48,-0.48
-4.864e-06,0.4,-0.48
-4.86e-06,0.48,-0.5
-4.856000000000001e-06,0.56,-0.5
-4.852e-06,0.56,-0.48
-4.848e-06,0.56,-0.48
-4.8440000000000005e-06,0.64,-0.52
-4.84e-06,0.64,-0.5
-4.836000000000001e-06,0.72,-0.5
-4.8320000000000005e-06,0.72,-0.52
-4.828e-06,0.8,-0.48
-4.824000000000001e-06,0.8,-0.48
-4.8200000000000004e-06,0.8,-0.52
-4.816e-06,0.8,-0.46
-4.812000000000001e-06,0.88,-0.48
-4.808e-06,0.96,-0.48
-4.804e-06,1.04,-0.5
-4.800000000000001e-06,0.96,-0.5
-4.796e-06,1.04,-0.5
-4.792e-06,1.04,-0.48
-4.7880000000000006e-06,1.04,-0.48
-4.784e-06,1.12,-0.46
-4.78e-06,1.04,-0.48
-4.7760000000000005e-06,1.12,-0.46
-4.772e-06,1.2,-0.46
-4.768000000000001e-06,1.2,-0.48
-4.7640000000000005e-06,1.28,-0.44
-4.76e-06,1.36,-0.48
-4.756000000000001e-06,1.36,-0.42
-4.752e-06,1.28,-0.44
-4.748e-06,1.44,-0.46
-4.744000000000001e-06,1.36,-0.42
-4.74e-06,1.44,-0.42
-4.736e-06,1.44,-0.42
-4.732000000000001e-06,1.44,-0.42
-4.728e-06,1.44,-0.42
-4.724e-06,1.52,-0.4
-4.7200000000000005e-06,1.6,-0.42
-4.716e-06,1.6,-0.4
-4.712e-06,1.6,-0.4
-4.7080000000000005e-06,1.6,-0.38
-4.704e-06,1.68,-0.4
-4.700000000000001e-06,1.68,-0.4
-4.6960000000000004e-06,1.68,-0.38
-4.692e-06,1.68,-0.36
-4.688000000000001e-06,1.76,-0.36
-4.684e-06,1.76,-0.38
-4.68e-06,1.84,-0.36
-4.676000000000001e-06,1.76,-0.36
-4.672e-06,1.84,-0.34
-4.668e-06,1.84,-0.36
-4.664000000000001e-06,1.84,-0.34
-4.66e-06,1.84,-0.34
-4.656000000000001e-06,1.84,-0.34
-4.6520000000000005e-06,2.0,-0.3
-4.648e-06,1.92,-0.32
-4.644000000000001e-06,2.0,-0.32
-4.6400000000000005e-06,1.92,-0.3
-4.636e-06,1.92,-0.3
-4.632000000000001e-06,2.08,-0.28
-4.628e-06,2.0,-0.3
-4.624e-06,2.08,-0.28
-4.620000000000001e-06,2.08,-0.26
-4.616e-06,2.08,-0.26
-4.612e-06,2.08,-0.22
-4.608000000000001e-06,2.08,-0.24
-4.604e-06,2.08,-0.26
-4.6e-06,2.08,-0.24
-4.5960000000000006e-06,2.16,-0.24
-4.592e-06,2.16,-0.22
-4.588000000000001e-06,2.16,-0.2
-4.5840000000000005e-06,2.16,-0.22
-4.58e-06,2.16,-0.22
-4.576000000000001e-06,2.16,-0.2
-4.5720000000000004e-06,2.16,-0.2
-4.568e-06,2.16,-0.18
-4.564000000000001e-06,2.08,-0.2
-4.56e-06,2.16,-0.16
-4.556e-06,2.16,-0.16
-4.552000000000001e-06,2.16,-0.14
-4.548e-06,2.24,-0.16
-4.544e-06,2.24,-0.14
-4.540000000000001e-06,2.24,-0.16
-4.536e-06,2.16,-0.14
-4.532e-06,2.24,-0.12
-4.5280000000000005e-06,2.16,-0.12
-4.524e-06,2.24,-0.1
-4.520000000000001e-06,2.24,-0.1
-4.5160000000000005e-06,2.32,-0.06
-4.512e-06,2.24,-0.08
-4.508000000000001e-06,2.32,-0.06
-4.504e-06,2.16,-0.06
-4.5e-06,2.24,-0.06
-4.496000000000001e-06,2.16,-0.04
-4.492e-06,2.16,-0.04
-4.488e-06,2.24,-0.06
-4.484000000000001e-06,2.16,-0.02
-4.48e-06,2.16,-0.04
-4.476000000000001e-06,2.16,-0.02
-4.4720000000000006e-06,2.24,-0.02
-4.468e-06,2.16,0.02
-4.464e-06,2.24,0.0
-4.4600000000000005e-06,2.16,0.02
-4.456e-06,2.16,0.04
-4.452000000000001e-06,2.08,0.04
-4.4480000000000004e-06,2.08,0.02
-4.444e-06,2.16,0.06
-4.440000000000001e-06,2.16,0.04
-4.436e-06,2.16,0.08
-4.432e-06,2.08,0.1
-4.428000000000001e-06,2.0,0.08
-4.424e-06,2.08,0.1
-4.42e-06,2.0,0.1
-4.416000000000001e-06,2.08,0.1
-4.412e-06,2.08,0.14
-4.408000000000001e-06,2.0,0.12
-4.4040000000000005e-06,2.0,0.12
-4.4e-06,2.0,0.14
-4.396e-06,1.84,0.14
-4.3920000000000005e-06,2.0,0.16
-4.388e-06,2.0,0.18
-4.384000000000001e-06,1.92,0.16
-4.38e-06,1.84,0.18
-4.376e-06,1.84,0.16
-4.372000000000001e-06,1.76,0.2
-4.368e-06,1.92,0.2
-4.364e-06,1.84,0.2
-4.360000000000001e-06,1.84,0.22
-4.356e-06,1.84,0.22
-4.352e-06,1.76,0.2
-4.3480000000000006e-06,1.76,0.24
-4.344e-06,1.68,0.24
-4.340000000000001e-06,1.6,0.24
-4.3360000000000005e-06,1.68,0.24
-4.332e-06,1.6,0.28
-4.328e-06,1.52,0.28
-4.3240000000000004e-06,1.6,0.28
-4.32e-06,1.6,0.28
-4.316000000000001e-06,1.52,0.3
-4.312e-06,1.52,0.32
-4.308e-06,1.52,0.32
-4.304000000000001e-06,1.52,0.3
-4.3e-06,1.44,0.32
-4.296e-06,1.36,0.3
-4.292000000000001e-06,1.36,0.32
-4.288e-06,1.44,0.36
-4.284e-06,1.28,0.36
-4.2800000000000005e-06,1.28,0.38
-4.276e-06,1.28,0.34
-4.272000000000001e-06,1.28,0.36
-4.2680000000000005e-06,1.12,0.36
-4.264e-06,1.12,0.38
-4.260000000000001e-06,1.2,0.38
-4.256e-06,1.12,0.4
-4.252e-06,1.12,0.4
-4.248000000000001e-06,1.04,0.38
-4.244e-06,0.96,0.4
-4.24e-06,1.04,0.4
-4.236000000000001e-06,0.96,0.42
-4.232e-06,0.96,0.42
-4.228e-06,0.88,0.42
-4.2240000000000006e-06,0.8,0.42
-4.22e-06,0.8,0.44
-4.216e-06,0.88,0.44
-4.2120000000000005e-06,0.8,0.42
-4.208e-06,0.72,0.44
-4.204000000000001e-06,0.64,0.46
-4.2000000000000004e-06,0.64,0.46
-4.196e-06,0.64,0.46
-4.192000000000001e-06,0.48,0.46
-4.188e-06,0.64,0.48
-4.184e-06,0.56,0.46
-4.180000000000001e-06,0.48,0.46
-4.176e-06,0.48,0.5
-4.172e-06,0.4,0.48
-4.168000000000001e-06,0.48,0.5
-4.164e-06,0.4,0.48
-4.160000000000001e-06,0.4,0.5
