t,V_e,V_m
-0.000125,6.640000000000001,2.56
-0.0001249,6.640000000000001,2.6
-0.0001248,6.6000000000000005,2.56
-0.0001247,6.6000000000000005,2.6
-0.0001246,6.6000000000000005,2.6
-0.0001245,6.6000000000000005,2.6
-0.00012440000000000002,6.640000000000001,2.6
-0.0001243,6.72,2.6
-0.0001242,6.640000000000001,2.6
-0.0001241,6.68,2.56
-0.000124,6.640000000000001,2.6
-0.0001239,6.72,2.64
-0.0001238,6.68,2.64
-0.0001237,6.640000000000001,2.64
-0.0001236,6.68,2.68
-0.0001235,6.68,2.64
-0.0001234,6.72,2.68
-0.00012330000000000002,6.72,2.72
-0.0001232,6.72,2.68
-0.0001231,6.72,2.64
-0.000123,6.72,2.68
-0.0001229,6.72,2.68
-0.0001228,6.8,2.72
-0.0001227,6.72,2.72
-0.0001226,6.72,2.72
-0.0001225,6.76,2.72
-0.0001224,6.76,2.7600000000000002
-0.0001223,6.76,2.72
-0.00012220000000000002,6.8,2.72
-0.0001221,6.8,2.7600000000000002
-0.000122,6.76,2.7600000000000002
-0.00012190000000000001,6.84,2.7600000000000002
-0.0001218,6.76,2.7600000000000002
-0.0001217,6.84,2.72
-0.0001216,6.84,2.7600000000000002
-0.0001215,6.8,2.7600000000000002
-0.0001214,6.8,2.7600000000000002
-0.00012130000000000001,6.8,2.8000000000000003
-0.0001212,6.84,2.8000000000000003
-0.0001211,6.84,2.7600000000000002
-0.000121,6.88,2.8000000000000003
-0.0001209,6.84,2.8000000000000003
-0.00012080000000000001,6.88,2.8000000000000003
-0.0001207,6.88,2.8000000000000003
-0.0001206,6.88,2.8000000000000003
-0.0001205,6.88,2.8000000000000003
-0.0001204,6.88,2.84
-0.0001203,6.92,2.84
-0.00012020000000000001,6.92,2.8000000000000003
-0.0001201,6.88,2.88
-0.00012,6.92,2.88
-0.0001199,6.92,2.84
-0.0001198,6.96,2.88
-0.00011970000000000001,6.96,2.88
-0.00011960000000000001,6.96,2.88
-0.0001195,6.96,2.88
-0.0001194,7.0,2.88
-0.0001193,7.0,2.96
-0.0001192,6.96,2.88
-0.00011910000000000001,6.96,2.92
-0.000119,6.92,3.0
-0.0001189,6.96,2.96
-0.0001188,6.96,2.96
-0.0001187,7.04,2.96
-0.00011860000000000001,7.04,2.96
-0.00011850000000000001,7.08,2.92
-0.0001184,7.08,2.96
-0.0001183,7.04,3.0
-0.0001182,7.04,3.0
-0.0001181,7.08,2.92
-0.00011800000000000001,7.04,2.96
-0.0001179,7.08,3.0
-0.0001178,7.08,3.0
-0.0001177,7.08,2.96
-0.0001176,7.08,3.0
-0.00011750000000000001,7.08,3.0
-0.00011740000000000001,7.08,3.04
-0.0001173,7.08,3.04
-0.0001172,7.12,3.04
-0.0001171,7.12,3.04
-0.000117,7.12,3.04
-0.0001169,7.12,3.04
-0.0001168,7.12,3.08
-0.0001167,7.16,3.08
-0.0001166,7.16,3.08
-0.0001165,7.12,3.12
-0.00011640000000000001,7.16,3.12
-0.00011630000000000001,7.16,3.12
-0.0001162,7.24,3.08
-0.0001161,7.16,3.12
-0.000116,7.2,3.16
-0.0001159,7.2,3.08
-0.0001158,7.2,3.12
-0.00011570000000000001,7.16,3.12
-0.0001156,7.24,3.16
-0.0001155,7.2,3.16
-0.0001154,7.24,3.16
-0.0001153,7.28,3.16
-0.00011520000000000001,7.24,3.16
-0.0001151,7.24,3.16
-0.000115,7.24,3.2
-0.0001149,7.24,3.16
-0.0001148,7.28,3.2
-0.0001147,7.24,3.24
-0.00011460000000000001,7.32,3.2
-0.0001145,7.32,3.24
-0.0001144,7.32,3.2
-0.0001143,7.28,3.24
-0.0001142,7.28,3.24
-0.00011410000000000001,7.32,3.24
-0.000114,7.36,3.2800000000000002
-0.0001139,7.28,3.2800000000000002
-0.0001138,7.28,3.2800000000000002
-0.0001137,7.32,3.2800000000000002
-0.0001136,7.32,3.2800000000000002
-0.00011350000000000001,7.36,3.2800000000000002
-0.0001134,7.36,3.3200000000000003
-0.0001133,7.36,3.2800000000000002
-0.0001132,7.36,3.2800000000000002
-0.0001131,7.36,3.3200000000000003
-0.00011300000000000001,7.36,3.3200000000000003
-0.0001129,7.44,3.2800000000000002
-0.0001128,7.36,3.3200000000000003
-0.0001127,7.4,3.36
-0.0001126,7.4,3.3200000000000003
-0.0001125,7.44,3.3200000000000003
-0.00011240000000000001,7.4,3.36
-0.0001123,7.44,3.4
-0.0001122,7.4,3.4
-0.0001121,7.4,3.36
-0.000112,7.48,3.36
-0.00011190000000000001,7.44,3.36
-0.00011180000000000001,7.44,3.36
-0.0001117,7.48,3.44
-0.0001116,7.44,3.4
-0.0001115,7.48,3.4
-0.0001114,7.48,3.4
-0.00011130000000000001,7.48,3.4
-0.0001112,7.5200000000000005,3.4
-0.0001111,7.5200000000000005,3.4
-0.000111,7.48,3.4
-0.0001109,7.5200000000000005,3.44
-0.00011080000000000001,7.5200000000000005,3.44
-0.00011070000000000001,7.48,3.44
-0.0001106,7.5200000000000005,3.44
-0.0001105,7.5600000000000005,3.48
-0.0001104,7.5600000000000005,3.44
-0.0001103,7.5600000000000005,3.48
-0.00011020000000000001,7.5600000000000005,3.48
-0.0001101,7.6000000000000005,3.48
-0.00011,7.6000000000000005,3.44
-0.0001099,7.6000000000000005,3.52
-0.0001098,7.6000000000000005,3.52
-0.00010970000000000001,7.5600000000000005,3.52
-0.00010960000000000001,7.640000000000001,3.52
-0.0001095,7.640000000000001,3.52
-0.0001094,7.6000000000000005,3.56
-0.0001093,7.640000000000001,3.56
-0.0001092,7.6000000000000005,3.52
-0.0001091,7.5600000000000005,3.56
-0.000109,7.640000000000001,3.52
-0.0001089,7.6000000000000005,3.56
-0.0001088,7.640000000000001,3.56
-0.0001087,7.640000000000001,3.6
-0.00010860000000000001,7.640000000000001,3.64
-0.00010850000000000001,7.640000000000001,3.6
-0.0001084,7.68,3.6
-0.0001083,7.72,3.6
-0.0001082,7.72,3.6
-0.0001081,7.72,3.6
-0.000108,7.68,3.64
-0.00010790000000000001,7.72,3.64
-0.0001078,7.76,3.64
-0.0001077,7.76,3.64
-0.0001076,7.72,3.64
-0.00010750000000000001,7.76,3.64
-0.00010740000000000001,7.76,3.64
-0.0001073,7.72,3.68
-0.0001072,7.76,3.68
-0.0001071,7.72,3.68
-0.000107,7.76,3.68
-0.0001069,7.76,3.72
-0.00010680000000000001,7.76,3.68
-0.0001067,7.8,3.72
-0.0001066,7.8,3.72
-0.0001065,7.8,3.68
-0.00010640000000000001,7.84,3.68
-0.00010630000000000001,7.8,3.72
-0.0001062,7.8,3.7600000000000002
-0.0001061,7.8,3.7600000000000002
-0.000106,7.8,3.7600000000000002
-0.0001059,7.84,3.8000000000000003
-0.0001058,7.84,3.7600000000000002
-0.00010570000000000001,7.88,3.7600000000000002
-0.0001056,7.8,3.7600000000000002
-0.0001055,7.88,3.8000000000000003
-0.0001054,7.88,3.8000000000000003
-0.00010530000000000001,7.88,3.8000000000000003
-0.00010520000000000001,7.92,3.84
-0.00010510000000000001,7.88,3.8000000000000003
-0.000105,7.92,3.84
-0.0001049,7.92,3.8000000000000003
-0.0001048,7.92,3.88
-0.0001047,7.92,3.84
-0.00010460000000000001,7.96,3.84
-0.0001045,7.96,3.8000000000000003
-0.0001044,7.92,3.84
-0.0001043,7.92,3.84
-0.00010420000000000001,7.96,3.88
-0.00010410000000000001,7.96,3.92
-0.00010400000000000001,7.92,3.88
-0.0001039,7.96,3.88
-0.0001038,7.92,3.92
-0.0001037,8.0,3.92
-0.0001036,7.96,3.92
-0.00010350000000000001,7.96,3.92
-0.0001034,7.96,3.96
-0.0001033,8.040000000000001,3.88
-0.0001032,8.0,3.96
-0.0001031,8.0,3.96
-0.00010300000000000001,8.040000000000001,3.96
-0.00010290000000000001,8.0,3.96
-0.0001028,8.040000000000001,3.96
-0.0001027,8.08,4.0
-0.0001026,8.040000000000001,4.0
-0.0001025,8.040000000000001,4.0
-0.0001024,8.040000000000001,4.0
-0.0001023,8.040000000000001,3.96
-0.0001022,8.08,4.0
-0.0001021,8.120000000000001,4.0
-0.000102,8.040000000000001,4.04
-0.00010190000000000001,8.08,3.96
-0.00010180000000000001,8.040000000000001,4.0
-0.0001017,8.08,4.04
-0.0001016,8.120000000000001,4.04
-0.0001015,8.120000000000001,4.04
-0.0001014,8.16,4.04
-0.0001013,8.16,4.04
-0.00010120000000000001,8.16,4.08
-0.0001011,8.16,4.04
-0.000101,8.120000000000001,4.08
-0.0001009,8.120000000000001,4.08
-0.00010080000000000001,8.16,4.12
-0.00010070000000000001,8.120000000000001,4.08
-0.0001006,8.2,4.08
-0.0001005,8.16,4.12
-0.0001004,8.16,4.08
-0.0001003,8.2,4.12
-0.0001002,8.16,4.16
-0.00010010000000000001,8.2,4.16
-0.0001,8.24,4.16
-9.99e-05,8.28,4.16
-9.98e-05,8.28,4.16
-9.970000000000001e-05,8.24,4.12
-9.960000000000001e-05,8.2,4.16
-9.95e-05,8.24,4.16
-9.94e-05,8.24,4.16
