t,V_e,V_m
-5e-06,7.640000000000001,3.48
-4.996e-06,7.5600000000000005,3.52
-4.992000000000001e-06,7.6000000000000005,3.48
-4.988e-06,7.640000000000001,3.52
-4.984e-06,7.640000000000001,3.52
-4.980000000000001e-06,7.6000000000000005,3.52
-4.976e-06,7.640000000000001,3.52
-4.972e-06,7.640000000000001,3.52
-4.9680000000000005e-06,7.640000000000001,3.48
-4.964e-06,7.640000000000001,3.52
-4.960000000000001e-06,7.640000000000001,3.56
-4.9560000000000005e-06,7.640000000000001,3.52
-4.952e-06,7.6000000000000005,3.52
-4.948000000000001e-06,7.6000000000000005,3.56
-4.9440000000000004e-06,7.640000000000001,3.56
-4.94e-06,7.640000000000001,3.56
-4.936000000000001e-06,7.6000000000000005,3.56
-4.932e-06,7.68,3.52
-4.928e-06,7.68,3.6
-4.924000000000001e-06,7.68,3.56
-4.92e-06,7.68,3.6
-4.916e-06,7.68,3.6
-4.9120000000000006e-06,7.640000000000001,3.6
-4.908e-06,7.68,3.6
-4.904000000000001e-06,7.72,3.52
-4.9000000000000005e-06,7.72,3.6
-4.896e-06,7.72,3.56
-4.892000000000001e-06,7.72,3.6
-4.8880000000000005e-06,7.72,3.64
-4.884e-06,7.68,3.64
-4.880000000000001e-06,7.72,3.6
-4.876e-06,7.72,3.6
-4.872e-06,7.72,3.6
-4.868000000000001e-06,7.72,3.64
-4.864e-06,7.76,3.6
-4.86e-06,7.72,3.6
-4.856000000000001e-06,7.72,3.6
-4.852e-06,7.76,3.64
-4.848e-06,7.76,3.64
-4.8440000000000005e-06,7.72,3.64
-4.84e-06,7.72,3.64
-4.836000000000001e-06,7.76,3.64
-4.8320000000000005e-06,7.76,3.64
-4.828e-06,7.76,3.64
-4.824000000000001e-06,7.8,3.68
-4.8200000000000004e-06,7.8,3.68
-4.816e-06,7.84,3.64
-4.812000000000001e-06,7.8,3.68
-4.808e-06,7.76,3.68
-4.804e-06,7.76,3.68
-4.800000000000001e-06,7.84,3.68
-4.796e-06,7.8,3.68
-4.792e-06,7.8,3.64
-4.7880000000000006e-06,7.76,3.68
-4.784e-06,7.8,3.64
-4.78e-06,7.8,3.68
-4.7760000000000005e-06,7.8,3.68
-4.772e-06,7.84,3.72
-4.768000000000001e-06,7.8,3.72
-4.7640000000000005e-06,7.84,3.68
-4.76e-06,7.84,3.68
-4.756000000000001e-06,7.88,3.68
-4.752e-06,7.84,3.68
-4.748e-06,7.84,3.7600000000000002
-4.744000000000001e-06,7.8,3.72
-4.74e-06,7.84,3.72
-4.736e-06,7.84,3.72
-4.732000000000001e-06,7.84,3.72
-4.728e-06,7.88,3.7600000000000002
-4.724e-06,7.84,3.7600000000000002
-4.7200000000000005e-06,7.88,3.7600000000000002
-4.716e-06,7.84,3.7600000000000002
-4.712e-06,7.88,3.7600000000000002
-4.7080000000000005e-06,7.92,3.72
-4.704e-06,7.92,3.7600000000000002
-4.700000000000001e-06,7.84,3.7600000000000002
-4.6960000000000004e-06,7.88,3.7600000000000002
-4.692e-06,7.88,3.8000000000000003
-4.688000000000001e-06,7.88,3.8000000000000003
-4.684e-06,7.88,3.8000000000000003
-4.68e-06,7.88,3.8000000000000003
-4.676000000000001e-06,7.92,3.7600000000000002
-4.672e-06,7.92,3.8000000000000003
-4.668e-06,7.88,3.84
-4.664000000000001e-06,7.92,3.8000000000000003
-4.66e-06,7.92,3.8000000000000003
-4.656000000000001e-06,7.88,3.88
-4.6520000000000005e-06,7.88,3.7600000000000002
-4.648e-06,7.96,3.84
-4.644000000000001e-06,7.92,3.8000000000000003
-4.6400000000000005e-06,7.96,3.8000000000000003
-4.636e-06,7.92,3.84
-4.632000000000001e-06,7.92,3.84
-4.628e-06,7.96,3.84
-4.624e-06,7.96,3.84
-4.620000000000001e-06,7.92,3.84
-4.616e-06,7.96,3.84
-4.612e-06,7.96,3.84
-4.608000000000001e-06,7.96,3.88
-4.604e-06,7.96,3.88
-4.6e-06,7.92,3.88
-4.5960000000000006e-06,7.96,3.88
-4.592e-06,7.92,3.84
-4.588000000000001e-06,7.96,3.84
-4.5840000000000005e-06,7.96,3.88
-4.58e-06,7.96,3.88
-4.576000000000001e-06,8.0,3.88
-4.5720000000000004e-06,8.0,3.84
-4.568e-06,7.96,3.88
-4.564000000000001e-06,8.0,3.88
-4.56e-06,8.0,3.84
-4.556e-06,8.0,3.88
-4.552000000000001e-06,8.040000000000001,3.88
-4.548e-06,8.0,3.92
-4.544e-06,8.040000000000001,3.92
-4.540000000000001e-06,8.0,3.88
-4.536e-06,8.0,3.92
-4.532e-06,8.0,3.92
-4.5280000000000005e-06,8.0,3.92
-4.524e-06,8.0,3.92
-4.520000000000001e-06,8.040000000000001,3.88
-4.5160000000000005e-06,8.040000000000001,3.88
-4.512e-06,8.040000000000001,3.92
-4.508000000000001e-06,8.08,3.92
-4.504e-06,8.040000000000001,3.96
-4.5e-06,8.08,3.92
-4.496000000000001e-06,8.040000000000001,4.0
-4.492e-06,8.08,3.96
-4.488e-06,8.08,3.96
-4.484000000000001e-06,8.040000000000001,3.96
-4.48e-06,8.08,4.0
-4.476000000000001e-06,8.120000000000001,3.92
-4.4720000000000006e-06,8.08,3.96
-4.468e-06,8.08,4.0
-4.464e-06,8.08,4.0
-4.4600000000000005e-06,8.08,4.04
-4.456e-06,8.120000000000001,4.0
-4.452000000000001e-06,8.120000000000001,4.0
-4.4480000000000004e-06,8.120000000000001,4.0
-4.444e-06,8.08,4.04
-4.440000000000001e-06,8.120000000000001,4.0
-4.436e-06,8.16,3.96
-4.432e-06,8.08,4.0
-4.428000000000001e-06,8.120000000000001,4.0
-4.424e-06,8.120000000000001,4.0
-4.42e-06,8.120000000000001,4.0
-4.416000000000001e-06,8.120000000000001,4.0
-4.412e-06,8.120000000000001,4.04
-4.408000000000001e-06,8.16,4.04
-4.4040000000000005e-06,8.120000000000001,4.04
-4.4e-06,8.120000000000001,4.04
-4.396e-06,8.16,4.04
-4.3920000000000005e-06,8.16,4.0
-4.388e-06,8.16,4.04
-4.384000000000001e-06,8.2,4.04
-4.38e-06,8.2,4.04
-4.376e-06,8.2,4.08
-4.372000000000001e-06,8.16,4.08
-4.368e-06,8.2,4.08
-4.364e-06,8.16,4.12
-4.360000000000001e-06,8.2,4.08
-4.356e-06,8.2,4.12
-4.352e-06,8.16,4.12
-4.3480000000000006e-06,8.16,4.08
-4.344e-06,8.16,4.08
-4.340000000000001e-06,8.2,4.08
-4.3360000000000005e-06,8.16,4.08
-4.332e-06,8.2,4.12
-4.328e-06,8.2,4.12
-4.3240000000000004e-06,8.2,4.16
-4.32e-06,8.2,4.08
-4.316000000000001e-06,8.2,4.08
-4.312e-06,8.24,4.12
-4.308e-06,8.2,4.12
-4.304000000000001e-06,8.24,4.12
-4.3e-06,8.24,4.12
-4.296e-06,8.28,4.12
-4.292000000000001e-06,8.24,4.12
-4.288e-06,8.24,4.16
-4.284e-06,8.28,4.16
-4.2800000000000005e-06,8.24,4.16
-4.276e-06,8.28,4.16
-4.272000000000001e-06,8.24,4.16
-4.2680000000000005e-06,8.24,4.2
-4.264e-06,8.24,4.12
-4.260000000000001e-06,8.28,4.2
-4.256e-06,8.24,4.16
-4.252e-06,8.28,4.2
-4.248000000000001e-06,8.28,4.16
-4.244e-06,8.28,4.2
-4.24e-06,8.24,4.2
-4.236000000000001e-06,8.28,4.16
-4.232e-06,8.24,4.2
-4.228e-06,8.32,4.2
-4.2240000000000006e-06,8.28,4.2
-4.22e-06,8.24,4.2
-4.216e-06,8.28,4.2
-4.2120000000000005e-06,8.32,4.24
-4.208e-06,8.36,4.2
-4.204000000000001e-06,8.24,4.2
-4.2000000000000004e-06,8.28,4.2
-4.196e-06,8.040000000000001,4.24
-4.192000000000001e-06,7.32,4.24
-4.188e-06,6.76,4.2
-4.184e-06,6.68,4.16
-4.180000000000001e-06,6.68,4.08
-4.176e-06,6.44,3.92
-4.172e-06,6.2,3.7600000000000002
-4.168000000000001e-06,6.12,3.68
-4.164e-06,6.0,3.64
-4.160000000000001e-06,6.0,3.56
-4.1560000000000005e-06,6.08,3.4
-4.152e-06,6.12,3.4
-4.148e-06,6.12,3.2800000000000002
-4.1440000000000005e-06,6.0,3.24
-4.14e-06,6.0,3.12
-4.136000000000001e-06,5.96,3.12
-4.132e-06,6.04,3.0
-4.128e-06,6.04,2.96
-4.124000000000001e-06,6.04,2.92
