t,V_e,V_m
-0.00025,6.84,2.84
-0.0002498,6.88,2.8000000000000003
-0.0002496,6.84,2.8000000000000003
-0.0002494,6.88,2.8000000000000003
-0.0002492,6.88,2.84
-0.000249,6.92,2.8000000000000003
-0.00024880000000000003,6.92,2.84
-0.0002486,6.96,2.88
-0.0002484,6.96,2.84
-0.0002482,6.88,2.84
-0.000248,6.96,2.88
-0.0002478,6.92,2.88
-0.0002476,6.92,2.88
-0.0002474,6.92,2.88
-0.0002472,6.96,2.92
-0.000247,6.96,2.92
-0.0002468,6.96,2.92
-0.00024660000000000003,6.96,2.88
-0.0002464,7.0,2.92
-0.0002462,6.96,2.92
-0.000246,7.0,2.96
-0.0002458,7.04,2.96
-0.0002456,7.0,2.96
-0.0002454,7.0,3.0
-0.0002452,7.04,2.96
-0.000245,7.0,2.96
-0.0002448,7.04,3.0
-0.0002446,7.04,2.96
-0.00024440000000000003,7.0,3.0
-0.0002442,7.08,3.0
-0.000244,7.04,3.0
-0.00024380000000000002,7.04,2.96
-0.0002436,7.08,3.0
-0.0002434,7.08,3.0
-0.0002432,7.08,3.0
-0.000243,7.04,3.04
-0.0002428,7.12,3.0
-0.00024260000000000002,7.16,3.08
-0.0002424,7.12,3.04
-0.0002422,7.12,3.08
-0.000242,7.08,3.08
-0.0002418,7.08,3.0
-0.00024160000000000002,7.08,3.08
-0.0002414,7.16,3.08
-0.0002412,7.16,3.12
-0.000241,7.16,3.08
-0.0002408,7.2,3.08
-0.0002406,7.16,3.12
-0.00024040000000000002,7.2,3.12
-0.0002402,7.2,3.08
-0.00024,7.16,3.12
-0.0002398,7.16,3.12
-0.0002396,7.2,3.12
-0.00023940000000000002,7.16,3.16
-0.00023920000000000001,7.2,3.16
-0.000239,7.2,3.16
-0.0002388,7.2,3.12
-0.0002386,7.2,3.16
-0.0002384,7.24,3.2
-0.00023820000000000002,7.2,3.2
-0.000238,7.28,3.16
-0.0002378,7.28,3.16
-0.0002376,7.28,3.2
-0.0002374,7.24,3.2
-0.00023720000000000002,7.32,3.2
-0.00023700000000000001,7.28,3.16
-0.0002368,7.24,3.2
-0.0002366,7.28,3.2
-0.0002364,7.28,3.24
-0.0002362,7.32,3.24
-0.00023600000000000002,7.32,3.24
-0.0002358,7.28,3.2800000000000002
-0.0002356,7.32,3.24
-0.0002354,7.36,3.2800000000000002
-0.0002352,7.32,3.2800000000000002
-0.00023500000000000002,7.32,3.2800000000000002
-0.00023480000000000002,7.32,3.2800000000000002
-0.0002346,7.36,3.2800000000000002
-0.0002344,7.4,3.3200000000000003
-0.0002342,7.4,3.3200000000000003
-0.000234,7.36,3.2800000000000002
-0.0002338,7.36,3.3200000000000003
-0.0002336,7.44,3.3200000000000003
-0.0002334,7.36,3.3200000000000003
-0.0002332,7.4,3.3200000000000003
-0.000233,7.44,3.2800000000000002
-0.00023280000000000002,7.4,3.3200000000000003
-0.00023260000000000002,7.44,3.36
-0.0002324,7.44,3.36
-0.0002322,7.44,3.36
-0.000232,7.44,3.4
-0.0002318,7.44,3.4
-0.0002316,7.4,3.36
-0.00023140000000000001,7.48,3.36
-0.0002312,7.48,3.4
-0.000231,7.48,3.3200000000000003
-0.0002308,7.48,3.44
-0.0002306,7.48,3.36
-0.00023040000000000002,7.44,3.4
-0.0002302,7.5200000000000005,3.4
-0.00023,7.48,3.44
-0.0002298,7.48,3.4
-0.0002296,7.48,3.4
-0.0002294,7.5600000000000005,3.48
-0.00022920000000000001,7.5200000000000005,3.4
-0.000229,7.48,3.44
-0.0002288,7.5600000000000005,3.48
-0.0002286,7.5600000000000005,3.44
-0.0002284,7.5200000000000005,3.44
-0.00022820000000000002,7.5600000000000005,3.48
-0.000228,7.5600000000000005,3.48
-0.0002278,7.5600000000000005,3.44
-0.0002276,7.6000000000000005,3.44
-0.0002274,7.6000000000000005,3.52
-0.0002272,7.5600000000000005,3.52
-0.00022700000000000002,7.6000000000000005,3.52
-0.0002268,7.640000000000001,3.48
-0.0002266,7.6000000000000005,3.52
-0.0002264,7.6000000000000005,3.48
-0.0002262,7.6000000000000005,3.56
-0.00022600000000000002,7.6000000000000005,3.52
-0.0002258,7.640000000000001,3.56
-0.0002256,7.640000000000001,3.56
-0.0002254,7.640000000000001,3.56
-0.0002252,7.68,3.56
-0.000225,7.68,3.56
-0.00022480000000000002,7.640000000000001,3.6
-0.0002246,7.640000000000001,3.6
-0.0002244,7.640000000000001,3.56
-0.0002242,7.640000000000001,3.56
-0.000224,7.72,3.6
-0.00022380000000000002,7.72,3.6
-0.00022360000000000001,7.68,3.6
-0.0002234,7.68,3.6
-0.0002232,7.68,3.6
-0.000223,7.72,3.64
-0.0002228,7.72,3.6
-0.00022260000000000002,7.72,3.64
-0.0002224,7.76,3.6
-0.0002222,7.76,3.64
-0.000222,7.72,3.64
-0.0002218,7.76,3.68
-0.00022160000000000002,7.76,3.68
-0.00022140000000000001,7.8,3.72
-0.0002212,7.76,3.64
-0.000221,7.72,3.68
-0.0002208,7.76,3.72
-0.0002206,7.8,3.72
-0.00022040000000000002,7.76,3.72
-0.0002202,7.8,3.72
-0.00022,7.84,3.72
-0.0002198,7.8,3.72
-0.0002196,7.8,3.7600000000000002
-0.00021940000000000002,7.84,3.72
-0.00021920000000000002,7.8,3.7600000000000002
-0.000219,7.8,3.7600000000000002
-0.0002188,7.8,3.8000000000000003
-0.0002186,7.8,3.72
-0.0002184,7.84,3.8000000000000003
-0.0002182,7.88,3.72
-0.000218,7.88,3.7600000000000002
-0.0002178,7.88,3.72
-0.0002176,7.84,3.8000000000000003
-0.0002174,7.88,3.7600000000000002
-0.00021720000000000002,7.88,3.8000000000000003
-0.00021700000000000002,7.88,3.84
-0.0002168,7.92,3.84
-0.0002166,7.92,3.8000000000000003
-0.0002164,7.88,3.84
-0.0002162,7.96,3.84
-0.000216,7.92,3.84
-0.00021580000000000001,7.96,3.84
-0.0002156,7.92,3.88
-0.0002154,7.96,3.84
-0.0002152,7.92,3.84
-0.00021500000000000002,7.96,3.88
-0.00021480000000000002,7.96,3.84
