t,V_e,V_m
-2.5e-05,7.76,3.68
-2.498e-05,7.76,3.72
-2.496e-05,7.8,3.72
-2.4940000000000002e-05,7.84,3.72
-2.4920000000000002e-05,7.76,3.72
-2.4900000000000002e-05,7.8,3.7600000000000002
-2.4880000000000002e-05,7.76,3.72
-2.4860000000000003e-05,7.84,3.7600000000000002
-2.4840000000000003e-05,7.8,3.7600000000000002
-2.482e-05,7.84,3.7600000000000002
-2.48e-05,7.8,3.72
-2.478e-05,7.84,3.7600000000000002
-2.476e-05,7.84,3.8000000000000003
-2.474e-05,7.84,3.72
-2.472e-05,7.8,3.72
-2.47e-05,7.88,3.7600000000000002
-2.468e-05,7.92,3.7600000000000002
-2.466e-05,7.88,3.8000000000000003
-2.464e-05,7.92,3.7600000000000002
-2.462e-05,7.88,3.84
-2.46e-05,7.88,3.8000000000000003
-2.4580000000000002e-05,7.92,3.8000000000000003
-2.4560000000000002e-05,7.88,3.84
-2.4540000000000002e-05,7.92,3.84
-2.4520000000000002e-05,7.88,3.84
-2.4500000000000003e-05,7.88,3.7600000000000002
-2.4480000000000003e-05,7.92,3.88
-2.446e-05,7.92,3.88
-2.444e-05,7.92,3.88
-2.442e-05,7.92,3.84
-2.44e-05,7.96,3.84
-2.438e-05,7.96,3.88
-2.436e-05,7.96,3.88
-2.434e-05,7.96,3.88
-2.432e-05,7.96,3.88
-2.43e-05,8.0,3.84
-2.428e-05,8.0,3.88
-2.426e-05,8.0,3.92
-2.4240000000000002e-05,7.96,3.88
-2.4220000000000002e-05,8.0,3.96
-2.4200000000000002e-05,8.040000000000001,3.88
-2.4180000000000002e-05,8.040000000000001,3.96
-2.4160000000000002e-05,7.96,3.92
-2.4140000000000003e-05,8.0,3.96
-2.412e-05,8.0,3.92
-2.41e-05,8.0,3.96
-2.408e-05,8.0,4.0
-2.406e-05,8.040000000000001,3.96
-2.404e-05,8.040000000000001,3.92
-2.402e-05,8.040000000000001,4.0
-2.4e-05,8.040000000000001,3.96
-2.398e-05,8.120000000000001,4.0
-2.396e-05,8.040000000000001,4.0
-2.394e-05,8.120000000000001,4.0
-2.392e-05,8.08,4.0
-2.39e-05,8.040000000000001,4.0
-2.3880000000000002e-05,8.08,3.96
-2.3860000000000002e-05,8.08,4.0
-2.3840000000000002e-05,8.120000000000001,4.0
-2.3820000000000002e-05,8.120000000000001,4.04
-2.3800000000000003e-05,8.120000000000001,4.04
-2.3780000000000003e-05,8.08,4.0
-2.3760000000000003e-05,8.120000000000001,4.08
-2.374e-05,8.08,4.08
-2.372e-05,8.08,4.04
-2.37e-05,8.120000000000001,4.08
-2.368e-05,8.16,4.04
-2.366e-05,8.120000000000001,4.04
-2.364e-05,8.120000000000001,4.12
-2.362e-05,8.16,4.08
-2.36e-05,8.08,4.08
-2.358e-05,8.120000000000001,4.12
-2.356e-05,8.16,4.08
-2.354e-05,8.16,4.08
-2.3520000000000002e-05,8.2,4.08
-2.3500000000000002e-05,8.16,4.08
-2.3480000000000002e-05,8.16,4.12
-2.3460000000000002e-05,8.24,4.12
-2.3440000000000003e-05,8.2,4.12
-2.3420000000000003e-05,8.24,4.12
-2.34e-05,8.16,4.16
-2.338e-05,8.24,4.16
-2.336e-05,8.2,4.12
-2.334e-05,8.16,4.16
-2.332e-05,8.24,4.16
-2.33e-05,8.24,4.16
-2.328e-05,8.2,4.12
-2.326e-05,8.16,4.16
-2.324e-05,8.2,4.2
-2.322e-05,8.24,4.2
-2.32e-05,8.28,4.2
-2.318e-05,8.28,4.16
-2.3160000000000002e-05,8.28,4.16
-2.3140000000000002e-05,8.28,4.16
-2.3120000000000002e-05,8.28,4.2
-2.3100000000000002e-05,8.28,4.16
-2.3080000000000003e-05,8.32,4.2
-2.306e-05,8.28,4.24
-2.3040000000000003e-05,8.32,4.28
-2.302e-05,8.36,4.24
-2.3e-05,8.32,4.24
-2.298e-05,8.28,4.28
-2.296e-05,8.32,4.24
-2.294e-05,8.32,4.24
-2.292e-05,8.36,4.28
-2.29e-05,8.32,4.32
-2.288e-05,8.36,4.24
-2.286e-05,8.24,4.28
-2.284e-05,6.6000000000000005,4.04
-2.2820000000000002e-05,6.08,3.52
-2.2800000000000002e-05,5.96,3.12
-2.2780000000000002e-05,6.0,2.8000000000000003
-2.2760000000000002e-05,6.04,2.64
-2.2740000000000003e-05,6.04,2.4
-2.272e-05,6.0,2.32
-2.2700000000000003e-05,5.96,2.24
-2.268e-05,6.0,2.16
-2.266e-05,6.0,2.08
-2.264e-05,6.0,2.08
-2.262e-05,6.0,2.0
-2.26e-05,6.08,2.0
-2.258e-05,6.04,2.0
-2.256e-05,6.0,2.0
-2.254e-05,6.04,2.04
-2.252e-05,6.04,1.96
-2.25e-05,6.04,2.0
-2.248e-05,6.08,2.0
-2.2460000000000002e-05,6.08,2.0
-2.2440000000000002e-05,6.08,2.0
-2.2420000000000002e-05,6.08,2.04
-2.2400000000000002e-05,6.08,2.0
-2.2380000000000003e-05,6.08,2.04
-2.2360000000000003e-05,6.08,2.04
-2.234e-05,6.16,2.04
-2.232e-05,6.12,2.04
-2.23e-05,6.12,2.04
-2.228e-05,6.12,2.08
-2.226e-05,6.12,2.0
-2.224e-05,6.12,2.0
-2.222e-05,6.12,2.08
-2.22e-05,6.16,2.08
-2.218e-05,6.16,2.04
-2.216e-05,6.16,2.12
-2.214e-05,6.16,2.04
-2.212e-05,6.12,2.08
-2.2100000000000002e-05,6.16,2.04
-2.2080000000000002e-05,6.2,2.08
-2.2060000000000002e-05,6.16,2.12
-2.2040000000000002e-05,6.16,2.08
-2.2020000000000003e-05,6.2,2.12
