t,V_e,V_m
-2.5e-06,6.12,2.56
-2.498e-06,6.16,2.6
-2.4960000000000003e-06,6.16,2.56
-2.494e-06,6.2,2.56
-2.492e-06,6.24,2.56
-2.4900000000000003e-06,6.2,2.56
-2.488e-06,6.28,2.52
-2.486e-06,6.28,2.48
-2.4840000000000003e-06,6.24,2.52
-2.482e-06,6.24,2.52
-2.4800000000000004e-06,6.2,2.48
-2.4780000000000002e-06,6.24,2.48
-2.476e-06,6.24,2.44
-2.4740000000000004e-06,6.2,2.44
-2.4720000000000002e-06,6.24,2.44
-2.47e-06,6.24,2.4
-2.4680000000000003e-06,6.24,2.44
-2.466e-06,6.28,2.44
-2.464e-06,6.24,2.4
-2.4620000000000003e-06,6.32,2.4
-2.46e-06,6.28,2.44
-2.458e-06,6.28,2.44
-2.4560000000000003e-06,6.28,2.44
-2.454e-06,6.28,2.44
-2.4520000000000004e-06,6.28,2.36
-2.4500000000000003e-06,6.32,2.36
-2.448e-06,6.28,2.4
-2.4460000000000004e-06,6.28,2.4
-2.4440000000000002e-06,6.32,2.36
-2.442e-06,6.28,2.4
-2.4400000000000004e-06,6.32,2.36
-2.438e-06,6.32,2.4
-2.436e-06,6.36,2.36
-2.4340000000000003e-06,6.36,2.32
-2.432e-06,6.36,2.36
-2.43e-06,6.4,2.4
-2.4280000000000003e-06,6.36,2.36
-2.426e-06,6.36,2.4
-2.424e-06,6.36,2.36
-2.4220000000000003e-06,6.32,2.36
-2.42e-06,6.32,2.36
-2.4180000000000004e-06,6.36,2.4
-2.4160000000000002e-06,6.36,2.32
-2.414e-06,6.36,2.36
-2.4120000000000004e-06,6.44,2.4
-2.4100000000000002e-06,6.4,2.32
-2.408e-06,6.44,2.36
-2.4060000000000003e-06,6.44,2.36
-2.404e-06,6.4,2.36
-2.402e-06,6.48,2.32
-2.4000000000000003e-06,6.44,2.36
-2.398e-06,6.44,2.4
-2.396e-06,6.44,2.36
-2.3940000000000003e-06,6.44,2.36
-2.392e-06,6.4,2.36
-2.39e-06,6.4,2.36
-2.3880000000000003e-06,6.48,2.36
-2.386e-06,6.44,2.36
-2.3840000000000004e-06,6.44,2.36
-2.3820000000000002e-06,6.48,2.32
-2.38e-06,6.48,2.32
-2.3780000000000004e-06,6.48,2.36
-2.376e-06,6.48,2.32
-2.374e-06,6.48,2.36
-2.3720000000000003e-06,6.44,2.36
-2.37e-06,6.48,2.4
-2.368e-06,6.48,2.4
-2.3660000000000003e-06,6.48,2.4
-2.364e-06,6.5600000000000005,2.4
-2.362e-06,6.48,2.44
-2.3600000000000003e-06,6.48,2.4
-2.358e-06,6.6000000000000005,2.4
-2.356e-06,6.5200000000000005,2.36
-2.3540000000000002e-06,6.5600000000000005,2.36
-2.352e-06,6.5200000000000005,2.4
-2.3500000000000004e-06,6.5200000000000005,2.4
