t,V_e,V_m
-0.000125,8.28,4.24
-0.0001249,8.32,4.28
-0.0001248,8.36,4.28
-0.0001247,8.36,4.28
-0.0001246,8.36,4.28
-0.0001245,8.36,4.28
-0.00012440000000000002,8.32,4.32
-0.0001243,8.32,4.32
-0.0001242,6.04,2.64
-0.0001241,6.0,2.08
-0.000124,5.96,1.96
-0.0001239,6.0,1.92
-0.0001238,5.96,1.92
-0.0001237,6.04,1.92
-0.0001236,6.0,1.92
-0.0001235,6.0,1.92
-0.0001234,6.04,1.96
-0.00012330000000000002,6.0,1.96
-0.0001232,6.0,2.0
-0.0001231,6.04,1.92
-0.000123,6.0,1.96
-0.0001229,6.04,2.0
-0.0001228,6.04,2.0
-0.0001227,6.04,2.0
-0.0001226,6.0,2.0
-0.0001225,6.04,2.0
-0.0001224,6.08,2.0
-0.0001223,6.04,1.96
-0.00012220000000000002,6.08,2.04
-0.0001221,6.08,2.0
-0.000122,6.08,2.0
-0.00012190000000000001,6.08,2.0
-0.0001218,6.08,2.04
-0.0001217,6.08,2.08
-0.0001216,6.12,2.04
-0.0001215,6.12,2.04
-0.0001214,6.08,2.04
-0.00012130000000000001,6.08,2.04
-0.0001212,6.08,2.04
-0.0001211,6.12,2.04
-0.000121,6.16,2.08
-0.0001209,6.12,2.08
-0.00012080000000000001,6.08,2.12
-0.0001207,6.12,2.04
-0.0001206,6.12,2.12
-0.0001205,6.12,2.08
-0.0001204,6.16,2.12
-0.0001203,6.12,2.12
-0.00012020000000000001,6.12,2.08
-0.0001201,6.16,2.12
-0.00012,6.16,2.12
-0.0001199,6.16,2.16
-0.0001198,6.12,2.16
-0.00011970000000000001,6.16,2.08
-0.00011960000000000001,6.2,2.12
-0.0001195,6.2,2.16
-0.0001194,6.16,2.16
-0.0001193,6.2,2.12
-0.0001192,6.2,2.16
-0.00011910000000000001,6.2,2.16
-0.000119,6.24,2.12
-0.0001189,6.2,2.16
-0.0001188,6.2,2.16
-0.0001187,6.16,2.2
-0.00011860000000000001,6.24,2.2
-0.00011850000000000001,6.2,2.2
-0.0001184,6.28,2.24
-0.0001183,6.24,2.24
-0.0001182,6.24,2.2
-0.0001181,6.28,2.2
-0.00011800000000000001,6.24,2.2
-0.0001179,6.28,2.16
-0.0001178,6.24,2.24
-0.0001177,6.24,2.24
-0.0001176,6.24,2.2
-0.00011750000000000001,6.28,2.24
-0.00011740000000000001,6.32,2.24
-0.0001173,6.28,2.2
-0.0001172,6.32,2.2
-0.0001171,6.28,2.2
-0.000117,6.32,2.24
-0.0001169,6.28,2.2800000000000002
-0.0001168,6.28,2.2800000000000002
-0.0001167,6.28,2.2800000000000002
-0.0001166,6.28,2.24
-0.0001165,6.32,2.2800000000000002
-0.00011640000000000001,6.32,2.2800000000000002
-0.00011630000000000001,6.32,2.2800000000000002
-0.0001162,6.36,2.32
-0.0001161,6.36,2.2800000000000002
-0.000116,6.32,2.32
-0.0001159,6.36,2.2800000000000002
-0.0001158,6.36,2.32
-0.00011570000000000001,6.36,2.2800000000000002
-0.0001156,6.4,2.2800000000000002
-0.0001155,6.36,2.36
-0.0001154,6.36,2.36
-0.0001153,6.36,2.32
-0.00011520000000000001,6.36,2.36
-0.0001151,6.36,2.36
-0.000115,6.4,2.36
-0.0001149,6.4,2.36
-0.0001148,6.44,2.36
-0.0001147,6.44,2.4
-0.00011460000000000001,6.44,2.32
-0.0001145,6.4,2.36
-0.0001144,6.48,2.4
-0.0001143,6.44,2.36
-0.0001142,6.48,2.4
-0.00011410000000000001,6.4,2.44
-0.000114,6.4,2.44
-0.0001139,6.48,2.44
-0.0001138,6.5200000000000005,2.4
-0.0001137,6.48,2.4
-0.0001136,6.48,2.36
-0.00011350000000000001,6.5200000000000005,2.44
-0.0001134,6.48,2.36
-0.0001133,6.5200000000000005,2.48
-0.0001132,6.48,2.44
-0.0001131,6.48,2.48
-0.00011300000000000001,6.48,2.48
-0.0001129,6.48,2.44
-0.0001128,6.5200000000000005,2.44
-0.0001127,6.5600000000000005,2.48
-0.0001126,6.5200000000000005,2.48
-0.0001125,6.5200000000000005,2.44
-0.00011240000000000001,6.5600000000000005,2.48
-0.0001123,6.5200000000000005,2.44
-0.0001122,6.5200000000000005,2.52
-0.0001121,6.5600000000000005,2.48
-0.000112,6.5600000000000005,2.52
-0.00011190000000000001,6.5200000000000005,2.52
-0.00011180000000000001,6.5600000000000005,2.48
-0.0001117,6.5600000000000005,2.52
-0.0001116,6.5600000000000005,2.52
-0.0001115,6.6000000000000005,2.52
-0.0001114,6.6000000000000005,2.52
-0.00011130000000000001,6.640000000000001,2.56
-0.0001112,6.6000000000000005,2.52
-0.0001111,6.6000000000000005,2.56
-0.000111,6.640000000000001,2.52
-0.0001109,6.6000000000000005,2.56
-0.00011080000000000001,6.6000000000000005,2.52
-0.00011070000000000001,6.6000000000000005,2.56
-0.0001106,6.68,2.56
-0.0001105,6.640000000000001,2.56
-0.0001104,6.640000000000001,2.6
-0.0001103,6.6000000000000005,2.56
-0.00011020000000000001,6.640000000000001,2.6
-0.0001101,6.6000000000000005,2.56
-0.00011,6.6000000000000005,2.64
-0.0001099,6.640000000000001,2.6
-0.0001098,6.68,2.64
-0.00010970000000000001,6.68,2.64
-0.00010960000000000001,6.68,2.64
-0.0001095,6.68,2.64
-0.0001094,6.72,2.6
-0.0001093,6.68,2.64
-0.0001092,6.640000000000001,2.64
-0.0001091,6.68,2.64
-0.000109,6.72,2.68
-0.0001089,6.68,2.64
-0.0001088,6.72,2.68
-0.0001087,6.68,2.64
-0.00010860000000000001,6.76,2.68
-0.00010850000000000001,6.72,2.68
-0.0001084,6.8,2.68
-0.0001083,6.72,2.68
-0.0001082,6.8,2.68
-0.0001081,6.76,2.68
-0.000108,6.76,2.68
-0.00010790000000000001,6.72,2.68
-0.0001078,6.76,2.72
-0.0001077,6.76,2.72
-0.0001076,6.76,2.68
-0.00010750000000000001,6.8,2.68
-0.00010740000000000001,6.84,2.68
-0.0001073,6.84,2.72
-0.0001072,6.8,2.68
-0.0001071,6.84,2.72
-0.000107,6.84,2.7600000000000002
-0.0001069,6.8,2.8000000000000003
-0.00010680000000000001,6.8,2.72
-0.0001067,6.84,2.7600000000000002
-0.0001066,6.84,2.8000000000000003
-0.0001065,6.84,2.7600000000000002
-0.00010640000000000001,6.84,2.7600000000000002
-0.00010630000000000001,6.88,2.8000000000000003
-0.0001062,6.8,2.8000000000000003
-0.0001061,6.84,2.8000000000000003
-0.000106,6.92,2.7600000000000002
-0.0001059,6.92,2.8000000000000003
-0.0001058,6.88,2.7600000000000002
-0.00010570000000000001,6.88,2.88
-0.0001056,6.92,2.8000000000000003
-0.0001055,6.88,2.84
-0.0001054,6.88,2.8000000000000003
-0.00010530000000000001,6.88,2.88
-0.00010520000000000001,6.88,2.88
-0.00010510000000000001,6.92,2.8000000000000003
-0.000105,6.92,2.8000000000000003
-0.0001049,6.92,2.84
-0.0001048,6.92,2.84
-0.0001047,6.92,2.84
-0.00010460000000000001,6.88,2.84
-0.0001045,6.96,2.88
-0.0001044,6.92,2.88
-0.0001043,6.96,2.88
-0.00010420000000000001,6.96,2.84
-0.00010410000000000001,6.96,2.88
-0.00010400000000000001,6.96,2.88
-0.0001039,6.96,2.88
-0.0001038,6.96,2.92
-0.0001037,6.96,2.92
-0.0001036,6.96,2.92
-0.00010350000000000001,6.96,2.92
-0.0001034,7.0,2.96
-0.0001033,7.0,2.92
-0.0001032,7.04,2.92
-0.0001031,7.0,2.92
-0.00010300000000000001,7.04,2.96
-0.00010290000000000001,7.04,2.96
-0.0001028,7.04,2.96
-0.0001027,7.04,2.96
-0.0001026,7.0,2.96
-0.0001025,7.04,2.96
-0.0001024,7.08,2.92
-0.0001023,7.04,2.96
-0.0001022,7.08,3.0
-0.0001021,7.08,3.0
-0.000102,7.04,3.0
-0.00010190000000000001,7.08,3.0
-0.00010180000000000001,7.08,3.0
-0.0001017,7.12,3.0
-0.0001016,7.08,3.0
-0.0001015,7.12,3.0
-0.0001014,7.08,3.04
-0.0001013,7.12,3.08
-0.00010120000000000001,7.08,3.04
-0.0001011,7.12,3.04
-0.000101,7.12,3.12
-0.0001009,7.12,3.04
-0.00010080000000000001,7.12,3.08
-0.00010070000000000001,7.12,3.04
-0.0001006,7.16,3.04
-0.0001005,7.12,3.08
-0.0001004,7.12,3.08
-0.0001003,7.16,3.08
-0.0001002,7.2,3.08
-0.00010010000000000001,7.16,3.12
-0.0001,7.16,3.08
-9.99e-05,7.2,3.08
-9.98e-05,7.16,3.12
-9.970000000000001e-05,7.16,3.08
-9.960000000000001e-05,7.16,3.12
-9.95e-05,7.2,3.12
