obs_wl_air(nm),unc_obs_wl,intens
370.3859,0.0006,2800
371.1978,0.0006,3300
372.1946,0.0006,5000
373.4369,0.0006,6000
375.0151,0.0006,8000
377.0633,0.0006,9000
379.7909,0.0006,17000
383.5397,0.0006,30000
388.9064,0.0006,70000
397.0075,0.0006,30000
410.1734,0.0006,70000
434.0472,0.0006,90000
486.135,0.005,180000
656.279,0.003,500000
