t,V1
-0.02502,0.0036000000000000003
-0.025,0.0024000000000000002
-0.024980000000000002,0.0012000000000000001
-0.02496,0.0028
-0.02494,0.0012000000000000001
-0.02492,0.0016
-0.024900000000000002,0.0024000000000000002
-0.02488,0.0024000000000000002
-0.02486,0.0028
-0.02484,0.0012000000000000001
-0.024820000000000002,0.0012000000000000001
-0.0248,0.0028
-0.02478,0.0056
-0.02476,0.0024000000000000002
-0.02474,0.0008
-0.02472,0.0012000000000000001
-0.0247,0.0032
-0.02468,0.002
-0.02466,0.0024000000000000002
-0.024640000000000002,0.0028
-0.02462,0.0028
-0.0246,0.0012000000000000001
-0.02458,0.0044
-0.024560000000000002,0.0032
-0.02454,0.004
-0.02452,0.006
-0.0245,0.0032
-0.024480000000000002,0.0012000000000000001
-0.02446,0.0024000000000000002
-0.02444,0.0032
-0.02442,0.0036000000000000003
-0.0244,0.0048000000000000004
-0.02438,0.0048000000000000004
-0.02436,0.004
-0.02434,0.0024000000000000002
-0.02432,0.002
-0.024300000000000002,0.0048000000000000004
-0.02428,0.0036000000000000003
-0.02426,0.0048000000000000004
-0.02424,0.0036000000000000003
-0.024220000000000002,0.0
-0.0242,0.0004
-0.02418,0.0028
-0.02416,0.0028
-0.02414,0.0024000000000000002
-0.02412,0.0028
-0.0241,0.0012000000000000001
-0.02408,0.0012000000000000001
-0.02406,0.002
-0.02404,0.0028
-0.02402,0.0004
-0.024,0.0012000000000000001
-0.02398,0.0024000000000000002
-0.023960000000000002,0.0036000000000000003
-0.02394,0.0024000000000000002
-0.02392,0.004
-0.0239,0.002
-0.023880000000000002,0.002
-0.02386,0.0028
-0.02384,0.0016
-0.02382,0.0008
-0.0238,0.002
-0.02378,0.0028
-0.02376,0.0024000000000000002
-0.02374,0.0012000000000000001
-0.02372,0.004
-0.0237,0.0028
-0.02368,0.0032
-0.02366,0.0024000000000000002
-0.02364,0.0016
-0.023620000000000002,0.0016
-0.0236,0.0012000000000000001
-0.02358,0.0032
-0.02356,0.0016
-0.023540000000000002,0.0036000000000000003
-0.02352,0.0024000000000000002
-0.0235,0.0016
-0.02348,0.002
-0.02346,0.0036000000000000003
-0.02344,0.004
-0.02342,0.0008
