t,V_out,V_in
-0.372,0.992,0.64
-0.3718,0.992,0.66
-0.3716,0.992,0.66
-0.3714,0.992,0.66
-0.3712,0.992,0.68
-0.371,0.992,0.66
-0.3708,0.992,0.66
-0.3706,0.992,0.66
-0.3704,0.984,0.66
-0.3702,0.992,0.68
-0.37,0.984,0.66
-0.3698,0.984,0.66
-0.3696,0.984,0.68
-0.3694,0.984,0.68
-0.3692,0.984,0.68
-0.369,0.984,0.68
-0.3688,0.984,0.66
-0.3686,0.984,0.68
-0.3684,0.984,0.68
-0.36819999999999997,0.984,0.68
-0.368,0.976,0.68
-0.3678,0.984,0.68
-0.3676,0.976,0.68
-0.3674,0.976,0.68
-0.36719999999999997,0.976,0.68
-0.367,0.976,0.68
-0.3668,0.976,0.68
-0.3666,0.976,0.68
-0.3664,0.976,0.68
-0.36619999999999997,0.976,0.68
-0.366,0.976,0.7000000000000001
-0.3658,0.976,0.72
-0.3656,0.968,0.7000000000000001
-0.3654,0.976,0.7000000000000001
-0.36519999999999997,0.968,0.7000000000000001
-0.365,0.968,0.7000000000000001
-0.3648,0.968,0.72
-0.3646,0.968,0.72
-0.3644,0.968,0.72
-0.3642,0.968,0.72
-0.364,0.968,0.72
-0.3638,0.968,0.72
-0.3636,0.968,0.72
-0.3634,0.96,0.72
-0.3632,0.96,0.72
-0.363,0.96,0.72
-0.3628,0.96,0.74
-0.3626,0.96,0.72
-0.3624,0.96,0.72
-0.3622,0.96,0.72
-0.362,0.96,0.72
-0.3618,0.96,0.74
-0.3616,0.9520000000000001,0.74
-0.3614,0.9520000000000001,0.74
-0.3612,0.9520000000000001,0.72
-0.361,0.9520000000000001,0.74
-0.3608,0.9520000000000001,0.74
-0.3606,0.9520000000000001,0.74
-0.3604,0.9440000000000001,0.74
-0.3602,0.9520000000000001,0.76
-0.36,0.9440000000000001,0.76
-0.3598,0.9440000000000001,0.74
-0.3596,0.9440000000000001,0.76
-0.3594,0.9440000000000001,0.74
-0.3592,0.9440000000000001,0.76
-0.359,0.9440000000000001,0.76
-0.3588,0.9440000000000001,0.76
-0.3586,0.9440000000000001,0.74
-0.3584,0.9440000000000001,0.76
-0.3582,0.9440000000000001,0.78
-0.358,0.9440000000000001,0.76
-0.3578,0.9440000000000001,0.78
-0.3576,0.936,0.76
-0.3574,0.936,0.76
-0.3572,0.936,0.78
-0.357,0.936,0.78
-0.3568,0.936,0.78
-0.3566,0.936,0.76
-0.3564,0.936,0.78
-0.3562,0.936,0.78
-0.356,0.928,0.78
-0.3558,0.928,0.78
-0.35559999999999997,0.936,0.78
-0.3554,0.928,0.78
-0.3552,0.928,0.78
-0.355,0.928,0.78
-0.3548,0.928,0.78
-0.35459999999999997,0.928,0.78
-0.3544,0.928,0.78
-0.3542,0.928,0.8
-0.354,0.928,0.8
-0.3538,0.928,0.8
-0.3536,0.92,0.8
-0.3534,0.928,0.8
-0.3532,0.92,0.8
-0.353,0.92,0.8200000000000001
-0.3528,0.92,0.8
-0.3526,0.92,0.8200000000000001
-0.3524,0.92,0.8200000000000001
-0.3522,0.92,0.8200000000000001
-0.352,0.92,0.8
-0.3518,0.92,0.8200000000000001
-0.3516,0.92,0.8200000000000001
-0.3514,0.912,0.8200000000000001
-0.3512,0.912,0.8200000000000001
-0.351,0.912,0.8200000000000001
-0.3508,0.912,0.8200000000000001
-0.3506,0.912,0.8200000000000001
-0.3504,0.912,0.8200000000000001
-0.3502,0.912,0.84
-0.35,0.912,0.8200000000000001
-0.3498,0.912,0.84
-0.3496,0.912,0.84
-0.3494,0.904,0.84
-0.3492,0.904,0.84
-0.349,0.904,0.8200000000000001
-0.3488,0.904,0.84
-0.3486,0.904,0.84
-0.3484,0.904,0.84
-0.3482,0.904,0.84
-0.348,0.904,0.84
-0.3478,0.896,0.84
-0.3476,0.896,0.86
-0.3474,0.896,0.86
-0.3472,0.896,0.86
-0.347,0.896,0.84
-0.3468,0.896,0.86
-0.3466,0.896,0.86
-0.3464,0.896,0.86
-0.3462,0.888,0.86
-0.346,0.888,0.86
-0.3458,0.888,0.86
-0.3456,0.888,0.86
-0.3454,0.888,0.88
-0.3452,0.888,0.86
-0.345,0.888,0.88
-0.3448,0.888,0.86
-0.3446,0.88,0.88
-0.3444,0.88,0.88
-0.3442,0.88,0.88
-0.344,0.88,0.86
-0.3438,0.88,0.88
-0.3436,0.88,0.88
-0.3434,0.88,0.88
-0.3432,0.88,0.88
-0.34299999999999997,0.88,0.88
-0.3428,0.88,0.88
-0.3426,0.872,0.9
-0.3424,0.872,0.9
-0.3422,0.872,0.9
-0.34199999999999997,0.872,0.9
-0.3418,0.872,0.9
-0.3416,0.872,0.9
-0.3414,0.872,0.88
-0.3412,0.872,0.9
-0.34099999999999997,0.872,0.9
-0.3408,0.872,0.92
-0.3406,0.864,0.92
-0.3404,0.864,0.9
-0.3402,0.872,0.9
-0.33999999999999997,0.864,0.92
-0.3398,0.864,0.9
-0.3396,0.864,0.9
-0.3394,0.856,0.92
-0.3392,0.864,0.9
-0.33899999999999997,0.856,0.92
-0.3388,0.856,0.92
-0.3386,0.856,0.9
-0.3384,0.856,0.92
-0.3382,0.856,0.9400000000000001
-0.33799999999999997,0.856,0.92
-0.3378,0.856,0.9400000000000001
-0.3376,0.856,0.92
-0.3374,0.856,0.92
-0.3372,0.856,0.9400000000000001
-0.33699999999999997,0.848,0.96
-0.3368,0.848,0.9400000000000001
-0.3366,0.848,0.92
-0.3364,0.848,0.9400000000000001
-0.3362,0.848,0.9400000000000001
-0.33599999999999997,0.848,0.92
-0.3358,0.848,0.96
-0.3356,0.84,0.9400000000000001
-0.3354,0.84,0.9400000000000001
-0.3352,0.848,0.96
-0.33499999999999996,0.84,0.96
-0.3348,0.84,0.96
-0.3346,0.84,0.96
-0.3344,0.84,0.96
-0.3342,0.84,0.96
-0.334,0.84,0.96
-0.3338,0.84,0.96
-0.3336,0.8320000000000001,0.96
-0.3334,0.8320000000000001,0.96
-0.3332,0.84,0.9400000000000001
-0.333,0.8320000000000001,0.96
-0.3328,0.8320000000000001,0.98
-0.3326,0.8320000000000001,0.98
-0.3324,0.8320000000000001,0.98
-0.3322,0.8320000000000001,0.98
-0.332,0.8320000000000001,0.96
-0.3318,0.8240000000000001,0.98
-0.3316,0.8320000000000001,0.98
-0.3314,0.8240000000000001,0.96
-0.3312,0.8240000000000001,1.0
-0.331,0.8240000000000001,0.98
-0.3308,0.8240000000000001,0.98
-0.3306,0.8240000000000001,0.98
-0.33039999999999997,0.8240000000000001,0.98
-0.3302,0.8160000000000001,0.98
-0.33,0.8240000000000001,0.98
-0.3298,0.8160000000000001,1.0
-0.3296,0.8160000000000001,1.0
-0.3294,0.8160000000000001,1.0
-0.3292,0.8160000000000001,1.0
-0.329,0.8160000000000001,0.98
-0.3288,0.8160000000000001,1.0
-0.3286,0.808,1.0
-0.3284,0.808,1.02
-0.3282,0.8160000000000001,1.0
-0.328,0.808,1.0
-0.3278,0.808,1.0
-0.3276,0.808,1.0
-0.3274,0.808,1.0
-0.3272,0.808,1.02
-0.327,0.808,1.02
-0.3268,0.808,1.0
-0.3266,0.808,1.02
-0.3264,0.808,1.0
-0.3262,0.8,1.02
-0.326,0.808,1.02
-0.3258,0.8,1.02
-0.3256,0.8,1.02
-0.3254,0.8,1.02
-0.3252,0.8,1.02
-0.325,0.8,1.02
-0.3248,0.8,1.02
-0.3246,0.8,1.02
-0.3244,0.792,1.04
-0.3242,0.792,1.02
-0.324,0.792,1.04
-0.3238,0.792,1.04
-0.3236,0.792,1.04
-0.3234,0.784,1.04
-0.3232,0.792,1.06
-0.323,0.792,1.04
-0.3228,0.784,1.04
-0.3226,0.784,1.06
-0.3224,0.784,1.06
-0.3222,0.784,1.06
-0.322,0.784,1.06
-0.3218,0.784,1.06
-0.3216,0.784,1.04
-0.3214,0.776,1.06
-0.3212,0.776,1.08
