t,V_m,V_e
-0.000125,-1.28,-0.56
-0.0001249,-1.28,-0.4
-0.0001248,-1.36,-0.72
-0.0001247,-1.36,-0.64
-0.0001246,-1.36,-0.64
-0.0001245,-1.36,-0.8
-0.00012440000000000002,-1.36,-0.72
-0.0001243,-1.36,-0.8
-0.0001242,-1.44,-0.8
-0.0001241,-1.52,-0.8
-0.000124,-1.52,-0.88
-0.0001239,-1.52,-0.88
-0.0001238,-1.52,-0.96
-0.0001237,-1.44,-0.96
-0.0001236,-1.52,-0.96
-0.0001235,-1.52,-0.96
-0.0001234,-1.6,-1.12
-0.00012330000000000002,-1.6,-1.04
-0.0001232,-1.6,-1.12
-0.0001231,-1.76,-1.12
-0.000123,-1.6,-1.12
-0.0001229,-1.76,-1.12
-0.0001228,-1.68,-1.2
-0.0001227,-1.68,-1.2
-0.0001226,-1.76,-1.28
-0.0001225,-1.76,-1.28
-0.0001224,-1.76,-1.36
-0.0001223,-1.84,-1.36
-0.00012220000000000002,-1.84,-1.36
-0.0001221,-1.76,-1.44
-0.000122,-1.84,-1.52
-0.00012190000000000001,-1.76,-1.44
-0.0001218,-1.84,-1.44
-0.0001217,-1.76,-1.52
-0.0001216,-1.92,-1.52
-0.0001215,-1.92,-1.6
-0.0001214,-1.92,-1.6
-0.00012130000000000001,-1.92,-1.6
-0.0001212,-2.0,-1.68
-0.0001211,-2.0,-1.68
-0.000121,-2.0,-1.68
-0.0001209,-2.0,-1.76
-0.00012080000000000001,-2.0,-1.84
-0.0001207,-2.0,-1.76
-0.0001206,-2.0,-1.84
-0.0001205,-2.0,-1.76
-0.0001204,-2.08,-1.84
-0.0001203,-2.08,-1.92
-0.00012020000000000001,-2.08,-2.0
-0.0001201,-2.08,-1.84
-0.00012,-2.0,-1.92
-0.0001199,-2.08,-2.0
-0.0001198,-2.08,-2.0
-0.00011970000000000001,-2.08,-1.92
-0.00011960000000000001,-2.08,-2.0
-0.0001195,-2.08,-2.08
-0.0001194,-2.16,-2.16
-0.0001193,-2.16,-2.0
-0.0001192,-2.08,-2.16
-0.00011910000000000001,-2.16,-2.08
-0.000119,-2.16,-2.16
-0.0001189,-2.08,-2.16
-0.0001188,-2.16,-2.16
-0.0001187,-2.08,-2.16
-0.00011860000000000001,-2.08,-2.16
-0.00011850000000000001,-2.08,-2.24
-0.0001184,-2.16,-2.16
-0.0001183,-2.08,-2.24
-0.0001182,-2.16,-2.24
-0.0001181,-2.16,-2.24
-0.00011800000000000001,-2.24,-2.24
-0.0001179,-2.16,-2.32
-0.0001178,-2.16,-2.4
-0.0001177,-2.16,-2.4
-0.0001176,-2.16,-2.4
