12.297,12.302,12.2995,0.0025,205.5,0.1
24.617,24.581,24.599,0.018,103,0.1
36.634,36.598,36.616,0.018,68.6,0.1
48.898,48.904,48.901,0.003,52.4,0.1
61.196,61.205,61.2005,0.0045,40.4,0.1
73.496,73.505,73.5005,0.0045,33.2,0.1
85.8,85.806,85.803,0.003,29,0.1
