t,V1
-0.125,0.32
-0.1249,0.32
-0.1248,0.36
-0.1247,0.4
-0.1246,0.4
-0.1245,0.36
-0.1244,0.32
-0.1243,0.32
-0.1242,0.28
-0.1241,0.36
-0.124,0.36
-0.1239,0.36
-0.1238,0.44
-0.1237,0.36
-0.1236,0.32
-0.1235,0.28
-0.1234,0.28
-0.12329999999999999,0.28
-0.1232,0.32
-0.1231,0.28
-0.123,0.28
-0.1229,0.28
-0.1228,0.24
-0.1227,0.24
-0.1226,0.28
-0.1225,0.28
-0.1224,0.28
-0.1223,0.28
-0.1222,0.36
-0.1221,0.36
-0.122,0.28
-0.1219,0.28
-0.1218,0.28
-0.1217,0.32
-0.1216,0.36
-0.1215,0.32
-0.1214,0.36
-0.1213,0.36
-0.1212,0.4
-0.1211,0.36
-0.121,0.36
-0.1209,0.32
-0.1208,0.32
-0.1207,0.28
-0.1206,0.36
-0.1205,0.32
-0.12040000000000001,0.36
-0.1203,0.32
-0.1202,0.36
-0.1201,0.36
-0.12,0.36
-0.1199,0.36
-0.1198,0.32
-0.1197,0.32
-0.1196,0.32
-0.1195,0.32
-0.1194,0.36
-0.1193,0.36
-0.1192,0.32
-0.1191,0.36
-0.119,0.24
-0.1189,0.28
-0.1188,0.24
-0.1187,0.28
-0.1186,0.28
-0.1185,0.32
-0.1184,0.36
-0.1183,0.36
-0.1182,0.32
-0.1181,0.28
-0.118,0.24
-0.1179,0.24
-0.1178,0.24
-0.1177,0.24
-0.1176,0.24
-0.1175,0.28
-0.1174,0.24
-0.1173,0.32
-0.1172,0.32
-0.1171,0.28
-0.11699999999999999,0.32
-0.1169,0.32
-0.1168,0.28
-0.1167,0.32
-0.1166,0.24
-0.11649999999999999,0.2
-0.1164,0.32
-0.1163,0.32
-0.1162,0.32
-0.1161,0.32
-0.11599999999999999,0.36
-0.1159,0.32
-0.1158,0.32
-0.1157,0.28
-0.1156,0.28
-0.1155,0.36
-0.1154,0.28
-0.1153,0.24
-0.1152,0.24
-0.1151,0.24
-0.115,0.24
-0.1149,0.28
-0.1148,0.28
-0.1147,0.28
-0.1146,0.32
-0.1145,0.28
-0.1144,0.24
-0.1143,0.24
-0.1142,0.28
-0.11410000000000001,0.28
-0.114,0.28
-0.1139,0.24
-0.1138,0.28
-0.1137,0.28
-0.1136,0.24
-0.1135,0.24
-0.1134,0.24
-0.1133,0.24
-0.1132,0.2
-0.1131,0.2
-0.113,0.2
-0.1129,0.24
-0.1128,0.2
-0.1127,0.24
-0.1126,0.24
-0.1125,0.24
-0.1124,0.24
-0.1123,0.32
-0.1122,0.36
-0.1121,0.32
-0.112,0.24
-0.1119,0.24
-0.1118,0.28
-0.1117,0.28
-0.1116,0.32
-0.1115,0.28
-0.1114,0.32
-0.1113,0.28
-0.1112,0.28
-0.1111,0.28
-0.111,0.24
-0.1109,0.28
-0.1108,0.24
-0.11069999999999999,0.24
-0.1106,0.32
-0.1105,0.28
-0.1104,0.24
-0.1103,0.24
-0.11019999999999999,0.2
-0.1101,0.2
-0.11,0.24
-0.1099,0.28
-0.1098,0.28
-0.10969999999999999,0.24
-0.1096,0.24
-0.1095,0.24
-0.1094,0.28
-0.1093,0.24
-0.10919999999999999,0.28
-0.1091,0.24
-0.109,0.28
-0.1089,0.28
-0.10880000000000001,0.24
-0.10869999999999999,0.24
-0.1086,0.28
-0.1085,0.24
-0.1084,0.24
-0.10830000000000001,0.24
-0.10819999999999999,0.28
-0.1081,0.32
-0.108,0.32
-0.1079,0.24
-0.1078,0.28
-0.1077,0.32
-0.1076,0.28
-0.1075,0.28
-0.1074,0.36
-0.1073,0.4
-0.1072,0.44
-0.1071,0.36
-0.107,0.28
-0.1069,0.36
-0.1068,0.28
-0.1067,0.28
-0.1066,0.24
-0.1065,0.24
-0.1064,0.28
-0.1063,0.24
-0.1062,0.24
-0.1061,0.16
-0.106,0.2
-0.1059,0.2
-0.1058,0.16
-0.1057,0.2
-0.1056,0.2
-0.1055,0.2
-0.1054,0.24
-0.1053,0.24
-0.1052,0.24
-0.1051,0.24
-0.105,0.2
-0.1049,0.2
-0.1048,0.24
-0.1047,0.28
-0.1046,0.32
-0.1045,0.24
-0.10439999999999999,0.24
-0.1043,0.32
-0.1042,0.24
-0.1041,0.32
-0.104,0.28
-0.10389999999999999,0.24
-0.1038,0.32
-0.1037,0.28
-0.1036,0.36
-0.1035,0.36
-0.10339999999999999,0.28
-0.1033,0.32
-0.1032,0.32
-0.1031,0.28
-0.103,0.28
-0.10289999999999999,0.24
-0.1028,0.24
-0.1027,0.24
-0.1026,0.24
-0.1025,0.32
-0.10239999999999999,0.28
-0.1023,0.24
-0.1022,0.24
-0.1021,0.24
-0.10200000000000001,0.24
-0.10189999999999999,0.2
-0.1018,0.24
-0.1017,0.24
-0.1016,0.24
-0.1015,0.2
-0.1014,0.2
-0.1013,0.16
-0.1012,0.2
-0.1011,0.24
-0.101,0.24
-0.1009,0.24
-0.1008,0.28
-0.1007,0.24
-0.1006,0.24
-0.1005,0.24
-0.1004,0.2
-0.1003,0.24
-0.1002,0.28
-0.1001,0.24
-0.1,0.24
-0.0999,0.2
-0.0998,0.24
-0.0997,0.2
-0.0996,0.24
-0.0995,0.24
-0.0994,0.28
-0.0993,0.28
-0.0992,0.28
-0.0991,0.28
-0.099,0.32
-0.0989,0.28
-0.0988,0.28
-0.0987,0.32
-0.0986,0.32
-0.0985,0.28
-0.0984,0.28
-0.0983,0.28
-0.0982,0.24
-0.09809999999999999,0.28
-0.098,0.28
-0.0979,0.28
-0.0978,0.32
-0.0977,0.32
-0.09759999999999999,0.32
-0.0975,0.28
-0.0974,0.4
-0.0973,0.36
-0.0972,0.36
-0.09709999999999999,0.36
-0.097,0.32
-0.0969,0.36
-0.0968,0.36
-0.0967,0.4
-0.09659999999999999,0.36
-0.0965,0.36
-0.0964,0.36
-0.0963,0.4
-0.0962,0.36
-0.09609999999999999,0.44
-0.096,0.44
-0.0959,0.4
-0.0958,0.4
-0.0957,0.36
-0.09559999999999999,0.36
-0.0955,0.28
-0.0954,0.28
-0.0953,0.24
-0.0952,0.36
-0.09509999999999999,0.4
-0.095,0.4
-0.0949,0.4
-0.0948,0.36
-0.0947,0.44
-0.0946,0.36
-0.0945,0.36
-0.0944,0.36
-0.0943,0.36
-0.0942,0.36
-0.0941,0.36
-0.094,0.4
-0.0939,0.44
-0.0938,0.4
-0.0937,0.4
-0.09359999999999999,0.36
-0.0935,0.36
-0.0934,0.44
-0.0933,0.48
-0.0932,0.48
-0.09309999999999999,0.4
-0.093,0.4
-0.0929,0.36
-0.0928,0.4
-0.0927,0.44
-0.0926,0.44
-0.0925,0.4
-0.0924,0.44
-0.0923,0.48
-0.0922,0.56
-0.0921,0.48
-0.092,0.48
-0.0919,0.44
-0.09179999999999999,0.4
-0.0917,0.36
-0.0916,0.4
-0.0915,0.44
-0.0914,0.48
-0.09129999999999999,0.56
-0.0912,0.56
-0.0911,0.56
-0.091,0.52
-0.09090000000000001,0.52
-0.09079999999999999,0.44
-0.0907,0.48
-0.0906,0.44
-0.0905,0.48
-0.09040000000000001,0.44
-0.09029999999999999,0.48
-0.0902,0.4
-0.0901,0.44
-0.09,0.52
-0.08990000000000001,0.48
-0.08979999999999999,0.52
-0.0897,0.52
-0.0896,0.52
-0.0895,0.56
-0.08940000000000001,0.52
-0.08929999999999999,0.52
-0.0892,0.52
-0.0891,0.52
-0.089,0.56
-0.0889,0.56
-0.08879999999999999,0.56
-0.0887,0.56
-0.0886,0.52
-0.0885,0.52
-0.0884,0.48
-0.08829999999999999,0.48
-0.0882,0.48
-0.0881,0.52
-0.088,0.52
-0.0879,0.48
-0.08779999999999999,0.48
-0.0877,0.4
-0.0876,0.44
-0.0875,0.48
-0.0874,0.44
-0.08729999999999999,0.48
-0.0872,0.56
-0.0871,0.48
-0.087,0.48
-0.0869,0.52
-0.08679999999999999,0.52
-0.0867,0.52
-0.0866,0.52
-0.0865,0.52
-0.0864,0.44
-0.08629999999999999,0.48
-0.0862,0.52
-0.0861,0.48
-0.086,0.48
-0.0859,0.56
-0.0858,0.52
-0.0857,0.48
-0.0856,0.48
-0.08549999999999999,0.52
-0.0854,0.6
-0.0853,0.56
-0.0852,0.48
-0.0851,0.48
-0.08499999999999999,0.6
-0.0849,0.6
-0.0848,0.56
-0.0847,0.56
-0.0846,0.56
-0.08449999999999999,0.56
-0.0844,0.52
-0.0843,0.52
-0.0842,0.6
-0.08410000000000001,0.52
-0.08399999999999999,0.52
-0.0839,0.56
-0.0838,0.52
-0.0837,0.56
-0.08360000000000001,0.6
-0.08349999999999999,0.68
-0.0834,0.6
-0.0833,0.6
-0.0832,0.64
-0.08310000000000001,0.64
-0.08299999999999999,0.6
-0.0829,0.64
-0.0828,0.64
-0.0827,0.64
-0.0826,0.6
-0.08249999999999999,0.6
-0.0824,0.56
-0.0823,0.56
-0.0822,0.6
-0.0821,0.6
-0.08199999999999999,0.6
-0.0819,0.64
-0.0818,0.6
-0.0817,0.64
-0.0816,0.64
-0.08149999999999999,0.68
-0.0814,0.64
-0.0813,0.68
-0.0812,0.64
-0.0811,0.6
-0.08099999999999999,0.56
-0.0809,0.56
-0.0808,0.52
-0.0807,0.48
-0.0806,0.52
-0.08049999999999999,0.52
-0.0804,0.56
-0.0803,0.56
-0.0802,0.56
-0.0801,0.6
-0.07999999999999999,0.6
-0.0799,0.6
-0.0798,0.64
-0.0797,0.68
-0.0796,0.6
-0.0795,0.6
-0.0794,0.68
-0.0793,0.68
-0.07919999999999999,0.6
-0.0791,0.56
-0.079,0.56
-0.0789,0.56
-0.0788,0.52
-0.07869999999999999,0.56
-0.0786,0.56
-0.0785,0.68
-0.0784,0.6
-0.0783,0.72
-0.07819999999999999,0.68
-0.0781,0.72
-0.078,0.68
-0.0779,0.68
-0.07780000000000001,0.64
-0.07769999999999999,0.56
-0.0776,0.72
-0.0775,0.68
-0.0774,0.64
-0.07730000000000001,0.68
-0.07719999999999999,0.64
-0.0771,0.6
-0.077,0.6
-0.0769,0.64
-0.07680000000000001,0.76
-0.07669999999999999,0.68
-0.0766,0.72
-0.0765,0.68
-0.0764,0.68
-0.0763,0.76
-0.07619999999999999,0.72
-0.0761,0.72
-0.076,0.68
-0.0759,0.6
-0.0758,0.68
-0.07569999999999999,0.68
-0.0756,0.68
-0.0755,0.68
-0.0754,0.6
-0.0753,0.64
-0.07519999999999999,0.6
-0.0751,0.68
-0.075,0.68
-0.0749,0.68
-0.0748,0.68
-0.07469999999999999,0.64
-0.0746,0.68
-0.0745,0.72
-0.0744,0.72
-0.0743,0.8
-0.07419999999999999,0.76
-0.0741,0.72
-0.074,0.64
-0.0739,0.72
-0.0738,0.72
-0.07369999999999999,0.6
-0.0736,0.72
-0.0735,0.72
-0.07339999999999999,0.8
-0.0733,0.8
-0.07319999999999999,0.76
-0.0731,0.68
-0.073,0.72
-0.07289999999999999,0.72
-0.0728,0.72
-0.0727,0.68
-0.0726,0.68
-0.0725,0.72
-0.07239999999999999,0.76
-0.0723,0.72
-0.0722,0.68
-0.0721,0.68
-0.072,0.76
-0.07189999999999999,0.84
-0.0718,0.88
-0.0717,0.8
-0.0716,0.76
-0.0715,0.72
-0.07139999999999999,0.8
-0.0713,0.84
-0.0712,0.92
-0.0711,0.92
-0.07100000000000001,0.84
-0.07089999999999999,0.72
-0.0708,0.8
-0.0707,0.8
-0.0706,0.76
-0.07050000000000001,0.72
-0.07039999999999999,0.8
-0.0703,0.76
-0.0702,0.8
-0.0701,0.8
-0.07,0.8
-0.06989999999999999,0.92
-0.0698,0.92
-0.0697,0.8
-0.0696,0.92
-0.0695,0.92
-0.06939999999999999,0.84
-0.0693,0.88
-0.0692,0.96
-0.0691,0.92
-0.069,0.92
-0.06889999999999999,0.88
-0.0688,0.84
-0.0687,0.8
-0.0686,0.8
-0.0685,0.8
-0.06839999999999999,0.88
-0.0683,0.84
-0.0682,0.8
-0.0681,0.88
-0.068,0.92
-0.06789999999999999,0.88
-0.0678,0.88
-0.0677,0.92
-0.0676,0.84
-0.0675,0.84
-0.06739999999999999,0.92
-0.0673,0.8
-0.0672,0.8
-0.06709999999999999,0.8
-0.067,0.88
-0.06689999999999999,0.88
-0.0668,0.88
-0.0667,0.88
-0.06659999999999999,0.8
-0.0665,0.72
-0.06639999999999999,0.64
-0.0663,0.8
-0.0662,0.88
-0.06609999999999999,0.88
-0.066,0.84
-0.0659,0.88
-0.0658,0.88
-0.0657,0.88
-0.06559999999999999,0.96
-0.0655,0.92
-0.0654,0.92
-0.0653,0.92
-0.0652,0.88
-0.06509999999999999,0.88
-0.065,1.0
-0.0649,0.92
-0.0648,0.92
-0.06470000000000001,0.84
-0.06459999999999999,0.84
-0.0645,0.92
-0.0644,0.96
-0.0643,0.88
-0.06420000000000001,0.92
-0.06409999999999999,0.88
-0.064,0.92
-0.0639,0.96
-0.0638,1.08
-0.0637,0.96
-0.06359999999999999,1.04
-0.0635,1.12
-0.0634,0.92
-0.0633,0.92
-0.0632,0.96
-0.06309999999999999,0.96
-0.063,1.0
-0.0629,0.88
-0.0628,0.92
-0.0627,0.84
-0.06259999999999999,0.92
-0.0625,0.92
-0.0624,0.92
-0.062299999999999994,0.92
-0.06219999999999999,0.88
-0.0621,0.96
-0.062,0.96
-0.0619,0.96
-0.061799999999999994,1.04
-0.06169999999999999,1.12
-0.0616,1.04
-0.0615,1.0
-0.061399999999999996,1.08
-0.06129999999999999,1.0
-0.06119999999999999,0.92
-0.0611,0.92
-0.061,0.88
-0.060899999999999996,0.84
-0.06079999999999999,0.92
-0.06069999999999999,1.0
-0.0606,1.0
-0.0605,1.08
-0.060399999999999995,1.04
-0.06029999999999999,1.08
-0.060200000000000004,1.08
-0.0601,1.0
-0.06,0.92
-0.059899999999999995,0.92
-0.05979999999999999,1.0
-0.0597,0.92
-0.0596,0.92
-0.0595,0.96
-0.059399999999999994,1.0
-0.05929999999999999,0.96
-0.0592,0.96
-0.0591,0.92
-0.059,0.92
-0.058899999999999994,0.88
-0.05879999999999999,0.84
-0.0587,0.96
-0.0586,1.04
-0.058499999999999996,1.12
-0.058399999999999994,1.0
-0.05829999999999999,1.0
-0.0582,1.04
-0.0581,1.0
-0.057999999999999996,0.96
-0.05789999999999999,0.92
-0.05779999999999999,1.08
-0.0577,1.12
-0.0576,1.08
-0.057499999999999996,1.04
-0.05739999999999999,1.08
-0.05729999999999999,1.0
-0.0572,0.96
-0.0571,1.08
-0.056999999999999995,1.16
-0.05689999999999999,1.12
-0.0568,1.04
-0.0567,1.04
-0.0566,1.0
-0.056499999999999995,1.08
-0.05639999999999999,1.08
-0.0563,1.04
-0.0562,0.96
-0.0561,0.92
-0.055999999999999994,0.92
-0.05589999999999999,0.96
-0.0558,0.88
-0.0557,0.92
-0.0556,0.88
-0.055499999999999994,1.0
-0.05539999999999999,0.92
-0.0553,0.92
-0.0552,0.92
-0.055099999999999996,0.96
-0.05499999999999999,0.92
-0.05489999999999999,0.96
-0.0548,0.96
-0.0547,1.04
-0.054599999999999996,1.0
-0.05449999999999999,1.04
-0.05439999999999999,1.04
-0.0543,1.16
-0.0542,1.08
-0.054099999999999995,1.04
-0.05399999999999999,1.04
-0.0539,0.92
-0.0538,0.92
-0.0537,1.16
-0.053599999999999995,1.16
-0.05349999999999999,1.08
-0.0534,1.0
-0.0533,1.04
-0.0532,1.04
-0.053099999999999994,1.0
-0.05299999999999999,1.04
-0.0529,0.92
-0.0528,0.92
-0.0527,0.88
-0.052599999999999994,1.0
-0.05249999999999999,0.96
-0.0524,0.96
-0.0523,1.0
