t,V1
-4.5e-05,0.0012000000000000001
-4.498e-05,0.0012000000000000001
-4.496e-05,0.0016
-4.494e-05,0.0024000000000000002
-4.4920000000000004e-05,0.0024000000000000002
-4.49e-05,0.002
-4.4880000000000004e-05,0.004
-4.486e-05,0.0048000000000000004
-4.4840000000000004e-05,0.0028
-4.482e-05,0.0012000000000000001
-4.4800000000000005e-05,0.0024000000000000002
-4.478e-05,0.0024000000000000002
-4.4760000000000005e-05,0.0028
-4.474e-05,0.0024000000000000002
-4.4720000000000006e-05,0.002
-4.47e-05,0.0032
-4.4680000000000006e-05,0.0032
-4.466e-05,0.0032
-4.464e-05,0.0024000000000000002
-4.462e-05,0.0028
-4.46e-05,0.0032
-4.4580000000000003e-05,0.0016
-4.456e-05,0.0024000000000000002
-4.4540000000000004e-05,0.0028
-4.452e-05,0.0032
-4.4500000000000004e-05,0.0032
-4.448e-05,0.0044
-4.4460000000000005e-05,0.0056
-4.444e-05,0.0036000000000000003
-4.4420000000000005e-05,0.0032
-4.44e-05,0.0028
-4.4380000000000005e-05,0.004
-4.436e-05,0.0032
-4.4340000000000006e-05,0.0024000000000000002
-4.432e-05,0.0028
-4.4300000000000006e-05,0.004
-4.428e-05,0.0044
-4.426e-05,0.0044
-4.424e-05,0.0032
-4.422e-05,0.0028
-4.4200000000000004e-05,0.002
-4.418e-05,0.0012000000000000001
-4.4160000000000004e-05,0.0012000000000000001
-4.414e-05,0.0012000000000000001
-4.4120000000000004e-05,0.002
-4.41e-05,0.0024000000000000002
-4.4080000000000005e-05,0.0036000000000000003
-4.406e-05,0.0036000000000000003
-4.4040000000000005e-05,0.004
-4.402e-05,0.0036000000000000003
-4.4000000000000006e-05,0.0024000000000000002
-4.398e-05,0.0016
-4.3960000000000006e-05,0.0016
-4.394e-05,0.0012000000000000001
-4.392e-05,0.0004
-4.39e-05,0.002
-4.388e-05,0.0036000000000000003
-4.3860000000000004e-05,0.0044
-4.384e-05,0.0024000000000000002
-4.3820000000000004e-05,0.0024000000000000002
-4.38e-05,0.0024000000000000002
-4.3780000000000004e-05,0.0012000000000000001
-4.376e-05,0.0008
-4.3740000000000005e-05,0.0
-4.372e-05,0.0008
-4.3700000000000005e-05,0.0028
-4.368e-05,0.0028
-4.3660000000000005e-05,0.0036000000000000003
-4.364e-05,0.0044
-4.3620000000000006e-05,0.0036000000000000003
-4.36e-05,0.002
-4.358e-05,0.0008
-4.356e-05,0.0012000000000000001
-4.354e-05,0.0016
-4.3520000000000003e-05,0.002
-4.35e-05,0.0016
-4.3480000000000004e-05,0.0032
-4.346e-05,0.0032
-4.3440000000000004e-05,0.005200000000000001
-4.342e-05,0.0028
-4.3400000000000005e-05,0.0028
-4.338e-05,0.0016
-4.3360000000000005e-05,0.0024000000000000002
-4.334e-05,0.0024000000000000002
-4.3320000000000005e-05,0.0024000000000000002
-4.33e-05,0.0024000000000000002
-4.3280000000000006e-05,0.004
-4.326e-05,0.0032
-4.324e-05,0.0032
-4.322e-05,0.0032
-4.32e-05,0.002
-4.318e-05,0.0016
-4.316e-05,0.0012000000000000001
-4.3140000000000004e-05,0.002
-4.312e-05,0.0012000000000000001
-4.3100000000000004e-05,0.0016
-4.308e-05,0.002
-4.3060000000000004e-05,0.0028
-4.304e-05,0.004
-4.3020000000000005e-05,0.002
-4.3e-05,0.0024000000000000002
-4.2980000000000005e-05,0.0012000000000000001
-4.296e-05,0.002
-4.2940000000000006e-05,0.0012000000000000001
-4.292e-05,0.0004
-4.29e-05,0.0012000000000000001
-4.288e-05,0.0024000000000000002
-4.2860000000000006e-05,0.0028
-4.284e-05,0.0032
-4.282e-05,0.0032
-4.2800000000000004e-05,0.0028
-4.278e-05,0.0008
-4.2760000000000004e-05,0.0
-4.274e-05,0.0
-4.2720000000000004e-05,0.0004
-4.27e-05,0.0008
-4.2680000000000005e-05,0.0008
-4.266e-05,0.0012000000000000001
-4.2640000000000005e-05,0.0024000000000000002
