#Thorlabs FTS
[SpectrumHeader]
#Date;20230531
#Time;18490619
#GMTTime;21490619
#Instrument;0
#InstrModel;CCS200
#Series;0
#InterferometerSerial;M00311012
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;18.010000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;9801.723633
#WnrMax;50997.769531
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
1.960870056e+02;1.889808336e-03
1.962940979e+02;2.419661032e-03
1.965012054e+02;2.949513961e-03
1.967083282e+02;3.108469769e-03
1.969154510e+02;3.691307735e-03
1.971225891e+02;2.684587380e-03
1.973297424e+02;1.651374507e-03
1.975368958e+02;1.995778875e-03
1.977440643e+02;2.472646302e-03
1.979512482e+02;7.771174423e-04
1.981584320e+02;1.439433428e-03
1.983656311e+02;-7.064703968e-04
1.985728455e+02;-4.945292603e-04
1.987800751e+02;7.241321728e-04
1.989873047e+02;1.148014344e-04
1.991945496e+02;-4.415439980e-05
1.994018097e+02;-4.415439980e-05
1.996090698e+02;4.592057376e-04
1.998163452e+02;-7.064703823e-05
2.000236359e+02;1.412940765e-04
2.002309418e+02;1.465926063e-03
2.004382477e+02;1.412940794e-03
2.006455688e+02;3.797278332e-04
2.008528900e+02;1.200999599e-03
2.010602417e+02;1.253984985e-03
2.012675934e+02;1.757345046e-03
2.014749451e+02;3.002499230e-03
2.016823273e+02;1.227492350e-03
2.018897095e+02;2.181227319e-03
2.020971069e+02;1.651374507e-03
2.023045044e+02;1.995778875e-03
2.025119171e+02;2.684587380e-03
2.027193451e+02;1.359955524e-03
2.029267883e+02;-1.580727519e-03
2.031342316e+02;1.095029060e-03
2.033416901e+02;1.412940765e-04
2.035491638e+02;-9.184114751e-04
2.037566376e+02;-7.859483012e-04
2.039641418e+02;-2.296028688e-04
2.041716309e+02;-1.766175956e-05
2.043791504e+02;6.181615754e-04
2.045866699e+02;4.856984015e-04
2.047942047e+02;3.267425636e-04
2.050017548e+02;-2.825881529e-04
2.052093048e+02;2.817050554e-03
2.054168701e+02;1.942793606e-04
2.056244507e+02;3.346903482e-03
2.058320312e+02;3.002499230e-03
2.060396423e+02;3.028991865e-03
2.062472534e+02;1.359955524e-03
2.064548645e+02;2.764065284e-03
2.066624908e+02;-6.799777620e-04
2.068701324e+02;2.075256780e-03
2.070777893e+02;1.942793606e-03
2.072854462e+02;-3.355734225e-04
2.074931335e+02;-1.289308420e-03
2.077008057e+02;-4.415439907e-04
2.079085083e+02;1.942793606e-04
2.081162109e+02;-4.415439907e-04
2.083239288e+02;-8.654262056e-04
2.085316467e+02;3.532351911e-05
2.087393951e+02;1.863315585e-03
2.089471436e+02;1.412940794e-03
2.091548920e+02;1.015551155e-03
2.093626709e+02;1.253984985e-03
2.095704498e+02;9.360732511e-04
2.097782440e+02;3.320410848e-03
2.099860382e+02;5.121910363e-04
2.101938629e+02;3.028991865e-03
2.104016724e+02;2.631602110e-03
2.106095123e+02;2.101749415e-03
2.108173523e+02;1.465926063e-03
2.110252075e+02;1.836822950e-03
2.112330780e+02;-1.448264346e-03
2.114409637e+02;-1.236323151e-04
2.116488495e+02;-2.057594946e-03
2.118567505e+02;-7.064703823e-05
2.120646515e+02;-1.872146502e-03
2.122725677e+02;-9.713968029e-05
2.124804993e+02;-7.329630316e-04
2.126884460e+02;1.439433428e-03
2.128963928e+02;9.890585206e-04
2.131043549e+02;2.393168397e-03
2.133123322e+02;1.412940765e-04
2.135203094e+02;2.313690493e-03
2.137283173e+02;1.545403968e-03
2.139363098e+02;1.465926063e-03
2.141443329e+02;1.015551155e-03
2.143523560e+02;3.876756178e-03
2.145603943e+02;1.704359776e-03
2.147684479e+02;1.942793606e-03
2.149765015e+02;2.101749415e-03
2.151845703e+02;3.558844561e-03
2.153926544e+02;-3.885587212e-04
2.156007538e+02;1.333462889e-03
2.158088531e+02;6.446542102e-04
2.160169678e+02;6.181615754e-04
2.162250824e+02;-4.680366255e-04
2.164332123e+02;4.062204680e-04
2.166413574e+02;1.942793606e-04
2.168495178e+02;9.890585206e-04
2.170576782e+02;-4.680366255e-04
2.172658691e+02;9.095806163e-04
2.174740448e+02;1.942793606e-03
2.176822510e+02;4.856984015e-04
2.178904572e+02;-2.296028688e-04
2.180986786e+02;2.976006595e-03
2.183069000e+02;1.969286241e-03
2.185151520e+02;2.843543189e-03
2.187234039e+02;2.472646302e-03
2.189316559e+02;3.770785639e-03
2.191399384e+02;1.545403968e-03
2.193482208e+02;5.757733714e-03
2.195565186e+02;9.890585206e-04
2.197648163e+02;9.890585206e-04
2.199731293e+02;3.002498997e-04
2.201814575e+02;-4.415439980e-05
2.203898010e+02;-9.713968029e-04
2.205981445e+02;1.386448159e-03
2.208065033e+02;-2.031102311e-03
2.210148773e+02;-5.475145299e-04
2.212232513e+02;1.200999599e-03
2.214316406e+02;4.327131028e-04
2.216400452e+02;7.506248076e-04
2.218484650e+02;2.207719954e-03
2.220568848e+02;1.704359776e-03
2.222653198e+02;3.108469769e-03
2.224737549e+02;1.465926063e-03
2.226822205e+02;2.976006595e-03
2.228906860e+02;1.624881872e-03
2.230991516e+02;1.306970255e-03
2.233076477e+02;8.830879779e-06
2.235161438e+02;1.518911333e-03
2.237246552e+02;1.042043790e-03
2.239331665e+02;1.386448159e-03
2.241416931e+02;6.181615754e-05
2.243502350e+02;1.121521695e-03
2.245587921e+02;1.412940765e-04
2.247673492e+02;-4.415439907e-04
2.249759216e+02;5.651763058e-04
2.251845093e+02;-7.594556664e-04
2.253930969e+02;6.711468450e-04
2.256017151e+02;1.412940765e-04
2.258103180e+02;-4.415439907e-04
2.260189514e+02;1.227492350e-03
2.262275848e+02;4.327131028e-04
2.264362335e+02;1.942793606e-03
2.266448975e+02;3.797278332e-04
2.268535614e+02;2.234212589e-03
2.270622406e+02;1.015551155e-03
2.272709351e+02;2.446153667e-03
2.274796295e+02;-5.210218951e-04
2.276883392e+02;2.313690493e-03
