Distance_(pixels),Gray_Value
0,18.000
1,18.000
2,18.000
3,18.000
4,17.680
5,17.010
6,17.000
7,17.000
8,17.000
9,17.000
10,17.000
11,16.036
12,15.975
13,16.055
14,16.136
15,16.217
16,15.351
17,15.379
18,16.908
19,17.937
20,18.000
21,18.000
22,21.709
23,22.124
24,22.925
25,23.000
26,23.814
27,23.072
28,23.000
29,23.000
30,23.781
31,24.465
32,24.957
33,25.000
34,25.000
35,24.116
36,23.119
37,22.124
38,22.812
39,22.108
40,22.868
41,23.000
42,23.000
43,23.000
44,23.368
45,23.903
46,24.848
47,25.000
48,25.000
49,25.000
50,25.844
51,26.000
52,25.819
53,26.525
54,28.574
55,29.000
56,28.185
57,28.811
58,29.000
59,29.000
60,28.199
61,27.202
62,27.771
63,27.185
64,27.000
65,27.570
66,26.864
67,26.125
68,26.000
69,26.000
70,26.768
71,26.235
72,26.121
73,26.836
74,27.752
75,27.979
76,28.748
77,29.184
78,30.070
79,30.107
80,30.375
81,30.847
82,31.000
83,31.193
84,31.052
85,31.000
86,31.732
87,32.613
88,32.112
89,31.780
90,31.699
91,32.316
92,32.859
93,32.308
94,31.138
95,30.586
96,30.424
97,30.173
98,30.050
99,30.000
100,30.000
101,30.000
102,31.987
103,33.000
104,33.369
105,33.820
106,34.260
107,34.965
108,36.523
109,38.435
110,40.983
111,41.995
112,43.172
113,43.312
114,43.000
115,43.000
116,43.000
117,43.000
118,43.000
119,43.000
120,42.397
121,41.511
122,41.103
123,41.022
124,40.411
125,39.414
126,38.871
127,38.469
128,38.163
129,38.573
130,39.570
131,40.211
132,40.854
133,41.652
134,44.853
135,47.574
136,50.180
137,52.978
138,54.997
139,56.000
140,57.609
141,59.000
142,62.433
143,65.925
144,67.174
145,67.313
146,67.495
147,68.624
148,68.487
149,67.031
150,64.156
151,61.750
152,60.834
153,59.919
154,58.513
155,57.575
156,57.006
157,56.120
158,56.382
159,56.526
160,57.411
161,59.966
162,64.179
163,69.157
164,74.947
165,80.454
166,84.603
167,87.659
168,86.444
169,86.247
170,86.520
171,87.260
172,86.907
173,88.874
174,90.897
175,92.700
176,93.556
177,93.570
178,92.209
179,90.929
180,90.551
181,89.548
182,88.823
183,85.699
184,85.810
185,87.387
186,89.187
187,91.171
188,93.044
189,96.000
190,98.967
191,103.447
192,104.552
193,107.402
194,108.501
195,111.943
196,112.152
197,112.627
198,111.377
199,113.659
200,115.026
201,119.000
202,120.709
203,123.729
204,122.570
205,120.512
206,115.470
207,113.337
208,112.019
209,111.276
210,114.584
211,117.843
212,121.305
213,119.068
214,118.139
215,116.629
216,116.705
217,117.891
218,117.242
219,117.392
220,114.243
221,114.568
222,114.867
223,119.397
224,117.389
225,116.740
226,115.429
227,118.983
228,117.600
229,118.722
230,110.694
231,108.364
232,110.609
233,113.925
234,110.504
235,109.930
236,106.601
237,115.805
238,129.630
239,132.331
240,134.058
241,150.869
242,153.143
243,127.342
244,98.942
245,89.124
246,94.641
247,95.661
248,96.684
249,90.684
250,97.416
251,96.853
252,109.996
253,104.091
254,118.117
255,108.311
256,111.793
257,106.650
258,120.960
259,110.851
260,103.108
261,99.372
262,119.302
263,124.844
264,127.914
265,126.064
266,125.845
267,120.880
268,125.084
269,126.022
270,127.712
271,126.680
272,123.603
273,121.476
274,120.564
275,120.601
276,119.523
277,118.445
278,117.685
279,120.338
280,120.125
281,121.796
282,121.869
283,121.791
284,120.308
285,120.506
286,120.967
287,123.726
288,126.229
289,125.335
290,122.894
291,119.193
292,118.699
293,119.023
294,119.806
295,118.089
296,119.020
297,119.924
298,120.974
