Distance_(pixels),Gray_Value
0,10.000
1,10.000
2,10.000
3,10.000
4,10.000
5,9.167
6,9.995
7,10.000
8,9.267
9,9.294
10,9.326
11,9.004
12,9.387
13,9.005
14,9.536
15,9.510
16,9.992
17,9.562
18,9.010
19,9.000
20,9.000
21,9.979
22,9.298
23,9.249
24,9.981
25,10.000
26,10.000
27,10.000
28,10.000
29,10.000
30,10.020
31,10.969
32,11.000
33,10.107
34,10.004
35,10.828
36,10.825
37,10.992
38,10.269
39,10.972
40,10.040
41,10.000
42,10.000
43,10.000
44,10.539
45,10.979
46,9.570
47,8.581
48,8.027
49,8.000
50,7.049
51,7.950
52,7.051
53,7.692
54,7.041
55,7.000
56,7.945
57,9.887
58,10.000
59,9.128
60,9.943
61,10.940
62,11.939
63,12.000
64,12.000
65,12.000
66,14.014
67,14.772
68,14.052
69,13.068
70,13.931
71,14.000
72,14.929
73,14.427
74,14.415
75,13.522
76,13.036
77,13.000
78,13.000
79,13.533
80,13.969
81,13.080
82,12.378
83,12.942
84,13.000
85,13.000
86,12.824
87,12.840
88,12.872
89,12.992
90,13.000
91,13.000
92,13.909
93,14.000
94,14.907
95,14.094
96,14.000
97,14.000
98,14.724
99,14.977
100,15.901
101,16.900
102,17.000
103,16.102
104,15.103
105,15.000
106,15.000
107,14.560
108,14.051
109,13.606
110,13.064
111,13.000
112,13.306
113,13.923
114,14.000
115,14.000
116,13.811
117,12.371
118,12.901
119,13.102
120,13.010
121,13.000
122,13.000
123,13.880
124,14.877
125,15.876
126,16.000
127,15.873
128,15.822
129,15.973
130,17.083
131,17.036
132,16.399
133,16.045
134,15.457
135,15.054
136,15.865
137,16.000
138,15.564
139,15.064
140,14.629
141,15.463
142,15.635
143,15.668
144,14.843
145,14.105
146,14.655
147,14.971
148,15.000
149,15.000
150,15.763
151,15.989
152,16.000
153,15.995
154,16.019
155,16.059
156,17.783
157,18.969
158,19.868
159,20.160
160,20.690
161,19.904
162,21.633
163,22.839
164,23.296
165,23.063
166,23.000
167,22.542
168,22.080
169,22.000
170,22.000
171,21.169
172,20.170
173,20.000
174,20.000
175,20.000
176,18.348
177,18.000
178,18.824
179,19.694
180,19.875
181,19.984
182,20.000
183,21.616
184,22.011
185,22.077
186,22.842
187,23.815
188,24.925
189,25.982
190,27.498
191,27.575
192,27.682
193,27.376
194,30.836
195,31.635
196,31.602
197,30.765
198,30.105
199,29.197
200,28.198
201,27.648
202,26.318
203,24.902
204,22.264
205,20.894
206,20.504
207,19.912
208,18.995
209,19.615
210,19.062
211,18.007
212,17.049
213,16.943
214,18.562
215,20.575
216,23.359
217,25.505
218,29.022
219,29.968
220,31.565
221,32.167
222,33.807
223,34.279
224,34.312
225,34.854
226,35.293
227,35.092
228,34.226
229,33.633
230,32.340
231,32.000
232,31.671
233,30.836
234,29.101
235,27.903
236,27.703
237,26.970
238,26.181
239,25.848
240,25.961
241,26.660
242,27.736
243,27.240
244,28.490
245,28.999
246,29.786
247,30.818
248,33.359
249,34.128
250,36.418
251,38.696
252,40.727
253,42.008
254,43.257
255,43.405
256,44.850
257,46.880
258,48.166
259,47.304
260,45.507
261,44.643
262,42.661
263,41.260
264,39.522
265,38.262
266,35.789
267,34.264
268,32.530
269,31.266
270,30.267
271,29.268
272,28.269
273,28.000
274,30.875
275,33.432
276,35.454
277,37.422
278,39.430
279,41.371
280,44.030
281,44.828
282,47.680
283,48.934
284,51.157
285,52.718
286,54.911
287,55.632
288,54.598
289,54.134
290,50.786
291,48.074
292,46.109
293,45.564
294,43.892
295,42.813
296,40.311
297,38.599
298,35.259
299,33.296
300,30.333
301,28.473
302,27.341
303,27.700
304,28.753
305,29.076
306,31.805
307,33.725
308,36.888
309,39.441
310,41.387
311,41.895
312,45.400
313,48.381
314,55.033
315,58.601
316,63.125
317,66.821
318,70.622
319,72.402
320,72.555
321,70.444
322,67.452
323,66.768
324,65.881
325,64.447
326,60.369
327,57.541
328,52.073
329,48.390
330,43.576
331,41.067
332,38.150
333,36.286
334,34.661
335,34.625
336,36.970
337,38.667
338,42.328
339,45.373
340,50.744
341,54.369
342,59.078
343,62.388
344,66.808
345,69.398
346,75.626
347,79.116
348,81.905
349,83.871
350,87.420
351,89.739
352,88.704
353,86.387
354,81.656
355,78.939
356,74.733
357,72.006
358,67.810
359,64.147
360,57.937
361,53.853
362,48.048
363,44.413
364,41.440
365,40.584
366,40.981
367,41.624
368,43.920
369,45.651
370,52.925
371,60.055
372,68.268
373,70.848
374,75.878
375,81.128
376,87.126
377,88.746
378,90.716
379,91.121
380,92.396
381,94.187
382,96.728
383,97.064
384,95.200
385,95.052
386,93.051
387,92.249
388,87.735
389,83.839
390,76.513
391,71.011
392,63.470
393,58.561
394,53.172
395,49.391
396,47.175
397,45.393
398,46.814
399,48.629
400,54.496
401,59.296
402,69.760
403,76.663
404,84.205
405,87.801
406,92.235
407,95.715
408,99.451
409,100.809
410,102.745
411,104.831
412,106.777
413,107.716
414,106.593
415,105.051
416,103.585
417,103.816
418,103.183
419,103.891
420,101.493
421,99.584
422,94.757
423,91.582
424,86.287
425,81.474
426,75.792
427,71.386
428,69.834
429,69.000
430,71.319
431,73.681
432,79.929
433,84.343
434,93.630
435,99.001
436,103.350
437,105.675
438,109.796
439,112.868
440,115.184
441,115.691
442,118.080
443,122.165
444,124.669
445,126.322
446,128.232
447,129.751
448,126.254
449,125.358
450,124.118
451,125.762
452,124.728
453,124.119
454,120.596
455,115.302
456,109.268
457,103.152
458,99.109
459,96.929
460,98.105
461,97.959
462,102.467
463,104.290
464,106.328
465,105.776
466,107.601
467,110.091
468,115.351
469,118.166
470,120.669
471,124.853
472,125.340
473,122.566
474,119.722
475,117.353
476,116.999
477,117.826
478,116.886
479,114.817
480,113.522
481,117.255
482,122.532
483,123.601
484,116.118
485,106.725
486,111.916
487,126.307
488,127.108
489,123.586
490,120.877
491,114.929
492,116.112
493,114.991
494,115.220
495,113.362
496,108.832
497,107.006
498,114.295
499,123.624
500,124.454
501,121.402
502,104.382
503,87.526
504,89.627
505,109.850
506,116.347
507,117.915
508,127.279
509,128.267
510,125.092
511,119.463
512,123.218
513,121.343
514,104.271
515,83.058
516,79.800
517,95.974
518,98.528
519,106.067
520,122.814
521,126.887
522,121.267
523,122.153
524,129.797
525,129.858
526,129.507
527,128.744
528,128.303
529,129.405
530,131.341
531,134.881
532,141.283
533,148.251
534,151.074
535,148.140
536,140.289
537,132.742
538,129.597
539,128.723
540,128.026
541,127.500
542,126.919
543,127.709
544,128.459
545,127.482
546,127.088
547,127.101
548,128.120
549,128.796
550,128.883
551,128.046
552,125.683
