Distance_(pixels),Gray_Value
0,8.000
1,7.003
2,5.172
3,5.993
4,6.987
5,6.605
6,6.991
7,6.022
8,6.000
9,6.000
10,6.778
11,6.883
12,6.036
13,5.083
14,5.961
15,6.000
16,6.000
17,6.000
18,6.943
19,6.060
20,6.937
21,6.707
22,7.698
23,7.847
24,7.928
25,7.078
26,6.163
27,6.929
28,7.000
29,7.610
30,9.772
31,9.540
32,9.444
33,9.350
34,11.055
35,11.911
36,11.904
37,11.088
38,11.932
39,12.893
40,14.934
41,15.038
42,16.735
43,17.865
44,23.628
45,26.331
46,39.189
47,44.633
48,57.754
49,61.746
50,69.578
51,73.518
52,80.690
53,82.000
54,83.380
55,83.928
56,86.471
57,87.346
58,86.524
59,86.261
60,82.937
61,81.293
62,70.543
63,67.127
64,60.584
65,57.234
66,47.432
67,42.332
68,35.675
69,34.275
70,34.324
71,35.388
72,38.270
73,39.106
74,42.891
75,43.249
76,52.231
77,59.590
78,74.778
79,81.080
80,87.877
81,88.510
82,95.290
83,102.099
84,109.018
85,109.409
86,106.584
87,105.971
88,104.291
89,105.525
90,105.534
91,105.074
92,97.454
93,93.127
94,73.673
95,64.261
96,57.431
97,54.936
98,51.454
99,47.887
100,44.271
101,42.430
102,44.359
103,46.036
104,55.332
105,63.971
106,76.658
107,83.720
108,92.592
109,94.946
110,100.427
111,104.510
112,110.169
113,113.049
114,116.902
115,117.423
116,114.463
117,111.182
118,107.487
119,107.876
120,106.512
121,103.762
122,95.735
123,91.734
124,86.581
125,83.000
126,75.159
127,68.320
128,62.338
129,57.384
130,55.197
131,54.198
132,56.921
133,60.162
134,71.981
135,82.965
136,94.224
137,101.000
138,108.915
139,113.498
140,117.520
141,117.202
142,117.455
143,120.752
144,123.792
145,124.212
146,120.632
147,118.792
148,120.496
149,124.671
150,121.130
151,115.609
152,110.921
153,109.970
154,108.040
155,104.755
156,101.153
157,96.699
158,92.981
159,87.887
160,85.362
161,83.472
162,85.449
163,88.929
164,95.229
165,103.042
166,118.373
167,136.268
168,149.649
169,158.487
170,155.432
171,147.164
172,142.256
173,146.741
174,140.620
175,130.762
176,126.022
177,119.968
178,120.116
179,133.217
180,136.554
181,125.709
182,118.118
183,118.062
184,122.225
185,121.110
186,121.282
187,120.195
188,118.620
189,114.073
190,113.159
191,111.011
192,111.123
193,112.021
194,116.868
195,123.257
196,120.730
197,120.486
198,114.461
199,119.655
200,115.269
201,108.203
202,108.866
203,107.676
204,103.596
205,110.705
206,118.987
207,127.037
208,120.354
209,108.097
210,98.872
211,98.158
212,105.584
213,108.145
214,112.086
215,115.906
216,119.234
217,114.906
218,110.219
219,108.041
220,104.613
221,97.015
222,89.531
223,92.386
224,109.606
225,115.654
226,114.489
227,113.435
228,94.362
229,54.220
230,64.033
231,92.163
232,112.729
233,99.767
234,119.214
235,120.527
236,114.697
237,99.700
238,75.856
239,64.103
240,100.004
241,114.453
242,128.951
243,134.589
244,145.695
245,153.462
246,149.233
247,140.142
248,133.811
249,125.138
250,121.620
251,119.984
252,120.538
253,120.881
254,119.120
255,119.512
256,119.476
257,118.588
258,115.691
259,115.656
260,117.201
261,119.071
262,120.377
263,121.684
264,119.617
265,114.717
266,114.430
267,113.214
268,111.688
269,110.000
270,110.299
271,112.474
272,115.154
273,115.064
274,114.987
275,114.815
276,114.630
277,115.641
278,118.266
279,119.125
280,114.013
281,110.410
282,108.376
283,109.247
284,111.316
285,112.198
286,111.802
287,110.091
288,110.335
289,113.636
290,116.238
291,117.288
292,117.789
293,120.473
294,120.658
295,121.337
296,120.789
297,120.890
298,119.009
299,117.102
300,118.761
301,117.834
302,118.025
303,118.610
304,117.392
305,121.667
306,103.058
307,113.619
308,84.491
309,74.040
310,65.873
311,92.988
312,86.238
313,78.685
314,91.714
315,98.190
316,106.588
317,107.149
318,100.011
319,110.744
320,131.819
321,150.009
322,134.971
323,123.331
324,101.387
325,96.964
326,111.909
327,119.367
328,119.358
329,110.385
330,103.164
331,99.149
332,98.947
333,94.718
334,101.152
335,99.803
336,111.285
337,109.883
338,121.712
339,119.648
340,118.970
341,117.310
342,116.912
343,126.301
344,122.439
345,123.827
346,113.077
347,116.298
348,109.713
349,117.819
350,120.921
351,114.746
352,98.790
