Distance_(pixels),Gray_Value
0,9.000
1,9.000
2,9.000
3,9.000
4,9.000
5,9.000
6,10.000
7,10.000
8,9.000
9,9.000
10,9.000
11,8.095
12,8.103
13,9.000
14,10.000
15,10.000
16,8.138
17,10.000
18,7.155
19,8.837
20,10.000
21,10.181
22,10.189
23,10.198
24,10.000
25,9.215
26,9.000
27,9.000
28,9.759
29,9.000
30,9.000
31,9.000
32,9.000
33,9.284
34,9.292
35,9.301
36,10.309
37,10.318
38,11.000
39,10.335
40,11.000
41,11.648
42,11.639
43,11.630
44,12.000
45,12.000
46,12.605
47,12.000
48,12.000
49,12.579
50,13.000
51,13.000
52,13.000
53,12.544
54,13.000
55,13.000
56,12.519
57,12.000
58,12.000
59,12.000
60,11.516
61,12.000
62,11.467
63,11.000
64,11.450
65,11.441
66,11.433
67,12.424
68,12.831
69,13.000
70,13.000
71,13.000
72,13.000
73,13.372
74,13.364
75,13.000
76,14.000
77,14.000
78,14.000
79,14.321
80,15.000
81,15.000
82,16.000
83,16.000
84,16.000
85,15.000
86,14.000
87,14.000
88,14.756
89,15.000
90,14.000
91,13.000
92,12.000
93,13.000
94,13.000
95,12.000
96,12.000
97,11.834
98,10.000
99,9.149
100,11.000
101,13.000
102,14.000
103,13.000
104,14.000
105,16.000
106,16.089
107,16.080
108,16.000
109,15.063
110,15.054
111,15.046
112,16.000
113,17.000
114,19.000
115,19.011
116,19.000
117,19.006
118,19.014
119,19.000
120,18.968
121,18.960
122,17.000
123,17.000
124,17.000
125,16.074
126,16.083
127,16.000
128,16.900
129,16.891
130,17.883
131,18.000
132,18.000
133,18.857
134,19.152
135,20.000
136,19.000
137,20.000
138,20.000
139,20.805
140,21.000
141,20.788
142,21.000
143,21.000
144,21.000
145,20.246
146,21.000
147,21.000
148,20.728
149,20.000
150,20.000
151,19.702
152,19.000
153,19.000
154,18.000
155,18.000
156,18.659
157,18.000
158,17.642
159,17.633
160,18.000
161,17.384
162,18.000
163,18.599
164,18.590
165,18.000
166,18.000
167,18.564
168,19.000
169,19.547
170,19.539
171,20.530
172,21.000
173,21.487
174,22.000
175,22.504
176,22.513
177,23.000
178,21.470
179,21.000
180,19.000
181,18.000
182,17.564
183,18.573
184,19.000
185,19.000
186,18.000
187,17.393
188,17.384
189,18.375
190,17.633
191,17.000
192,17.650
193,18.000
194,19.000
195,19.000
196,20.000
197,20.000
198,22.000
199,22.000
200,22.000
201,22.728
202,23.736
203,24.000
204,25.000
205,25.000
206,24.458
207,25.221
208,26.000
209,25.203
210,27.000
211,25.814
212,25.822
213,25.831
214,26.000
215,25.000
216,23.143
217,23.135
218,23.000
219,22.883
220,22.000
221,22.000
222,23.000
223,23.000
224,22.074
225,22.066
226,24.000
227,24.000
228,25.960
229,26.000
230,26.023
231,26.014
232,28.000
233,29.000
234,30.989
235,31.000
236,32.000
237,31.963
238,33.862
239,33.891
240,32.937
241,33.857
242,33.000
243,31.911
244,30.000
245,28.000
246,27.115
247,27.000
248,26.000
249,25.000
250,24.000
251,23.842
252,22.166
253,22.000
254,21.183
255,21.000
256,21.201
257,22.209
258,22.218
259,22.226
260,22.235
261,21.244
262,24.000
263,27.739
264,32.000
265,32.278
266,35.000
267,36.000
268,38.000
269,37.312
270,37.321
271,38.330
272,39.338
273,38.000
274,36.000
275,36.000
276,35.000
277,34.619
278,33.610
279,32.000
280,30.000
281,29.585
282,27.576
283,27.567
284,26.559
285,26.000
286,25.000
287,25.000
288,26.000
289,27.000
290,29.000
291,30.501
292,33.510
293,34.037
294,36.000
295,37.000
296,39.000
297,40.000
298,43.562
299,45.000
300,46.579
301,46.000
302,48.000
303,48.000
304,48.000
305,47.000
306,46.000
307,45.000
308,43.000
309,41.344
310,39.335
311,38.327
312,36.000
313,35.000
314,32.000
315,31.000
316,29.000
317,29.275
318,29.000
319,29.000
320,31.000
321,31.759
322,34.768
323,35.000
324,40.000
325,43.000
326,47.000
327,48.189
328,52.361
329,53.000
330,57.163
331,57.000
332,60.146
333,62.138
334,63.000
335,63.000
336,60.112
337,59.000
338,53.095
339,52.000
340,47.000
341,45.069
342,42.000
343,40.052
344,36.043
345,37.000
346,33.000
347,32.017
348,31.000
349,31.000
350,31.000
351,31.000
352,32.000
353,33.000
354,39.957
355,43.948
356,51.940
357,52.931
358,55.923
359,56.000
360,62.095
361,62.103
362,67.888
363,69.759
364,71.871
365,71.862
366,73.146
367,73.000
368,72.000
369,72.000
370,66.819
371,65.000
372,58.000
373,55.794
374,49.000
375,47.777
376,43.000
377,42.000
378,38.000
379,37.742
380,37.000
381,37.000
382,39.000
383,41.000
384,46.000
385,48.691
386,58.682
387,59.673
388,67.000
389,68.000
390,76.648
391,77.639
392,84.261
393,85.244
394,88.613
395,88.395
396,89.404
397,90.413
398,91.000
399,91.000
400,86.123
401,84.106
402,74.000
403,72.000
404,65.473
405,64.000
406,57.510
407,54.501
408,47.000
409,45.516
410,41.524
411,40.533
412,41.542
413,44.000
414,48.000
415,50.000
416,59.152
417,62.754
418,78.779
419,82.203
420,93.610
421,93.857
422,101.510
423,100.181
424,105.645
425,103.000
426,105.000
427,105.341
428,103.358
429,100.375
430,102.393
431,105.410
432,100.000
433,99.278
434,86.269
435,86.000
436,72.252
437,68.487
438,56.235
439,55.000
440,49.000
441,48.000
442,45.201
443,45.192
444,46.367
445,47.350
446,56.166
447,58.158
448,75.298
449,77.281
450,95.132
451,93.123
452,105.115
453,103.000
454,111.805
455,110.000
456,113.000
457,112.928
458,118.811
459,121.837
460,120.908
461,119.963
462,114.971
463,115.980
464,108.000
465,108.000
466,99.017
467,101.000
468,92.977
469,91.937
470,80.960
471,78.903
472,74.000
473,76.000
