Freq.	V(out)
1.17153050353681e+01	(-1.66862265046444e+00dB,-3.55045654688592e+01°)
1.19881895451236e+01	(-1.73363251997623e+00dB,-3.61939866095150e+01°)
1.22674303516584e+01	(-1.80069812867440e+00dB,-3.68900271865168e+01°)
1.25531755121443e+01	(-1.86985240621018e+00dB,-3.75924707041375e+01°)
1.28455765324476e+01	(-1.94112685664973e+00dB,-3.83010907028297e+01°)
1.31447884474598e+01	(-2.01455145286155e+00dB,-3.90156512068924e+01°)
1.34509699032986e+01	(-2.09015453448902e+00dB,-3.97359072282731e+01°)
1.37642832414248e+01	(-2.16796271028792e+00dB,-4.04616053252458e+01°)
1.40848945847174e+01	(-2.24800076560253e+00dB,-4.11924842141920e+01°)
1.44129739255544e+01	(-2.33029157573469e+00dB,-4.19282754321605e+01°)
1.47486952159451e+01	(-2.41485602593389e+00dB,-4.26687040473646e+01°)
1.50922364597613e+01	(-2.50171293869931e+00dB,-4.34134894142565e+01°)
1.54437798071178e+01	(-2.59087900903867e+00dB,-4.41623459693341e+01°)
1.58035116509507e+01	(-2.68236874827356e+00dB,-4.49149840633754e+01°)
1.61716227258451e+01	(-2.77619443691788e+00dB,-4.56711108253820e+01°)
1.65483082091655e+01	(-2.87236608708415e+00dB,-4.64304310531414e+01°)
1.69337678245411e+01	(-2.97089141479578e+00dB,-4.71926481250051e+01°)
1.73282059477622e+01	(-3.07177582249927e+00dB,-4.79574649272213e+01°)
1.77318317151428e+01	(-3.17502239198300e+00dB,-4.87245847909754e+01°)
1.81448591344072e+01	(-3.28063188781870e+00dB,-4.94937124331637e+01°)
1.85675071981603e+01	(-3.38860277134896e+00dB,-5.02645548948782e+01°)
1.89999999999999e+01	(-3.49893122515176e+00dB,-5.10368224715987e+01°)
1.94425668533343e+01	(-3.61161118782129e+00dB,-5.18102296291780e+01°)
1.98954424129670e+01	(-3.72663439881592e+00dB,-5.25844958998690e+01°)
2.03588667995144e+01	(-3.84399045303837e+00dB,-5.33593467528645e+01°)
2.08330857267204e+01	(-3.96366686473408e+00dB,-5.41345144341107e+01°)
2.13183506317372e+01	(-4.08564914021983e+00dB,-5.49097387704991e+01°)
2.18149188084407e+01	(-4.20992085888816e+00dB,-5.56847679339322e+01°)
2.23230535438510e+01	(-4.33646376187558e+00dB,-5.64593591611970e+01°)
2.28430242577308e+01	(-4.46525784773222e+00dB,-5.72332794260501e+01°)
2.33751066454352e+01	(-4.59628147439109e+00dB,-5.80063060604150e+01°)
2.39195828240891e+01	(-4.72951146670374e+00dB,-5.87782273221059e+01°)
2.44767414821695e+01	(-4.86492322878813e+00dB,-5.95488429070204e+01°)
2.50468780325716e+01	(-5.00249086042265e+00dB,-6.03179644042657e+01°)
2.56302947692413e+01	(-5.14218727671754e+00dB,-6.10854156932056e+01°)
2.62273010274547e+01	(-5.28398433030144e+00dB,-6.18510332819195e+01°)
2.68382133478322e+01	(-5.42785293527468e+00dB,-6.26146665870515e+01°)
2.74633556441725e+01	(-5.57376319220342e+00dB,-6.33761781554850e+01°)
2.81030593751958e+01	(-5.72168451345713e+00dB,-6.41354438287073e+01°)
2.87576637202878e+01	(-5.87158574822671e+00dB,-6.48923528511199e+01°)
2.94275157593370e+01	(-6.02343530660021e+00dB,-6.56468079239009e+01°)
3.01129706567610e+01	(-6.17720128211733e+00dB,-6.63987252063406e+01°)
3.08143918498195e+01	(-6.33285157227039e+00dB,-6.71480342668359e+01°)
3.15321512413135e+01	(-6.49035399646974e+00dB,-6.78946779859572e+01°)
3.22666293967730e+01	(-6.64967641104172e+00dB,-6.86386124141775e+01°)
3.30182157462380e+01	(-6.81078682087944e+00dB,-6.93798065869974e+01°)
3.37873087907394e+01	(-6.97365348741782e+00dB,-7.01182423002928e+01°)
3.45743163135895e+01	(-7.13824503265482e+00dB,-7.08539138487701e+01°)
3.53796555965943e+01	(-7.30453053899019e+00dB,-7.15868277304366e+01°)
3.62037536413015e+01	(-7.47247964469995e+00dB,-7.23170023199806e+01°)
3.70470473954027e+01	(-7.64206263490949e+00dB,-7.30444675139085e+01°)
3.79099839844086e+01	(-7.81325052796991e+00dB,-7.37692643502215e+01°)
3.87930209487209e+01	(-7.98601515718082e+00dB,-7.44914446053127e+01°)
3.96966264862266e+01	(-8.16032924783785e+00dB,-7.52110703706537e+01°)
4.06212797005422e+01	(-8.33616648961466e+00dB,-7.59282136117049e+01°)
4.15674708550413e+01	(-8.51350160431723e+00dB,-7.66429557113368e+01°)
4.25357016327983e+01	(-8.69231040907211e+00dB,-7.73553869998928e+01°)
4.35264854025875e+01	(-8.87256987503082e+00dB,-7.80656062738570e+01°)
4.45403474910783e+01	(-9.05425818168950e+00dB,-7.87737203049221e+01°)
4.55778254613701e+01	(-9.23735476693569e+00dB,-7.94798433410798e+01°)
4.66394693980154e+01	(-9.42184037294452e+00dB,-8.01840966011842e+01°)
4.77258421986818e+01	(-9.60769708805250e+00dB,-8.08866077642699e+01°)
4.88375198726082e+01	(-9.79490838474112e+00dB,-8.15875104547425e+01°)
4.99750918460120e+01	(-9.98345915386263e+00dB,-8.22869437243999e+01°)
5.11391612746112e+01	(-1.01733357352386e+01dB,-8.29850515320955e+01°)
5.23303453634249e+01	(-1.03645259447575e+01dB,-8.36819822217101e+01°)
5.35492756940244e+01	(-1.05570190980903e+01dB,-8.43778879989728e+01°)
5.47965985594053e+01	(-1.07508060311350e+01dB,-8.50729244075505e+01°)
5.60729753066611e+01	(-1.09458791172907e+01dB,-8.57672498047212e+01°)
5.73790826876381e+01	(-1.11422322816491e+01dB,-8.64610248368507e+01°)
5.87156132177580e+01	(-1.13398610121790e+01dB,-8.71544119148172e+01°)
6.00832755431989e+01	(-1.15387623679649e+01dB,-8.78475746894597e+01°)
6.14827948166291e+01	(-1.17389349845452e+01dB,-8.85406775270776e+01°)
6.29149130816920e+01	(-1.19403790763806e+01dB,-8.92338849849719e+01°)
6.43803896664482e+01	(-1.21430964364661e+01dB,-8.99273612870002e+01°)
6.58800015859807e+01	(-1.23470904330860e+01dB,-9.06212697991090e+01°)
6.74145439543790e+01	(-1.25523660036909e+01dB,-9.13157725048189e+01°)
6.89848304063189e+01	(-1.27589296458646e+01dB,-9.20110294806621e+01°)
7.05916935284624e+01	(-1.29667894053293e+01dB,-9.27071983716108e+01°)
7.22359853009063e+01	(-1.31759548609251e+01dB,-9.34044338665907e+01°)
7.39185775489129e+01	(-1.33864371064840e+01dB,-9.41028871742412e+01°)
7.56403624051641e+01	(-1.35982487295071e+01dB,-9.48027054991685e+01°)
7.74022527827810e+01	(-1.38114037865423e+01dB,-9.55040315190329e+01°)
7.92051828593633e+01	(-1.40259177751473e+01dB,-9.62070028629214e+01°)
8.10501085723022e+01	(-1.42418076023193e+01dB,-9.69117515915795e+01°)
8.29380081256311e+01	(-1.44590915492610e+01dB,-9.76184036802068e+01°)
8.48698825086826e+01	(-1.46777892323540e+01dB,-9.83270785046679e+01°)
8.68467560268258e+01	(-1.48979215602052e+01dB,-9.90378883321171e+01°)
8.88696768445672e+01	(-1.51195106866359e+01dB,-9.97509378172010e+01°)
9.09397175413008e+01	(-1.53425799594863e+01dB,-1.00466323505165e+02°)
9.30579756800043e+01	(-1.55671538651153e+01dB,-1.01184133343361e+02°)
9.52255743891813e+01	(-1.57932579684875e+01dB,-1.01904446202825e+02°)
9.74436629583588e+01	(-1.60209188487525e+01dB,-1.02627331411768e+02°)
9.97134174474563e+01	(-1.62501640302383e+01dB,-1.03352848302983e+02°)
1.02036041310347e+02	(-1.64810219088052e+01dB,-1.04081045777357e+02°)
1.04412766032948e+02	(-1.67135216735278e+01dB,-1.04811961885794e+02°)
1.06844851786166e+02	(-1.69476932237052e+01dB,-1.05545623432043e+02°)
1.09333588094059e+02	(-1.71835670812286e+01dB,-1.06282045599021e+02°)
1.11880294517561e+02	(-1.74211742983746e+01dB,-1.07021231601339e+02°)
1.14486321354127e+02	(-1.76605463611302e+01dB,-1.07763172366845e+02°)
1.17153050353681e+02	(-1.79017150881976e+01dB,-1.08507846250037e+02°)
1.19881895451236e+02	(-1.81447125258751e+01dB,-1.09255218780250e+02°)
1.22674303516584e+02	(-1.83895708390539e+01dB,-1.10005242447525e+02°)
1.25531755121443e+02	(-1.86363221986232e+01dB,-1.10757856529027e+02°)
1.28455765324476e+02	(-1.88849986656271e+01dB,-1.11512986958824e+02°)
1.31447884474597e+02	(-1.91356320725654e+01dB,-1.12270546243724e+02°)
1.34509699032985e+02	(-1.93882539022849e+01dB,-1.13030433427708e+02°)
1.37642832414247e+02	(-1.96428951649575e+01dB,-1.13792534107326e+02°)
1.40848945847174e+02	(-1.98995862736888e+01dB,-1.14556720500177e+02°)
1.44129739255544e+02	(-2.01583569193505e+01dB,-1.15322851568290e+02°)
1.47486952159451e+02	(-2.04192359452684e+01dB,-1.16090773197950e+02°)
1.50922364597613e+02	(-2.06822512224414e+01dB,-1.16860318437106e+02°)
1.54437798071178e+02	(-2.09474295259944e+01dB,-1.17631307791111e+02°)
1.58035116509507e+02	(-2.12147964136006e+01dB,-1.18403549577120e+02°)
1.61716227258451e+02	(-2.14843761066243e+01dB,-1.19176840336976e+02°)
1.65483082091654e+02	(-2.17561913747499e+01dB,-1.19950965307965e+02°)
1.69337678245411e+02	(-2.20302634248650e+01dB,-1.20725698950261e+02°)
1.73282059477622e+02	(-2.23066117949635e+01dB,-1.21500805529399e+02°)
1.77318317151427e+02	(-2.25852542538155e+01dB,-1.22276039751571e+02°)
1.81448591344072e+02	(-2.28662067071311e+01dB,-1.23051147449021e+02°)
1.85675071981603e+02	(-2.31494831109107e+01dB,-1.23825866312294e+02°)
1.89999999999999e+02	(-2.34350953926297e+01dB,-1.24599926665623e+02°)
1.94425668533342e+02	(-2.37230533808560e+01dB,-1.25373052281258e+02°)
1.98954424129670e+02	(-2.40133647438371e+01dB,-1.26144961228125e+02°)
2.03588667995144e+02	(-2.43060349375259e+01dB,-1.26915366749820e+02°)
2.08330857267204e+02	(-2.46010671634368e+01dB,-1.27683978166613e+02°)
2.13183506317372e+02	(-2.48984623366464e+01dB,-1.28450501795870e+02°)
2.18149188084406e+02	(-2.51982190641620e+01dB,-1.29214641885086e+02°)
2.23230535438509e+02	(-2.55003336337958e+01dB,-1.29976101551589e+02°)
2.28430242577307e+02	(-2.58048000135872e+01dB,-1.30734583722894e+02°)
2.33751066454351e+02	(-2.61116098617263e+01dB,-1.31489792071693e+02°)
2.39195828240890e+02	(-2.64207525468360e+01dB,-1.32241431939537e+02°)
2.44767414821694e+02	(-2.67322151783828e+01dB,-1.32989211243400e+02°)
2.50468780325716e+02	(-2.70459826468992e+01dB,-1.33732841359534e+02°)
2.56302947692412e+02	(-2.73620376736174e+01dB,-1.34472037979291e+02°)
2.62273010274546e+02	(-2.76803608690404e+01dB,-1.35206521931912e+02°)
2.68382133478321e+02	(-2.80009307999049e+01dB,-1.35936019969677e+02°)
2.74633556441724e+02	(-2.83237240639310e+01dB,-1.36660265511237e+02°)
2.81030593751957e+02	(-2.86487153717008e+01dB,-1.37378999339396e+02°)
2.87576637202877e+02	(-2.89758776349628e+01dB,-1.38091970250145e+02°)
2.94275157593369e+02	(-2.93051820606273e+01dB,-1.38798935650222e+02°)
3.01129706567609e+02	(-2.96365982496911e+01dB,-1.39499662101042e+02°)
3.08143918498194e+02	(-2.99700943003165e+01dB,-1.40193925807353e+02°)
3.15321512413134e+02	(-3.03056369142820e+01dB,-1.40881513049512e+02°)
3.22666293967729e+02	(-3.06431915060281e+01dB,-1.41562220558800e+02°)
3.30182157462379e+02	(-3.09827223135304e+01dB,-1.42235855835693e+02°)
3.37873087907393e+02	(-3.13241925102540e+01dB,-1.42902237411494e+02°)
3.45743163135894e+02	(-3.16675643174705e+01dB,-1.43561195054168e+02°)
3.53796555965942e+02	(-3.20127991162493e+01dB,-1.44212569919646e+02°)
3.62037536413014e+02	(-3.23598575584774e+01dB,-1.44856214650256e+02°)
3.70470473954026e+02	(-3.27086996763027e+01dB,-1.45491993422238e+02°)
3.79099839844084e+02	(-3.30592849894432e+01dB,-1.46119781944651e+02°)
3.87930209487208e+02	(-3.34115726098557e+01dB,-1.46739467412179e+02°)
3.96966264862264e+02	(-3.37655213433087e+01dB,-1.47350948414584e+02°)
4.06212797005421e+02	(-3.41210897874556e+01dB,-1.47954134805723e+02°)
4.15674708550412e+02	(-3.44782364260605e+01dB,-1.48548947535137e+02°)
4.25357016327981e+02	(-3.48369197190786e+01dB,-1.49135318445353e+02°)
4.35264854025874e+02	(-3.51970981883478e+01dB,-1.49713190038042e+02°)
4.45403474910782e+02	(-3.55587304986955e+01dB,-1.50282515212216e+02°)
4.55778254613700e+02	(-3.59217755343147e+01dB,-1.50843256977614e+02°)
4.66394693980152e+02	(-3.62861924703078e+01dB,-1.51395388146386e+02°)
4.77258421986817e+02	(-3.66519408393399e+01dB,-1.51938891006106e+02°)
4.88375198726080e+02	(-3.70189805933818e+01dB,-1.52473756977032e+02°)
4.99750918460119e+02	(-3.73872721605613e+01dB,-1.52999986256450e+02°)
5.11391612746110e+02	(-3.77567764971710e+01dB,-1.53517587452775e+02°)
5.23303453634247e+02	(-3.81274551349136e+01dB,-1.54026577211947e+02°)
5.35492756940242e+02	(-3.84992702234904e+01dB,-1.54526979838514e+02°)
5.47965985594051e+02	(-3.88721845686598e+01dB,-1.55018826913621e+02°)
5.60729753066609e+02	(-3.92461616659148e+01dB,-1.55502156911964e+02°)
5.73790826876378e+02	(-3.96211657299434e+01dB,-1.55977014819610e+02°)
5.87156132177577e+02	(-3.99971617200472e+01dB,-1.56443451754382e+02°)
6.00832755431987e+02	(-4.03741153617089e+01dB,-1.56901524590396e+02°)
6.14827948166289e+02	(-4.07519931645006e+01dB,-1.57351295588122e+02°)
6.29149130816918e+02	(-4.11307624365373e+01dB,-1.57792832031218e+02°)
6.43803896664479e+02	(-4.15103912956765e+01dB,-1.58226205871215e+02°)
6.58800015859805e+02	(-4.18908486776718e+01dB,-1.58651493381002e+02°)
6.74145439543788e+02	(-4.22721043414844e+01dB,-1.59068774817902e+02°)
6.89848304063187e+02	(-4.26541288719550e+01dB,-1.59478134097019e+02°)
7.05916935284622e+02	(-4.30368936800366e+01dB,-1.59879658475410e+02°)
7.22359853009060e+02	(-4.34203710007829e+01dB,-1.60273438247512e+02°)
7.39185775489127e+02	(-4.38045338892812e+01dB,-1.60659566452162e+02°)
7.56403624051638e+02	(-4.41893562147138e+01dB,-1.61038138591452e+02°)
7.74022527827807e+02	(-4.45748126527228e+01dB,-1.61409252361568e+02°)
7.92051828593630e+02	(-4.49608786762489e+01dB,-1.61773007395681e+02°)
8.10501085723019e+02	(-4.53475305450020e+01dB,-1.62129505018903e+02°)
8.29380081256308e+02	(-4.57347452937197e+01dB,-1.62478848015236e+02°)
8.48698825086822e+02	(-4.61225007193542e+01dB,-1.62821140406398e+02°)
8.68467560268255e+02	(-4.65107753673263e+01dB,-1.63156487242366e+02°)
8.88696768445669e+02	(-4.68995485169724e+01dB,-1.63484994403421e+02°)
9.09397175413005e+02	(-4.72888001663040e+01dB,-1.63806768413449e+02°)
9.30579756800039e+02	(-4.76785110161904e+01dB,-1.64121916264223e+02°)
9.52255743891809e+02	(-4.80686624540682e+01dB,-1.64430545250366e+02°)
9.74436629583584e+02	(-4.84592365372719e+01dB,-1.64732762814666e+02°)
9.97134174474559e+02	(-4.88502159760735e+01dB,-1.65028676403401e+02°)
1.02036041310347e+03	(-4.92415841165120e+01dB,-1.65318393331335e+02°)
1.04412766032948e+03	(-4.96333249230863e+01dB,-1.65602020655997e+02°)
1.06844851786165e+03	(-5.00254229613780e+01dB,-1.65879665060905e+02°)
1.09333588094059e+03	(-5.04178633806653e+01dB,-1.66151432747330e+02°)
1.11880294517561e+03	(-5.08106318965829e+01dB,-1.66417429334263e+02°)
1.14486321354127e+03	(-5.12037147738773e+01dB,-1.66677759766175e+02°)
1.17153050353681e+03	(-5.15970988093010e+01dB,-1.66932528228235e+02°)
1.19881895451236e+03	(-5.19907713146857e+01dB,-1.67181838068607e+02°)
1.22674303516583e+03	(-5.23847201002289e+01dB,-1.67425791727464e+02°)
1.25531755121442e+03	(-5.27789334580239e+01dB,-1.67664490672386e+02°)
1.28455765324475e+03	(-5.31734001458600e+01dB,-1.67898035339788e+02°)
1.31447884474597e+03	(-5.35681093713161e+01dB,-1.68126525082055e+02°)
1.34509699032985e+03	(-5.39630507761667e+01dB,-1.68350058120051e+02°)
1.37642832414247e+03	(-5.43582144211166e+01dB,-1.68568731500712e+02°)
1.40848945847173e+03	(-5.47535907708790e+01dB,-1.68782641059402e+02°)
1.44129739255544e+03	(-5.51491706796063e+01dB,-1.68991881386754e+02°)
1.47486952159450e+03	(-5.55449453766839e+01dB,-1.69196545799724e+02°)
1.50922364597612e+03	(-5.59409064528921e+01dB,-1.69396726316575e+02°)
1.54437798071177e+03	(-5.63370458469417e+01dB,-1.69592513635563e+02°)
1.58035116509506e+03	(-5.67333558323860e+01dB,-1.69783997117053e+02°)
1.61716227258450e+03	(-5.71298290049093e+01dB,-1.69971264768860e+02°)
1.65483082091654e+03	(-5.75264582699939e+01dB,-1.70154403234574e+02°)
1.69337678245410e+03	(-5.79232368309618e+01dB,-1.70333497784672e+02°)
1.73282059477621e+03	(-5.83201581773901e+01dB,-1.70508632310218e+02°)
1.77318317151427e+03	(-5.87172160738965e+01dB,-1.70679889318952e+02°)
1.81448591344071e+03	(-5.91144045492899e+01dB,-1.70847349933598e+02°)
1.85675071981602e+03	(-5.95117178860811e+01dB,-1.71011093892227e+02°)
1.89999999999998e+03	(-5.99091506103486e+01dB,-1.71171199550499e+02°)
1.94425668533341e+03	(-6.03066974819522e+01dB,-1.71327743885648e+02°)
1.98954424129669e+03	(-6.07043534850876e+01dB,-1.71480802502067e+02°)
2.03588667995143e+03	(-6.11021138191763e+01dB,-1.71630449638346e+02°)
2.08330857267203e+03	(-6.14999738900810e+01dB,-1.71776758175661e+02°)
2.13183506317371e+03	(-6.18979293016407e+01dB,-1.71919799647365e+02°)
2.18149188084406e+03	(-6.22959758475161e+01dB,-1.72059644249704e+02°)
2.23230535438508e+03	(-6.26941095033379e+01dB,-1.72196360853529e+02°)
2.28430242577306e+03	(-6.30923264191502e+01dB,-1.72330017016913e+02°)
2.33751066454350e+03	(-6.34906229121387e+01dB,-1.72460678998592e+02°)
2.39195828240889e+03	(-6.38889954596384e+01dB,-1.72588411772131e+02°)
2.44767414821693e+03	(-6.42874406924091e+01dB,-1.72713279040743e+02°)
2.50468780325715e+03	(-6.46859553881735e+01dB,-1.72835343252689e+02°)
2.56302947692412e+03	(-6.50845364654071e+01dB,-1.72954665617182e+02°)
2.62273010274546e+03	(-6.54831809773737e+01dB,-1.73071306120736e+02°)
2.68382133478321e+03	(-6.58818861063968e+01dB,-1.73185323543904e+02°)
2.74633556441724e+03	(-6.62806491583604e+01dB,-1.73296775478338e+02°)
2.81030593751957e+03	(-6.66794675574301e+01dB,-1.73405718344133e+02°)
2.87576637202877e+03	(-6.70783388409879e+01dB,-1.73512207407393e+02°)
2.94275157593369e+03	(-6.74772606547725e+01dB,-1.73616296797990e+02°)
3.01129706567609e+03	(-6.78762307482179e+01dB,-1.73718039527460e+02°)
3.08143918498194e+03	(-6.82752469699834e+01dB,-1.73817487507014e+02°)
3.15321512413133e+03	(-6.86743072636675e+01dB,-1.73914691565613e+02°)
3.22666293967728e+03	(-6.90734096636989e+01dB,-1.74009701468083e+02°)
3.30182157462378e+03	(-6.94725522913991e+01dB,-1.74102565933248e+02°)
3.37873087907392e+03	(-6.98717333512083e+01dB,-1.74193332652037e+02°)
3.45743163135893e+03	(-7.02709511270699e+01dB,-1.74282048305553e+02°)
3.53796555965941e+03	(-7.06702039789659e+01dB,-1.74368758583078e+02°)
3.62037536413013e+03	(-7.10694903395998e+01dB,-1.74453508199990e+02°)
3.70470473954025e+03	(-7.14688087112184e+01dB,-1.74536340915582e+02°)
3.79099839844083e+03	(-7.18681576625689e+01dB,-1.74617299550750e+02°)
3.87930209487207e+03	(-7.22675358259855e+01dB,-1.74696426005556e+02°)
3.96966264862263e+03	(-7.26669418945999e+01dB,-1.74773761276626e+02°)
4.06212797005420e+03	(-7.30663746196713e+01dB,-1.74849345474402e+02°)
4.15674708550411e+03	(-7.34658328080304e+01dB,-1.74923217840202e+02°)
4.25357016327980e+03	(-7.38653153196339e+01dB,-1.74995416763106e+02°)
4.35264854025872e+03	(-7.42648210652234e+01dB,-1.75065979796645e+02°)
4.45403474910781e+03	(-7.46643490040858e+01dB,-1.75134943675287e+02°)
4.55778254613698e+03	(-7.50638981419104e+01dB,-1.75202344330718e+02°)
4.66394693980151e+03	(-7.54634675287387e+01dB,-1.75268216907902e+02°)
4.77258421986815e+03	(-7.58630562570034e+01dB,-1.75332595780926e+02°)
4.88375198726079e+03	(-7.62626634596518e+01dB,-1.75395514568618e+02°)
4.99750918460117e+03	(-7.66622883083521e+01dB,-1.75457006149937e+02°)
5.11391612746109e+03	(-7.70619300117769e+01dB,-1.75517102679134e+02°)
5.23303453634246e+03	(-7.74615878139619e+01dB,-1.75575835600674e+02°)
5.35492756940240e+03	(-7.78612609927367e+01dB,-1.75633235663925e+02°)
5.47965985594049e+03	(-7.82609488582239e+01dB,-1.75689332937609e+02°)
5.60729753066607e+03	(-7.86606507514038e+01dB,-1.75744156824018e+02°)
5.73790826876377e+03	(-7.90603660427428e+01dB,-1.75797736072985e+02°)
