,t,V1,V2
0,1.0417165756225586,2.5232e-05,8.2651e-05
1,2.0887134075164795,1.8835e-05,8.4307e-05
2,3.129941463470459,2.1337e-05,8.0786e-05
3,4.176298379898071,9.674e-06,8.2725e-05
4,5.224393606185913,1.9652e-05,8.2494e-05
5,6.272552728652954,2.0207e-05,8.197e-05
6,7.310540676116943,1.6647e-05,8.3919e-05
7,8.35206913948059,2.8959e-05,8.3521e-05
8,9.396125793457031,2.0165e-05,8.1216e-05
9,10.44458794593811,2.2855e-05,8.3626e-05
10,11.48593258857727,2.2227e-05,8.2892e-05
11,12.537674903869629,1.9715e-05,8.2766e-05
12,13.577936887741089,2.1128e-05,8.1698e-05
13,14.624243974685669,2.073e-05,8.1247e-05
14,15.660668849945068,2.0039e-05,6.841e-05
15,16.707940340042114,2.8582e-05,8.3783e-05
16,17.756851196289062,1.9882e-05,8.9452e-05
17,18.802977800369263,4.1345e-05,8.8572e-05
18,19.84835386276245,1.4145e-05,8.3322e-05
19,20.890867710113525,1.4082e-05,8.8845e-05
20,21.93609929084778,1.4668e-05,8.9777e-05
21,22.977588176727295,2.1233e-05,9.1842e-05
22,24.017816305160522,2.8342e-05,8.5491e-05
23,25.061761140823364,2.1002e-05,8.4883e-05
24,26.114428758621216,1.8448e-05,8.6895e-05
25,27.155250072479248,1.9798e-05,8.5428e-05
26,28.19693899154663,2.8373e-05,8.8677e-05
27,29.241366386413574,1.2093e-05,7.5378e-05
28,30.28779673576355,7.6921e-05,7.5389e-05
29,31.334439992904663,2.5002e-05,9.2041e-05
30,32.376455545425415,2.6907e-05,8.2641e-05
31,33.41927194595337,2.9451e-05,0.00010776
32,34.469724893569946,-9.643e-06,3.0401e-05
33,35.50828719139099,1.6207e-05,4.0042e-05
34,36.55583119392395,9.046e-06,-3.651e-05
35,37.601665019989014,2.911e-06,0.00010907
36,38.64211916923523,1.7453e-05,3.235e-05
37,39.68345928192139,1.7149e-05,8.8782e-05
38,40.72811579704285,2.4991e-05,7.7831e-05
39,41.77995276451111,3.8633e-05,8.6466e-05
40,42.819659948349,1.0041e-05,9.2292e-05
41,43.86995315551758,2.4981e-05,9.5509e-05
42,44.91136860847473,2.9085e-05,8.4076e-05
43,45.957939863204956,6.0934e-05,8.5449e-05
44,46.9999783039093,2.5054e-05,8.9641e-05
45,48.042399644851685,5.968e-06,9.5709e-05
46,49.0891215801239,-1.2794e-05,9.5709e-05
47,50.12956190109253,2.0992e-05,8.5344e-05
48,51.18207883834839,2.0039e-05,8.7304e-05
49,52.223265409469604,2.7839e-05,8.4904e-05
50,53.26328492164612,9.486e-06,8.9735e-05
51,54.313976764678955,2.1275e-05,8.8247e-05
52,55.3508574962616,1.9149e-05,8.6665e-05
53,56.402230978012085,2.117e-05,8.6183e-05
54,57.44188618659973,2.5421e-05,8.6382e-05
55,58.48612689971924,2.1589e-05,8.2452e-05
56,59.52932929992676,1.8092e-05,8.6895e-05
57,60.57952308654785,1.8594e-05,8.8415e-05
58,61.616172313690186,2.3923e-05,8.5145e-05
59,62.6627140045166,2.251e-05,8.3332e-05
60,63.71424603462219,1.9254e-05,8.5156e-05
61,64.7492184638977,2.206e-05,8.5439e-05
62,65.80029201507568,2.162e-05,8.6665e-05
63,66.8403787612915,2.0521e-05,8.9075e-05
64,67.88701152801514,1.9013e-05,8.4475e-05
65,68.92992281913757,1.9034e-05,8.5093e-05
66,69.97497129440308,2.34e-05,8.699e-05
67,71.01601910591125,2.8017e-05,0.000150904
68,72.06801199913025,2.1714e-05,2.1609e-05
69,73.11257767677307,1.6469e-05,9.5195e-05
70,74.1594614982605,1.9631e-05,8.6738e-05
71,75.19752812385559,2.4321e-05,8.6958e-05
72,76.2385151386261,2.0678e-05,8.4705e-05
73,77.2840256690979,1.9264e-05,8.7315e-05
74,78.32705044746399,2.1379e-05,8.4957e-05
75,79.3785970211029,2.0154e-05,8.6591e-05
76,80.41965866088867,2.3431e-05,7.7212e-05
77,81.46075224876404,1.0533e-05,8.3217e-05
78,82.51074934005737,2.2709e-05,8.6329e-05
79,83.55299615859985,1.8458e-05,8.4695e-05
80,84.59782552719116,2.2384e-05,8.4412e-05
81,85.64044046401978,2.1557e-05,8.5009e-05
82,86.68190622329712,2.5599e-05,8.3752e-05
83,87.73491406440735,2.363e-05,7.4477e-05
84,88.77751421928406,4.8737e-05,0.000107173
85,89.82064032554626,-0.000161915,9.8066e-05
86,90.86321067810059,4.0801e-05,9.0102e-05
87,91.90542817115784,1.7233e-05,8.6581e-05
88,92.95814204216003,1.4354e-05,8.7346e-05
89,94.00059413909912,2.7211e-05,8.5303e-05
90,95.04338502883911,1.7233e-05,8.4496e-05
91,96.08783078193665,-1.7401e-05,6.6922e-05
92,97.13026142120361,2.712e-06,6.7246e-05
93,98.17419719696045,8.7e-06,7.5787e-05
94,99.22131276130676,2.9577e-05,9.268e-05
95,100.26082849502563,2.0552e-05,7.4006e-05
