Distance_(pixels),Gray_Value
0,2.6667
1,2.6667
2,2.6667
3,2.0000
4,2.0000
5,2.6667
6,2.6667
7,2.0000
8,2.0000
9,2.6667
10,2.6667
11,2.0000
12,2.0000
13,2.0000
14,2.0000
15,2.6667
16,2.6667
17,2.6667
18,2.6667
19,3.3333
20,3.3333
21,3.3333
22,3.3333
23,3.3333
24,3.3333
25,3.3333
26,3.3333
27,3.6667
28,3.6667
29,5.3333
30,4.3333
31,6.0000
32,6.0000
33,6.0000
34,6.0000
35,7.6667
36,7.6667
37,10.0000
38,9.0000
39,11.0000
40,12.0000
41,12.6667
42,12.6667
43,15.0000
44,15.0000
45,16.0000
46,16.0000
47,18.6667
48,18.6667
49,22.0000
50,22.0000
51,23.3333
52,24.3333
53,25.3333
54,26.3333
55,30.0000
56,30.6667
57,32.6667
58,32.6667
59,35.3333
60,35.3333
61,35.3333
62,36.3333
63,38.3333
64,38.3333
65,40.3333
66,40.3333
67,41.0000
68,41.0000
69,42.3333
70,42.3333
71,43.0000
72,43.6667
73,44.6667
74,44.6667
75,46.0000
76,46.0000
77,46.0000
78,46.0000
79,46.0000
80,46.0000
81,46.0000
82,46.0000
83,47.3333
84,46.3333
85,47.3333
86,47.3333
87,47.3333
88,47.3333
89,47.6667
90,47.6667
91,47.3333
92,47.3333
93,46.0000
94,46.0000
95,45.6667
96,45.6667
97,44.6667
98,44.6667
99,44.6667
100,44.6667
101,44.0000
102,44.0000
103,42.0000
104,42.0000
105,41.3333
106,41.3333
107,40.0000
108,40.0000
109,39.3333
110,39.3333
111,37.3333
112,36.3333
113,35.3333
114,35.3333
115,34.3333
116,34.3333
117,34.0000
118,33.0000
119,31.6667
120,31.6667
121,31.0000
122,31.0000
123,29.6667
124,28.3333
125,25.3333
126,25.3333
127,23.3333
128,23.3333
129,22.6667
130,21.0000
131,20.0000
132,20.0000
133,19.0000
134,20.0000
135,19.0000
136,19.0000
137,19.0000
138,19.0000
139,18.6667
140,18.6667
141,18.3333
142,17.0000
143,16.3333
144,15.3333
145,13.6667
146,13.6667
147,15.0000
148,15.0000
149,14.3333
150,14.3333
151,14.0000
152,14.0000
153,13.3333
154,14.3333
155,13.3333
156,12.3333
157,13.3333
158,13.3333
159,15.3333
160,15.3333
161,15.0000
162,16.3333
163,16.6667
164,16.6667
165,16.6667
166,18.6667
167,18.3333
168,19.3333
169,19.3333
170,19.3333
171,18.6667
172,18.6667
173,17.0000
174,17.0000
175,18.3333
176,19.6667
177,21.0000
178,22.3333
179,22.3333
180,22.3333
181,23.0000
182,25.0000
183,24.3333
184,25.3333
185,25.6667
186,26.6667
187,28.0000
188,30.3333
189,30.0000
190,31.3333
191,32.6667
192,32.6667
193,34.0000
194,34.0000
195,35.0000
196,37.6667
197,37.6667
198,37.6667
199,37.6667
200,37.6667
201,38.0000
202,39.0000
203,40.3333
204,41.6667
205,39.3333
206,39.3333
207,40.0000
208,41.3333
209,40.3333
210,41.3333
211,40.0000
