Distance_(pixels),Gray_Value
0,2.000
1,2.000
2,2.000
3,3.667
4,3.667
5,2.667
6,2.667
7,2.667
8,2.667
9,3.333
10,3.333
11,3.333
12,3.333
13,4.667
14,4.667
15,5.333
16,5.333
17,6.000
18,5.000
19,7.000
20,7.000
21,8.333
22,8.333
23,8.667
24,8.667
25,9.000
26,10.000
27,11.667
28,12.667
29,14.333
30,15.000
31,18.667
32,19.667
33,20.667
34,21.667
35,23.333
36,23.333
37,24.667
38,24.667
39,28.000
40,28.667
41,31.333
42,31.333
43,34.333
44,35.333
45,37.667
46,38.667
47,40.000
48,41.000
49,42.667
50,43.333
51,45.000
52,45.000
53,47.333
54,47.333
55,47.667
56,47.667
57,48.667
58,49.667
59,51.333
60,51.333
61,51.333
62,51.333
63,52.333
64,52.333
65,51.000
66,52.333
67,53.333
68,53.333
69,53.333
70,54.333
71,54.333
72,54.333
73,53.667
74,53.667
75,53.667
76,53.667
77,53.667
78,53.667
79,53.333
80,52.333
81,52.000
82,51.000
83,50.333
84,50.333
85,48.333
86,48.333
87,47.333
88,47.333
89,45.000
90,45.000
91,44.000
92,43.000
93,40.333
94,40.333
95,38.333
96,38.333
97,36.333
98,36.333
99,34.667
100,33.333
101,29.000
102,31.000
103,29.667
104,28.667
105,26.000
106,27.000
107,25.333
108,25.333
109,25.000
110,25.000
111,24.333
112,24.333
113,24.333
114,23.333
115,22.333
116,23.333
117,20.333
118,21.667
119,20.000
120,19.000
121,17.333
122,18.333
123,15.667
124,16.667
125,15.667
126,16.667
127,16.667
128,16.667
129,16.667
130,16.667
131,17.333
132,17.333
133,17.000
134,17.000
135,14.667
136,14.667
137,14.667
138,14.667
139,16.000
140,17.333
141,16.667
142,18.000
143,17.333
144,18.333
145,18.333
146,19.667
147,19.333
148,19.333
149,19.333
150,19.333
151,20.000
152,20.000
153,21.333
154,22.333
155,22.667
156,25.000
157,26.000
158,27.333
159,27.667
160,28.667
161,29.000
162,30.000
163,30.333
164,31.667
165,31.667
166,34.000
167,36.000
168,38.000
169,38.000
170,39.000
171,41.000
172,42.000
173,42.667
174,44.333
175,43.000
176,45.667
177,47.333
178,48.333
179,48.333
180,50.667
181,50.667
182,50.667
183,49.000
184,50.000
185,49.667
186,52.333
187,53.667
188,55.000
189,54.667
190,57.000
191,57.667
192,59.667
193,56.667
194,60.333
195,61.667
196,62.667
197,63.333
198,63.333
199,63.667
200,64.667
201,65.000
202,65.000
203,66.333
204,66.333
205,66.333
206,68.000
207,67.000
208,68.333
209,69.667
210,70.667
211,70.333
212,72.333
213,75.000
214,75.000
215,75.333
216,75.333
217,74.333
218,74.333
219,74.333
220,74.333
221,73.667
222,72.667
223,71.667
224,71.667
225,71.667
226,72.667
227,73.667
228,75.000
229,75.000
230,76.333
231,76.000
232,77.667
233,76.333
234,76.333
235,75.667
236,75.667
237,75.667
238,75.667
239,75.667
240,76.667
241,76.667
242,76.667
243,76.667
244,79.000
245,77.667
246,77.667
247,75.667
248,75.667
249,74.667
250,74.667
251,77.000
252,78.000
253,79.000
254,79.000
255,79.000
256,79.000
257,79.333
258,79.333
259,81.333
260,81.333
261,81.333
262,81.333
263,81.333
264,81.333
265,81.333
266,82.667
267,82.333
268,83.667
269,84.000
270,84.000
271,86.667
272,88.667
273,90.333
274,90.333
275,91.667
276,93.000
277,94.667
278,95.667
279,97.333
280,97.333
281,97.000
282,97.000
283,98.333
284,96.000
285,93.000
286,94.000
287,95.333
288,96.333
289,98.000
290,99.333
291,98.000
292,98.000
293,99.667
294,101.000
295,102.667
296,102.667
297,103.333
298,103.333
299,104.667
300,103.667
301,102.667
302,102.667
303,103.000
304,103.000
305,101.667
306,101.667
307,102.667
308,100.333
309,101.000
310,99.667
311,100.333
312,99.333
313,99.000
314,97.667
315,98.333
316,97.000
317,98.000
318,97.000
319,96.333
320,92.000
321,89.333
322,88.333
323,87.000
324,86.000
325,86.000
326,83.667
327,82.333
328,81.333
329,79.667
330,78.333
331,78.667
332,77.333
333,77.000
334,74.667
335,72.333
336,72.333
337,72.667
338,69.333
339,68.333
340,68.333
341,68.000
342,68.000
343,68.000
344,66.000
345,65.000
346,64.000
347,62.667
348,62.667
349,61.667
350,60.333
351,58.667
352,56.333
353,57.000
354,57.000
355,57.000
356,56.000
357,54.333
358,53.000
359,53.333
360,51.667
361,51.667
362,50.667
363,49.333
364,49.333
365,49.333
366,49.333
367,48.333
368,48.333
369,48.333
370,48.333
371,47.000
372,46.000
373,46.667
374,45.667
375,43.333
376,43.333
377,42.333
378,42.333
379,40.667
380,39.333
381,39.000
382,39.000
383,37.333
384,37.333
385,37.667
386,35.000
387,35.333
388,34.000
389,32.333
390,32.333
391,30.000
392,27.667
393,26.667
394,25.667
395,25.333
396,25.333
397,24.000
398,24.000
399,23.667
400,22.667
401,22.333
402,20.333
403,18.333
404,18.333
405,18.667
406,17.667
407,17.333
408,16.333
409,14.333
410,12.333
411,10.000
412,11.000
413,12.000
414,11.000
415,10.667
416,9.667
417,8.667
418,8.667
419,9.000
420,8.000
421,7.000
422,5.000
423,5.000
424,6.000
425,3.667
426,3.667
427,3.000
428,3.000
429,3.000
430,2.000
431,3.000
432,3.000
433,3.000
434,3.000
435,3.000
436,3.000
437,2.000
438,2.000
439,2.000
440,2.000
441,2.000
442,2.000
443,2.000
444,2.000
445,2.000
446,2.000
447,2.000
448,2.000
449,2.000
450,3.000
451,3.000
452,2.000
453,2.000
454,2.000
455,2.000
456,2.000
457,2.000
458,2.000
459,2.000
460,2.000
