t,V_m,V_e
-0.000125,-0.088,1.92
-0.0001249,-0.084,2.08
-0.0001248,-0.084,2.0
-0.0001247,-0.084,2.0
-0.0001246,-0.08,2.08
-0.0001245,-0.076,2.08
-0.00012440000000000002,-0.076,2.16
-0.0001243,-0.068,2.24
-0.0001242,-0.07200000000000001,2.16
-0.0001241,-0.068,2.24
-0.000124,-0.068,2.16
-0.0001239,-0.064,2.32
-0.0001238,-0.06,2.16
-0.0001237,-0.056,2.24
-0.0001236,-0.06,2.24
-0.0001235,-0.06,2.32
-0.0001234,-0.056,2.4
-0.00012330000000000002,-0.052000000000000005,2.4
-0.0001232,-0.048,2.32
-0.0001231,-0.048,2.4
-0.000123,-0.044,2.32
-0.0001229,-0.04,2.4
-0.0001228,-0.04,2.32
-0.0001227,-0.032,2.4
-0.0001226,-0.04,2.4
-0.0001225,-0.032,2.4
-0.0001224,-0.032,2.48
-0.0001223,-0.028,2.4
-0.00012220000000000002,-0.032,2.48
-0.0001221,-0.02,2.56
-0.000122,-0.028,2.48
-0.00012190000000000001,-0.02,2.48
-0.0001218,-0.016,2.56
-0.0001217,-0.012,2.56
-0.0001216,-0.016,2.56
-0.0001215,-0.016,2.48
-0.0001214,-0.012,2.48
-0.00012130000000000001,-0.008,2.48
-0.0001212,0.0,2.56
-0.0001211,-0.004,2.48
-0.000121,-0.004,2.48
-0.0001209,0.008,2.56
-0.00012080000000000001,0.008,2.56
-0.0001207,0.012,2.48
-0.0001206,0.008,2.56
-0.0001205,0.008,2.56
-0.0001204,0.012,2.56
-0.0001203,0.016,2.56
-0.00012020000000000001,0.02,2.48
-0.0001201,0.024,2.48
-0.00012,0.028,2.56
-0.0001199,0.028,2.56
-0.0001198,0.028,2.4
-0.00011970000000000001,0.028,2.48
-0.00011960000000000001,0.032,2.48
-0.0001195,0.036000000000000004,2.48
-0.0001194,0.04,2.48
-0.0001193,0.04,2.48
-0.0001192,0.044,2.48
-0.00011910000000000001,0.04,2.56
-0.000119,0.048,2.48
-0.0001189,0.044,2.64
-0.0001188,0.048,2.48
-0.0001187,0.052000000000000005,2.48
-0.00011860000000000001,0.056,2.48
-0.00011850000000000001,0.056,2.4
-0.0001184,0.06,2.48
-0.0001183,0.06,2.4
-0.0001182,0.068,2.4
-0.0001181,0.06,2.4
-0.00011800000000000001,0.064,2.4
-0.0001179,0.064,2.48
-0.0001178,0.076,2.32
-0.0001177,0.07200000000000001,2.32
-0.0001176,0.07200000000000001,2.32
-0.00011750000000000001,0.068,2.32
-0.00011740000000000001,0.064,2.32
-0.0001173,0.056,2.32
-0.0001172,0.084,2.32
-0.0001171,0.084,2.16
-0.000117,0.112,2.16
-0.0001169,0.088,2.16
-0.0001168,0.096,2.16
-0.0001167,0.108,2.24
-0.0001166,0.12,2.16
-0.0001165,0.116,2.16
-0.00011640000000000001,0.112,2.08
-0.00011630000000000001,0.10400000000000001,2.16
-0.0001162,0.096,2.08
-0.0001161,0.108,2.0
-0.000116,0.096,1.92
-0.0001159,0.1,1.92
-0.0001158,0.10400000000000001,2.0
-0.00011570000000000001,0.10400000000000001,2.0
-0.0001156,0.112,1.92
-0.0001155,0.112,2.0
-0.0001154,0.116,1.92
-0.0001153,0.12,1.84
-0.00011520000000000001,0.112,1.92
-0.0001151,0.124,1.76
-0.000115,0.12,1.76
-0.0001149,0.12,1.76
-0.0001148,0.116,1.76
-0.0001147,0.12,1.76
-0.00011460000000000001,0.128,1.76
-0.0001145,0.128,1.6
-0.0001144,0.128,1.6
-0.0001143,0.132,1.6
-0.0001142,0.132,1.68
-0.00011410000000000001,0.136,1.52
-0.000114,0.132,1.52
-0.0001139,0.136,1.52
-0.0001138,0.136,1.44
-0.0001137,0.136,1.52
-0.0001136,0.132,1.44
-0.00011350000000000001,0.136,1.36
-0.0001134,0.136,1.36
-0.0001133,0.14400000000000002,1.36
-0.0001132,0.14,1.36
-0.0001131,0.148,1.28
-0.00011300000000000001,0.148,1.2
-0.0001129,0.148,1.2
-0.0001128,0.148,1.12
-0.0001127,0.14400000000000002,1.12
-0.0001126,0.156,1.12
