t,V_m,V_e
-0.000256,0.32,0.16
-0.0002556,0.24,0.08
-0.00025519999999999997,0.24,0.16
-0.0002548,0.24,0.24
-0.0002544,0.32,0.16
-0.000254,0.24,0.08
-0.0002536,0.24,0.08
-0.0002532,0.32,0.24
-0.00025279999999999996,0.32,0.16
-0.0002524,0.24,0.16
-0.000252,0.32,0.16
-0.0002516,0.16,0.16
-0.0002512,0.24,0.16
-0.00025079999999999997,0.16,0.16
-0.0002504,0.32,0.16
-0.00025,0.24,0.16
-0.0002496,0.16,0.16
-0.0002492,0.16,0.24
-0.0002488,0.24,0.16
-0.00024839999999999997,0.16,0.16
-0.000248,0.16,0.08
-0.0002476,0.08,0.16
-0.0002472,0.24,0.16
-0.0002468,0.08,0.24
-0.00024639999999999997,0.24,0.16
-0.000246,0.24,0.16
-0.0002456,0.08,0.16
-0.0002452,0.16,0.16
-0.0002448,0.16,0.08
-0.0002444,0.08,0.08
-0.000244,0.08,0.16
-0.00024359999999999999,0.16,0.08
-0.0002432,0.08,0.08
-0.0002428,0.08,0.24
-0.00024239999999999998,0.08,0.08
-0.000242,0.0,0.08
-0.0002416,0.16,0.24
-0.00024119999999999998,0.0,0.16
-0.0002408,0.08,0.16
-0.0002404,0.0,0.08
-0.00023999999999999998,0.0,0.16
-0.0002396,0.16,0.16
-0.0002392,0.08,0.08
-0.0002388,0.08,0.16
-0.0002384,0.08,0.08
-0.00023799999999999998,0.0,0.08
-0.00023759999999999997,0.0,0.16
-0.0002372,0.0,0.16
-0.00023679999999999998,0.0,0.16
-0.0002364,-0.16,0.16
-0.000236,0.08,0.16
-0.00023559999999999998,-0.08,0.16
-0.0002352,0.0,0.16
-0.0002348,0.16,0.08
-0.00023439999999999998,0.0,0.16
-0.000234,0.08,0.08
-0.00023359999999999999,0.08,0.08
-0.00023319999999999998,0.0,0.08
-0.0002328,-0.08,0.16
-0.00023239999999999998,-0.08,0.16
-0.000232,-0.08,0.08
-0.0002316,0.0,0.08
-0.00023119999999999998,-0.08,0.16
-0.0002308,-0.08,0.16
-0.0002304,-0.08,0.08
-0.00022999999999999998,-0.16,0.08
-0.0002296,-0.16,0.08
-0.0002292,0.0,0.08
-0.00022879999999999998,-0.16,0.08
-0.0002284,-0.08,0.0
-0.00022799999999999999,-0.08,0.16
-0.0002276,-0.08,0.16
-0.0002272,0.0,0.24
-0.00022679999999999998,-0.16,0.08
-0.0002264,-0.16,0.16
-0.000226,0.0,0.08
-0.00022559999999999998,-0.16,0.16
-0.0002252,-0.08,0.08
-0.0002248,-0.08,0.16
-0.00022439999999999998,-0.08,0.08
-0.000224,-0.16,0.16
-0.0002236,-0.16,0.08
-0.0002232,-0.24,0.16
-0.0002228,-0.16,0.16
-0.00022239999999999998,-0.16,0.0
-0.00022199999999999998,-0.08,0.16
-0.0002216,-0.16,0.08
-0.00022119999999999998,-0.24,0.16
-0.0002208,-0.24,0.16
-0.0002204,-0.24,0.08
-0.00021999999999999998,-0.24,0.16
-0.0002196,-0.08,0.16
-0.0002192,-0.24,0.08
-0.0002188,-0.16,0.08
-0.0002184,-0.16,0.16
-0.00021799999999999999,-0.16,0.08
-0.00021759999999999998,-0.16,0.08
-0.0002172,-0.32,0.08
-0.00021679999999999998,-0.24,0.08
-0.0002164,-0.24,0.0
-0.000216,-0.24,0.08
-0.00021559999999999998,-0.24,0.16
-0.0002152,-0.24,0.16
-0.0002148,-0.24,0.0
-0.0002144,-0.16,0.08
-0.000214,-0.16,0.08
-0.0002136,-0.24,0.16
-0.00021319999999999998,-0.24,0.16
-0.0002128,-0.16,0.08
-0.00021239999999999999,-0.16,0.08
-0.000212,-0.24,0.08
-0.0002116,-0.24,0.16
-0.00021119999999999998,-0.32,0.16
-0.00021079999999999997,-0.16,0.08
-0.0002104,-0.24,0.16
-0.00020999999999999998,-0.32,0.08
-0.0002096,-0.24,0.16
-0.0002092,-0.16,0.08
-0.00020879999999999998,-0.24,0.16
-0.0002084,-0.32,0.08
-0.000208,-0.32,0.08
-0.0002076,-0.16,0.08
-0.0002072,-0.32,0.08
-0.00020679999999999999,-0.24,0.08
-0.00020639999999999998,-0.32,0.16
-0.000206,-0.32,0.08
-0.00020559999999999998,-0.32,0.08
-0.0002052,-0.32,0.08
-0.0002048,-0.24,0.0
