t,V_m,V_e
-3.8e-05,-0.88,0.08
-3.7800000000000004e-05,-0.96,0.16
-3.76e-05,-0.96,0.16
-3.74e-05,-0.96,0.0
-3.72e-05,-0.88,0.0
-3.7000000000000005e-05,-0.88,0.0
-3.68e-05,-0.96,0.08
-3.66e-05,-0.88,0.08
-3.6400000000000004e-05,-0.88,-0.08
-3.62e-05,-0.8,0.08
-3.6e-05,-0.96,0.0
-3.58e-05,-0.96,0.0
-3.5600000000000005e-05,-0.96,0.08
-3.54e-05,-0.96,0.08
-3.52e-05,-0.96,0.0
-3.5000000000000004e-05,-1.04,0.08
-3.4800000000000006e-05,-0.96,0.08
-3.46e-05,-0.88,0.08
-3.44e-05,-0.96,0.08
-3.4200000000000005e-05,-0.88,0.08
-3.4e-05,-0.96,0.08
-3.38e-05,-0.96,0.08
-3.3600000000000004e-05,-0.88,0.0
-3.34e-05,-1.04,0.16
-3.32e-05,-0.96,0.16
-3.3e-05,-0.8,0.08
-3.2800000000000004e-05,-0.96,0.0
-3.26e-05,-0.96,0.0
-3.24e-05,-0.96,0.08
-3.2200000000000003e-05,-0.96,0.0
-3.2000000000000005e-05,-0.96,0.08
-3.18e-05,-0.96,0.08
-3.16e-05,-0.96,0.08
-3.1400000000000004e-05,-0.88,0.0
-3.12e-05,-0.88,0.08
-3.1e-05,-0.88,0.0
-3.08e-05,-0.96,0.0
-3.0600000000000005e-05,-0.88,0.0
-3.04e-05,-0.96,0.0
-3.0200000000000002e-05,-0.88,0.08
-3.0000000000000004e-05,-0.88,0.08
-2.9800000000000003e-05,-0.96,0.08
-2.96e-05,-0.88,0.08
-2.9400000000000003e-05,-0.96,0.16
-2.92e-05,-0.88,0.08
-2.9e-05,-0.96,0.08
-2.8800000000000002e-05,-0.96,0.0
-2.8600000000000004e-05,-1.04,0.0
-2.8400000000000003e-05,-0.96,0.0
-2.82e-05,-0.88,0.0
-2.8000000000000003e-05,-0.88,0.0
-2.7800000000000005e-05,-0.96,0.08
-2.7600000000000003e-05,-0.96,0.0
-2.7400000000000002e-05,-0.96,0.0
-2.7200000000000004e-05,-1.04,0.08
-2.7000000000000002e-05,-0.88,0.08
-2.68e-05,-1.04,0.08
-2.6600000000000003e-05,-0.88,0.08
-2.6400000000000005e-05,-0.88,0.08
-2.6200000000000003e-05,-1.04,0.0
-2.6000000000000002e-05,-0.88,0.0
-2.5800000000000004e-05,-0.96,0.08
-2.5600000000000002e-05,-0.88,0.08
-2.54e-05,-0.96,0.08
-2.5200000000000003e-05,-0.96,0.0
-2.5000000000000005e-05,-0.96,0.16
-2.4800000000000003e-05,-0.96,0.08
-2.46e-05,-0.88,4.64
-2.4400000000000004e-05,-0.96,4.96
-2.4200000000000002e-05,-0.96,4.88
-2.4e-05,-0.88,4.88
-2.3800000000000003e-05,-0.8,4.88
-2.3600000000000004e-05,-0.88,4.88
-2.3400000000000003e-05,-0.88,4.96
-2.32e-05,-0.88,5.04
-2.3000000000000003e-05,-0.88,4.96
-2.2800000000000002e-05,-0.96,4.96
-2.2600000000000004e-05,-0.8,4.96
-2.2400000000000002e-05,-0.96,5.04
-2.2200000000000004e-05,-0.8,4.88
-2.2000000000000003e-05,-0.88,4.88
-2.18e-05,-0.88,4.96
-2.1600000000000003e-05,-0.88,5.04
-2.1400000000000002e-05,-0.8,4.96
-2.1200000000000004e-05,-0.96,5.04
-2.1000000000000002e-05,-0.8,4.96
-2.0800000000000004e-05,-0.88,4.96
-2.0600000000000003e-05,-0.88,4.96
-2.04e-05,-0.8,5.04
-2.0200000000000003e-05,-0.72,4.96
-2e-05,-0.88,4.96
-1.9800000000000004e-05,-0.8,4.96
-1.9600000000000002e-05,-0.8,4.96
-1.9400000000000004e-05,-0.8,4.96
-1.9200000000000003e-05,-0.72,4.96
-1.9000000000000004e-05,-0.72,4.88
-1.8800000000000003e-05,-0.72,4.88
-1.86e-05,-0.8,4.96
-1.8400000000000003e-05,-0.72,4.88
-1.8200000000000002e-05,-0.64,5.04
-1.8000000000000004e-05,-0.72,4.96
-1.7800000000000002e-05,-0.72,4.96
-1.7600000000000004e-05,-0.72,4.96
-1.7400000000000003e-05,-0.72,4.96
-1.7200000000000005e-05,-0.72,4.88
-1.7000000000000003e-05,-0.72,4.96
-1.6800000000000002e-05,-0.72,4.96
-1.6600000000000004e-05,-0.72,4.88
-1.6400000000000002e-05,-0.56,4.88
-1.6200000000000004e-05,-0.72,4.8
-1.6000000000000003e-05,-0.64,4.96
-1.5800000000000005e-05,-0.56,4.96
-1.5600000000000003e-05,-0.64,4.88
-1.54e-05,-0.64,4.88
-1.5200000000000004e-05,-0.64,4.88
-1.5000000000000002e-05,-0.56,4.8
-1.4800000000000004e-05,-0.48,4.88
-1.4600000000000003e-05,-0.64,4.88
-1.4400000000000004e-05,-0.48,4.88
-1.4200000000000003e-05,-0.56,4.88
-1.4000000000000001e-05,-0.56,4.88
-1.3800000000000003e-05,-0.48,4.88
-1.3600000000000002e-05,-0.56,5.04
-1.3400000000000004e-05,-0.48,4.88
-1.3200000000000002e-05,-0.4,4.96
-1.3000000000000004e-05,-0.48,4.88
-1.2800000000000003e-05,-0.48,4.88
-1.2600000000000005e-05,-0.48,4.8
-1.2400000000000003e-05,-0.4,4.88
