t,V_R
-0.00125,-8.4
-0.0012490000000000001,-8.0
-0.001248,-8.0
-0.001247,-8.0
-0.001246,-8.0
-0.001245,-8.0
-0.001244,-8.0
-0.001243,-8.0
-0.001242,-8.0
-0.0012410000000000001,-8.0
-0.00124,-8.0
-0.001239,-8.0
-0.001238,-7.6000000000000005
-0.001237,-7.6000000000000005
-0.0012360000000000001,-7.6000000000000005
-0.001235,-7.6000000000000005
-0.001234,-7.6000000000000005
-0.001233,-7.6000000000000005
-0.001232,-7.6000000000000005
-0.001231,-7.6000000000000005
-0.00123,-7.6000000000000005
-0.001229,-7.6000000000000005
-0.001228,-7.2
-0.001227,-7.2
-0.001226,-7.2
-0.001225,-7.2
-0.001224,-7.2
-0.0012230000000000001,-7.2
-0.001222,-7.2
-0.001221,-4.800000000000001
-0.00122,5.6000000000000005
-0.001219,22.400000000000002
-0.0012180000000000001,22.0
-0.001217,22.0
-0.001216,22.0
-0.001215,22.0
-0.001214,22.0
-0.001213,22.0
-0.001212,22.0
-0.001211,21.6
-0.0012100000000000001,21.6
-0.001209,21.6
-0.001208,21.200000000000003
-0.001207,21.200000000000003
-0.001206,21.200000000000003
-0.0012050000000000001,21.200000000000003
-0.001204,20.8
-0.001203,20.8
-0.001202,20.8
-0.001201,20.8
-0.0012000000000000001,20.400000000000002
-0.001199,20.400000000000002
-0.001198,20.400000000000002
-0.001197,20.0
-0.001196,20.0
-0.001195,20.0
-0.001194,20.0
-0.001193,20.0
-0.001192,19.6
-0.001191,19.6
-0.00119,19.6
-0.001189,19.200000000000003
-0.001188,19.200000000000003
-0.0011870000000000001,19.200000000000003
-0.001186,19.200000000000003
-0.001185,19.200000000000003
-0.001184,18.8
-0.001183,18.8
-0.001182,18.8
-0.001181,18.8
-0.00118,18.400000000000002
-0.001179,18.400000000000002
-0.001178,18.400000000000002
-0.001177,18.400000000000002
-0.001176,18.0
-0.001175,18.0
-0.0011740000000000001,18.0
-0.001173,18.0
-0.001172,17.6
-0.001171,17.6
-0.00117,17.6
-0.0011690000000000001,17.6
-0.001168,17.6
-0.001167,17.6
-0.001166,17.2
-0.001165,17.2
-0.001164,17.2
-0.001163,17.2
-0.001162,16.8
-0.0011610000000000001,16.8
-0.00116,16.8
-0.001159,16.8
-0.001158,16.400000000000002
-0.001157,16.400000000000002
-0.0011560000000000001,16.400000000000002
-0.001155,16.400000000000002
-0.001154,16.0
-0.001153,16.0
-0.001152,16.0
-0.0011510000000000001,16.0
-0.00115,16.0
-0.001149,16.0
-0.001148,15.600000000000001
-0.001147,15.600000000000001
-0.001146,15.600000000000001
-0.001145,15.600000000000001
-0.001144,15.200000000000001
-0.001143,15.200000000000001
-0.001142,15.200000000000001
-0.001141,15.200000000000001
-0.00114,15.200000000000001
-0.001139,14.8
-0.0011380000000000001,14.8
-0.001137,14.8
-0.001136,14.8
-0.001135,14.4
-0.001134,14.4
-0.0011330000000000001,14.4
-0.001132,14.4
-0.001131,14.4
-0.00113,14.4
-0.001129,14.0
-0.001128,14.0
-0.001127,14.0
-0.001126,14.0
-0.0011250000000000001,14.0
-0.001124,13.600000000000001
-0.001123,13.600000000000001
-0.001122,13.600000000000001
-0.001121,13.600000000000001
-0.0011200000000000001,13.600000000000001
-0.001119,13.600000000000001
-0.001118,13.200000000000001
-0.001117,13.200000000000001
-0.001116,13.200000000000001
-0.001115,13.200000000000001
-0.001114,13.200000000000001
-0.001113,13.200000000000001
-0.0011120000000000001,12.8
-0.001111,12.8
-0.00111,12.8
-0.001109,12.8
-0.001108,12.8
-0.001107,12.8
-0.001106,12.4
-0.001105,12.4
-0.001104,12.4
-0.001103,12.4
-0.0011020000000000001,12.4
-0.001101,12.0
-0.0011,12.0
-0.0010990000000000002,12.0
-0.001098,12.0
-0.001097,12.0
-0.001096,12.0
-0.001095,11.600000000000001
-0.001094,11.600000000000001
-0.001093,11.600000000000001
-0.001092,11.600000000000001
-0.001091,11.600000000000001
-0.00109,11.600000000000001
-0.0010890000000000001,11.200000000000001
-0.001088,11.200000000000001
-0.001087,11.200000000000001
-0.001086,11.200000000000001
-0.001085,11.200000000000001
-0.0010840000000000001,11.200000000000001
-0.001083,11.200000000000001
-0.001082,10.8
-0.001081,10.8
-0.00108,10.8
-0.001079,10.8
-0.001078,10.8
-0.001077,10.8
-0.0010760000000000001,10.8
-0.001075,10.4
-0.001074,10.4
-0.001073,10.4
-0.001072,10.4
-0.0010710000000000001,10.4
-0.00107,10.4
-0.001069,10.0
-0.001068,10.0
-0.001067,10.0
-0.001066,10.0
-0.001065,10.0
-0.001064,10.0
-0.0010630000000000001,10.0
-0.001062,9.600000000000001
-0.001061,9.600000000000001
-0.00106,9.600000000000001
-0.001059,9.600000000000001
-0.001058,9.600000000000001
-0.001057,9.600000000000001
-0.001056,9.600000000000001
-0.001055,9.600000000000001
-0.001054,9.600000000000001
-0.0010530000000000001,9.600000000000001
-0.001052,9.200000000000001
-0.001051,9.200000000000001
-0.0010500000000000002,9.200000000000001
-0.001049,9.200000000000001
-0.001048,9.200000000000001
-0.001047,9.200000000000001
-0.001046,9.200000000000001
-0.001045,8.8
-0.001044,8.8
-0.001043,8.8
-0.001042,8.8
-0.001041,8.8
-0.0010400000000000001,8.8
-0.001039,8.8
-0.001038,8.8
-0.001037,8.8
-0.001036,8.4
-0.0010350000000000001,8.4
-0.001034,8.4
-0.001033,8.4
-0.001032,8.4
-0.001031,8.4
-0.00103,8.4
-0.001029,8.4
-0.001028,8.0
-0.0010270000000000001,8.0
-0.001026,8.0
-0.001025,8.0
-0.001024,8.0
-0.001023,8.0
-0.0010220000000000001,8.0
-0.001021,8.0
-0.00102,8.0
-0.001019,7.6000000000000005
-0.001018,7.6000000000000005
-0.0010170000000000001,7.6000000000000005
-0.001016,7.6000000000000005
-0.001015,7.6000000000000005
-0.0010140000000000001,7.6000000000000005
-0.001013,7.6000000000000005
-0.001012,7.6000000000000005
-0.001011,7.6000000000000005
-0.00101,7.6000000000000005
-0.0010090000000000001,7.2
-0.001008,7.2
-0.001007,7.2
-0.001006,7.2
-0.001005,7.2
-0.0010040000000000001,7.2
-0.001003,7.2
-0.001002,7.2
-0.0010010000000000002,7.2
-0.001,7.2
-0.000999,7.2
-0.000998,6.800000000000001
-0.000997,6.800000000000001
-0.000996,6.800000000000001
-0.000995,6.800000000000001
-0.000994,6.800000000000001
-0.000993,6.800000000000001
-0.000992,6.800000000000001
-0.0009910000000000001,6.800000000000001
-0.00099,6.800000000000001
-0.000989,6.800000000000001
-0.0009880000000000002,6.4
-0.000987,6.4
-0.0009860000000000001,6.4
-0.000985,6.4
-0.000984,6.4
-0.000983,6.4
-0.000982,6.4
-0.000981,6.4
-0.00098,6.4
-0.000979,6.4
-0.0009780000000000001,6.4
-0.000977,6.4
-0.0009760000000000001,6.0
-0.0009750000000000001,6.0
-0.000974,6.0
-0.000973,6.0
-0.000972,6.0
-0.0009710000000000001,6.0
-0.00097,6.0
-0.000969,6.0
-0.0009680000000000001,6.0
-0.000967,6.0
-0.0009660000000000001,6.0
-0.000965,6.0
-0.000964,6.0
-0.0009630000000000001,6.0
-0.000962,6.0
-0.000961,5.6000000000000005
-0.00096,5.6000000000000005
-0.000959,5.6000000000000005
-0.0009580000000000001,5.6000000000000005
-0.0009570000000000001,5.6000000000000005
-0.000956,5.6000000000000005
-0.0009550000000000001,5.6000000000000005
-0.000954,5.6000000000000005
-0.0009530000000000001,5.6000000000000005
-0.000952,5.6000000000000005
-0.000951,5.6000000000000005
-0.0009500000000000001,5.6000000000000005
-0.000949,5.6000000000000005
-0.0009480000000000001,5.6000000000000005
-0.000947,5.6000000000000005
-0.000946,5.6000000000000005
-0.0009450000000000001,5.6000000000000005
-0.000944,5.2
-0.000943,5.2
-0.000942,5.2
-0.000941,5.2
-0.0009400000000000001,5.2
-0.0009390000000000001,5.2
-0.000938,5.2
-0.0009370000000000001,5.2
-0.000936,5.2
-0.0009350000000000001,5.2
-0.000934,5.2
-0.000933,5.2
-0.0009320000000000001,5.2
-0.000931,5.2
-0.00093,5.2
-0.000929,5.2
-0.000928,5.2
-0.0009270000000000001,5.2
-0.0009260000000000001,4.800000000000001
-0.000925,4.800000000000001
-0.000924,4.800000000000001
-0.000923,4.800000000000001
-0.0009220000000000001,4.800000000000001
-0.000921,4.800000000000001
-0.00092,4.800000000000001
-0.0009190000000000001,4.800000000000001
-0.000918,4.800000000000001
-0.0009170000000000001,4.800000000000001
-0.000916,4.800000000000001
-0.000915,4.800000000000001
-0.0009140000000000001,4.800000000000001
-0.000913,4.800000000000001
-0.000912,4.800000000000001
-0.000911,4.800000000000001
-0.00091,4.800000000000001
-0.0009090000000000001,4.800000000000001
-0.0009080000000000001,4.800000000000001
-0.000907,4.4
-0.0009060000000000001,4.4
-0.000905,4.4
-0.0009040000000000001,4.800000000000001
-0.000903,4.4
-0.000902,4.4
-0.0009010000000000001,4.4
-0.0009,4.4
-0.0008990000000000001,4.4
-0.000898,4.4
-0.000897,4.4
-0.0008960000000000001,4.4
-0.000895,4.4
-0.000894,4.4
-0.000893,4.4
-0.000892,4.4
-0.0008910000000000001,4.4
-0.0008900000000000001,4.4
-0.000889,4.4
-0.0008880000000000001,4.4
-0.000887,4.4
-0.0008860000000000001,4.4
-0.000885,4.4
-0.000884,4.4
-0.0008830000000000001,4.4
-0.000882,4.4
-0.0008810000000000001,4.4
-0.00088,4.0
-0.000879,4.0
-0.0008780000000000001,4.0
-0.0008770000000000001,4.0
-0.000876,4.0
-0.000875,4.0
-0.000874,4.0
-0.0008730000000000001,4.0
-0.000872,4.0
-0.000871,4.0
-0.0008700000000000001,4.0
-0.000869,4.0
-0.0008680000000000001,4.0
-0.000867,4.0
-0.000866,4.0
-0.0008650000000000001,4.0
-0.000864,4.0
-0.000863,4.0
-0.000862,4.0
-0.000861,4.0
-0.0008600000000000001,3.6
-0.0008590000000000001,-2.0
-0.000858,-17.6
-0.0008570000000000001,-24.8
-0.000856,-24.8
-0.0008550000000000001,-24.8
-0.000854,-24.8
-0.000853,-24.400000000000002
