t,V_R
-0.01194,0.4
-0.01193,0.4
-0.01192,0.4
-0.011909999999999999,0.4
-0.011899999999999999,0.4
-0.01189,0.4
-0.01188,0.4
-0.011869999999999999,0.4
-0.011859999999999999,0.4
-0.01185,0.4
-0.01184,0.4
-0.011829999999999999,0.4
-0.011819999999999999,0.4
-0.01181,0.4
-0.0118,0.4
-0.011789999999999998,0.4
-0.011779999999999999,0.4
-0.01177,0.4
-0.01176,0.4
-0.01175,0.4
-0.011739999999999999,0.4
-0.011729999999999999,0.0
-0.01172,0.0
-0.01171,0.4
-0.011699999999999999,0.0
-0.011689999999999999,0.0
-0.01168,0.0
-0.01167,0.0
-0.011659999999999998,0.0
-0.011649999999999999,0.0
-0.01164,0.0
-0.01163,0.0
-0.011619999999999998,0.4
-0.011609999999999999,0.0
-0.0116,0.0
-0.01159,0.0
-0.01158,0.0
-0.011569999999999999,0.0
-0.011559999999999999,0.0
-0.01155,0.0
-0.01154,0.0
-0.011529999999999999,0.0
-0.011519999999999999,0.0
-0.01151,0.0
-0.0115,0.0
-0.011489999999999998,0.0
-0.011479999999999999,0.0
-0.01147,0.0
-0.01146,0.0
-0.011449999999999998,0.0
-0.011439999999999999,0.4
-0.01143,0.0
-0.01142,0.0
-0.01141,0.0
-0.011399999999999999,0.0
-0.011389999999999999,0.0
-0.01138,0.0
-0.01137,0.0
-0.011359999999999999,0.0
-0.011349999999999999,0.0
-0.01134,0.0
-0.01133,0.4
-0.011319999999999998,0.0
-0.011309999999999999,0.0
-0.0113,0.0
-0.01129,0.0
-0.011279999999999998,0.0
-0.011269999999999999,0.0
-0.01126,0.0
-0.01125,0.0
-0.01124,0.0
-0.011229999999999999,0.0
-0.011219999999999999,0.0
-0.01121,0.0
-0.0112,0.0
-0.011189999999999999,0.4
-0.011179999999999999,0.4
-0.01117,0.0
-0.01116,0.4
-0.011149999999999998,0.4
-0.011139999999999999,0.4
-0.01113,0.4
-0.01112,0.4
-0.011109999999999998,0.4
-0.011099999999999999,0.4
-0.01109,0.4
-0.01108,0.4
-0.01107,0.4
-0.011059999999999999,0.4
-0.011049999999999999,0.4
-0.01104,0.4
-0.01103,0.4
-0.011019999999999999,0.0
-0.011009999999999999,0.4
-0.011,0.0
-0.01099,0.0
-0.010979999999999998,0.4
-0.010969999999999999,0.4
-0.01096,0.4
-0.01095,0.4
-0.010939999999999998,0.4
-0.010929999999999999,0.4
-0.01092,0.4
-0.01091,0.4
-0.0109,0.4
-0.010889999999999999,0.4
-0.010879999999999999,0.4
-0.01087,0.4
-0.01086,0.4
-0.010849999999999999,0.4
-0.010839999999999999,0.4
-0.01083,0.4
-0.01082,0.4
-0.010809999999999998,0.4
-0.010799999999999999,0.4
-0.01079,0.4
-0.01078,0.4
-0.010769999999999998,0.4
-0.010759999999999999,0.4
-0.01075,0.4
-0.01074,0.4
-0.01073,0.4
-0.010719999999999999,0.4
-0.010709999999999999,-0.8
-0.0107,-8.8
-0.01069,-28.0
-0.010679999999999999,-28.0
-0.010669999999999999,-26.8
-0.01066,-25.6
-0.01065,-24.8
-0.010639999999999998,-23.6
-0.010629999999999999,-22.8
-0.01062,-22.0
-0.01061,-21.200000000000003
-0.010599999999999998,-20.400000000000002
-0.010589999999999999,-19.6
-0.010579999999999999,-18.8
-0.01057,-18.0
-0.01056,-17.6
-0.010549999999999999,-16.8
-0.010539999999999999,-16.400000000000002
-0.01053,-15.600000000000001
-0.01052,-15.200000000000001
-0.010509999999999999,-14.4
-0.010499999999999999,-14.0
-0.01049,-13.600000000000001
-0.01048,-12.8
-0.010469999999999998,-12.4
-0.010459999999999999,-12.0
-0.01045,-11.600000000000001
-0.01044,-11.200000000000001
-0.010429999999999998,-10.4
-0.010419999999999999,-10.4
-0.010409999999999999,-10.0
-0.0104,-9.600000000000001
-0.01039,-9.200000000000001
-0.010379999999999999,-8.8
-0.010369999999999999,-8.4
-0.01036,-8.0
-0.01035,-7.6000000000000005
-0.010339999999999998,-7.6000000000000005
-0.010329999999999999,-7.2
-0.01032,-6.800000000000001
-0.01031,-6.800000000000001
-0.010299999999999998,-6.4
-0.010289999999999999,-6.0
-0.01028,-6.0
-0.01027,-5.6000000000000005
-0.010259999999999998,-5.6000000000000005
-0.010249999999999999,-5.2
-0.010239999999999999,-5.2
-0.01023,-4.800000000000001
-0.01022,-4.800000000000001
-0.010209999999999999,-4.4
-0.010199999999999999,-4.4
-0.01019,-4.0
-0.01018,-4.0
-0.010169999999999998,-4.0
-0.010159999999999999,-3.6
-0.01015,-3.6
-0.01014,-3.2
-0.010129999999999998,-3.2
-0.010119999999999999,-3.2
-0.01011,-2.8000000000000003
-0.0101,-2.8000000000000003
-0.010089999999999998,-2.8000000000000003
-0.010079999999999999,-2.4000000000000004
-0.010069999999999999,-2.4000000000000004
-0.01006,-2.4000000000000004
-0.01005,-2.4000000000000004
-0.010039999999999999,-2.0
-0.010029999999999999,-2.0
-0.01002,-2.0
-0.01001,-2.0
-0.009999999999999998,-2.0
-0.009989999999999999,-1.6
-0.00998,-1.6
-0.00997,-1.6
-0.00996,-1.6
-0.009949999999999999,-1.2000000000000002
-0.00994,-1.2000000000000002
-0.00993,-1.2000000000000002
-0.009919999999999998,-1.2000000000000002
-0.009909999999999999,-1.2000000000000002
-0.009899999999999999,-1.2000000000000002
-0.00989,-1.2000000000000002
-0.00988,-0.8
-0.009869999999999999,-0.8
-0.009859999999999999,-0.8
-0.00985,-0.8
-0.009839999999999998,-0.8
-0.009829999999999998,-0.8
-0.009819999999999999,-0.8
-0.00981,-0.8
-0.0098,-0.8
-0.00979,-0.4
-0.009779999999999999,-0.4
-0.00977,-0.4
-0.00976,-0.4
-0.009749999999999998,-0.4
-0.009739999999999999,-0.4
-0.009729999999999999,-0.4
-0.00972,-0.4
-0.00971,-0.4
-0.009699999999999999,-0.4
-0.009689999999999999,-0.4
-0.00968,-0.4
-0.009669999999999998,-0.4
-0.009659999999999998,0.0
-0.009649999999999999,0.0
-0.00964,0.0
-0.00963,0.0
-0.00962,0.0
-0.009609999999999999,0.0
-0.0096,0.0
-0.00959,0.0
-0.009579999999999998,0.0
-0.009569999999999999,0.0
-0.009559999999999999,0.0
-0.00955,0.0
-0.00954,0.0
-0.009529999999999999,0.0
-0.009519999999999999,0.0
-0.00951,0.0
-0.009499999999999998,0.0
-0.009489999999999998,0.0
-0.009479999999999999,0.0
-0.00947,0.0
-0.00946,0.0
-0.00945,0.0
-0.009439999999999999,0.0
-0.00943,0.0
-0.00942,0.0
-0.009409999999999998,0.0
-0.009399999999999999,0.0
-0.009389999999999999,0.4
-0.00938,0.4
-0.00937,0.4
-0.009359999999999999,0.4
-0.009349999999999999,0.4
-0.00934,0.4
-0.009329999999999998,0.4
-0.009319999999999998,0.4
-0.009309999999999999,0.4
-0.0093,0.4
-0.00929,0.4
-0.00928,0.4
-0.009269999999999999,0.4
-0.00926,0.4
-0.00925,0.4
-0.009239999999999998,0.4
-0.009229999999999999,0.4
-0.009219999999999999,0.4
-0.00921,0.4
-0.0092,0.4
-0.009189999999999999,0.4
-0.009179999999999999,0.4
-0.00917,0.4
-0.009159999999999998,0.4
-0.009149999999999998,0.4
-0.009139999999999999,0.4
-0.00913,0.4
-0.00912,0.4
-0.00911,0.4
-0.009099999999999999,0.4
-0.009089999999999999,0.4
-0.00908,0.4
-0.009069999999999998,0.4
-0.009059999999999999,0.4
-0.009049999999999999,0.4
-0.00904,0.4
-0.00903,0.4
-0.009019999999999999,0.4
-0.009009999999999999,0.4
-0.009,0.4
-0.008989999999999998,0.4
-0.008979999999999998,0.4
-0.008969999999999999,0.4
-0.00896,0.4
-0.00895,0.4
-0.00894,0.4
-0.008929999999999999,0.4
-0.008919999999999999,0.4
-0.00891,0.4
-0.008899999999999998,3.2
-0.008889999999999999,18.400000000000002
-0.008879999999999999,27.200000000000003
-0.00887,26.8
-0.00886,26.0
-0.008849999999999998,24.8
-0.008839999999999999,24.0
-0.00883,23.200000000000003
-0.008819999999999998,22.400000000000002
-0.008809999999999998,21.6
-0.008799999999999999,20.8
-0.00879,20.0
-0.00878,19.200000000000003
-0.00877,18.400000000000002
-0.008759999999999999,18.0
-0.008749999999999999,17.2
-0.00874,16.8
-0.008729999999999998,16.0
-0.008719999999999999,15.200000000000001
-0.008709999999999999,14.8
-0.0087,14.4
-0.00869,13.600000000000001
-0.008679999999999998,13.200000000000001
-0.008669999999999999,12.8
-0.00866,12.4
-0.008649999999999998,12.0
-0.008639999999999998,11.600000000000001
-0.008629999999999999,11.200000000000001
-0.00862,10.8
-0.00861,10.4
-0.0086,10.0
-0.008589999999999999,9.600000000000001
-0.008579999999999999,9.600000000000001
-0.00857,9.200000000000001
-0.008559999999999998,8.8
-0.008549999999999999,8.4
-0.008539999999999999,8.0
-0.00853,8.0
-0.00852,7.6000000000000005
-0.008509999999999998,7.2
-0.008499999999999999,7.2
-0.00849,6.800000000000001
-0.008479999999999998,6.800000000000001
-0.008469999999999998,6.4
-0.008459999999999999,6.4
-0.00845,6.0
-0.00844,6.0
-0.00843,5.6000000000000005
-0.008419999999999999,5.6000000000000005
-0.008409999999999999,5.2
-0.0084,5.2
-0.008389999999999998,5.2
-0.008379999999999999,4.800000000000001
-0.008369999999999999,4.800000000000001
-0.00836,4.4
-0.00835,4.4
-0.008339999999999998,4.4
-0.008329999999999999,4.0
-0.00832,4.0
-0.008309999999999998,4.0
-0.008299999999999998,4.0
-0.008289999999999999,3.6
-0.00828,3.6
-0.00827,3.6
-0.00826,3.2
-0.008249999999999999,3.2
-0.008239999999999999,3.2
-0.00823,3.2
-0.008219999999999998,2.8000000000000003
-0.008209999999999999,2.8000000000000003
-0.008199999999999999,2.8000000000000003
-0.00819,2.8000000000000003
-0.00818,2.4000000000000004
-0.008169999999999998,2.4000000000000004
-0.008159999999999999,2.4000000000000004
-0.00815,2.4000000000000004
-0.008139999999999998,2.4000000000000004
-0.008129999999999998,2.4000000000000004
-0.008119999999999999,2.4000000000000004
-0.00811,2.0
-0.0081,2.0
-0.00809,2.0
-0.008079999999999999,2.0
-0.008069999999999999,2.0
-0.00806,2.0
-0.008049999999999998,1.6
-0.008039999999999999,1.6
-0.008029999999999999,1.6
-0.00802,1.6
-0.00801,1.6
-0.008,1.6
-0.007989999999999999,1.6
