t,V_R
-0.0025,7.6000000000000005
-0.0024980000000000002,7.6000000000000005
-0.002496,7.6000000000000005
-0.002494,7.6000000000000005
-0.002492,7.2
-0.00249,7.2
-0.002488,7.2
-0.002486,7.2
-0.002484,7.2
-0.0024820000000000003,7.2
-0.00248,7.2
-0.002478,6.800000000000001
-0.002476,6.800000000000001
-0.002474,6.800000000000001
-0.0024720000000000002,6.800000000000001
-0.00247,6.800000000000001
-0.002468,6.800000000000001
-0.002466,6.4
-0.002464,6.4
-0.002462,6.4
-0.00246,6.4
-0.002458,6.4
-0.002456,6.4
-0.002454,6.4
-0.002452,6.0
-0.00245,6.0
-0.002448,6.0
-0.0024460000000000003,6.0
-0.002444,6.0
-0.002442,6.0
-0.00244,6.0
-0.002438,6.0
-0.0024360000000000002,5.6000000000000005
-0.002434,5.6000000000000005
-0.002432,5.6000000000000005
-0.00243,5.6000000000000005
-0.002428,5.6000000000000005
-0.002426,5.6000000000000005
-0.002424,5.6000000000000005
-0.002422,5.6000000000000005
-0.0024200000000000003,5.6000000000000005
-0.002418,5.2
-0.002416,5.2
-0.002414,5.2
-0.002412,5.2
-0.0024100000000000002,5.2
-0.002408,5.2
-0.002406,5.2
-0.002404,5.2
-0.002402,5.2
-0.0024000000000000002,4.800000000000001
-0.002398,4.800000000000001
-0.002396,4.800000000000001
-0.002394,4.800000000000001
-0.002392,4.800000000000001
-0.00239,4.800000000000001
-0.002388,4.800000000000001
-0.002386,4.800000000000001
-0.002384,4.4
-0.002382,4.4
-0.00238,4.4
-0.002378,4.4
-0.002376,4.4
-0.0023740000000000002,4.4
-0.002372,4.4
-0.00237,4.4
-0.002368,4.4
-0.002366,4.4
-0.002364,4.0
-0.002362,4.4
-0.00236,4.0
-0.002358,4.0
-0.002356,4.0
-0.002354,4.0
-0.002352,4.0
-0.00235,4.0
-0.0023480000000000003,4.0
-0.002346,4.0
-0.002344,4.0
-0.002342,4.0
-0.00234,3.6
-0.0023380000000000002,3.6
-0.002336,3.6
-0.002334,3.6
-0.002332,3.6
-0.00233,3.6
-0.002328,3.6
-0.002326,3.6
-0.002324,3.6
-0.0023220000000000003,3.6
-0.00232,3.6
-0.002318,3.6
-0.002316,3.2
-0.002314,3.2
-0.0023120000000000003,3.2
-0.00231,3.2
-0.002308,3.2
-0.002306,3.2
-0.002304,3.2
-0.0023020000000000002,3.2
-0.0023,3.2
-0.002298,3.2
-0.002296,3.2
-0.002294,3.2
-0.002292,2.8000000000000003
-0.00229,3.2
-0.002288,3.2
-0.002286,2.8000000000000003
-0.002284,2.8000000000000003
-0.002282,2.8000000000000003
-0.00228,2.8000000000000003
-0.002278,2.8000000000000003
-0.0022760000000000002,2.8000000000000003
-0.002274,2.8000000000000003
-0.002272,2.8000000000000003
-0.00227,2.8000000000000003
-0.002268,2.8000000000000003
-0.0022660000000000002,2.8000000000000003
-0.002264,2.8000000000000003
-0.002262,2.8000000000000003
-0.00226,2.8000000000000003
-0.002258,2.8000000000000003
-0.002256,2.8000000000000003
-0.002254,2.8000000000000003
-0.002252,2.4000000000000004
-0.0022500000000000003,2.4000000000000004
-0.002248,2.4000000000000004
-0.002246,2.4000000000000004
-0.002244,2.4000000000000004
-0.002242,2.4000000000000004
-0.0022400000000000002,2.4000000000000004
-0.002238,2.4000000000000004
-0.002236,2.4000000000000004
-0.002234,2.4000000000000004
-0.002232,2.4000000000000004
-0.00223,2.4000000000000004
-0.002228,2.4000000000000004
-0.002226,2.4000000000000004
-0.0022240000000000003,2.4000000000000004
-0.002222,2.4000000000000004
-0.00222,2.4000000000000004
-0.002218,2.4000000000000004
-0.002216,2.4000000000000004
-0.002214,2.4000000000000004
-0.002212,2.4000000000000004
-0.00221,2.4000000000000004
-0.002208,2.4000000000000004
-0.002206,2.0
-0.0022040000000000002,2.0
-0.002202,2.0
-0.0022,2.0
-0.0021980000000000003,2.0
-0.002196,2.0
-0.002194,2.0
-0.002192,2.0
-0.00219,2.0
-0.002188,2.0
-0.002186,2.0
-0.002184,2.0
-0.002182,2.0
-0.00218,2.0
-0.0021780000000000002,2.0
-0.002176,2.0
-0.002174,2.0
-0.002172,2.0
-0.00217,2.0
-0.0021680000000000002,2.0
-0.002166,2.0
-0.002164,2.0
-0.002162,2.0
-0.00216,2.0
-0.002158,2.0
-0.002156,2.0
-0.002154,2.0
-0.0021520000000000003,1.6
-0.00215,1.6
-0.002148,1.6
-0.002146,1.6
-0.002144,1.6
-0.0021420000000000002,1.6
-0.00214,1.6
-0.002138,1.6
-0.002136,1.6
-0.002134,1.6
-0.002132,1.6
-0.00213,1.6
-0.002128,1.6
-0.0021260000000000003,1.6
-0.002124,1.6
-0.002122,1.6
-0.00212,1.6
-0.002118,1.6
-0.002116,1.6
-0.002114,1.6
-0.002112,1.6
-0.00211,1.6
-0.002108,1.6
-0.0021060000000000002,1.6
-0.002104,1.6
-0.002102,1.6
-0.0021000000000000003,1.6
-0.002098,1.6
-0.002096,1.6
-0.002094,1.6
-0.002092,1.6
-0.00209,1.6
-0.002088,1.6
-0.002086,1.6
-0.002084,1.6
-0.002082,1.6
-0.0020800000000000003,1.6
-0.002078,1.6
-0.002076,1.6
-0.002074,1.6
-0.002072,1.6
-0.0020700000000000002,1.6
-0.002068,1.6
-0.002066,1.6
-0.002064,1.6
-0.002062,1.6
-0.00206,1.6
-0.002058,1.6
-0.002056,1.6
-0.0020540000000000003,1.2000000000000002
-0.002052,1.2000000000000002
-0.00205,1.2000000000000002
-0.002048,1.2000000000000002
