s obj,s img,err s,int,err int,ancho,err ancho,,3.1
19.8,38.2,0.1,1261.8,0.3,5.5,0.2
30,18.1,0.1,3383.3,0.7,3,0.2
35,15,0.1,4345.9,1,2.5,0.1
40,13.2,0.1,4061,1,1.7,0.1
45,12,0.1,3890.4,0.7,1.6,0.1
50,10.9,0.1,3756.6,1,1.3,0.1
55,10.3,0.1,3160,1,1.2,0.1
60,9.6,0.1,2572,1,0.9,0.1
65.6,8.7,0.1,2723.5,0.8,0.9,0.1
70,8.8,0.1,2551.1,0.8,0.8,0.1
