Distance_(pixels),Gray_Value
0,2.000
1,2.000
2,2.000
3,2.000
4,2.000
5,2.000
6,2.000
7,2.000
8,2.000
9,2.000
10,2.000
11,2.000
12,2.000
13,2.000
14,2.000
15,2.000
16,2.000
17,2.000
18,3.000
19,2.000
20,2.000
21,2.000
22,2.000
23,2.000
24,2.000
25,2.000
26,2.000
27,2.000
28,2.000
29,2.000
30,2.000
31,2.000
32,2.000
33,3.000
34,2.000
35,2.000
36,2.000
37,2.000
38,2.000
39,2.000
40,2.000
41,3.000
42,2.667
43,2.667
44,2.000
45,2.000
46,2.000
47,2.000
48,2.000
49,2.000
50,2.000
51,2.000
52,2.667
53,2.667
54,2.667
55,2.667
56,2.667
57,2.667
58,3.333
59,3.333
60,3.667
61,3.667
62,3.667
63,4.667
64,5.333
65,6.333
66,5.000
67,6.000
68,6.667
69,6.667
70,7.333
71,8.333
72,9.333
73,9.333
74,10.000
75,10.000
76,12.667
77,13.667
78,14.333
79,16.333
80,18.667
81,19.667
82,22.000
83,22.000
84,23.333
85,23.333
86,26.333
87,26.333
88,28.000
89,28.667
90,32.667
91,32.667
92,34.333
93,35.333
94,38.333
95,38.333
96,40.333
97,40.333
98,42.333
99,43.333
100,45.000
101,45.000
102,46.000
103,47.333
104,47.667
105,49.000
106,48.667
107,49.667
108,51.333
109,51.333
110,51.000
111,51.000
112,52.333
113,51.000
114,52.333
115,51.000
116,53.333
117,53.333
118,55.000
119,55.000
120,54.333
121,54.333
122,54.333
123,54.333
124,53.667
125,53.667
126,53.667
127,53.667
128,52.667
129,52.667
130,52.000
131,51.000
132,50.333
133,50.333
134,48.333
135,48.333
136,47.667
137,47.667
138,46.667
139,45.667
140,44.000
141,43.000
142,40.333
143,40.333
144,38.000
145,38.000
146,35.667
147,35.667
148,33.667
149,32.667
150,29.333
151,30.333
152,28.667
153,27.333
154,25.000
155,25.000
156,27.000
157,26.000
158,25.000
159,26.000
160,26.000
161,26.000
162,25.667
163,25.667
164,24.667
165,24.667
166,23.333
167,23.333
168,20.667
169,20.667
170,17.333
171,17.333
172,17.333
173,18.667
174,16.667
175,16.667
176,15.333
177,15.333
178,14.333
179,14.333
180,17.000
181,17.000
182,16.667
183,16.667
184,14.667
185,15.667
186,16.000
187,16.000
188,16.000
189,17.333
190,16.667
191,18.000
192,17.667
193,17.667
194,17.333
195,19.667
196,19.333
197,21.667
198,19.333
199,21.000
200,21.000
201,22.333
202,22.667
203,24.000
204,24.333
205,26.333
206,26.667
207,27.667
208,27.667
209,28.667
210,28.000
211,29.000
212,28.667
213,31.333
214,32.333
215,30.000
216,34.667
217,37.000
218,39.000
219,39.000
220,41.000
221,41.000
222,39.333
223,42.667
224,43.667
225,46.000
226,46.667
227,48.667
228,48.667
229,50.667
230,49.667
231,50.667
232,50.667
233,50.667
234,52.000
235,53.000
236,51.333
237,55.000
238,55.667
239,58.000
240,57.667
241,60.000
242,60.667
243,60.667
244,61.000
245,62.000
246,63.000
247,63.000
248,65.000
249,65.000
250,65.667
251,66.667
252,68.000
253,66.667
254,67.333
255,67.333
256,68.000
257,69.000
258,70.000
259,71.000
260,72.000
261,73.000
262,72.333
263,72.333
264,74.000
265,74.000
266,72.667
267,74.000
268,74.000
269,74.000
270,73.667
271,72.667
272,72.667
273,72.667
274,70.667
275,72.000
276,72.000
277,73.333
278,73.667
279,75.000
280,75.000
281,76.333
282,77.667
283,77.667
284,76.333
285,76.333
286,76.667
287,76.667
288,76.000
289,76.000
290,75.667
291,75.667
292,76.667
293,78.000
294,77.667
295,77.667
296,74.667
297,74.667
298,73.667
299,76.333
300,77.667
301,79.000
302,80.667
303,80.667
304,79.333
305,78.000
306,76.333
307,78.000
308,80.000
309,80.000
310,81.000
311,81.000
312,80.333
313,81.333
314,82.667
315,82.667
316,84.333
317,85.333
318,86.667
319,86.667
320,86.667
321,88.000
322,90.000
323,90.000
324,91.000
325,92.000
326,93.333
327,95.667
328,97.000
329,97.000
330,96.667
331,96.667
332,97.333
333,95.667
334,96.333
335,96.333
336,97.667
337,97.667
338,99.333
339,99.333
340,99.000
341,100.333
342,102.000
343,102.000
344,102.333
345,102.333
346,103.333
347,102.333
348,103.333
349,103.333
350,103.000
351,100.667
352,101.667
353,100.667
354,101.667
355,100.667
356,100.333
357,100.333
358,100.333
359,98.000
360,99.000
361,99.000
362,100.667
363,99.667
364,98.333
365,96.000
366,93.667
367,92.333
368,94.000
369,93.000
370,90.667
371,89.333
372,88.667
373,87.667
374,86.333
375,84.000
376,83.333
377,79.667
378,77.667
379,76.667
380,75.000
381,75.000
382,73.333
383,73.333
384,75.333
385,74.000
386,73.333
387,71.000
388,70.333
389,68.000
390,68.333
391,67.333
392,67.000
393,66.000
394,64.667
395,63.333
396,62.667
397,62.667
398,62.333
399,60.333
400,60.000
401,57.667
402,57.000
403,57.000
404,57.000
405,57.000
406,54.333
407,53.000
408,54.000
409,51.333
410,50.667
411,49.333
412,49.333
413,48.333
414,46.333
415,47.667
416,48.000
417,48.000
418,47.000
419,47.000
420,46.000
421,46.000
422,45.667
423,44.333
424,43.333
425,42.333
426,41.667
427,41.667
428,40.667
429,39.333
430,39.000
431,38.000
432,38.667
433,37.333
434,37.000
435,35.667
436,35.000
437,34.000
438,32.000
439,32.000
440,30.000
441,27.667
442,26.333
