t,V1,V2
-0.05,-0.24,-5.6000000000000005
-0.049960000000000004,-0.32,-5.6000000000000005
-0.049920000000000006,-0.32,-5.6000000000000005
-0.04988,-0.4,-5.6000000000000005
-0.04984,-0.48,-5.6000000000000005
-0.049800000000000004,-0.56,-5.6000000000000005
-0.049760000000000006,-0.64,-5.5200000000000005
-0.04972,-0.72,-5.6000000000000005
-0.04968,-0.72,-5.6000000000000005
-0.049640000000000004,-0.8,-5.5200000000000005
-0.049600000000000005,-0.88,-5.5200000000000005
-0.04956,-0.88,-5.44
-0.04952,-0.96,-5.44
-0.04948,-1.04,-5.44
-0.049440000000000005,-1.12,-5.44
-0.0494,-1.2,-5.44
-0.04936,-1.2,-5.44
-0.04932,-1.28,-5.44
-0.049280000000000004,-1.28,-5.36
-0.049240000000000006,-1.36,-5.36
-0.0492,-1.44,-5.36
-0.04916,-1.52,-5.28
-0.049120000000000004,-1.6,-5.28
-0.049080000000000006,-1.6,-5.28
-0.04904,-1.68,-5.2
-0.049,-1.68,-5.2
-0.048960000000000004,-1.84,-5.2
-0.048920000000000005,-1.84,-5.12
-0.04888,-1.92,-5.12
-0.04884,-1.92,-5.04
-0.0488,-2.0,-5.04
-0.048760000000000005,-2.08,-5.04
-0.04872,-2.16,-4.96
-0.04868,-2.16,-4.96
-0.04864,-2.24,-4.96
-0.048600000000000004,-2.24,-4.88
-0.048560000000000006,-2.32,-4.88
-0.04852,-2.4,-4.88
-0.04848,-2.48,-4.8
-0.048440000000000004,-2.48,-4.8
-0.048400000000000006,-2.56,-4.72
-0.04836,-2.64,-4.72
-0.04832,-2.72,-4.64
-0.04828,-2.72,-4.64
-0.048240000000000005,-2.72,-4.5600000000000005
-0.0482,-2.8000000000000003,-4.48
-0.04816,-2.88,-4.48
-0.04812,-2.88,-4.48
-0.048080000000000005,-2.96,-4.4
-0.04804,-3.04,-4.32
-0.048,-3.04,-4.24
-0.04796,-3.12,-4.24
-0.047920000000000004,-3.12,-4.16
-0.047880000000000006,-3.2,-4.08
-0.04784,-3.2800000000000002,-4.08
-0.0478,-3.2800000000000002,-4.08
-0.047760000000000004,-3.36,-4.0
-0.047720000000000005,-3.36,-3.92
-0.04768,-3.44,-3.84
-0.04764,-3.44,-3.84
-0.0476,-3.44,-3.7600000000000002
-0.047560000000000005,-3.52,-3.7600000000000002
-0.04752,-3.52,-3.6
-0.04748,-3.6,-3.6
-0.04744,-3.6,-3.52
-0.047400000000000005,-3.68,-3.52
-0.04736,-3.7600000000000002,-3.44
-0.04732,-3.7600000000000002,-3.44
-0.04728,-3.84,-3.36
-0.047240000000000004,-3.84,-3.36
-0.047200000000000006,-3.84,-3.2800000000000002
-0.04716,-3.92,-3.2
-0.04712,-3.92,-3.12
-0.047080000000000004,-3.92,-3.04
-0.047040000000000005,-4.0,-3.04
-0.047,-4.0,-2.96
-0.04696,-4.08,-2.88
-0.04692,-4.08,-2.8000000000000003
-0.046880000000000005,-4.08,-2.8000000000000003
-0.04684,-4.16,-2.72
-0.0468,-4.24,-2.64
-0.04676,-4.24,-2.56
-0.046720000000000005,-4.24,-2.56
-0.04668,-4.32,-2.48
-0.04664,-4.32,-2.48
-0.0466,-4.4,-2.32
-0.046560000000000004,-4.4,-2.24
-0.046520000000000006,-4.4,-2.16
-0.04648,-4.4,-2.16
-0.04644,-4.4,-2.08
-0.046400000000000004,-4.48,-2.0
-0.046360000000000005,-4.48,-2.0
-0.04632,-4.5600000000000005,-1.84
-0.04628,-4.5600000000000005,-1.84
-0.04624,-4.5600000000000005,-1.76
-0.046200000000000005,-4.64,-1.68
-0.04616,-4.5600000000000005,-1.6
-0.04612,-4.64,-1.52
-0.04608,-4.64,-1.44
-0.046040000000000005,-4.64,-1.44
-0.046,-4.64,-1.36
-0.04596,-4.64,-1.28
-0.04592,-4.64,-1.2
-0.045880000000000004,-4.72,-1.12
-0.045840000000000006,-4.72,-1.12
-0.0458,-4.72,-0.96
-0.04576,-4.72,-0.96
-0.045720000000000004,-4.8,-0.8
-0.045680000000000005,-4.8,-0.8
-0.04564,-4.8,-0.72
-0.0456,-4.8,-0.64
-0.04556,-4.8,-0.56
-0.045520000000000005,-4.8,-0.48
-0.04548,-4.8,-0.4
-0.04544,-4.8,-0.4
-0.0454,-4.88,-0.24
-0.045360000000000004,-4.88,-0.16
-0.04532,-4.8,-0.16
-0.04528,-4.88,-0.08
-0.04524,-4.88,0.0
-0.045200000000000004,-4.88,0.08
-0.045160000000000006,-4.8,0.16
-0.04512,-4.8,0.24
-0.04508,-4.8,0.24
-0.045040000000000004,-4.88,0.4
-0.045000000000000005,-4.8,0.4
-0.04496,-4.88,0.56
-0.04492,-4.88,0.56
-0.04488,-4.8,0.72
-0.044840000000000005,-4.8,0.72
-0.0448,-4.8,0.8
-0.04476,-4.8,0.88
-0.04472,-4.8,0.88
-0.044680000000000004,-4.8,1.04
-0.04464,-4.72,1.04
-0.0446,-4.8,1.12
-0.04456,-4.72,1.2
-0.044520000000000004,-4.72,1.28
-0.044480000000000006,-4.72,1.36
-0.04444,-4.72,1.44
-0.0444,-4.64,1.52
-0.044360000000000004,-4.64,1.52
-0.044320000000000005,-4.64,1.6
-0.04428,-4.64,1.68
-0.04424,-4.64,1.76
-0.0442,-4.5600000000000005,1.84
-0.044160000000000005,-4.64,1.92
-0.04412,-4.5600000000000005,2.0
-0.04408,-4.5600000000000005,2.0
-0.04404,-4.48,2.08
-0.044000000000000004,-4.48,2.16
-0.04396,-4.48,2.24
-0.04392,-4.4,2.32
-0.04388,-4.48,2.32
-0.043840000000000004,-4.4,2.4
-0.043800000000000006,-4.4,2.48
-0.04376,-4.4,2.56
-0.04372,-4.32,2.56
-0.043680000000000004,-4.32,2.64
-0.043640000000000005,-4.24,2.72
-0.0436,-4.32,2.8000000000000003
-0.04356,-4.24,2.88
-0.04352,-4.16,2.96
-0.043480000000000005,-4.16,2.96
-0.04344,-4.08,3.04
-0.0434,-4.08,3.12
-0.04336,-4.08,3.12
-0.043320000000000004,-4.0,3.2
-0.04328,-3.92,3.2800000000000002
-0.04324,-4.0,3.36
-0.0432,-3.84,3.44
-0.043160000000000004,-3.84,3.44
-0.043120000000000006,-3.84,3.52
-0.04308,-3.7600000000000002,3.6
-0.04304,-3.7600000000000002,3.6
-0.043000000000000003,-3.68,3.7600000000000002
-0.042960000000000005,-3.68,3.7600000000000002
-0.04292,-3.68,3.7600000000000002
-0.04288,-3.6,3.84
-0.04284,-3.52,3.84
-0.042800000000000005,-3.52,3.92
-0.04276,-3.44,3.92
-0.04272,-3.36,4.08
-0.04268,-3.44,4.08
-0.042640000000000004,-3.36,4.16
-0.0426,-3.36,4.16
-0.04256,-3.2800000000000002,4.24
-0.04252,-3.2,4.32
-0.042480000000000004,-3.2,4.32
-0.042440000000000005,-3.2,4.4
-0.0424,-3.12,4.48
-0.04236,-3.04,4.48
-0.04232,-3.04,4.48
-0.042280000000000005,-2.96,4.5600000000000005
-0.04224,-2.88,4.5600000000000005
-0.0422,-2.88,4.64
-0.04216,-2.8000000000000003,4.64
-0.042120000000000005,-2.72,4.72
-0.042080000000000006,-2.72,4.72
-0.04204,-2.64,4.8
-0.042,-2.64,4.8
-0.041960000000000004,-2.56,4.88
-0.04192,-2.48,4.88
-0.04188,-2.48,4.96
-0.04184,-2.4,4.96
-0.041800000000000004,-2.32,4.96
-0.041760000000000005,-2.24,5.04
-0.04172,-2.24,5.04
-0.04168,-2.16,5.12
-0.04164,-2.16,5.12
-0.0416,-2.08,5.2
-0.04156,-2.0,5.12
-0.04152,-1.92,5.2
-0.04148,-1.92,5.2
-0.041440000000000005,-1.92,5.28
-0.041400000000000006,-1.84,5.28
-0.04136,-1.68,5.28
-0.04132,-1.68,5.36
-0.041280000000000004,-1.6,5.36
-0.04124,-1.6,5.36
-0.0412,-1.44,5.36
-0.04116,-1.44,5.44
-0.041120000000000004,-1.36,5.44
-0.041080000000000005,-1.36,5.44
-0.04104,-1.28,5.44
-0.041,-1.2,5.5200000000000005
-0.04096,-1.2,5.5200000000000005
-0.04092,-1.12,5.5200000000000005
-0.04088,-1.12,5.5200000000000005
-0.04084,-1.04,5.5200000000000005
-0.0408,-0.96,5.6000000000000005
-0.040760000000000005,-0.88,5.5200000000000005
-0.040720000000000006,-0.8,5.6000000000000005
-0.04068,-0.8,5.6000000000000005
-0.04064,-0.72,5.6000000000000005
-0.040600000000000004,-0.64,5.6000000000000005
-0.04056,-0.56,5.6000000000000005
-0.04052,-0.56,5.68
-0.04048,-0.48,5.68
-0.040440000000000004,-0.4,5.6000000000000005
-0.040400000000000005,-0.32,5.68
-0.04036,-0.24,5.68
-0.04032,-0.16,5.68
-0.04028,-0.08,5.68
-0.04024,-0.08,5.68
-0.0402,0.0,5.68
-0.04016,0.08,5.68
-0.04012,0.08,5.68
-0.040080000000000005,0.16,5.68
-0.040040000000000006,0.24,5.68
-0.04,0.32,5.68
-0.03996,0.32,5.68
-0.039920000000000004,0.4,5.6000000000000005
-0.03988,0.48,5.68
-0.03984,0.56,5.6000000000000005
-0.0398,0.64,5.68
-0.039760000000000004,0.72,5.6000000000000005
-0.039720000000000005,0.72,5.6000000000000005
-0.03968,0.72,5.6000000000000005
-0.03964,0.8,5.6000000000000005
-0.0396,0.88,5.6000000000000005
-0.03956,0.96,5.5200000000000005
-0.03952,1.04,5.5200000000000005
-0.03948,1.12,5.5200000000000005
-0.03944,1.12,5.5200000000000005
-0.039400000000000004,1.2,5.44
-0.039360000000000006,1.2,5.44
-0.03932,1.36,5.44
-0.03928,1.36,5.44
-0.039240000000000004,1.44,5.36
-0.0392,1.52,5.36
-0.03916,1.52,5.36
-0.03912,1.6,5.28
-0.039080000000000004,1.68,5.28
-0.039040000000000005,1.68,5.28
-0.039,1.76,5.2
-0.03896,1.84,5.2
-0.03892,1.92,5.2
-0.03888,1.92,5.2
-0.03884,2.0,5.12
-0.0388,2.08,5.12
-0.03876,2.16,5.12
-0.038720000000000004,2.16,5.04
-0.038680000000000006,2.24,5.04
-0.03864,2.24,4.96
-0.0386,2.32,4.96
-0.038560000000000004,2.32,4.88
-0.03852,2.4,4.88
-0.03848,2.48,4.88
-0.03844,2.56,4.88
-0.038400000000000004,2.64,4.8
-0.038360000000000005,2.64,4.72
-0.03832,2.72,4.72
-0.03828,2.72,4.72
-0.03824,2.72,4.64
-0.0382,2.8000000000000003,4.5600000000000005
-0.03816,2.88,4.48
-0.03812,2.88,4.48
-0.03808,3.04,4.48
-0.038040000000000004,3.04,4.4
-0.038000000000000006,3.04,4.4
-0.03796,3.12,4.24
-0.03792,3.12,4.24
-0.037880000000000004,3.2,4.16
-0.03784,3.2800000000000002,4.16
-0.0378,3.36,4.08
-0.03776,3.36,4.0
-0.037720000000000004,3.44,4.0
-0.037680000000000005,3.44,4.0
-0.03764,3.52,3.92
-0.0376,3.52,3.84
-0.03756,3.52,3.84
-0.03752,3.6,3.7600000000000002
-0.03748,3.68,3.68
-0.03744,3.68,3.68
-0.0374,3.7600000000000002,3.68
-0.037360000000000004,3.7600000000000002,3.52
-0.037320000000000006,3.84,3.52
-0.03728,3.84,3.44
-0.03724,3.84,3.36
-0.037200000000000004,3.92,3.2800000000000002
-0.03716,4.0,3.2800000000000002
-0.03712,4.0,3.2
-0.03708,4.0,3.12
-0.037040000000000003,4.08,3.12
-0.037000000000000005,4.08,3.04
-0.03696,4.16,2.96
-0.03692,4.08,2.88
-0.03688,4.16,2.8000000000000003
-0.03684,4.16,2.72
-0.0368,4.24,2.72
-0.03676,4.32,2.64
-0.03672,4.32,2.56
-0.036680000000000004,4.32,2.56
-0.036640000000000006,4.4,2.48
-0.0366,4.4,2.4
-0.03656,4.4,2.32
-0.036520000000000004,4.4,2.24
-0.03648,4.4,2.24
-0.03644,4.48,2.16
-0.0364,4.48,2.08
-0.03636,4.5600000000000005,2.0
-0.036320000000000005,4.5600000000000005,1.92
-0.03628,4.5600000000000005,1.84
-0.03624,4.5600000000000005,1.84
-0.0362,4.64,1.68
-0.03616,4.64,1.68
-0.03612,4.64,1.6
-0.03608,4.64,1.52
-0.03604,4.64,1.52
-0.036000000000000004,4.72,1.44
-0.035960000000000006,4.72,1.28
-0.03592,4.72,1.28
-0.03588,4.72,1.2
-0.035840000000000004,4.72,1.12
-0.0358,4.72,1.04
-0.03576,4.8,0.96
-0.03572,4.8,0.88
-0.03568,4.72,0.88
-0.035640000000000005,4.8,0.8
-0.0356,4.8,0.72
-0.03556,4.8,0.64
-0.03552,4.8,0.56
-0.03548,4.88,0.48
-0.03544,4.88,0.48
-0.0354,4.88,0.4
-0.03536,4.8,0.32
-0.035320000000000004,4.88,0.16
-0.035280000000000006,4.88,0.16
-0.03524,4.88,0.08
-0.0352,4.88,0.0
-0.035160000000000004,4.88,-0.08
-0.03512,4.88,-0.16
-0.03508,4.88,-0.16
-0.03504,4.88,-0.32
-0.035,4.8,-0.4
-0.034960000000000005,4.88,-0.48
-0.03492,4.8,-0.48
-0.03488,4.88,-0.56
-0.03484,4.8,-0.64
-0.0348,4.8,-0.72
-0.03476,4.8,-0.8
-0.03472,4.8,-0.88
-0.03468,4.8,-0.88
-0.034640000000000004,4.8,-1.04
-0.034600000000000006,4.8,-1.12
-0.03456,4.8,-1.2
-0.03452,4.72,-1.2
-0.034480000000000004,4.72,-1.28
-0.03444,4.72,-1.36
-0.0344,4.64,-1.36
-0.03436,4.64,-1.44
-0.03432,4.64,-1.52
-0.034280000000000005,4.64,-1.6
-0.03424000000000001,4.64,-1.68
-0.0342,4.64,-1.76
-0.03416,4.64,-1.76
-0.03412,4.5600000000000005,-1.92
-0.03408,4.5600000000000005,-2.0
-0.03404,4.48,-2.0
-0.034,4.5600000000000005,-2.16
-0.033960000000000004,4.48,-2.16
-0.033920000000000006,4.48,-2.24
-0.03388,4.4,-2.32
-0.03384,4.4,-2.32
-0.0338,4.4,-2.4
-0.03376,4.4,-2.48
-0.03372,4.4,-2.56
-0.03368,4.4,-2.64
-0.03364,4.32,-2.64
