t,V_e,V_m
-0.000125,7.16,3.08
-0.0001249,7.16,3.08
-0.0001248,7.16,3.08
-0.0001247,7.16,3.08
-0.0001246,7.12,3.08
-0.0001245,7.12,3.08
-0.00012440000000000002,7.2,3.08
-0.0001243,7.2,3.08
-0.0001242,7.2,3.08
-0.0001241,7.2,3.12
-0.000124,7.16,3.12
-0.0001239,7.16,3.12
-0.0001238,7.2,3.16
-0.0001237,7.2,3.12
-0.0001236,7.16,3.12
-0.0001235,7.2,3.12
-0.0001234,7.2,3.12
-0.00012330000000000002,7.24,3.08
-0.0001232,7.24,3.16
-0.0001231,7.24,3.12
-0.000123,7.24,3.16
-0.0001229,7.24,3.2
-0.0001228,7.28,3.2
-0.0001227,7.24,3.16
-0.0001226,7.24,3.16
-0.0001225,7.24,3.16
-0.0001224,7.24,3.16
-0.0001223,7.28,3.2
-0.00012220000000000002,7.24,3.2
-0.0001221,7.24,3.2
-0.000122,7.28,3.16
-0.00012190000000000001,7.28,3.16
-0.0001218,7.28,3.2
-0.0001217,7.32,3.2
-0.0001216,7.28,3.2
-0.0001215,7.24,3.2
-0.0001214,7.28,3.2
-0.00012130000000000001,7.28,3.2
-0.0001212,7.28,3.2
-0.0001211,7.32,3.2
-0.000121,7.32,3.24
-0.0001209,7.32,3.2
-0.00012080000000000001,7.32,3.24
-0.0001207,7.32,3.24
-0.0001206,7.28,3.2800000000000002
-0.0001205,7.32,3.2
-0.0001204,7.28,3.24
-0.0001203,7.32,3.2800000000000002
-0.00012020000000000001,7.32,3.2800000000000002
-0.0001201,7.36,3.2800000000000002
-0.00012,7.36,3.2800000000000002
-0.0001199,7.36,3.2800000000000002
-0.0001198,7.4,3.24
-0.00011970000000000001,7.32,3.24
-0.00011960000000000001,7.36,3.2800000000000002
-0.0001195,7.36,3.2800000000000002
-0.0001194,7.36,3.3200000000000003
-0.0001193,7.36,3.2800000000000002
-0.0001192,7.36,3.2800000000000002
-0.00011910000000000001,7.36,3.2800000000000002
-0.000119,7.36,3.2800000000000002
-0.0001189,7.4,3.2800000000000002
-0.0001188,7.4,3.3200000000000003
-0.0001187,7.4,3.3200000000000003
-0.00011860000000000001,7.4,3.36
-0.00011850000000000001,7.4,3.3200000000000003
-0.0001184,7.44,3.3200000000000003
-0.0001183,7.4,3.3200000000000003
-0.0001182,7.44,3.3200000000000003
-0.0001181,7.44,3.36
-0.00011800000000000001,7.4,3.36
-0.0001179,7.44,3.36
-0.0001178,7.44,3.36
-0.0001177,7.44,3.36
-0.0001176,7.4,3.36
-0.00011750000000000001,7.4,3.4
-0.00011740000000000001,7.44,3.4
-0.0001173,7.48,3.36
-0.0001172,7.44,3.36
-0.0001171,7.44,3.36
-0.000117,7.48,3.36
-0.0001169,7.44,3.4
-0.0001168,7.48,3.4
-0.0001167,7.5200000000000005,3.44
-0.0001166,7.44,3.36
-0.0001165,7.5200000000000005,3.4
