,t,V1,V2,V3
0,1.5725512504577637,-0.000233199,5.13e-06,4.111e-06
1,3.13472580909729,-0.0002365,2.973e-06,3.206e-06
2,4.700253248214722,-0.00023344,1.979e-06,-5.527e-06
3,6.257777690887451,-0.000239067,1.8689e-05,1.7653e-05
4,7.821380376815796,-0.000227749,3.5157e-05,-9.06e-07
5,9.385510444641113,-0.000226921,-1.7149e-05,5.095e-05
6,10.946968078613281,-0.000239979,1.0417e-05,6.2847e-05
7,12.51685905456543,-0.0002234,3.382e-06,2.009e-06
8,14.082058906555176,-0.00023367,7.235e-06,2.03e-06
9,15.636709690093994,-0.000235766,2.22e-06,-3.716e-06
10,17.205124378204346,-0.000233261,-2.973e-06,-2.373e-06
11,18.76893711090088,-0.000233901,2.869e-06,9.93e-06
12,20.33215093612671,-0.000233115,1.1841e-05,1.8819e-05
13,21.894827365875244,-0.000237254,9.988e-06,-1.353e-06
14,23.46065902709961,-0.000237841,7.54e-07,2.321e-06
15,25.026963472366333,-0.000236353,8.878e-06,1.624e-06
16,26.584202766418457,-0.000229594,5.141e-06,-1.353e-06
17,28.148087739944458,-0.000233639,7.098e-06,-2.5e-07
18,29.706889867782593,-0.000232874,9.967e-06,-1.9922e-05
19,31.27187728881836,-0.000236877,2.261e-06,3.084e-05
20,32.840943813323975,-0.000244862,4.136e-06,1.8527e-05
21,34.40642023086548,-0.000237527,2.471e-06,7.786e-06
22,35.96683478355408,-0.000236353,-2.429e-06,-0.000196065
23,37.52980589866638,-0.000187529,4.659e-05,-4.917e-05
24,39.092878580093384,-0.000227372,-0.000846836,0.000678999
25,40.66056227684021,-0.000222405,-0.000119743,0.00011747
26,42.21648406982422,-0.000167304,5.3898e-05,-1.8756e-05
27,43.78137469291687,-0.000179733,-3.1409e-05,8.5329e-05
28,45.344287633895874,-0.000210102,5.7929e-05,-2.1587e-05
29,46.906808614730835,-5.8444e-05,0.000163161,-4.9347e-05
30,48.47262477874756,-0.000166445,-9.0878e-05,-0.000494914
31,50.0318877696991,-0.000147026,-2.3222e-05,6.7072e-05
32,51.60416555404663,-0.000265989,-8.0544e-05,-4.5641e-05
33,53.16576886177063,-8.5103e-05,3.1158e-05,1.273e-05
34,54.731722593307495,-0.00031782,0.000206746,3.4359e-05
35,56.295225620269775,-0.000251076,-7.132e-05,-3.2298e-05
36,57.85718107223511,-0.000130228,-9.1076e-05,-4.9191e-05
37,59.417476177215576,-0.00012678,-0.000221059,-0.000638011
38,60.98287343978882,-0.000426764,-0.000353972,-3.9708e-05
39,62.546998739242554,-0.000230778,0.000325788,5.02e-05
40,64.10299587249756,-0.000222813,0.000114801,1.0211e-05
41,65.66997289657593,-0.000380969,-2.9535e-05,-2.332e-06
42,67.23149800300598,-0.000211873,-9.11e-07,5.027e-06
43,68.80123519897461,-0.000230023,5.476e-06,-5.298e-06
44,70.36086225509644,-0.000249379,-1.4909e-05,6.328e-06
45,71.92096948623657,-0.0002411,-1.4532e-05,1.4759e-05
46,73.48980474472046,-0.000208394,-1.5799e-05,3.279e-06
47,75.05255627632141,-0.000397485,-2e-06,-1.3271e-05
48,76.61037397384644,-0.000225968,2.0175e-05,-2.998e-06
49,78.17541766166687,-0.000237851,-8.638e-06,-7.588e-06
50,79.74277520179749,-0.0002623,3.6812e-05,4.778e-06
51,81.30731153488159,-0.000258024,7.601e-06,4.153e-06
52,82.87109422683716,-0.000265664,1.5998e-05,5.527e-06
53,84.4324836730957,-0.000260141,4.355e-06,2.071e-06
54,85.99185371398926,-0.000251621,3.539e-06,5.589e-06
55,87.56189227104187,-0.000259041,5.58e-06,-5.621e-06
56,89.12086272239685,-0.000275336,4.565e-06,3.06e-06
57,90.68359136581421,-0.000261053,1.508e-06,3.206e-06
58,92.24402594566345,-0.000260162,3.392e-06,-6.516e-06
59,93.80855965614319,-0.000254692,1.8416e-05,1.0377e-05
60,95.3735773563385,-0.000307141,-4.418e-06,6.12e-06
61,96.9412784576416,-0.000260246,1.6291e-05,-5.079e-06
62,98.50288486480713,-0.000294053,3.361e-06,5.319e-06
63,100.06845879554749,-0.000257584,2.471e-06,5.048e-06
64,101.62352085113525,-0.000270348,2.827e-06,2.998e-06
65,103.18774342536926,-0.000259691,3.706e-06,-2.134e-06
66,104.75460171699524,-0.000261766,2.199e-06,2.6406e-05
67,106.32129526138306,-0.000259617,-2.659e-06,1.4478e-05
68,107.87972831726074,-0.000262405,-5.769e-06,-5.433e-06
69,109.44168901443481,-0.000249389,1.1213e-05,-0.000155139
70,111.01451754570007,-0.000154813,2.3431e-05,-4.882e-06
71,112.57658958435059,-0.000271323,8.491e-06,-1.176e-06
72,114.1411988735199,-0.000264343,-1.843e-06,1.259e-06
73,115.70402216911316,-0.000263065,8.79e-07,5.1e-07
74,117.2596526145935,-0.000262656,4.01e-06,5.319e-06
75,118.83099579811096,-0.000259135,8.91e-06,3.081e-06
76,120.39024901390076,-0.000258768,4.512e-06,2.3e-06
77,121.95790839195251,-0.000265653,1.225e-05,4.059e-06
78,123.52033257484436,-0.000259051,6.198e-06,1.957e-06
79,125.07581305503845,-0.00026253,5.675e-06,3.383e-06
80,126.640540599823,-0.00026295,2.419e-06,1.426e-06
81,128.21306586265564,-0.000260162,5.58e-06,1.228e-06
82,129.77198362350464,-0.000259198,2.8289e-05,-5.745e-06
83,131.33732414245605,-0.000259858,4.481e-06,7.963e-06
84,132.90119242668152,-0.00025968,-2.398e-06,3.768e-06
85,134.46517372131348,-0.000262363,5.622e-06,2.05e-06
86,136.02874422073364,-0.000262038,4.9e-06,4.684e-06
87,137.58848357200623,-0.000261661,4.136e-06,4.59e-06
88,139.15149307250977,-0.000259879,8.826e-06,1.4062e-05
89,140.7160918712616,-0.00026295,4.984e-06,-1.019e-05
90,142.2787642478943,-0.000261535,2.125e-06,0.01008277
91,143.8391420841217,-0.000254304,2.8991e-05,-1.8829e-05
92,145.40672969818115,-0.000234645,5.947e-06,5.2043e-05
