1757743201,0000004000000020,30157883562,3164,1577
1757743202,0000000200000080,30169305519,3164,1578
1757743205,0000001000000001,30190253139,3164,1579
1757743205,0000000100000080,30192542375,3164,1580
1757743213,0000000200000008,30276415914,3164,1581
1757743214,0000000800000040,30286063515,3164,1582
1757743214,0000008000000080,30287561473,3164,1583
1757743216,0000008000000008,30308669768,3164,1584
1757743221,0000001000000008,30353180485,3164,1585
1757743221,0000008000000001,30354074925,3164,1586
1757743222,0000008000000040,30360921433,3164,1587
1757743223,0000000800000004,30377431962,3164,1588
1757743225,0000000800000080,30396972800,3164,1589
1757743235,0000000800000001,30495810361,3163,1590
1757743241,0000008000000001,30556271032,3164,1591
1757743243,0000001000000080,30575625683,3164,1592
1757743244,0000008000000001,30582906492,3164,1593
1757743244,0000000100000020,30585293341,3164,1594
1757743246,0000000200000002,30604529428,3164,1595
1757743248,0000000200000080,30620400988,3164,1596
1757743248,0000002000000008,30629610159,3164,1597
1757743258,0000001000000080,30721674098,3164,1598
1757743258,0000002000000080,30723555803,3164,1599
1757743259,0000008000000010,30731430333,3164,1600
1757743261,0000001000000004,30758230462,3164,1601
1757743265,0000001000000008,30791393172,3165,1602
1757743267,0000000800000001,30817124035,3164,1603
1757743268,0000000800000080,30828826532,3164,1604
1757743271,0000000100000080,30853710573,3164,1605
1757743272,0000000200000080,30869444009,3164,1606
1757743275,0000000200000010,30893352866,3164,1607
1757743276,0000000800000001,30906393753,3164,1608
1757743277,0000000200000080,30918662455,3164,1609
1757743277,0000000200000080,30919045860,3164,1610
1757743284,0000000100000002,30982686866,3164,1611
1757743289,0000000400000001,31038483127,3164,1612
1757743290,0000002000000010,31040582356,3164,1613
1757743290,0000002000000020,31047968570,3164,1614
1757743294,0000000100000008,31081544209,3164,1615
1757743295,0000000200000040,31096375573,3164,1616
1757743300,0000000100000080,31148252224,3164,1617
1757743302,0000001000000080,31163510896,3164,1618
1757743305,0000004000000004,31195853081,3164,1619
1757743315,0000000400000001,31290174603,3164,1620
1757743315,0000004000000010,31291854339,3164,1621
1757743322,0000000800000008,31366034062,3164,1622
1757743324,0000000800000001,31388559043,3164,1623
1757743325,0000000200000040,31396220351,3165,1624
1757743328,0000000400000008,31422480545,3164,1625
1757743328,0000000200000004,31429147054,3164,1626
1757743334,0000002000000004,31481957923,3164,1627
1757743336,0000000200000008,31508063796,3164,1628
1757743337,0000000100000004,31512862192,3164,1629
1757743337,0000004000000001,31519582663,3164,1630
1757743339,0000000400000080,31532101035,3164,1631
1757743341,0000002000000020,31559293826,3164,1632
1757743342,0000001000000080,31559644072,3164,1633
1757743344,0000000800000004,31586298760,3164,1634
1757743347,0000000200000004,31612259371,3164,1635
1757743347,0000000800000010,31613185188,3164,1636
1757743350,0000000100000020,31642236330,3164,1637
1757743352,0000008000000004,31660392313,3164,1638
1757743353,0000000800000002,31673827175,3164,1639
1757743353,0000008000000010,31678718093,3164,1640
1757743361,0000000400000020,31752210986,3165,1641
1757743361,0000008000000002,31759550733,3164,1642
1757743367,0000008000000040,31817893008,3164,1643
1757743368,0000008000000020,31828934109,3164,1644
1757743369,0000000800000080,31829455616,3164,1645
1757743369,0000000400000008,31829655795,3164,1646
1757743369,0000000100000002,31832425269,3164,1647
1757743371,0000000100000002,31850758628,3164,1648
1757743378,0000004000000020,31923027240,3164,1649
1757743382,0000000800000008,31960889902,3164,1650
1757743393,0000004000000010,32074189248,3164,1651
1757743395,0000000200000001,32095354772,3163,1652
1757743396,0000001000000008,32104789943,3164,1653
1757743397,0000000800000008,32113209664,3164,1654
1757743398,0000000200000008,32126421514,3164,1655
1757743399,0000000200000080,32130855071,3164,1656
1757743405,0000004000000080,32195366585,3164,1657
1757743406,0000008000000080,32205609274,3164,1658
1757743411,0000001000000001,32257752445,3164,1659
1757743412,0000002000000001,32268209086,3164,1660
1757743416,0000001000000080,32303904886,3164,1661
1757743417,0000000800000020,32315235912,3164,1662
1757743420,0000004000000010,32341940126,3164,1663
1757743423,0000000800000010,32370238732,3165,1664
1757743425,0000000100000080,32391497611,3164,1665
1757743425,0000002000000001,32392171456,3164,1666
1757743425,0000000400000002,32395713515,3165,1667
1757743425,0000000800000080,32398773283,3164,1668
1757743431,0000000400000080,32457358925,3164,1669
1757743432,0000004000000080,32468802308,3164,1670
1757743435,0000008000000020,32497077519,3164,1671
1757743436,0000000200000004,32503442279,3164,1672
1757743437,0000000200000080,32515888065,3164,1673
1757743439,0000000800000080,32532076857,3164,1674
1757743441,0000000800000010,32559661209,3164,1675
1757743443,0000001000000008,32580474010,3164,1676
1757743444,0000008000000040,32580957234,3164,1677
1757743446,0000000100000008,32603237639,3164,1678
1757743447,0000002000000008,32613470307,3164,1679
1757743447,0000000800000004,32616544646,3164,1680
1757743452,0000008000000020,32660097379,3164,1681
1757743452,0000000800000002,32661078039,3164,1682
1757743453,0000002000000001,32672443190,3164,1683
1757743456,0000000400000001,32707370671,3164,1684
1757743458,0000000800000080,32720699614,3164,1685
1757743466,0000008000000001,32803574327,3164,1686
1757743466,0000000200000008,32807577254,3164,1687
1757743471,0000000800000008,32857095510,3164,1688
1757743472,0000000100000080,32867841709,3164,1689
1757743472,0000000800000001,32869420167,3165,1690
1757743479,0000000800000008,32939897228,3164,1691
1757743481,0000000800000008,32953994316,3163,1692
1757743482,0000001000000008,32965417460,3164,1693
1757743483,0000002000000010,32977918239,3164,1694
1757743486,0000000800000080,33001073487,3164,1695
1757743487,0000000200000010,33016363361,3164,1696
1757743489,0000000800000080,33032947978,3164,1697
1757743489,0000000100000020,33035153980,3164,1698
1757743496,0000008000000010,33101255181,3164,1699
1757743497,0000004000000020,33119001845,3164,1700
1757743499,0000004000000080,33136789738,3164,1701
1757743501,0000000800000001,33152864787,3164,1702
1757743501,0000004000000002,33159292731,3164,1703
1757743506,0000004000000040,33204258774,3164,1704
1757743507,0000000100000080,33218653549,3164,1705
