,V_e,V_m,fase,Re,Im
0,-2.5,1.08758e-12,105.186,-2.85107e-13,1.04983e-12
1,-2.45959595959596,1.11511e-12,136.428,-8.0869e-13,7.68278e-13
2,-2.419191919191919,2.52244e-13,137.886,-1.87407e-13,1.69199e-13
3,-2.378787878787879,1.1049e-12,157.5,-1.02141e-12,4.22775e-13
4,-2.3383838383838382,1.0112e-12,163.56,-9.70342e-13,2.85995e-13
5,-2.297979797979798,1.1875e-12,150.306,-1.03163e-12,5.87978e-13
6,-2.257575757575758,8.78856e-13,157.032,-8.09578e-13,3.42839e-13
7,-2.217171717171717,7.83821e-13,158.268,-7.2831e-13,2.89992e-13
8,-2.176767676767677,1.4202e-12,177.606,-1.41932e-12,5.90643e-14
9,-2.1363636363636362,8.6953e-13,172.248,-8.61981e-13,1.1724e-13
10,-2.095959595959596,8.70418e-13,177.984,-8.69974e-13,3.06424e-14
11,-2.0555555555555554,1.15553e-12,-178.332,-1.15553e-12,-3.3751e-14
12,-2.015151515151515,1.07559e-12,175.878,-1.07337e-12,7.7272e-14
13,-1.9747474747474747,1.25856e-12,170.214,-1.24079e-12,2.13608e-13
14,-1.9343434343434343,1.25811e-12,172.512,-1.2479e-12,1.6387e-13
15,-1.893939393939394,1.08003e-12,176.976,-1.0787e-12,5.63995e-14
16,-1.8535353535353534,1.04228e-12,171.486,-1.03163e-12,1.541e-13
17,-1.8131313131313131,1.29719e-12,174.942,-1.29231e-12,1.14132e-13
18,-1.7727272727272727,1.19727e-12,176.28,-1.19505e-12,7.7272e-14
19,-1.7323232323232323,1.07026e-12,161.934,-1.01786e-12,3.31292e-13
20,-1.6919191919191918,1.14753e-12,167.304,-1.12e-12,2.52244e-13
21,-1.6515151515151514,1.01519e-12,-173.478,-1.00898e-12,-1.15464e-13
22,-1.6111111111111112,8.32671e-13,177.798,-8.32671e-13,3.19746e-14
23,-1.5707070707070705,1.09424e-12,-177.612,-1.0938e-12,-4.57414e-14
24,-1.5303030303030303,1.14132e-12,166.356,-1.10934e-12,2.6912e-13
25,-1.4898989898989898,1.14975e-12,174.414,-1.14487e-12,1.11911e-13
26,-1.4494949494949494,1.27321e-12,164.748,-1.22836e-12,3.34845e-13
27,-1.409090909090909,1.12222e-12,176.97,-1.12089e-12,5.90643e-14
28,-1.3686868686868685,8.5976e-13,-179.064,-8.60204e-13,-1.4211e-14
29,-1.3282828282828283,1.12755e-12,159.12,-1.05427e-12,4.01902e-13
30,-1.2878787878787878,1.36114e-12,174.72,-1.35626e-12,1.25234e-13
31,-1.2474747474747474,9.40144e-13,151.428,-8.26009e-13,4.4942e-13
32,-1.207070707070707,1.0636e-12,174.66,-1.05916e-12,9.90323e-14
33,-1.1666666666666665,1.69776e-12,172.476,-1.68355e-12,2.22045e-13
34,-1.126262626262626,6.22617e-13,-147.264,-5.24029e-13,-3.37065e-13
35,-1.0858585858585856,1.09646e-12,166.254,-1.06538e-12,2.60238e-13
36,-1.0454545454545454,1.2368e-12,176.028,-1.23413e-12,8.52656e-14
37,-1.005050505050505,5.89754e-13,167.67,-5.76431e-13,1.25678e-13
38,-0.9646464646464645,1.04051e-12,163.92,-1.00054e-12,2.88216e-13
39,-0.9242424242424241,1.25678e-12,157.614,-1.16263e-12,4.78288e-13
40,-0.8838383838383836,1.03562e-12,-173.568,-1.02941e-12,-1.16352e-13
41,-0.8434343434343432,3.80586e-13,161.04,-3.60158e-13,1.23458e-13
42,-0.803030303030303,1.12089e-12,170.502,-1.10623e-12,1.84742e-13
43,-0.7626262626262625,1.00232e-12,160.842,-9.47249e-13,3.28628e-13
44,-0.7222222222222221,1.02719e-12,159.114,-9.60128e-13,3.65931e-13
45,-0.6818181818181817,1.02319e-12,162.834,-9.77891e-13,3.01538e-13
46,-0.6414141414141412,1.02274e-12,173.058,-1.01564e-12,1.23458e-13
47,-0.6010101010101008,1.0827e-12,178.272,-1.0827e-12,3.24187e-14
48,-0.5606060606060606,1.12577e-12,168.768,-1.10446e-12,2.18937e-13
49,-0.5202020202020201,7.66946e-13,166.812,-7.46962e-13,1.74972e-13
50,-0.47979797979797967,9.13943e-13,154.17,-8.23345e-13,3.97906e-13
51,-0.439393939393939,1.03385e-12,167.136,-1.00853e-12,2.3004e-13
52,-0.3989898989898988,1.01919e-12,151.938,-8.99728e-13,4.7962e-13
53,-0.35858585858585856,7.56731e-13,169.086,-7.43409e-13,1.42998e-13
54,-0.3181818181818179,9.80112e-13,163.872,-9.4192e-13,2.72228e-13
55,-0.2777777777777777,6.59032e-13,153.486,-5.90198e-13,2.93989e-13
56,-0.23737373737373701,8.88182e-13,144.744,-7.25645e-13,5.12927e-13
57,-0.1969696969696968,8.5754e-13,154.776,-7.76715e-13,3.65487e-13
58,-0.15656565656565657,9.1261e-13,147.222,-7.67834e-13,4.94275e-13
59,-0.11616161616161591,6.98556e-13,165.75,-6.77684e-13,1.71863e-13
60,-0.07575757575757569,9.36147e-13,140.964,-7.27422e-13,5.89754e-13
61,-0.035353535353535026,4.15225e-13,124.674,-2.36701e-13,3.41506e-13
62,0.005050505050505194,5.96859e-13,122.454,-3.20634e-13,5.03601e-13
63,0.04545454545454586,7.36303e-13,115.29,-3.14861e-13,6.65693e-13
64,0.08585858585858608,7.36747e-13,117.732,-3.43283e-13,6.52371e-13
65,0.1262626262626263,2.74893e-13,77.466,5.95084e-14,2.68232e-13
66,0.16666666666666696,4.09896e-13,52.896,2.46915e-13,3.26851e-13
67,0.20707070707070718,9.33482e-13,106.932,-2.72228e-13,8.93067e-13
68,0.24747474747474785,7.29198e-13,67.182,2.82887e-13,6.72355e-13
69,0.28787878787878807,1.2026e-12,79.254,2.24266e-13,1.18173e-12
70,0.32828282828282873,1.06049e-12,73.512,3.0065e-13,1.01653e-12
71,0.36868686868686895,9.50358e-13,69.69,3.2996e-13,8.91291e-13
72,0.40909090909090917,1.13776e-12,63.9,5.00492e-13,1.02186e-12
73,0.44949494949494984,1.36691e-12,62.718,6.26613e-13,1.21459e-12
74,0.48989898989899006,2.06947e-12,51.204,1.29675e-12,1.61294e-12
75,0.5303030303030307,1.85853e-12,61.914,8.74859e-13,1.63914e-12
76,0.5707070707070709,1.32339e-12,57.528,7.10546e-13,1.11645e-12
77,0.6111111111111112,1.67556e-12,51.72,1.03784e-12,1.3154e-12
78,0.6515151515151518,1.77548e-12,41.034,1.33894e-12,1.1653e-12
79,0.691919191919192,2.12187e-12,46.992,1.44729e-12,1.55165e-12
80,0.7323232323232327,2.15118e-12,47.922,1.44152e-12,1.59651e-12
81,0.7727272727272729,2.17205e-12,52.542,1.32073e-12,1.72396e-12
82,0.8131313131313136,2.46426e-12,48.282,1.63958e-12,1.83943e-12
83,0.8535353535353538,2.52955e-12,41.91,1.88251e-12,1.68977e-12
84,0.893939393939394,2.61481e-12,45.444,1.83455e-12,1.86341e-12
85,0.9343434343434347,2.66233e-12,42.582,1.95978e-12,1.80123e-12
86,0.9747474747474749,2.70052e-12,43.824,1.94823e-12,1.87007e-12
87,1.0151515151515156,2.71295e-12,40.512,2.06281e-12,1.76215e-12
88,1.0555555555555558,2.75958e-12,35.952,2.23378e-12,1.62004e-12
89,1.0959595959595965,3.03181e-12,42.636,2.23023e-12,2.05348e-12
90,1.1363636363636367,3.07755e-12,42.546,2.26709e-12,2.08102e-12
91,1.176767676767677,3.07933e-12,42.774,2.26043e-12,2.09079e-12
92,1.2171717171717176,3.18102e-12,40.158,2.4314e-12,2.05171e-12
93,1.2575757575757578,3.22144e-12,37.584,2.55308e-12,1.96466e-12
94,1.2979797979797985,3.29071e-12,42.432,2.42918e-12,2.22046e-12
95,1.3383838383838387,3.64156e-12,44.268,2.60771e-12,2.54198e-12
96,1.378787878787879,3.42439e-12,38.814,2.6681e-12,2.1463e-12
97,1.4191919191919196,3.75436e-12,39.324,2.90436e-12,2.37944e-12
98,1.4595959595959598,3.40263e-12,36.54,2.73383e-12,2.0255e-12
