,V_e,V_m,fase,Re,Im
0,-2.5,9.0106e-13,109.392,-2.99318e-13,8.4999e-13
1,-2.45959595959596,9.20604e-13,136.806,-6.71466e-13,6.30166e-13
2,-2.419191919191919,8.45549e-13,154.716,-7.65169e-13,3.61046e-13
3,-2.378787878787879,8.51767e-13,137.856,-6.31942e-13,5.71546e-13
4,-2.3383838383838382,6.25281e-13,117.03,-2.84663e-13,5.57335e-13
5,-2.297979797979798,5.59556e-13,-157.098,-5.16035e-13,-2.18049e-13
6,-2.257575757575758,7.90926e-13,150.042,-6.85677e-13,3.94797e-13
7,-2.217171717171717,9.62348e-13,152.424,-8.53543e-13,4.44979e-13
8,-2.176767676767677,9.17495e-13,144.774,-7.49626e-13,5.28914e-13
9,-2.1363636363636362,1.02541e-12,146.49,-8.55319e-13,5.66217e-13
10,-2.095959595959596,7.4785e-13,134.19,-5.21808e-13,5.36463e-13
11,-2.0555555555555554,9.87661e-13,145.17,-8.11354e-13,5.63997e-13
12,-2.015151515151515,7.74939e-13,136.71,-5.63997e-13,5.31134e-13
13,-1.9747474747474747,9.3215e-13,154.05,-8.38444e-13,4.07676e-13
14,-1.9343434343434343,1.26522e-12,153.804,-1.13599e-12,5.58224e-13
15,-1.893939393939394,8.12687e-13,133.308,-5.58224e-13,5.9153e-13
16,-1.8535353535353534,7.74495e-13,133.572,-5.34243e-13,5.60888e-13
17,-1.8131313131313131,6.58588e-13,148.362,-5.61332e-13,3.45503e-13
18,-1.7727272727272727,7.55843e-13,134.556,-5.3069e-13,5.38684e-13
19,-1.7323232323232323,9.62792e-13,133.752,-6.66137e-13,6.95447e-13
20,-1.6919191919191918,8.87738e-13,146.376,-7.39412e-13,4.9161e-13
21,-1.6515151515151514,5.37796e-13,153.912,-4.83617e-13,2.36257e-13
22,-1.6111111111111112,9.41476e-13,153.282,-8.41108e-13,4.23219e-13
23,-1.5707070707070705,8.14463e-13,136.41,-5.90198e-13,5.61332e-13
24,-1.5303030303030303,9.25489e-13,141.39,-7.23425e-13,5.77319e-13
25,-1.4898989898989898,8.61537e-13,145.86,-7.13655e-13,4.83617e-13
26,-1.4494949494949494,1.20038e-12,141.426,-9.39256e-13,7.48294e-13
27,-1.409090909090909,1.09957e-12,158.844,-1.0263e-12,3.96573e-13
28,-1.3686868686868685,9.59684e-13,152.652,-8.52655e-13,4.40538e-13
29,-1.3282828282828283,8.2823e-13,140.976,-6.43933e-13,5.21364e-13
30,-1.2878787878787878,8.12687e-13,140.058,-6.23505e-13,5.21808e-13
31,-1.2474747474747474,1.19327e-12,148.872,-1.02186e-12,6.16843e-13
32,-1.207070707070707,9.0639e-13,135.072,-6.42156e-13,6.39936e-13
33,-1.1666666666666665,1.537e-12,119.586,-7.59396e-13,1.33672e-12
34,-1.126262626262626,5.33355e-13,152.238,-4.72514e-13,2.48248e-13
35,-1.0858585858585856,8.73527e-13,156.39,-8.00696e-13,3.49944e-13
36,-1.0454545454545454,1.06893e-12,156.018,-9.77003e-13,4.34321e-13
37,-1.005050505050505,7.36303e-13,151.662,-6.48374e-13,3.495e-13
38,-0.9646464646464645,8.64201e-13,140.1,-6.63029e-13,5.54227e-13
39,-0.9242424242424241,7.7938e-13,129.066,-4.9161e-13,6.04853e-13
40,-0.8838383838383836,1.34338e-12,153.714,-1.20482e-12,5.94195e-13
41,-0.8434343434343432,1.13243e-12,162.09,-1.07781e-12,3.48168e-13
42,-0.803030303030303,8.33115e-13,138.618,-6.25725e-13,5.50674e-13
43,-0.7626262626262625,9.04169e-13,161.304,-8.57096e-13,2.89548e-13
44,-0.7222222222222221,8.57096e-13,148.398,-7.3053e-13,4.48976e-13
45,-0.6818181818181817,8.53099e-13,159.372,-7.9892e-13,3.00206e-13
46,-0.6414141414141412,7.34527e-13,145.422,-6.05297e-13,4.16557e-13
47,-0.6010101010101008,8.30894e-13,148.248,-7.06993e-13,4.36986e-13
48,-0.5606060606060606,9.55687e-13,139.014,-7.21648e-13,6.26613e-13
