,V_e,V_m,fase,Re,Im
0,-2.5,9.97875e-13,136.53,-7.24313e-13,6.86565e-13
1,-2.45959595959596,8.17128e-13,158.214,-7.59396e-13,3.02871e-13
2,-2.419191919191919,7.02109e-13,-174.222,-6.99e-13,-7.10547e-14
3,-2.378787878787879,1.6458e-12,152.808,-1.46461e-12,7.51847e-13
4,-2.3383838383838382,1.94956e-13,-155.358,-1.77637e-13,-8.17128e-14
5,-2.297979797979798,1.99042e-12,148.884,-1.70442e-12,1.02852e-12
6,-2.257575757575758,8.65533e-13,177.0,-8.64645e-13,4.52973e-14
7,-2.217171717171717,9.75671e-13,155.418,-8.87738e-13,4.05899e-13
8,-2.176767676767677,9.42364e-13,153.408,-8.43329e-13,4.21886e-13
9,-2.1363636363636362,9.50802e-13,164.112,-9.14831e-13,2.60238e-13
10,-2.095959595959596,1.17596e-12,175.614,-1.17329e-12,8.97065e-14
11,-2.0555555555555554,1.36691e-12,146.466,-1.13998e-12,7.54955e-13
12,-2.015151515151515,9.04169e-13,152.124,-7.99808e-13,4.22775e-13
13,-1.9747474747474747,8.06914e-13,170.544,-7.967e-13,1.32339e-13
14,-1.9343434343434343,1.21015e-12,163.752,-1.16219e-12,3.38398e-13
15,-1.893939393939394,1.10446e-12,156.438,-1.01297e-12,4.41426e-13
16,-1.8535353535353534,9.84109e-13,154.656,-8.89958e-13,4.20998e-13
17,-1.8131313131313131,1.10268e-12,169.092,-1.08314e-12,2.08279e-13
18,-1.7727272727272727,1.0414e-12,155.754,-9.49914e-13,4.27216e-13
19,-1.7323232323232323,1.29231e-12,155.124,-1.17285e-12,5.43569e-13
20,-1.6919191919191918,1.01519e-12,168.696,-9.95655e-13,1.98953e-13
21,-1.6515151515151514,1.16308e-12,168.312,-1.13954e-12,2.35369e-13
22,-1.6111111111111112,9.73006e-13,169.68,-9.57907e-13,1.74084e-13
23,-1.5707070707070705,1.06227e-12,178.542,-1.06227e-12,2.66455e-14
24,-1.5303030303030303,9.65901e-13,166.776,-9.41032e-13,2.20713e-13
25,-1.4898989898989898,9.60572e-13,147.324,-8.0869e-13,5.18256e-13
26,-1.4494949494949494,1.10002e-12,172.2,-1.09025e-12,1.49215e-13
27,-1.409090909090909,9.27265e-13,156.354,-8.4999e-13,3.71704e-13
28,-1.3686868686868685,1.17773e-12,166.566,-1.14576e-12,2.73561e-13
29,-1.3282828282828283,1.01386e-12,167.478,-9.90326e-13,2.19825e-13
30,-1.2878787878787878,1.15286e-12,164.544,-1.11156e-12,3.07311e-13
31,-1.2474747474747474,1.02496e-12,164.922,-9.90326e-13,2.66455e-13
32,-1.207070707070707,9.85885e-13,154.032,-8.86406e-13,4.31212e-13
33,-1.1666666666666665,1.08092e-12,171.096,-1.06849e-12,1.66978e-13
34,-1.126262626262626,1.04539e-12,161.868,-9.93879e-13,3.25075e-13
35,-1.0858585858585856,9.37479e-13,158.256,-8.71306e-13,3.47279e-13
36,-1.0454545454545454,1.02452e-12,169.368,-1.0072e-12,1.88739e-13
37,-1.005050505050505,1.02674e-12,149.124,-8.81521e-13,5.26693e-13
38,-0.9646464646464645,7.35859e-13,-178.86,-7.36303e-13,-1.50991e-14
39,-0.9242424242424241,9.76559e-13,162.69,-9.33038e-13,2.90436e-13
40,-0.8838383838383836,1.68932e-12,152.562,-1.4997e-12,7.78936e-13
41,-0.8434343434343432,1.13332e-12,163.638,-1.08803e-12,3.19302e-13
42,-0.803030303030303,1.16619e-12,163.092,-1.11645e-12,3.39286e-13
43,-0.7626262626262625,9.43252e-13,176.964,-9.42364e-13,4.97382e-14
44,-0.7222222222222221,9.8855e-13,158.034,-9.17495e-13,3.69928e-13
45,-0.6818181818181817,1.0112e-12,146.67,-8.45105e-13,5.55559e-13
46,-0.6414141414141412,9.74339e-13,175.566,-9.71674e-13,7.50515e-14
47,-0.6010101010101008,1.18484e-12,158.748,-1.1049e-12,4.29436e-13
48,-0.5606060606060606,1.25856e-12,176.616,-1.25722e-12,7.41633e-14
49,-0.5202020202020201,9.67233e-13,152.838,-8.60648e-13,4.41426e-13
50,-0.47979797979797967,1.05738e-12,162.468,-1.00898e-12,3.18414e-13
51,-0.439393939393939,1.11556e-12,179.712,-1.116e-12,5.3291e-15
52,-0.3989898989898988,9.77003e-13,165.744,-9.47693e-13,2.40254e-13
53,-0.35858585858585856,1.12488e-12,162.678,-1.07426e-12,3.34845e-13
54,-0.3181818181818179,8.73083e-13,159.42,-8.18016e-13,3.06867e-13
55,-0.2777777777777777,1.14043e-12,165.912,-1.10668e-12,2.77557e-13
56,-0.23737373737373701,9.05945e-13,144.624,-7.38968e-13,5.24473e-13
57,-0.1969696969696968,1.01742e-12,154.902,-9.21936e-13,4.31212e-13
58,-0.15656565656565657,7.816e-13,154.68,-7.06993e-13,3.33957e-13
59,-0.11616161616161591,1.0485e-12,149.91,-9.07722e-13,5.25805e-13
60,-0.07575757575757569,8.18904e-13,174.306,-8.15351e-13,8.12688e-14
61,-0.035353535353535026,9.13943e-13,139.758,-6.98112e-13,5.90198e-13
62,0.005050505050505194,9.48581e-13,138.888,-7.14987e-13,6.23505e-13
63,0.04545454545454586,6.09738e-13,138.564,-4.57415e-13,4.03235e-13
64,0.08585858585858608,6.79904e-13,137.046,-4.98272e-13,4.63633e-13
65,0.1262626262626263,7.5007e-13,134.154,-5.22696e-13,5.3824e-13
66,0.16666666666666696,7.28754e-13,123.756,-4.05011e-13,6.05741e-13
67,0.20707070707070718,7.70942e-13,107.508,-2.3226e-13,7.34971e-13
68,0.24747474747474785,6.38604e-13,92.124,-2.39809e-14,6.3816e-13
69,0.28787878787878807,8.83741e-13,106.584,-2.52688e-13,8.46882e-13
70,0.32828282828282873,9.51246e-13,97.932,-1.31451e-13,9.4192e-13
71,0.36868686868686895,1.12844e-12,76.368,2.65567e-13,1.09691e-12
72,0.40909090909090917,9.03281e-13,87.102,4.52973e-14,9.02393e-13
73,0.44949494949494984,1.17818e-12,99.864,-2.02506e-13,1.16086e-12
74,0.48989898989899006,1.40244e-12,74.466,3.75257e-13,1.35093e-12
75,0.5303030303030307,1.33227e-12,63.372,5.96859e-13,1.19105e-12
76,0.5707070707070709,1.1955e-12,51.96,7.36747e-13,9.4192e-13
77,0.6111111111111112,1.21992e-12,61.032,5.90642e-13,1.0676e-12
