T,M,E,X,C
2.25,0.691441408237527,-1.467624244928566,19.31319914556479,1.8508048344080934
2.2642857142857142,0.6352270139583915,-1.4373447427509551,42.75142679499052,1.9151464521907389
2.2785714285714285,0.4992923214286246,-1.3998257279539703,147.5784829422331,2.3375867904502767
2.2928571428571427,0.48011812770131407,-1.3748241885541834,121.84276714743699,2.263923149339479
2.3071428571428574,0.24894520455071342,-1.3282199335106573,106.15753928271685,1.7702367172927025
2.3214285714285716,0.2642946948847188,-1.3115951398644856,112.51808997296598,1.7489809377123309
2.335714285714286,0.16538861034580626,-1.2838473405277773,63.38510746563128,1.5597665964335714
2.35,0.14342885032989883,-1.2646187274094038,43.338500760659315,1.384501723185887
2.3642857142857143,0.13194901836501347,-1.2466197797651093,32.98052523501004,1.1851629131703434
2.3785714285714286,0.11830216106895178,-1.2287538885856224,35.300713004810234,1.2219062215797678
2.392857142857143,0.10770311347697348,-1.2129081263330397,23.16977939378273,1.137164313442667
2.4071428571428575,0.09405715902611712,-1.1960600908635648,21.0232563524797,1.1348276900298149
2.4214285714285717,0.09111288152311105,-1.1811485196150653,20.569544279853087,1.0353305710135898
2.435714285714286,0.08396279743354608,-1.166044599704163,15.233827839322052,0.9491762755538915
2.45,0.0753282398025684,-1.1528344842109453,13.93733548060175,0.9725791184101568
