,V_m,fase,Re,Im
0,3.41062e-12,-48.096,2.27375e-12,-2.61481e-12
1,1.59162e-12,27.642,1.36425e-12,6.82124e-13
2,2.38744e-12,-46.08,1.70531e-12,-1.819e-12
3,7.95811e-13,157.38,-9.09502e-13,2.27375e-13
4,1.02319e-12,45.0,7.95811e-13,7.95811e-13
5,1.93269e-12,-103.572,-5.68438e-13,-2.04638e-12
6,3.06956e-12,-63.438,1.36425e-12,-2.84218e-12
7,1.13688e-13,26.562,1.13688e-13,0.0
8,3.86538e-12,-40.812,2.84218e-12,-2.61481e-12
9,2.84218e-12,-90.0,0.0,-2.95587e-12
10,1.02319e-12,-32.736,9.09502e-13,-6.82124e-13
11,3.41062e-13,38.658,2.27375e-13,2.27375e-13
12,2.7285e-12,-24.678,2.38744e-12,-1.13688e-12
13,2.38744e-12,42.798,1.70531e-12,1.59162e-12
14,1.819e-12,-57.996,9.09502e-13,-1.70531e-12
15,1.25056e-12,6.012,1.25056e-12,1.13688e-13
16,2.38744e-12,-141.582,-2.04638e-12,-1.59162e-12
17,2.16006e-12,-83.088,2.27375e-13,-2.27375e-12
18,1.70531e-12,-51.006,1.02319e-12,-1.47794e-12
19,9.09502e-13,176.184,-1.02319e-12,0.0
20,2.16006e-12,45.0,1.47794e-12,1.47794e-12
21,2.27375e-12,-85.098,1.13688e-13,-2.38744e-12
22,2.7285e-12,-80.31,4.54751e-13,-2.84218e-12
23,2.7285e-12,-73.302,7.95811e-13,-2.7285e-12
24,1.36425e-12,7.764,1.36425e-12,1.13688e-13
25,2.95587e-12,-11.562,2.84218e-12,-6.82124e-13
26,1.36425e-12,-39.474,1.02319e-12,-1.02319e-12
27,5.68438e-13,-11.31,5.68438e-13,-2.27375e-13
28,2.7285e-12,-88.602,0.0,-2.84218e-12
29,5.68438e-13,-83.658,0.0,-6.82124e-13
30,1.02319e-12,-55.302,5.68438e-13,-9.09502e-13
31,2.50112e-12,-52.254,1.59162e-12,-2.16006e-12
32,3.86538e-12,-2.964,3.86538e-12,-2.27375e-13
33,3.75169e-12,-26.112,3.29693e-12,-1.70531e-12
34,3.06956e-12,-13.446,2.95587e-12,-7.95811e-13
35,1.59162e-12,-16.926,1.47794e-12,-5.68438e-13
36,2.27375e-13,104.034,-1.13688e-13,2.27375e-13
37,1.47794e-12,-23.202,1.36425e-12,-6.82124e-13
38,2.04638e-12,-57.804,1.02319e-12,-1.819e-12
39,1.36425e-12,19.29,1.25056e-12,4.54751e-13
40,2.50112e-12,-66.036,1.02319e-12,-2.50112e-12
41,1.93269e-12,-66.798,7.95811e-13,-1.93269e-12
42,4.09275e-12,-10.956,4.09275e-12,-9.09502e-13
43,5.11594e-12,-1.488,5.11594e-12,-2.27375e-13
44,3.18325e-12,-41.634,2.38744e-12,-2.16006e-12
45,2.16006e-12,-78.024,4.54751e-13,-2.27375e-12
46,3.63801e-12,27.03,3.18325e-12,1.59162e-12
47,6.02543e-12,-11.436,5.91174e-12,-1.25056e-12
48,5.22962e-12,5.004,5.22962e-12,4.54751e-13
49,5.79806e-12,-28.926,5.00225e-12,-2.84218e-12
50,5.11594e-12,0.0,5.11594e-12,0.0
51,6.70755e-12,-13.206,6.48018e-12,-1.59162e-12
52,9.32238e-12,-11.148,9.095e-12,-1.819e-12
53,8.52657e-12,-2.238,8.52657e-12,-3.41062e-13
54,1.01182e-11,-25.896,9.095e-12,-4.5475e-12
55,9.32238e-12,-11.55,9.095e-12,-1.93269e-12
56,1.20509e-11,-5.052,1.20509e-11,-1.13688e-12
57,9.32238e-12,-0.408,9.32238e-12,-1.13688e-13
58,1.40972e-11,2.688,1.40972e-11,5.68438e-13
59,1.18235e-11,-1.278,1.18235e-11,-3.41062e-13
