,t,V1,V2
0,201.66872668266296,-0.000172824,-0.000191323
1,202.71305799484253,-0.000164647,-0.000197652
2,203.7609829902649,-0.000158114,-0.0002035
3,204.80495810508728,-0.00015357,-0.000208058
4,205.8490822315216,-0.000150754,-0.000211139
5,206.89420795440674,-0.000148712,-0.000213225
6,207.9396698474884,-0.000147226,-0.000214514
7,208.98439288139343,-0.000146441,-0.000215247
8,210.02934503555298,-0.000145697,-0.000215708
9,211.0750527381897,-0.000145048,-0.000215897
10,212.12050557136536,-0.000144556,-0.000216662
11,213.16531705856323,-0.000144608,-0.000216809
12,214.21019959449768,-0.000144137,-0.000217186
13,215.25396060943604,-0.000143959,-0.00021639
14,216.29829216003418,-0.000143478,-0.000216924
15,217.34186720848083,-0.000143342,-0.000216578
16,218.3865933418274,-0.000143069,-0.000217176
17,219.43145751953125,-0.000142944,-0.000216568
18,220.47609043121338,-0.000142671,-0.000216861
19,221.51976609230042,-0.000142431,-0.000217385
20,222.5633795261383,-0.000142284,-0.00021683
21,223.6074423789978,-0.000142033,-0.000216662
22,224.65207028388977,-0.0001413,-0.000217249
23,225.6960470676422,-0.00014153,-0.000217343
24,226.74040007591248,-0.000141185,-0.000216976
25,227.7844717502594,-0.000141227,-0.000217134
26,228.82866740226746,-0.000140839,-0.000217626
27,229.8735067844391,-0.000140693,-0.000217176
28,230.91873049736023,-0.000140693,-0.000217207
29,231.9630777835846,-0.000140232,-0.000217364
30,233.00894117355347,-0.000140159,-0.000217134
31,234.0536630153656,-0.000139949,-0.000217039
32,235.09936261177063,-0.000139991,-0.000216914
33,236.14367747306824,-0.000139625,-0.000217092
34,237.18786931037903,-0.000139531,-0.00021705
35,238.2322075366974,-0.000139237,-0.00021728
36,239.27601218223572,-0.000139227,-0.000217217
37,240.31998443603516,-0.000138955,-0.000217563
38,241.3647747039795,-0.000138766,-0.000217228
39,242.4099998474121,-0.000138777,-0.000217563
40,243.45406794548035,-0.000138662,-0.000217532
41,244.49754118919373,-0.000138379,-0.000217479
42,245.54231691360474,-0.000138096,-0.000216997
43,246.58605027198792,-0.000138065,-0.000217071
44,247.6305148601532,-0.000137793,-0.000217144
45,248.67387533187866,-0.000137646,-0.000217155
46,249.71884894371033,-0.000137761,-0.000217584
47,250.7629587650299,-0.000137374,-0.000217123
48,251.80686974525452,-0.000137259,-0.000216966
49,252.85302805900574,-0.000137154,-0.0002175
50,253.8984637260437,-0.000136976,-0.000217364
51,254.94367718696594,-0.000137091,-0.000217385
52,255.98829984664917,-0.000136662,-0.000217029
53,257.0340094566345,-0.000136515,-0.000217322
54,258.0792818069458,-0.000136421,-0.000217427
55,259.12405347824097,-0.000136138,-0.000217081
56,260.1680362224579,-0.000136096,-0.000217197
57,261.21205139160156,-0.000136002,-0.000217438
58,262.25540375709534,-0.000136002,-0.000217595
59,263.2994487285614,-0.00013596,-0.000217479
60,264.3409252166748,-0.000135625,-0.00021706
61,265.3850266933441,-0.000135699,-0.000217459
62,266.4284610748291,-0.000135657,-0.000217574
63,267.4745247364044,-0.000135102,-0.000217385
64,268.5157051086426,-0.000135207,-0.000218003
65,269.56523036956787,-0.000134934,-0.000217385
66,270.60946774482727,-0.000134955,-0.000217972
67,271.6538004875183,-0.000134819,-0.000217888
68,272.69606733322144,-0.000134756,-0.000217647
69,273.74363231658936,-0.000134442,-0.000218569
70,274.7885892391205,-0.000134662,-0.000218265
71,275.83332681655884,-0.000134055,-0.0002177
72,276.87934398651123,-0.000134149,-0.000217888
73,277.92433309555054,-0.000134254,-0.000218014
74,278.9696457386017,-0.000133982,-0.000217794
75,280.01478004455566,-0.000133971,-0.000217867
76,281.0598213672638,-0.000134055,-0.000218496
77,282.1054768562317,-0.000133856,-0.000217993
78,283.1493785381317,-0.000134107,-0.000218255
79,284.19288539886475,-0.000133783,-0.000218213
80,285.23657727241516,-0.000133887,-0.000218255
81,286.2807683944702,-0.000133605,-0.000218569
82,287.3267216682434,-0.000133175,-0.00021859
83,288.3708117008209,-0.00013327,-0.000218307
84,289.4145040512085,-0.000133353,-0.000218789
85,290.458767414093,-0.000133353,-0.000219135
86,291.5035982131958,-0.000133133,-0.00021859
87,292.5478165149689,-0.000133154,-0.000218496
88,293.5917727947235,-0.000132956,-0.000218569
89,294.6356098651886,-0.000133102,-0.000218423
90,295.67982745170593,-0.000132966,-0.000218328
91,296.7239589691162,-0.000132736,-0.000218852
92,297.76952958106995,-0.000132861,-0.000218716
93,298.81423115730286,-0.00013283,-0.000218968
94,299.85991525650024,-0.000132411,-0.000218968
95,300.9046733379364,-0.000132631,-0.000218444
