Record Length,2.500000e+03,,  -0.002500000000,  -5.12000,
Sample Interval,2.000000e-07,,  -0.002499800000,  -5.12000,
Trigger Point,1.249999985392e+04,,  -0.002499600000,  -5.12000,
,,,  -0.002499400000,  -5.12000,
,,,  -0.002499200000,  -5.12000,
,,,  -0.002499000000,  -5.12000,
Source,REF1,,  -0.002498800000,  -5.12000,
Vertical Units,V,,  -0.002498600000,  -5.12000,
Vertical Scale,1.000000e+00,,  -0.002498400000,  -5.12000,
Vertical Offset,0.000000e+00,,  -0.002498200000,  -5.12000,
Horizontal Units,s,,  -0.002498000000,  -5.12000,
Horizontal Scale,5.000000e-05,,  -0.002497800000,  -5.12000,
Pt Fmt,Y,,  -0.002497600000,  -5.12000,
Yzero,0.000000e+00,,  -0.002497400000,  -5.12000,
Probe Atten,1.000000e+01,,  -0.002497200000,  -5.12000,
Model Number,TBS1052B-EDU,,  -0.002497000000,  -5.12000,
Serial Number,C017041,,  -0.002496800000,  -5.12000,
Firmware Version,FV:v4.06,,  -0.002496600000,  -5.12000,
,,,-00.002496400000,  -5.12000,
,,,-00.002496200000,  -5.12000,
,,,-00.002496000000,  -5.12000,
,,,-00.002495800000,  -5.12000,
,,,-00.002495600000,  -5.12000,
,,,-00.002495400000,  -5.12000,
,,,-00.002495200000,  -5.12000,
,,,-00.002495000000,  -5.12000,
,,,-00.002494800000,  -5.12000,
,,,-00.002494600000,  -5.12000,
,,,-00.002494400000,  -5.12000,
,,,-00.002494200000,  -5.12000,
,,,-00.002494000000,  -5.12000,
,,,-00.002493800000,  -5.12000,
,,,-00.002493600000,  -5.12000,
,,,-00.002493400000,  -5.12000,
,,,-00.002493200000,  -5.12000,
,,,-00.002493000000,  -5.12000,
,,,-00.002492800000,  -5.12000,
,,,-00.002492600000,  -5.12000,
,,,-00.002492400000,  -5.12000,
,,,-00.002492200000,  -5.12000,
,,,-00.002492000000,  -5.12000,
,,,-00.002491800000,  -5.12000,
,,,-00.002491600000,  -5.12000,
,,,-00.002491400000,  -5.12000,
,,,-00.002491200000,  -5.12000,
,,,-00.002491000000,  -5.12000,
,,,-00.002490800000,  -5.12000,
,,,-00.002490600000,  -5.12000,
,,,-00.002490400000,  -5.12000,
,,,-00.002490200000,  -5.12000,
,,,-00.002490000000,  -5.12000,
,,,-00.002489800000,  -5.12000,
,,,-00.002489600000,  -5.12000,
,,,-00.002489400000,  -5.12000,
,,,-00.002489200000,  -5.12000,
,,,-00.002489000000,  -5.12000,
,,,-00.002488800000,  -5.12000,
,,,-00.002488600000,  -5.12000,
,,,-00.002488400000,  -5.12000,
,,,-00.002488200000,  -5.12000,
,,,-00.002488000000,  -5.12000,
,,,-00.002487800000,  -5.12000,
,,,-00.002487600000,  -5.12000,
,,,-00.002487400000,  -5.12000,
,,,-00.002487200000,  -5.12000,
,,,-00.002487000000,  -5.12000,
,,,-00.002486800000,  -5.12000,
,,,-00.002486600000,  -5.12000,
,,,-00.002486400000,  -5.12000,
,,,-00.002486200000,  -5.12000,
,,,-00.002486000000,  -5.12000,
,,,-00.002485800000,  -5.12000,
,,,-00.002485600000,  -5.12000,
,,,-00.002485400000,  -5.12000,
,,,-00.002485200000,  -5.12000,
,,,-00.002485000000,  -5.12000,
,,,-00.002484800000,  -5.12000,
,,,-00.002484600000,  -5.12000,
,,,-00.002484400000,  -5.12000,
,,,-00.002484200000,  -5.12000,
,,,-00.002484000000,  -5.12000,
,,,-00.002483800000,  -5.12000,
,,,-00.002483600000,  -5.12000,
,,,-00.002483400000,  -5.12000,
,,,-00.002483200000,  -5.12000,
,,,-00.002483000000,  -5.12000,
,,,-00.002482800000,  -5.12000,
,,,-00.002482600000,  -5.12000,
,,,-00.002482400000,  -5.12000,
,,,-00.002482200000,  -5.12000,
,,,-00.002482000000,  -5.12000,
,,,-00.002481800000,  -5.12000,
,,,-00.002481600000,  -5.12000,
,,,-00.002481400000,  -5.12000,
,,,-00.002481200000,  -5.12000,
,,,-00.002481000000,  -5.12000,
,,,-00.002480800000,  -5.12000,
,,,-00.002480600000,  -5.12000,
,,,-00.002480400000,  -5.12000,
,,,-00.002480200000,  -5.12000,
,,,-00.002480000000,  -5.12000,
,,,-00.002479800000,  -5.12000,
,,,-00.002479600000,  -5.12000,
,,,-00.002479400000,  -5.12000,
,,,-00.002479200000,  -5.12000,
,,,-00.002479000000,  -5.12000,
,,,-00.002478800000,  -5.12000,
,,,-00.002478600000,  -5.12000,
,,,-00.002478400000,  -5.12000,
,,,-00.002478200000,  -5.12000,
,,,-00.002478000000,  -5.12000,
,,,-00.002477800000,  -5.12000,
,,,-00.002477600000,  -5.12000,
,,,-00.002477400000,  -5.12000,
,,,-00.002477200000,  -5.12000,
,,,-00.002477000000,  -5.12000,
,,,-00.002476800000,  -5.12000,
,,,-00.002476600000,  -5.12000,
,,,-00.002476400000,  -5.12000,
,,,-00.002476200000,  -5.12000,
,,,-00.002476000000,  -5.12000,
,,,-00.002475800000,  -5.12000,
,,,-00.002475600000,  -5.12000,
,,,-00.002475400000,  -5.12000,
,,,-00.002475200000,  -5.12000,
,,,-00.002475000000,  -5.12000,
,,,-00.002474800000,  -5.12000,
,,,-00.002474600000,  -5.12000,
,,,-00.002474400000,  -5.12000,
,,,-00.002474200000,  -5.12000,
,,,-00.002474000000,  -5.12000,
,,,-00.002473800000,  -5.12000,
,,,-00.002473600000,  -5.12000,
,,,-00.002473400000,  -5.12000,
,,,-00.002473200000,  -5.12000,
,,,-00.002473000000,  -5.12000,
,,,-00.002472800000,  -5.12000,
,,,-00.002472600000,  -5.12000,
,,,-00.002472400000,  -5.12000,
,,,-00.002472200000,  -5.12000,
,,,-00.002472000000,  -5.12000,
,,,-00.002471800000,  -5.12000,
,,,-00.002471600000,  -5.12000,
,,,-00.002471400000,  -5.12000,
,,,-00.002471200000,  -5.12000,
,,,-00.002471000000,  -5.12000,
,,,-00.002470800000,  -5.12000,
,,,-00.002470600000,  -5.12000,
,,,-00.002470400000,  -5.12000,
,,,-00.002470200000,  -5.12000,
,,,-00.002470000000,  -5.12000,
,,,-00.002469800000,  -5.12000,
,,,-00.002469600000,  -5.12000,
,,,-00.002469400000,  -5.12000,
,,,-00.002469200000,  -5.12000,
,,,-00.002469000000,  -5.12000,
,,,-00.002468800000,  -5.12000,
,,,-00.002468600000,  -5.12000,
,,,-00.002468400000,  -5.12000,
,,,-00.002468200000,  -5.12000,
,,,-00.002468000000,  -5.12000,
,,,-00.002467800000,  -5.12000,
,,,-00.002467600000,  -5.12000,
,,,-00.002467400000,  -5.12000,
,,,-00.002467200000,  -5.12000,
,,,-00.002467000000,  -5.12000,
,,,-00.002466800000,  -5.12000,
,,,-00.002466600000,  -5.12000,
,,,-00.002466400000,  -5.12000,
,,,-00.002466200000,  -5.12000,
,,,-00.002466000000,  -5.12000,
,,,-00.002465800000,  -5.12000,
,,,-00.002465600000,  -5.12000,
,,,-00.002465400000,  -5.12000,
,,,-00.002465200000,  -5.12000,
,,,-00.002465000000,  -5.12000,
,,,-00.002464800000,  -5.12000,
,,,-00.002464600000,  -5.12000,
,,,-00.002464400000,  -5.12000,
,,,-00.002464200000,  -5.12000,
,,,-00.002464000000,  -5.12000,
,,,-00.002463800000,  -5.12000,
,,,-00.002463600000,  -5.12000,
,,,-00.002463400000,  -5.12000,
,,,-00.002463200000,  -5.12000,
,,,-00.002463000000,  -5.12000,
,,,-00.002462800000,  -5.12000,
,,,-00.002462600000,  -5.12000,
,,,-00.002462400000,  -5.12000,
,,,-00.002462200000,  -5.12000,
,,,-00.002462000000,  -5.12000,
,,,-00.002461800000,  -5.12000,
,,,-00.002461600000,  -5.12000,
,,,-00.002461400000,  -5.12000,
,,,-00.002461200000,  -5.12000,
,,,-00.002461000000,  -5.12000,
,,,-00.002460800000,  -5.12000,
,,,-00.002460600000,  -5.12000,
,,,-00.002460400000,  -5.12000,
,,,-00.002460200000,  -5.12000,
,,,-00.002460000000,  -5.12000,
,,,-00.002459800000,  -5.12000,
,,,-00.002459600000,  -5.12000,
,,,-00.002459400000,  -5.12000,
,,,-00.002459200000,  -5.12000,
,,,-00.002459000000,  -5.12000,
,,,-00.002458800000,  -5.12000,
,,,-00.002458600000,  -5.12000,
,,,-00.002458400000,  -5.12000,
,,,-00.002458200000,  -5.12000,
,,,-00.002458000000,  -5.12000,
,,,-00.002457800000,  -5.12000,
,,,-00.002457600000,  -5.12000,
,,,-00.002457400000,  -5.12000,
,,,-00.002457200000,  -5.12000,
,,,-00.002457000000,  -5.12000,
,,,-00.002456800000,  -5.12000,
,,,-00.002456600000,  -5.12000,
,,,-00.002456400000,  -5.12000,
,,,-00.002456200000,  -5.12000,
,,,-00.002456000000,  -5.12000,
,,,-00.002455800000,  -5.12000,
,,,-00.002455600000,  -5.12000,
,,,-00.002455400000,  -5.12000,
,,,-00.002455200000,  -5.12000,
,,,-00.002455000000,  -5.12000,
,,,-00.002454800000,  -5.12000,
,,,-00.002454600000,  -5.12000,
,,,-00.002454400000,  -5.12000,
,,,-00.002454200000,  -5.12000,
,,,-00.002454000000,  -5.12000,
,,,-00.002453800000,  -5.12000,
,,,-00.002453600000,  -5.12000,
,,,-00.002453400000,  -5.12000,
,,,-00.002453200000,  -5.12000,
,,,-00.002453000000,  -5.12000,
,,,-00.002452800000,  -5.12000,
,,,-00.002452600000,  -5.12000,
,,,-00.002452400000,  -5.12000,
,,,-00.002452200000,  -5.12000,
,,,-00.002452000000,  -5.12000,
,,,-00.002451800000,  -5.12000,
,,,-00.002451600000,  -5.12000,
,,,-00.002451400000,  -5.12000,
,,,-00.002451200000,  -5.12000,
,,,-00.002451000000,  -5.12000,
,,,-00.002450800000,  -5.12000,
,,,-00.002450600000,  -5.12000,
,,,-00.002450400000,  -5.12000,
,,,-00.002450200000,  -5.12000,
,,,-00.002450000000,  -5.12000,
,,,-00.002449800000,  -5.12000,
,,,-00.002449600000,  -5.12000,
,,,-00.002449400000,  -5.12000,
,,,-00.002449200000,  -5.12000,
,,,-00.002449000000,  -5.12000,
,,,-00.002448800000,  -5.12000,
,,,-00.002448600000,  -5.12000,
