,V_H,V_Bnint,V_B,V_pt,V_pr
0,2.257870335686962,-2.951428973096015,-0.03618773101548943,-1.4316906791820234,-0.031580478484895244
1,2.914406203563229,-2.929873492925438,-0.0373395441404797,-1.4733204820392916,-0.03256774688844266
2,2.9374425925074856,-2.9563653430036174,-0.03766863360420142,-1.5134693858968102,-0.033719560023061465
3,2.9318480406086675,-2.992236302219504,-0.03997225984328068,-1.5534537482594892,-0.03454228368876747
4,2.941227142430281,-3.0407772920650524,-0.039643170381301426,-1.593438113994993,-0.03552955208555049
5,2.949125333857339,-3.0746737210675747,-0.04030134930501142,-1.6330933938151049,-0.03668136521228811
6,2.9540617036946464,-3.105443786904837,-0.03947862565021858,-1.6720904983068796,-0.03750408887237171
7,2.9626180784365665,-3.1199238200526347,-0.03865590199387159,-1.7101003379218829,-0.03849135726241555
8,2.969693542508822,-3.1330874877636306,-0.039643170381301426,-1.748603815597343,-0.03947862565021858
9,2.9747944586613326,-3.130290208278034,-0.039149536187866374,-1.7857909388281625,-0.03997225984328068
10,2.9810471948119543,-3.1472384318492366,-0.04013680457417711,-1.8224844314551942,-0.04079498349714178
11,2.987629022603512,-3.160237556095119,-0.039149536187866374,-1.8567097554399516,-0.04112407295825171
12,2.991578119409043,-3.1641866573586226,-0.03717499940852534,-1.891922352045017,-0.041946796609941064
13,2.9924008479225455,-3.1706039471379737,-0.03898499145659699,-1.927299497358272,-0.04293406498992339
14,2.994869033488633,-3.185083986646814,-0.037997723067673905,-1.9605375631104203,-0.04359224390867353
15,2.996514490554025,-3.188374904917216,-0.03750408887237171,-1.9931174528740836,-0.04457951228494375
16,2.998324493345685,-3.18821035900193,-0.04079498349714178,-2.025697346235106,-0.04507314647224485
17,2.9993117676044,-3.1975894764703385,-0.04260497553017699,-2.05778360846211,-0.04589587011651236
18,2.9999699504469635,-3.1951212876041626,-0.04145316241911348,-2.0880598797851255,-0.04638950430233284
19,2.9989826761841445,-3.1831094357202288,-0.04063043876649375,-2.1158679797737645,-0.04704768321589747
20,2.9924008479225455,-3.1734012273859964,-0.03865590199387159,-2.1453215326264026,-0.04770586212847701
21,2.9738071845546274,-3.172084860203809,-0.03849135726241555,-2.173623273693963,-0.04836404104007225
22,2.945011692441134,-3.1529975373867396,-0.0373395441404797,-2.2029122881009093,-0.04918676467818339
23,2.9060143769644355,-3.126834745456416,-0.03849135726241555,-2.230226765301163,-0.049844943587567
24,2.857473427487032,-3.067762798043774,-0.0365168204800843,-2.258199425829626,-0.05017403304189064
25,2.8026797622328994,-3.003425410415353,-0.03931408091907357,-2.2814002820291215,-0.050503122495969
26,2.7409752048685037,-2.9415562337320744,-0.03783317833596882,-2.3062465915475463,-0.05099675667662684
27,2.674827942888907,-2.8823198100368304,-0.035858641550644846,-2.330105632987139,-0.05165493558331305
28,2.6068707056779004,-2.8220961341089263,-0.03470682842172096,-2.3526483158044673,-0.052477659215293765
29,2.5379262206740743,-2.7603915699353854,-0.037010454676508625,-2.375191000875713,-0.05264220394150643
30,2.470298121130894,-2.6932570284050894,-0.03684590994442957,-2.396417326865132,-0.053464927571653054
31,2.4044800403750886,-2.6238188763659425,-0.035858641550644846,-2.4166563837924544,-0.05362947229749915
32,2.3401428856441733,-2.5601398349329387,-0.033555015289732454,-2.4360727166073435,-0.05428765120027308
33,2.2733375728809255,-2.4908662755726083,-0.033390470556340826,-2.4546663251083243,-0.054452195925814045
34,2.2037350132739006,-2.428010001920465,-0.03404864948953164,-2.472272663869193,-0.05494583010207103
35,2.133309748104939,-2.359559211716579,-0.03552955208555049,-2.489714458870014,-0.05511037482736811
36,2.060251782630894,-2.2789321057301453,-0.033884104756327846,-2.505510802780925,-0.055604009002893806
37,1.9837383933353865,-2.1976468470578046,-0.033225925822886526,-2.52081351210574,-0.05609764317787143
38,1.9032759470894265,-2.126727948599814,-0.03306138108936958,-2.535458041464082,-0.05626218790274225
39,1.8193580799156974,-2.040012755087512,-0.03306138108936958,-2.548128028397352,-0.056426732627552226
40,1.7321493374822126,-1.953955767626378,-0.032896836355789966,-2.5601398349329387,-0.0569203668016172
41,1.6411560860072807,-1.859507017649756,-0.03141593375075101,-2.572316187505629,-0.057084911526183904
42,1.5483528623421763,-1.762096488192126,-0.03421319422267281,-2.583011632953497,-0.05724945625068985
43,1.4524233078796398,-1.668799603271237,-0.030593210079087454,-2.5930488976742145,-0.05757854569951944
44,1.3548483236396658,-1.580603625849134,-0.031909567952995405,-2.6009470735557074,-0.05774309042384314
45,1.2559569969753694,-1.4848386098774684,-0.03108684428227408,-2.609503431123794,-0.05790763514810608
