1.960870056e+02,4.362240434e-02
1.962940979e+02,4.607144371e-02
1.965012054e+02,4.789461941e-02
1.967083282e+02,4.705106094e-02
1.969154510e+02,4.792182893e-02
1.971225891e+02,4.313259572e-02
1.973297424e+02,4.394894093e-02
1.975368958e+02,4.103730619e-02
1.977440643e+02,4.694221541e-02
1.979512482e+02,4.552721232e-02
1.981584320e+02,5.034365878e-02
1.983656311e+02,4.503740370e-02
1.985728455e+02,4.715990648e-02
1.987800751e+02,4.155432433e-02
1.989873047e+02,4.370403662e-02
1.991945496e+02,4.413942248e-02
1.994018097e+02,4.207134247e-02
1.996090698e+02,4.465644434e-02
1.998163452e+02,4.645240679e-02
2.000236359e+02,4.539115354e-02
2.002309418e+02,4.958173633e-02
2.004382477e+02,4.707827047e-02
2.006455688e+02,4.781298339e-02
2.008528900e+02,4.283326864e-02
2.010602417e+02,4.792182893e-02
2.012675934e+02,4.677894339e-02
2.014749451e+02,4.898308218e-02
2.016823273e+02,4.803067818e-02
2.018897095e+02,4.955452308e-02
2.020971069e+02,4.876538739e-02
2.023045044e+02,5.222125724e-02
2.025119171e+02,4.884702340e-02
2.027193451e+02,5.322808400e-02
2.029267883e+02,4.740481079e-02
2.031342316e+02,5.099673569e-02
2.033416901e+02,4.909192771e-02
2.035491638e+02,5.064298585e-02
2.037566376e+02,4.789461941e-02
2.039641418e+02,4.843885079e-02
2.041716309e+02,4.767692462e-02
2.043791504e+02,4.944567755e-02
2.045866699e+02,4.367682710e-02
2.047942047e+02,4.887423664e-02
2.050017548e+02,4.751365632e-02
2.052093048e+02,4.920077324e-02
2.054168701e+02,4.803067818e-02
2.056244507e+02,4.473807663e-02
2.058320312e+02,4.800346494e-02
2.060396423e+02,5.145933479e-02
2.062472534e+02,5.154096708e-02
2.064548645e+02,5.399001017e-02
2.066624908e+02,4.830279201e-02
2.068701324e+02,5.415327847e-02
2.070777893e+02,5.072462186e-02
2.072854462e+02,5.464308709e-02
2.074931335e+02,5.132327601e-02
2.077008057e+02,5.311923847e-02
2.079085083e+02,5.246616155e-02
2.081162109e+02,5.045250431e-02
2.083239288e+02,5.178587139e-02
2.085316467e+02,4.996269569e-02
2.087393951e+02,5.086068064e-02
2.089471436e+02,5.227568001e-02
2.091548920e+02,5.061577633e-02
2.093626709e+02,5.336414278e-02
2.095704498e+02,5.184029415e-02
2.097782440e+02,5.020760000e-02
2.099860382e+02,5.077904463e-02
2.101938629e+02,5.213962123e-02
2.104016724e+02,5.554106832e-02
2.106095123e+02,5.548664555e-02
2.108173523e+02,5.409885570e-02
2.110252075e+02,5.412606522e-02
2.112330780e+02,5.184029415e-02
2.114409637e+02,5.711933970e-02
2.116488495e+02,5.556827784e-02
2.118567505e+02,5.649347231e-02
2.120646515e+02,5.837107077e-02
2.122725677e+02,5.701049417e-02
2.124804993e+02,5.548664555e-02
2.126884460e+02,5.758193508e-02
2.128963928e+02,5.205798894e-02
2.131043549e+02,5.524174124e-02
2.133123322e+02,5.850712955e-02
2.135203094e+02,5.815337971e-02
2.137283173e+02,5.711933970e-02
2.139363098e+02,5.554106832e-02
2.141443329e+02,5.600366369e-02
2.143523560e+02,5.867039785e-02
2.145603943e+02,5.461587384e-02
2.147684479e+02,6.065684184e-02
2.149765015e+02,5.796289816e-02
2.151845703e+02,5.679279938e-02
2.153926544e+02,5.371789262e-02
2.156007538e+02,5.521452799e-02
2.158088531e+02,5.371789262e-02
2.160169678e+02,5.717376247e-02
2.162250824e+02,5.524174124e-02
2.164332123e+02,5.643904954e-02
2.166413574e+02,5.605808645e-02
2.168495178e+02,5.818058923e-02
2.170576782e+02,5.418048799e-02
2.172658691e+02,5.635741353e-02
2.174740448e+02,5.600366369e-02
2.176822510e+02,5.967722461e-02
2.178904572e+02,5.494241416e-02
2.180986786e+02,6.199020892e-02
2.183069000e+02,5.758193508e-02
2.185151520e+02,6.136434153e-02
2.187234039e+02,5.600366369e-02
2.189316559e+02,5.649347231e-02
2.191399384e+02,5.796289816e-02
2.193482208e+02,5.692885816e-02
2.195565186e+02,5.695606768e-02
2.197648163e+02,6.296982616e-02
2.199731293e+02,5.853433907e-02
2.201814575e+02,5.981328338e-02
2.203898010e+02,5.962280184e-02
2.205981445e+02,6.174530461e-02
2.208065033e+02,6.185415015e-02
2.210148773e+02,6.324194372e-02
2.212232513e+02,6.035751477e-02
2.214316406e+02,5.984049663e-02
2.216400452e+02,5.603087693e-02
2.218484650e+02,5.728260800e-02
2.220568848e+02,5.818058923e-02
2.222653198e+02,6.373174489e-02
2.224737549e+02,6.413992494e-02
2.226822205e+02,6.443925202e-02
2.228906860e+02,6.024866924e-02
2.230991516e+02,6.120107323e-02
2.233076477e+02,6.296982616e-02
2.235161438e+02,6.392222643e-02
2.237246552e+02,5.981328338e-02
2.239331665e+02,6.071126461e-02
2.241416931e+02,6.117385998e-02
2.243502350e+02,6.639847904e-02
2.245587921e+02,6.152761355e-02
2.247673492e+02,6.694271415e-02
2.249759216e+02,6.441203505e-02
2.251845093e+02,6.411270797e-02
2.253930969e+02,6.068405509e-02
2.256017151e+02,5.627578124e-02
2.258103180e+02,6.052078307e-02
2.260189514e+02,5.913299322e-02
2.262275848e+02,5.867039785e-02
2.264362335e+02,6.525559723e-02
2.266448975e+02,6.373174489e-02
2.268535614e+02,6.397665292e-02
2.270622406e+02,6.090174615e-02
2.272709351e+02,6.223511323e-02
2.274796295e+02,6.645290554e-02
2.276883392e+02,6.473857909e-02
2.278970642e+02,6.438482553e-02
2.281058044e+02,7.094281167e-02
2.283145447e+02,6.710597873e-02
2.285233002e+02,6.648011506e-02
2.287320557e+02,6.171809137e-02
2.289408417e+02,5.907857046e-02
2.291496277e+02,5.869761109e-02
2.293584137e+02,6.389501691e-02
2.295672302e+02,5.896972492e-02
2.297760468e+02,5.850712955e-02
2.299848785e+02,6.188136339e-02
2.301937103e+02,6.090174615e-02
2.304025726e+02,6.354127079e-02
2.306114197e+02,6.286098063e-02
2.308202972e+02,6.130991876e-02
2.310291748e+02,6.756857783e-02
2.312380676e+02,6.378617138e-02
2.314469757e+02,6.520117074e-02
2.316558990e+02,6.226232275e-02
2.318648224e+02,6.683386862e-02
2.320737610e+02,6.329636276e-02
2.322826996e+02,6.307867169e-02
2.324916534e+02,6.062962860e-02
2.327006226e+02,6.141876429e-02
2.329096069e+02,6.340520829e-02
2.331185913e+02,6.563656032e-02
2.333275909e+02,6.452088058e-02
2.335366058e+02,6.052078307e-02
2.337456207e+02,6.218069047e-02
2.339546661e+02,6.103780493e-02
2.341636963e+02,5.929626524e-02
2.343727570e+02,5.622135848e-02
2.345818176e+02,5.948674306e-02
2.347908936e+02,6.522838771e-02
2.349999847e+02,6.248001754e-02
2.352090759e+02,6.424877048e-02
2.354181824e+02,5.959559232e-02
2.356273041e+02,6.171809137e-02
2.358364258e+02,5.986770615e-02
2.360455627e+02,6.384059787e-02
2.362547150e+02,6.106501445e-02
2.364638824e+02,6.182694063e-02
2.366730499e+02,6.201741844e-02
2.368822327e+02,6.443925202e-02
2.370914154e+02,7.061627507e-02
2.373006287e+02,6.990877539e-02
2.375098419e+02,6.373174489e-02
2.377190552e+02,6.590867043e-02
2.379282990e+02,6.052078307e-02
2.381375427e+02,6.103780493e-02
2.383468018e+02,5.766357109e-02
2.385560608e+02,5.975886062e-02
2.387653503e+02,5.660231784e-02
2.389746246e+02,6.188136339e-02
2.391839294e+02,5.856155232e-02
2.393932343e+02,6.648011506e-02
2.396025543e+02,6.367732584e-02
2.398118896e+02,5.867039785e-02
2.400212402e+02,5.847991630e-02
2.402305908e+02,6.228953600e-02
2.404399414e+02,6.253443658e-02
2.406493225e+02,6.607194245e-02
2.408587036e+02,6.000376493e-02
2.410681000e+02,6.484742463e-02
2.412775116e+02,6.476578861e-02
2.414869232e+02,6.604473293e-02
2.416963501e+02,6.634406000e-02
2.419057922e+02,7.148704678e-02
2.421152344e+02,6.509232521e-02
2.423246918e+02,6.299703568e-02
2.425341644e+02,6.253443658e-02
2.427436371e+02,6.348684430e-02
2.429531403e+02,6.248001754e-02
2.431626434e+02,6.830329448e-02
2.433721466e+02,6.188136339e-02
2.435816650e+02,6.560934335e-02
2.437911987e+02,6.384059787e-02
2.440007477e+02,6.269770861e-02
2.442103119e+02,6.305146217e-02
2.444198761e+02,6.767742336e-02
2.446294403e+02,6.773184985e-02
2.448390350e+02,6.931012124e-02
2.450486298e+02,6.936454028e-02
2.452582397e+02,6.737809628e-02
2.454678650e+02,5.899693817e-02
2.456774902e+02,6.288819015e-02
2.458871307e+02,6.231674552e-02
