,t,V1,V2,V3
0,1.6338942050933838,-0.000121823,-0.000319056,-2.3627e-05
1,3.199323892593384,-0.000105978,-0.000358663,-2.4575e-05
2,4.762187480926514,-9.4503e-05,-0.000384889,-2.4012e-05
3,6.326168060302734,-8.9882e-05,-0.000399065,-2.4117e-05
4,7.883365154266357,-8.7587e-05,-0.000406206,-2.4856e-05
5,9.455085277557373,-8.4171e-05,-0.000409472,-2.5261e-05
6,11.009110927581787,-8.568e-05,-0.000411106,-2.5615e-05
7,12.582329511642456,-8.481e-05,-0.000410959,-2.4304e-05
8,14.144548416137695,-8.7e-05,-0.000411263,-2.5917e-05
9,15.707488298416138,-8.5942e-05,-0.00041142,-2.5064e-05
10,17.270020484924316,-8.6225e-05,-0.000410907,-2.5001e-05
11,18.834030389785767,-8.6329e-05,-0.000410341,-2.5043e-05
12,20.39737582206726,-8.7336e-05,-0.00040987,-2.574e-05
13,21.96380591392517,-8.6267e-05,-0.000409525,-2.6136e-05
14,23.523807764053345,-8.5984e-05,-0.000409315,-2.574e-05
15,25.08571743965149,-8.7933e-05,-0.000408876,-2.5636e-05
16,26.651063203811646,-8.6288e-05,-0.000408897,-2.5938e-05
17,28.215822219848633,-8.5061e-05,-0.000408614,-2.6053e-05
18,29.782838106155396,-8.4118e-05,-0.000408279,-2.6011e-05
19,31.34524703025818,-8.3238e-05,-0.000407839,-2.6334e-05
20,32.90288972854614,-8.2641e-05,-0.000407965,-2.5959e-05
21,34.46724200248718,-8.2431e-05,-0.000407567,-2.5511e-05
22,36.03675889968872,-8.1247e-05,-0.000407389,-2.5969e-05
23,37.59946274757385,-8.0524e-05,-0.000407431,-2.6344e-05
24,39.156365394592285,-7.7349e-05,-0.000407242,-2.6094e-05
25,40.72028350830078,-7.9937e-05,-0.0004072,-2.5699e-05
26,42.28916621208191,-7.4792e-05,-0.00040696,-2.5959e-05
27,43.85137891769409,-8.3741e-05,-0.000406824,-2.6344e-05
28,45.415069580078125,-8.6717e-05,-0.000407012,-2.6021e-05
29,46.97643446922302,-8.2431e-05,-0.000406562,-2.5803e-05
30,48.543766021728516,-7.8459e-05,-0.000406604,-2.548e-05
31,50.10425639152527,-7.9748e-05,-0.000406415,-2.5688e-05
32,51.67482566833496,-7.7066e-05,-0.000406279,-2.4918e-05
33,53.23605966567993,-7.0956e-05,-0.000406384,-2.4387e-05
34,54.80162239074707,-6.9374e-05,-0.000406499,-2.4824e-05
35,56.35905742645264,-7.2916e-05,-0.000406279,-2.5261e-05
36,57.926305294036865,-7.017e-05,-0.000406352,-2.4803e-05
37,59.48997783660889,-7.2884e-05,-0.000406153,-2.37e-05
38,61.04789161682129,-7.7265e-05,-0.000406143,-2.3846e-05
39,62.611347675323486,-7.1994e-05,-0.000405818,-2.4096e-05
40,64.1770498752594,-6.819e-05,-0.00040607,-2.5199e-05
41,65.74065971374512,-6.7005e-05,-0.000405808,-2.497e-05
42,67.30201864242554,-7.3754e-05,-0.000405672,-2.471e-05
43,68.87386226654053,-7.2329e-05,-0.000405703,-2.5449e-05
44,70.43401670455933,-7.2947e-05,-0.000405389,-2.5803e-05
45,72.00095009803772,-7.2486e-05,-0.000405536,-2.5105e-05
46,73.5652265548706,-6.9929e-05,-0.000405127,-2.4679e-05
47,75.12845134735107,-7.4823e-05,-0.000405431,-2.4918e-05
48,76.68913769721985,-7.3503e-05,-0.000405232,-2.4887e-05
49,78.25406098365784,-7.2392e-05,-0.000404866,-2.4668e-05
50,79.81920552253723,-7.4236e-05,-0.000404656,-2.5459e-05
51,81.38086795806885,-7.3052e-05,-0.000404824,-2.4398e-05
52,82.94417643547058,-7.2224e-05,-0.000404771,-2.3627e-05
53,84.50763845443726,-6.7676e-05,-0.000404447,-2.4241e-05
54,86.07449769973755,-6.4815e-05,-0.000404112,-2.4803e-05
55,87.63501071929932,-6.5119e-05,-0.000404478,-2.4689e-05
56,89.20151829719543,-8.088e-05,-0.000404101,-2.4148e-05
57,90.76303243637085,-7.8596e-05,-0.000404091,-2.3731e-05
58,92.32989716529846,-8.6958e-05,-0.000404258,-2.3763e-05
59,93.89404845237732,-8.6298e-05,-0.000404353,-2.3711e-05
60,95.45367574691772,-8.7419e-05,-0.000404049,-2.3711e-05
61,97.01970624923706,-8.2829e-05,-0.000404028,-2.3107e-05
62,98.58446049690247,-7.5043e-05,-0.00040451,-2.3867e-05
63,100.13990807533264,-7.083e-05,-0.000404531,-2.3794e-05
