t,V1
0.001955,0.0012000000000000001
0.001955004,0.0
0.0019550080000000003,0.0024000000000000002
0.0019550120000000003,0.0012000000000000001
0.001955016,0.0016
0.00195502,0.0028
0.001955024,0.0004
0.001955028,0.0028
0.001955032,0.0012000000000000001
0.0019550360000000003,0.0012000000000000001
0.0019550400000000003,0.0028
0.001955044,0.0004
0.001955048,0.0028
0.001955052,0.0016
0.001955056,0.0004
0.0019550600000000002,0.0032
0.0019550640000000003,0.0012000000000000001
0.0019550680000000003,0.0024000000000000002
0.001955072,0.002
0.001955076,0.0004
0.00195508,0.0032
0.001955084,0.0004
0.0019550880000000002,0.0008
0.0019550920000000003,0.0028
0.0019550960000000004,-0.0004
0.0019551,0.0036000000000000003
0.001955104,0.002
0.001955108,-0.0004
0.001955112,0.0036000000000000003
0.0019551160000000002,-0.0008
0.0019551200000000003,0.002
0.001955124,0.004
0.001955128,-0.0008
0.001955132,0.005200000000000001
0.001955136,0.0004
0.00195514,0.0008
0.0019551440000000002,0.0048000000000000004
0.0019551480000000003,-0.0012000000000000001
0.001955152,0.002
0.001955156,0.0032
0.00195516,0.0
0.001955164,0.004
0.001955168,0.0
0.0019551720000000002,0.0012000000000000001
0.0019551760000000003,0.0032
0.00195518,0.0004
0.001955184,0.0024000000000000002
0.001955188,0.0024000000000000002
0.001955192,0.0012000000000000001
0.001955196,0.002
0.0019552000000000003,0.0012000000000000001
0.0019552040000000003,0.002
0.001955208,0.0016
0.001955212,0.0012000000000000001
0.001955216,0.0028
0.00195522,0.0016
0.001955224,0.002
0.0019552280000000003,0.002
0.0019552320000000003,0.0004
0.001955236,0.0024000000000000002
0.00195524,0.0008
0.001955244,0.0012000000000000001
0.001955248,0.0036000000000000003
0.001955252,-0.0004
0.0019552560000000003,0.0024000000000000002
0.0019552600000000003,0.0016
0.001955264,0.0
0.001955268,0.0032
0.001955272,0.0012000000000000001
0.001955276,0.0008
0.00195528,0.0036000000000000003
0.0019552840000000003,-0.0004
0.0019552880000000003,0.0024000000000000002
0.001955292,0.0024000000000000002
0.001955296,-0.0012000000000000001
0.0019553,0.004
0.001955304,0.0012000000000000001
0.0019553080000000002,0.0004
0.0019553120000000003,0.0036000000000000003
0.0019553160000000003,-0.0008
0.00195532,0.0024000000000000002
0.001955324,0.0024000000000000002
0.001955328,-0.0004
0.001955332,0.0036000000000000003
0.0019553360000000002,0.0004
0.0019553400000000003,0.0024000000000000002
0.0019553440000000004,0.0032
0.001955348,0.0004
0.001955352,0.0032
0.001955356,0.0012000000000000001
0.00195536,0.0016
0.0019553640000000002,0.0024000000000000002
0.0019553680000000003,0.0
0.001955372,0.0016
0.001955376,0.002
0.00195538,0.0012000000000000001
0.001955384,0.0024000000000000002
0.001955388,0.0016
0.0019553920000000002,0.0012000000000000001
0.0019553960000000003,0.0032
0.0019554,0.0
0.001955404,0.0008
0.001955408,0.002
0.001955412,-0.0004
0.001955416,0.0024000000000000002
0.0019554200000000002,0.0012000000000000001
0.0019554240000000003,0.0012000000000000001
0.001955428,0.0024000000000000002
0.001955432,0.0004
0.001955436,0.0028
0.00195544,0.0016
0.001955444,0.0012000000000000001
0.0019554480000000003,0.0032
0.0019554520000000003,-0.0008
0.001955456,0.002
0.00195546,0.0024000000000000002
0.001955464,0.0
0.001955468,0.0036000000000000003
0.001955472,-0.0004
0.0019554760000000003,0.0016
0.0019554800000000003,0.0024000000000000002
0.001955484,-0.0012000000000000001
0.001955488,0.0036000000000000003
0.001955492,0.0004
0.001955496,0.0012000000000000001
0.0019555,0.0032
0.0019555040000000003,-0.0024000000000000002
0.0019555080000000003,0.0032
0.001955512,0.0016
0.001955516,0.0
0.00195552,0.004
0.001955524,-0.0004
0.001955528,0.002
0.0019555320000000003,0.0032
0.0019555360000000003,-0.0008
0.00195554,0.0028
0.001955544,0.0012000000000000001
0.001955548,0.0004
0.001955552,0.0024000000000000002
0.0019555560000000002,0.0004
0.0019555600000000003,0.0012000000000000001
0.0019555640000000003,0.0024000000000000002
0.001955568,0.0004
0.001955572,0.0012000000000000001
0.001955576,0.002
0.00195558,0.002
0.0019555840000000002,0.0016
0.0019555880000000003,0.0016
0.0019555920000000004,0.0012000000000000001
0.001955596,0.002
0.0019556,0.0012000000000000001
0.001955604,0.0016
0.001955608,0.0016
0.0019556120000000002,0.002
0.0019556160000000003,0.0024000000000000002
0.00195562,0.0008
0.001955624,0.002
0.001955628,0.0012000000000000001
0.001955632,0.0004
0.001955636,0.0024000000000000002
0.0019556400000000002,0.0
0.0019556440000000003,0.0012000000000000001
0.001955648,0.0028
0.001955652,0.0
0.001955656,0.0044
0.00195566,0.0004
0.001955664,0.0008
0.0019556680000000002,0.0036000000000000003
0.0019556720000000003,-0.0016
0.001955676,0.0032
0.00195568,0.0012000000000000001
0.001955684,-0.0008
0.001955688,0.0048000000000000004
0.001955692,0.0004
0.0019556960000000003,0.002
0.0019557000000000003,0.0036000000000000003
0.001955704,-0.0008
0.001955708,0.0028
0.001955712,0.0008
0.001955716,0.0
0.00195572,0.0032
0.0019557240000000003,0.0
0.0019557280000000003,0.0024000000000000002
0.001955732,0.0016
0.001955736,0.0008
0.00195574,0.0028
0.001955744,0.0012000000000000001
0.001955748,0.0016
0.0019557520000000003,0.0012000000000000001
0.0019557560000000003,0.0016
0.00195576,0.0032
0.001955764,0.0016
0.001955768,0.0024000000000000002
0.001955772,0.0016
0.001955776,0.0004
0.0019557800000000003,0.0024000000000000002
0.0019557840000000003,0.0004
0.001955788,0.002
0.001955792,0.002
0.001955796,0.0004
0.0019558,0.0024000000000000002
0.0019558040000000002,0.0008
0.0019558080000000003,0.0
0.0019558120000000003,0.0028
0.001955816,0.0
0.00195582,0.0024000000000000002
0.001955824,0.002
0.001955828,0.0004
0.0019558320000000002,0.0024000000000000002
0.0019558360000000003,0.0
0.0019558400000000004,0.0016
0.001955844,0.0024000000000000002
0.001955848,0.0008
0.001955852,0.0016
0.001955856,0.0016
0.0019558600000000002,0.0024000000000000002
0.0019558640000000003,0.0024000000000000002
0.001955868,0.002
0.001955872,0.0008
0.001955876,0.0012000000000000001
0.00195588,0.0024000000000000002
0.001955884,0.0004
0.0019558880000000002,0.0016
0.0019558920000000003,0.0016
0.001955896,0.0008
0.0019559,0.0028
0.001955904,0.0004
0.001955908,0.0028
0.001955912,0.0028
0.0019559160000000003,0.0004
0.0019559200000000003,0.004
0.001955924,0.0004
0.001955928,0.0016
0.001955932,0.0016
0.001955936,0.0004
0.00195594,0.0036000000000000003
0.0019559440000000003,0.0004
0.0019559480000000003,0.0012000000000000001
0.001955952,0.0028
0.001955956,0.0008
0.00195596,0.0024000000000000002
0.001955964,0.0012000000000000001
0.001955968,0.0012000000000000001
0.0019559720000000003,0.0016
0.0019559760000000003,0.002
0.00195598,0.0032
0.001955984,0.0012000000000000001
0.001955988,0.002
0.001955992,0.0008
0.001955996,0.0012000000000000001
0.0019560000000000003,0.0024000000000000002
0.0019560040000000003,0.0008
0.001956008,0.0032
0.001956012,0.0024000000000000002
0.001956016,-0.0004
0.00195602,0.0032
0.0019560240000000002,0.0
0.0019560280000000003,0.0008
0.0019560320000000003,0.0032
0.001956036,0.0
0.00195604,0.0028
0.001956044,0.0008
0.001956048,0.0012000000000000001
0.0019560520000000002,0.0032
0.0019560560000000003,0.0008
0.0019560600000000004,0.0008
0.001956064,0.0016
0.001956068,0.0012000000000000001
0.001956072,0.0016
0.001956076,0.0008
0.0019560800000000002,0.0008
0.0019560840000000003,0.0008
0.001956088,0.0036000000000000003
0.001956092,0.0016
0.001956096,0.0008
0.0019561,0.0028
0.001956104,-0.0004
0.0019561080000000002,0.0016
0.0019561120000000003,0.0028
0.001956116,-0.0008
0.00195612,0.0024000000000000002
0.001956124,0.0008
0.001956128,0.0004
0.001956132,0.0036000000000000003
0.0019561360000000002,0.0
0.0019561400000000003,0.0012000000000000001
0.001956144,0.0028
0.001956148,-0.0004
0.001956152,0.0032
0.001956156,0.002
0.00195616,-0.0004
0.0019561640000000003,0.0028
0.0019561680000000003,0.0
0.001956172,0.0008
0.001956176,0.0028
0.00195618,0.0
0.001956184,0.0016
0.001956188,0.0016
0.0019561920000000003,0.0
0.0019561960000000003,0.002
0.0019562,0.0008
0.001956204,0.0012000000000000001
0.001956208,0.002
0.001956212,0.0008
0.001956216,0.0012000000000000001
0.0019562200000000003,0.0016
0.0019562240000000003,0.0008
0.001956228,0.0004
0.001956232,0.0016
0.001956236,0.0008
0.00195624,0.0016
0.001956244,0.0008
0.0019562480000000003,0.0
0.0019562520000000003,0.0016
0.001956256,0.0016
0.00195626,0.002
0.001956264,0.0004
0.001956268,0.0012000000000000001
0.0019562720000000002,0.0024000000000000002
0.0019562760000000003,0.0004
0.0019562800000000003,0.0016
0.001956284,0.0008
0.001956288,0.0004
0.001956292,0.002
0.001956296,-0.0008
0.0019563000000000002,0.0032
0.0019563040000000003,0.0008
0.0019563080000000004,0.0
0.001956312,0.0032
0.001956316,-0.0012000000000000001
0.00195632,0.0028
0.001956324,0.0008
0.0019563280000000002,-0.0016
0.0019563320000000003,0.0036000000000000003
0.001956336,-0.0008
0.00195634,0.0008
0.001956344,0.0028
0.001956348,-0.002
0.001956352,0.0032
0.0019563560000000002,0.0004
0.0019563600000000003,0.0
0.001956364,0.0044
0.001956368,-0.002
0.001956372,0.002
0.001956376,0.0028
0.00195638,-0.0016
0.0019563840000000002,0.0044
0.0019563880000000003,-0.0004
0.001956392,0.0
0.001956396,0.004
0.0019564,-0.0008
0.001956404,0.0032
0.001956408,0.0012000000000000001
0.0019564120000000003,-0.0008
0.0019564160000000003,0.0032
0.00195642,0.0
0.001956424,0.0004
0.001956428,0.0012000000000000001
0.001956432,-0.0008
0.001956436,0.0024000000000000002
0.0019564400000000003,0.0008
0.0019564440000000003,0.0008
0.001956448,0.0016
0.001956452,0.0008
0.001956456,0.0016
0.00195646,0.0012000000000000001
0.001956464,0.0
0.0019564680000000003,0.0012000000000000001
0.0019564720000000003,0.0008
0.001956476,0.0016
0.00195648,0.0024000000000000002
0.001956484,0.0012000000000000001
0.001956488,0.0028
0.001956492,0.0008
0.0019564960000000003,0.0004
0.0019565000000000003,0.0028
0.001956504,-0.0008
0.001956508,0.002
0.001956512,0.0016
0.001956516,-0.0016
0.0019565200000000002,0.0032
