t,V1
-5e-06,0.0024000000000000002
-4.996e-06,-0.0008
-4.992000000000001e-06,0.0032
-4.988e-06,0.0008
-4.984e-06,0.0
-4.980000000000001e-06,0.004
-4.976e-06,0.0004
-4.972e-06,0.0032
-4.9680000000000005e-06,0.004
-4.964e-06,-0.0008
-4.960000000000001e-06,0.004
-4.9560000000000005e-06,0.0016
-4.952e-06,0.0004
-4.948000000000001e-06,0.004
-4.9440000000000004e-06,0.0004
-4.94e-06,0.0016
-4.936000000000001e-06,0.0032
-4.932e-06,-0.0008
-4.928e-06,0.0024000000000000002
-4.924000000000001e-06,0.0032
-4.92e-06,0.0008
-4.916e-06,0.0036000000000000003
-4.9120000000000006e-06,0.002
-4.908e-06,0.0012000000000000001
-4.904000000000001e-06,0.0036000000000000003
-4.9000000000000005e-06,0.0004
-4.896e-06,0.002
-4.892000000000001e-06,0.0028
-4.8880000000000005e-06,0.0004
-4.884e-06,0.0032
-4.880000000000001e-06,0.002
-4.876e-06,0.0008
-4.872e-06,0.0032
-4.868000000000001e-06,0.0008
-4.864e-06,0.002
-4.86e-06,0.002
-4.856000000000001e-06,0.0016
-4.852e-06,0.0024000000000000002
-4.848e-06,0.0012000000000000001
-4.8440000000000005e-06,0.0016
-4.84e-06,0.002
-4.836000000000001e-06,0.0016
-4.8320000000000005e-06,0.0028
-4.828e-06,0.002
-4.824000000000001e-06,0.0032
-4.8200000000000004e-06,0.0016
-4.816e-06,0.0016
-4.812000000000001e-06,0.0044
-4.808e-06,0.0016
-4.804e-06,0.0024000000000000002
-4.800000000000001e-06,0.0028
-4.796e-06,0.0012000000000000001
-4.792e-06,0.004
-4.7880000000000006e-06,0.002
-4.784e-06,0.0016
-4.78e-06,0.0032
-4.7760000000000005e-06,0.0008
-4.772e-06,0.002
-4.768000000000001e-06,0.0024000000000000002
-4.7640000000000005e-06,0.0008
-4.76e-06,0.0036000000000000003
-4.756000000000001e-06,0.0012000000000000001
-4.752e-06,0.0012000000000000001
-4.748e-06,0.0036000000000000003
-4.744000000000001e-06,0.0016
-4.74e-06,0.002
-4.736e-06,0.0024000000000000002
-4.732000000000001e-06,0.0012000000000000001
-4.728e-06,0.0032
-4.724e-06,0.0016
-4.7200000000000005e-06,0.0016
-4.716e-06,0.0024000000000000002
-4.712e-06,0.0016
-4.7080000000000005e-06,0.0028
-4.704e-06,0.0032
-4.700000000000001e-06,0.0012000000000000001
-4.6960000000000004e-06,0.0024000000000000002
-4.692e-06,0.0028
-4.688000000000001e-06,0.0008
-4.684e-06,0.0036000000000000003
-4.68e-06,0.0008
-4.676000000000001e-06,0.0016
-4.672e-06,0.0036000000000000003
-4.668e-06,0.0008
-4.664000000000001e-06,0.0028
-4.66e-06,0.002
-4.656000000000001e-06,0.0004
-4.6520000000000005e-06,0.0032
-4.648e-06,0.0012000000000000001
-4.644000000000001e-06,0.0024000000000000002
-4.6400000000000005e-06,0.0036000000000000003
-4.636e-06,0.0008
-4.632000000000001e-06,0.0028
-4.628e-06,0.002
-4.624e-06,0.0024000000000000002
-4.620000000000001e-06,0.0028
-4.616e-06,0.0012000000000000001
