t,V_m,V_e
-0.000125,-0.08,-1.76
-0.0001249,-0.08,-1.76
-0.0001248,-0.24,-1.68
-0.0001247,-0.16,-1.6
-0.0001246,-0.08,-1.68
-0.0001245,-0.08,-1.68
-0.00012440000000000002,-0.08,-1.6
-0.0001243,0.0,-1.6
-0.0001242,0.08,-1.6
-0.0001241,0.08,-1.52
-0.000124,0.16,-1.44
-0.0001239,0.08,-1.52
-0.0001238,0.0,-1.44
-0.0001237,0.16,-1.44
-0.0001236,0.16,-1.52
-0.0001235,0.24,-1.52
-0.0001234,0.16,-1.44
-0.00012330000000000002,0.16,-1.36
-0.0001232,0.32,-1.28
-0.0001231,0.24,-1.36
-0.000123,0.32,-1.28
-0.0001229,0.32,-1.28
-0.0001228,0.24,-1.28
-0.0001227,0.32,-1.28
-0.0001226,0.32,-1.2
-0.0001225,0.32,-1.28
-0.0001224,0.48,-1.12
-0.0001223,0.32,-1.2
-0.00012220000000000002,0.48,-1.28
-0.0001221,0.4,-1.12
-0.000122,0.48,-1.04
-0.00012190000000000001,0.56,-1.12
-0.0001218,0.56,-0.96
-0.0001217,0.64,-0.96
-0.0001216,0.56,-0.96
-0.0001215,0.56,-1.04
-0.0001214,0.56,-0.96
-0.00012130000000000001,0.64,-0.96
-0.0001212,0.64,-0.88
-0.0001211,0.64,-0.88
-0.000121,0.64,-0.8
-0.0001209,0.64,-0.8
-0.00012080000000000001,0.64,-0.72
-0.0001207,0.72,-0.64
-0.0001206,0.64,-0.72
-0.0001205,0.88,-0.8
-0.0001204,0.8,-0.8
-0.0001203,0.8,-0.72
-0.00012020000000000001,0.88,-0.72
-0.0001201,0.88,-0.56
-0.00012,0.88,-0.72
-0.0001199,0.8,-0.56
-0.0001198,0.88,-0.64
-0.00011970000000000001,0.88,-0.56
-0.00011960000000000001,0.8,-0.56
-0.0001195,0.96,-0.4
-0.0001194,0.88,-0.48
-0.0001193,0.96,-0.48
-0.0001192,1.04,-0.4
-0.00011910000000000001,0.96,-0.32
-0.000119,1.04,-0.24
-0.0001189,1.12,-0.32
-0.0001188,1.12,-0.32
-0.0001187,1.12,-0.32
-0.00011860000000000001,1.2,-0.24
-0.00011850000000000001,1.2,-0.24
-0.0001184,1.2,-0.16
-0.0001183,1.12,-0.16
-0.0001182,1.12,-0.08
-0.0001181,1.2,-0.08
-0.00011800000000000001,1.2,0.0
-0.0001179,1.2,0.0
-0.0001178,1.2,-0.08
-0.0001177,1.28,0.0
-0.0001176,1.36,0.08
-0.00011750000000000001,1.28,0.08
-0.00011740000000000001,1.36,0.08
-0.0001173,1.28,0.16
-0.0001172,1.36,0.16
-0.0001171,1.36,0.16
-0.000117,1.36,0.16
-0.0001169,1.44,0.24
-0.0001168,1.44,0.24
-0.0001167,1.44,0.24
-0.0001166,1.44,0.32
-0.0001165,1.52,0.4
-0.00011640000000000001,1.44,0.48
-0.00011630000000000001,1.44,0.4
-0.0001162,1.52,0.4
-0.0001161,1.52,0.48
-0.000116,1.6,0.48
-0.0001159,1.52,0.48
-0.0001158,1.6,0.48
-0.00011570000000000001,1.68,0.56
-0.0001156,1.6,0.56
-0.0001155,1.6,0.56
-0.0001154,1.6,0.64
-0.0001153,1.68,0.56
-0.00011520000000000001,1.68,0.64
-0.0001151,1.6,0.64
-0.000115,1.68,0.64
-0.0001149,1.68,0.72
-0.0001148,1.6,0.8
-0.0001147,1.6,0.8
-0.00011460000000000001,1.76,0.8
-0.0001145,1.68,0.8
-0.0001144,1.76,0.88
-0.0001143,1.84,0.88
-0.0001142,1.76,0.96
-0.00011410000000000001,1.76,0.88
-0.000114,1.76,0.96
-0.0001139,1.76,0.96
-0.0001138,1.84,1.04
-0.0001137,1.76,1.04
-0.0001136,1.84,1.12
-0.00011350000000000001,1.84,1.12
-0.0001134,1.92,1.12
-0.0001133,1.76,1.28
-0.0001132,1.84,1.04
-0.0001131,1.76,1.2
-0.00011300000000000001,1.84,1.2
-0.0001129,1.84,1.28
-0.0001128,1.92,1.28
-0.0001127,1.84,1.2
-0.0001126,1.92,1.28
-0.0001125,1.92,1.36
-0.00011240000000000001,1.92,1.28
-0.0001123,2.0,1.44
-0.0001122,1.92,1.36
-0.0001121,1.92,1.44
-0.000112,2.0,1.44
-0.00011190000000000001,2.0,1.52
-0.00011180000000000001,2.0,1.52
-0.0001117,2.0,1.44
-0.0001116,1.92,1.44
-0.0001115,2.0,1.52
-0.0001114,2.08,1.6
-0.00011130000000000001,2.0,1.6
-0.0001112,2.08,1.6
-0.0001111,2.0,1.6
-0.000111,2.08,1.6
-0.0001109,2.0,1.68
-0.00011080000000000001,1.92,1.68
-0.00011070000000000001,2.08,1.68
-0.0001106,2.0,1.76
-0.0001105,2.08,1.76
-0.0001104,2.08,1.68
-0.0001103,2.08,1.76
-0.00011020000000000001,2.08,1.84
-0.0001101,2.08,1.76
-0.00011,2.16,1.84
-0.0001099,2.0,1.84
-0.0001098,2.08,1.84
-0.00010970000000000001,2.08,1.92
-0.00010960000000000001,2.08,1.92
-0.0001095,2.08,2.0
-0.0001094,2.08,2.0
-0.0001093,2.08,1.92
-0.0001092,2.08,2.0
-0.0001091,2.08,2.0
-0.000109,2.16,2.0
-0.0001089,2.16,2.0
-0.0001088,2.08,2.08
-0.0001087,2.16,2.16
-0.00010860000000000001,2.08,2.08
-0.00010850000000000001,2.08,2.16
-0.0001084,2.16,2.16
-0.0001083,2.16,2.08
-0.0001082,2.08,2.16
-0.0001081,2.0,2.16
-0.000108,2.08,2.16
-0.00010790000000000001,2.08,2.16
-0.0001078,2.24,2.08
-0.0001077,2.08,2.24
-0.0001076,2.08,2.24
-0.00010750000000000001,2.08,2.24
-0.00010740000000000001,2.0,2.24
-0.0001073,2.0,2.24
-0.0001072,2.08,2.32
-0.0001071,2.08,2.32
-0.000107,2.08,2.32
-0.0001069,2.0,2.24
-0.00010680000000000001,2.08,2.4
-0.0001067,2.08,2.32
-0.0001066,2.0,2.32
-0.0001065,2.0,2.4
-0.00010640000000000001,2.08,2.48
-0.00010630000000000001,2.0,2.48
-0.0001062,2.0,2.4
-0.0001061,2.0,2.48
-0.000106,2.0,2.32
-0.0001059,2.0,2.48
-0.0001058,2.08,2.48
-0.00010570000000000001,2.0,2.4
-0.0001056,2.08,2.48
-0.0001055,2.0,2.48
-0.0001054,2.0,2.48
-0.00010530000000000001,2.0,2.48
-0.00010520000000000001,2.08,2.48
-0.00010510000000000001,2.0,2.48
-0.000105,1.92,2.48
-0.0001049,1.84,2.56
-0.0001048,1.92,2.48
-0.0001047,1.92,2.56
-0.00010460000000000001,1.92,2.48
-0.0001045,1.92,2.48
-0.0001044,1.92,2.48
-0.0001043,1.92,2.56
-0.00010420000000000001,1.84,2.64
-0.00010410000000000001,1.84,2.56
-0.00010400000000000001,1.92,2.64
-0.0001039,1.84,2.64
-0.0001038,1.92,2.56
-0.0001037,1.84,2.56
-0.0001036,1.84,2.56
-0.00010350000000000001,1.84,2.56
-0.0001034,1.76,2.56
-0.0001033,1.76,2.48
-0.0001032,1.76,2.64
-0.0001031,1.84,2.64
-0.00010300000000000001,1.84,2.56
-0.00010290000000000001,1.76,2.56
-0.0001028,1.76,2.64
-0.0001027,1.76,2.48
-0.0001026,1.76,2.56
-0.0001025,1.76,2.56
-0.0001024,1.68,2.64
-0.0001023,1.68,2.56
-0.0001022,1.76,2.56
-0.0001021,1.68,2.48
-0.000102,1.6,2.72
-0.00010190000000000001,1.68,2.64
-0.00010180000000000001,1.6,2.72
-0.0001017,1.6,2.48
-0.0001016,1.6,2.56
-0.0001015,1.52,2.48
-0.0001014,1.52,2.56
-0.0001013,1.6,2.64
-0.00010120000000000001,1.6,2.56
-0.0001011,1.52,2.56
-0.000101,1.52,2.64
-0.0001009,1.52,2.64
-0.00010080000000000001,1.44,2.56
-0.00010070000000000001,1.44,2.56
-0.0001006,1.36,2.48
-0.0001005,1.44,2.64
-0.0001004,1.52,2.56
-0.0001003,1.36,2.56
-0.0001002,1.44,2.48
-0.00010010000000000001,1.36,2.48
-0.0001,1.36,2.48
-9.99e-05,1.36,2.48
-9.98e-05,1.28,2.48
-9.970000000000001e-05,1.28,2.48
-9.960000000000001e-05,1.36,2.56
-9.95e-05,1.28,2.48
-9.94e-05,1.36,2.48
-9.93e-05,1.2,2.4
-9.92e-05,1.2,2.48
-9.91e-05,1.12,2.4
-9.900000000000001e-05,1.2,2.48
-9.89e-05,1.28,2.4
-9.88e-05,1.2,2.4
-9.87e-05,1.2,2.4
-9.860000000000001e-05,1.28,2.4
-9.850000000000001e-05,1.12,2.48
-9.84e-05,1.12,2.32
-9.83e-05,1.04,2.32
-9.82e-05,0.96,2.32
-9.81e-05,0.96,2.32
-9.8e-05,0.96,2.32
-9.790000000000001e-05,1.04,2.4
-9.78e-05,1.04,2.32
-9.77e-05,0.96,2.32
-9.76e-05,0.88,2.32
-9.750000000000001e-05,1.04,2.24
