t,V_m,V_e
-0.000125,-2.08,-1.76
-0.0001249,-2.0,-1.92
-0.0001248,-2.16,-2.0
-0.0001247,-2.08,-1.92
-0.0001246,-2.0,-1.84
-0.0001245,-2.08,-2.0
-0.00012440000000000002,-2.08,-2.0
-0.0001243,-2.0,-2.0
-0.0001242,-2.08,-2.0
-0.0001241,-2.16,-2.08
-0.000124,-2.08,-2.0
-0.0001239,-2.16,-2.08
-0.0001238,-2.16,-2.16
-0.0001237,-2.0,-2.08
-0.0001236,-2.16,-2.08
-0.0001235,-2.08,-2.16
-0.0001234,-2.08,-2.08
-0.00012330000000000002,-2.08,-2.24
-0.0001232,-2.08,-2.16
-0.0001231,-2.16,-2.16
-0.000123,-2.24,-2.32
-0.0001229,-2.08,-2.24
-0.0001228,-2.08,-2.24
-0.0001227,-2.16,-2.32
-0.0001226,-2.16,-2.32
-0.0001225,-2.16,-2.32
-0.0001224,-2.16,-2.32
-0.0001223,-2.16,-2.32
-0.00012220000000000002,-2.16,-2.4
-0.0001221,-2.16,-2.4
-0.000122,-2.24,-2.48
-0.00012190000000000001,-2.16,-2.4
-0.0001218,-2.08,-2.48
-0.0001217,-2.08,-2.32
-0.0001216,-2.16,-2.4
-0.0001215,-2.16,-2.4
-0.0001214,-2.08,-2.56
-0.00012130000000000001,-2.16,-2.4
-0.0001212,-2.16,-2.48
-0.0001211,-2.16,-2.48
-0.000121,-2.16,-2.48
-0.0001209,-2.08,-2.64
-0.00012080000000000001,-2.16,-2.48
-0.0001207,-2.08,-2.56
-0.0001206,-2.08,-2.64
-0.0001205,-2.16,-2.56
-0.0001204,-2.0,-2.56
-0.0001203,-2.16,-2.56
-0.00012020000000000001,-2.08,-2.56
-0.0001201,-2.08,-2.56
-0.00012,-2.08,-2.56
-0.0001199,-2.08,-2.64
-0.0001198,-2.08,-2.56
-0.00011970000000000001,-2.08,-2.56
-0.00011960000000000001,-2.08,-2.64
-0.0001195,-2.08,-2.56
-0.0001194,-2.08,-2.64
-0.0001193,-2.0,-2.56
-0.0001192,-2.0,-2.64
-0.00011910000000000001,-2.08,-2.64
-0.000119,-2.0,-2.64
-0.0001189,-2.0,-2.64
-0.0001188,-2.0,-2.64
-0.0001187,-1.92,-2.64
-0.00011860000000000001,-2.08,-2.72
-0.00011850000000000001,-1.92,-2.72
-0.0001184,-1.92,-2.72
-0.0001183,-1.92,-2.64
-0.0001182,-1.84,-2.56
-0.0001181,-1.76,-2.56
-0.00011800000000000001,-1.84,-2.64
-0.0001179,-1.92,-2.64
-0.0001178,-1.84,-2.64
-0.0001177,-1.84,-2.56
-0.0001176,-1.84,-2.64
-0.00011750000000000001,-1.76,-2.64
-0.00011740000000000001,-1.76,-2.64
-0.0001173,-1.76,-2.64
-0.0001172,-1.76,-2.64
-0.0001171,-1.76,-2.56
-0.000117,-1.68,-2.64
-0.0001169,-1.68,-2.56
-0.0001168,-1.68,-2.56
-0.0001167,-1.68,-2.56
-0.0001166,-1.76,-2.56
-0.0001165,-1.68,-2.56
-0.00011640000000000001,-1.6,-2.56
-0.00011630000000000001,-1.6,-2.56
-0.0001162,-1.6,-2.48
-0.0001161,-1.6,-2.48
-0.000116,-1.52,-2.48
-0.0001159,-1.6,-2.48
-0.0001158,-1.52,-2.56
-0.00011570000000000001,-1.52,-2.48
-0.0001156,-1.44,-2.4
-0.0001155,-1.44,-2.48
-0.0001154,-1.36,-2.48
-0.0001153,-1.44,-2.48
-0.00011520000000000001,-1.36,-2.4
-0.0001151,-1.44,-2.48
-0.000115,-1.44,-2.4
-0.0001149,-1.44,-2.4
-0.0001148,-1.28,-2.32
-0.0001147,-1.28,-2.32
-0.00011460000000000001,-1.28,-2.4
-0.0001145,-1.2,-2.48
-0.0001144,-1.2,-2.32
-0.0001143,-1.2,-2.32
-0.0001142,-1.2,-2.24
-0.00011410000000000001,-1.12,-2.24
-0.000114,-1.12,-2.24
-0.0001139,-1.12,-2.24
-0.0001138,-1.12,-2.32
-0.0001137,-1.12,-2.24
-0.0001136,-1.12,-2.16
-0.00011350000000000001,-1.04,-2.08
-0.0001134,-1.04,-2.24
-0.0001133,-1.04,-2.16
-0.0001132,-0.96,-2.16
-0.0001131,-0.96,-2.16
-0.00011300000000000001,-0.96,-2.0
-0.0001129,-0.88,-2.08
-0.0001128,-0.88,-2.08
-0.0001127,-0.8,-2.0
-0.0001126,-0.8,-1.92
-0.0001125,-0.8,-2.08
-0.00011240000000000001,-0.8,-2.0
-0.0001123,-0.8,-1.92
-0.0001122,-0.72,-1.92
-0.0001121,-0.72,-1.92
-0.000112,-0.64,-1.92
-0.00011190000000000001,-0.64,-1.84
-0.00011180000000000001,-0.64,-1.84
-0.0001117,-0.56,-1.92
-0.0001116,-0.56,-1.76
-0.0001115,-0.56,-1.76
-0.0001114,-0.56,-1.76
-0.00011130000000000001,-0.4,-1.68
-0.0001112,-0.48,-1.68
-0.0001111,-0.48,-1.76
-0.000111,-0.4,-1.68
-0.0001109,-0.32,-1.6
-0.00011080000000000001,-0.32,-1.68
-0.00011070000000000001,-0.32,-1.52
-0.0001106,-0.32,-1.6
-0.0001105,-0.16,-1.52
-0.0001104,-0.24,-1.44
-0.0001103,-0.16,-1.52
-0.00011020000000000001,-0.24,-1.44
-0.0001101,-0.16,-1.44
-0.00011,-0.16,-1.52
-0.0001099,-0.16,-1.44
-0.0001098,-0.16,-1.36
-0.00010970000000000001,-0.08,-1.28
-0.00010960000000000001,0.0,-1.2
-0.0001095,0.0,-1.28
-0.0001094,-0.08,-1.28
-0.0001093,0.0,-1.12
-0.0001092,0.08,-1.28
-0.0001091,0.16,-1.12
-0.000109,0.08,-1.12
-0.0001089,0.16,-1.12
-0.0001088,0.16,-1.04
-0.0001087,0.24,-1.04
-0.00010860000000000001,0.24,-1.12
-0.00010850000000000001,0.24,-0.88
-0.0001084,0.24,-0.88
-0.0001083,0.24,-0.88
-0.0001082,0.32,-0.8
-0.0001081,0.48,-0.8
-0.000108,0.32,-0.96
-0.00010790000000000001,0.4,-0.88
-0.0001078,0.56,-0.8
