t,V_m,V_e
-0.000125,-2.48,-2.56
-0.0001249,-2.4,-2.56
-0.0001248,-2.4,-2.56
-0.0001247,-2.48,-2.56
-0.0001246,-2.48,-2.56
-0.0001245,-2.4,-2.56
-0.00012440000000000002,-2.4,-2.48
-0.0001243,-2.4,-2.56
-0.0001242,-2.4,-2.48
-0.0001241,-2.48,-2.4
-0.000124,-2.4,-2.32
-0.0001239,-2.4,-2.56
-0.0001238,-2.32,-2.4
-0.0001237,-2.4,-2.48
-0.0001236,-2.32,-2.48
-0.0001235,-2.32,-2.48
-0.0001234,-2.4,-2.4
-0.00012330000000000002,-2.32,-2.48
-0.0001232,-2.32,-2.4
-0.0001231,-2.32,-2.32
-0.000123,-2.4,-2.4
-0.0001229,-2.24,-2.4
-0.0001228,-2.24,-2.32
-0.0001227,-2.24,-2.4
-0.0001226,-2.24,-2.32
-0.0001225,-2.24,-2.24
-0.0001224,-2.16,-2.32
-0.0001223,-2.24,-2.16
-0.00012220000000000002,-2.16,-2.32
-0.0001221,-2.16,-2.24
-0.000122,-2.24,-2.32
-0.00012190000000000001,-2.16,-2.24
-0.0001218,-2.24,-2.16
-0.0001217,-2.16,-2.08
-0.0001216,-2.08,-2.08
-0.0001215,-2.08,-2.08
-0.0001214,-2.16,-2.08
-0.00012130000000000001,-2.0,-2.0
-0.0001212,-2.0,-2.08
-0.0001211,-2.0,-2.16
-0.000121,-2.0,-2.0
-0.0001209,-2.08,-2.0
-0.00012080000000000001,-2.0,-1.92
-0.0001207,-2.0,-2.0
-0.0001206,-1.92,-1.92
-0.0001205,-2.0,-1.92
-0.0001204,-1.92,-1.84
-0.0001203,-2.0,-1.84
-0.00012020000000000001,-1.92,-1.92
-0.0001201,-1.84,-1.76
-0.00012,-1.84,-1.84
-0.0001199,-1.84,-1.84
-0.0001198,-1.84,-1.76
-0.00011970000000000001,-1.76,-1.84
-0.00011960000000000001,-1.68,-1.6
-0.0001195,-1.76,-1.68
-0.0001194,-1.76,-1.68
-0.0001193,-1.76,-1.76
-0.0001192,-1.68,-1.6
-0.00011910000000000001,-1.6,-1.6
-0.000119,-1.68,-1.6
-0.0001189,-1.68,-1.52
-0.0001188,-1.6,-1.52
-0.0001187,-1.52,-1.44
-0.00011860000000000001,-1.6,-1.52
-0.00011850000000000001,-1.52,-1.52
-0.0001184,-1.52,-1.36
-0.0001183,-1.52,-1.36
-0.0001182,-1.44,-1.36
-0.0001181,-1.44,-1.28
-0.00011800000000000001,-1.44,-1.36
-0.0001179,-1.36,-1.28
-0.0001178,-1.36,-1.28
-0.0001177,-1.28,-1.28
-0.0001176,-1.28,-1.2
-0.00011750000000000001,-1.36,-1.2
-0.00011740000000000001,-1.2,-1.2
-0.0001173,-1.28,-1.12
-0.0001172,-1.28,-1.04
-0.0001171,-1.28,-1.12
-0.000117,-1.2,-0.96
-0.0001169,-1.2,-1.04
-0.0001168,-1.12,-0.96
-0.0001167,-1.04,-1.04
-0.0001166,-1.12,-0.8
-0.0001165,-1.12,-0.88
-0.00011640000000000001,-1.04,-0.88
-0.00011630000000000001,-1.04,-0.88
-0.0001162,-0.96,-0.88
-0.0001161,-0.96,-0.8
-0.000116,-0.88,-0.8
-0.0001159,-0.88,-0.72
-0.0001158,-0.8,-0.72
-0.00011570000000000001,-0.88,-0.64
-0.0001156,-0.8,-0.64
-0.0001155,-0.8,-0.72
-0.0001154,-0.8,-0.64
-0.0001153,-0.72,-0.56
-0.00011520000000000001,-0.72,-0.56
-0.0001151,-0.64,-0.56
-0.000115,-0.64,-0.48
-0.0001149,-0.48,-0.48
-0.0001148,-0.56,-0.4
-0.0001147,-0.48,-0.32
-0.00011460000000000001,-0.56,-0.4
-0.0001145,-0.56,-0.32
-0.0001144,-0.48,-0.24
-0.0001143,-0.4,-0.32
-0.0001142,-0.4,-0.24
-0.00011410000000000001,-0.4,-0.24
-0.000114,-0.4,-0.24
-0.0001139,-0.32,-0.08
-0.0001138,-0.24,0.0
-0.0001137,-0.24,-0.08
-0.0001136,-0.24,-0.08
-0.00011350000000000001,-0.16,-0.08
-0.0001134,-0.24,-0.08
-0.0001133,-0.16,0.08
-0.0001132,-0.16,0.08
-0.0001131,-0.08,0.16
-0.00011300000000000001,0.0,0.08
-0.0001129,0.0,0.16
-0.0001128,-0.08,0.16
-0.0001127,0.0,0.16
-0.0001126,0.08,0.24
-0.0001125,0.16,0.24
-0.00011240000000000001,0.16,0.4
-0.0001123,0.16,0.24
-0.0001122,0.16,0.32
-0.0001121,0.32,0.4
