t,V_m,V_e
-0.00125,1.84,1.12
-0.0012490000000000001,1.92,1.12
-0.001248,1.92,1.12
-0.001247,1.92,1.2
-0.001246,1.92,1.28
-0.001245,1.92,1.28
-0.001244,1.92,1.36
-0.001243,2.0,1.36
-0.001242,2.0,1.36
-0.0012410000000000001,2.0,1.44
-0.00124,2.0,1.44
-0.001239,2.0,1.52
-0.001238,2.0,1.44
-0.001237,2.08,1.52
-0.0012360000000000001,2.08,1.52
-0.001235,2.08,1.6
-0.001234,2.08,1.68
-0.001233,2.08,1.68
-0.001232,2.08,1.68
-0.001231,2.08,1.68
-0.00123,2.08,1.76
-0.001229,2.08,1.84
-0.001228,2.08,1.84
-0.001227,2.08,1.84
-0.001226,2.16,1.84
-0.001225,2.16,1.84
-0.001224,2.16,1.92
-0.0012230000000000001,2.16,1.92
-0.001222,2.16,2.0
-0.001221,2.16,2.0
-0.00122,2.08,2.0
-0.001219,2.16,2.0
-0.0012180000000000001,2.16,2.08
-0.001217,2.16,2.08
-0.001216,2.16,2.16
-0.001215,2.16,2.16
-0.001214,2.16,2.16
-0.001213,2.16,2.16
-0.001212,2.16,2.24
-0.001211,2.16,2.24
-0.0012100000000000001,2.16,2.24
-0.001209,2.16,2.24
-0.001208,2.16,2.32
-0.001207,2.16,2.24
-0.001206,2.16,2.32
-0.0012050000000000001,2.16,2.4
-0.001204,2.16,2.4
-0.001203,2.16,2.4
-0.001202,2.16,2.48
-0.001201,2.16,2.4
-0.0012000000000000001,2.16,2.48
-0.001199,2.16,2.48
-0.001198,2.16,2.48
-0.001197,2.16,2.56
-0.001196,2.16,2.48
-0.001195,2.16,2.56
-0.001194,2.08,2.56
-0.001193,2.16,2.56
-0.001192,2.08,2.56
-0.001191,2.08,2.64
-0.00119,2.08,2.56
-0.001189,2.08,2.64
-0.001188,2.08,2.64
-0.0011870000000000001,2.08,2.64
-0.001186,2.08,2.64
-0.001185,2.08,2.64
-0.001184,2.08,2.72
-0.001183,2.08,2.64
-0.001182,2.0,2.64
-0.001181,2.0,2.64
-0.00118,2.0,2.72
-0.001179,2.0,2.64
-0.001178,2.0,2.72
-0.001177,1.92,2.72
-0.001176,1.92,2.72
-0.001175,1.92,2.64
-0.0011740000000000001,1.92,2.72
-0.001173,1.92,2.72
-0.001172,1.92,2.72
-0.001171,1.84,2.64
-0.00117,1.92,2.72
-0.0011690000000000001,1.84,2.72
-0.001168,1.76,2.72
-0.001167,1.84,2.64
-0.001166,1.76,2.64
-0.001165,1.76,2.64
-0.001164,1.76,2.64
-0.001163,1.76,2.64
-0.001162,1.68,2.72
-0.0011610000000000001,1.68,2.72
-0.00116,1.68,2.64
-0.001159,1.68,2.64
-0.001158,1.68,2.64
-0.001157,1.6,2.64
-0.0011560000000000001,1.6,2.64
-0.001155,1.6,2.64
-0.001154,1.6,2.64
-0.001153,1.52,2.64
-0.001152,1.52,2.56
-0.0011510000000000001,1.52,2.56
-0.00115,1.44,2.56
-0.001149,1.44,2.56
-0.001148,1.44,2.56
-0.001147,1.36,2.56
-0.001146,1.36,2.56
-0.001145,1.36,2.56
-0.001144,1.28,2.56
-0.001143,1.28,2.48
-0.001142,1.2,2.48
-0.001141,1.2,2.48
-0.00114,1.12,2.48
-0.001139,1.2,2.4
-0.0011380000000000001,1.12,2.4
-0.001137,1.12,2.4
-0.001136,1.12,2.4
-0.001135,1.04,2.4
-0.001134,1.04,2.32
-0.0011330000000000001,1.04,2.32
-0.001132,1.04,2.32
-0.001131,0.96,2.24
-0.00113,0.96,2.16
-0.001129,0.88,2.16
-0.001128,0.88,2.16
-0.001127,0.8,2.16
-0.001126,0.88,2.16
-0.0011250000000000001,0.8,2.08
-0.001124,0.8,2.08
-0.001123,0.72,2.08
-0.001122,0.72,2.08
-0.001121,0.72,2.0
-0.0011200000000000001,0.64,2.0
-0.001119,0.64,2.0
-0.001118,0.56,1.92
-0.001117,0.56,1.92
-0.001116,0.56,1.92
-0.001115,0.48,1.84
-0.001114,0.48,1.84
-0.001113,0.4,1.84
-0.0011120000000000001,0.32,1.76
-0.001111,0.4,1.76
-0.00111,0.32,1.76
-0.001109,0.32,1.68
-0.001108,0.24,1.68
-0.001107,0.24,1.6
-0.001106,0.24,1.6
-0.001105,0.16,1.6
-0.001104,0.16,1.6
-0.001103,0.08,1.52
-0.0011020000000000001,0.08,1.44
-0.001101,0.0,1.44
-0.0011,0.0,1.44
-0.0010990000000000002,0.0,1.36
-0.001098,-0.08,1.36
-0.001097,-0.08,1.36
-0.001096,-0.16,1.28
-0.001095,-0.16,1.28
-0.001094,-0.16,1.2
-0.001093,-0.24,1.2
-0.001092,-0.24,1.2
-0.001091,-0.32,1.12
-0.00109,-0.32,1.12
-0.0010890000000000001,-0.32,1.04
-0.001088,-0.4,1.04
-0.001087,-0.4,0.96
-0.001086,-0.48,0.96
-0.001085,-0.48,0.88
-0.0010840000000000001,-0.56,0.88
-0.001083,-0.56,0.88
-0.001082,-0.56,0.8
-0.001081,-0.64,0.8
-0.00108,-0.64,0.72
-0.001079,-0.64,0.72
-0.001078,-0.64,0.64
-0.001077,-0.72,0.64
-0.0010760000000000001,-0.72,0.56
-0.001075,-0.8,0.56
-0.001074,-0.72,0.48
-0.001073,-0.8,0.48
-0.001072,-0.88,0.48
-0.0010710000000000001,-0.88,0.4
-0.00107,-0.88,0.32
-0.001069,-0.96,0.32
-0.001068,-0.96,0.32
-0.001067,-0.96,0.24
-0.001066,-1.04,0.16
-0.001065,-0.96,0.16
-0.001064,-1.04,0.08
-0.0010630000000000001,-1.12,0.08
-0.001062,-1.12,0.08
-0.001061,-1.12,0.0
-0.00106,-1.2,0.0
-0.001059,-1.2,-0.08
-0.001058,-1.28,-0.08
-0.001057,-1.28,-0.08
-0.001056,-1.28,-0.16
-0.001055,-1.28,-0.24
-0.001054,-1.36,-0.32
-0.0010530000000000001,-1.36,-0.32
-0.001052,-1.36,-0.32
-0.001051,-1.36,-0.4
-0.0010500000000000002,-1.36,-0.4
-0.001049,-1.36,-0.48
-0.001048,-1.44,-0.48
-0.001047,-1.44,-0.48
-0.001046,-1.52,-0.56
-0.001045,-1.52,-0.56
-0.001044,-1.6,-0.64
-0.001043,-1.52,-0.64
-0.001042,-1.52,-0.72
-0.001041,-1.6,-0.8
-0.0010400000000000001,-1.6,-0.8
-0.001039,-1.6,-0.88
-0.001038,-1.68,-0.88
-0.001037,-1.68,-0.88
-0.001036,-1.68,-0.96
-0.0010350000000000001,-1.68,-0.96
-0.001034,-1.76,-1.04
-0.001033,-1.76,-1.04
-0.001032,-1.76,-1.04
-0.001031,-1.76,-1.12
-0.00103,-1.76,-1.12
-0.001029,-1.84,-1.2
-0.001028,-1.84,-1.2
-0.0010270000000000001,-1.84,-1.28
-0.001026,-1.84,-1.28
-0.001025,-1.84,-1.28
-0.001024,-1.92,-1.36
-0.001023,-1.84,-1.36
-0.0010220000000000001,-1.92,-1.44
-0.001021,-1.92,-1.44
-0.00102,-1.92,-1.44
-0.001019,-2.0,-1.52
-0.001018,-1.92,-1.52
-0.0010170000000000001,-2.0,-1.6
-0.001016,-2.0,-1.6
-0.001015,-2.0,-1.68
-0.0010140000000000001,-2.0,-1.68
-0.001013,-2.0,-1.68
-0.001012,-2.08,-1.76
-0.001011,-2.0,-1.76
-0.00101,-2.08,-1.76
-0.0010090000000000001,-2.08,-1.84
-0.001008,-2.08,-1.84
-0.001007,-2.08,-1.84
-0.001006,-2.08,-1.84
-0.001005,-2.08,-1.92
-0.0010040000000000001,-2.08,-1.92
-0.001003,-2.08,-1.92
-0.001002,-2.08,-1.92
-0.0010010000000000002,-2.08,-2.0
-0.001,-2.16,-2.08
-0.000999,-2.08,-2.08
-0.000998,-2.08,-2.08
-0.000997,-2.08,-2.08
-0.000996,-2.08,-2.08
-0.000995,-2.08,-2.08
-0.000994,-2.08,-2.16
-0.000993,-2.08,-2.16
-0.000992,-2.16,-2.16
-0.0009910000000000001,-2.08,-2.24
-0.00099,-2.08,-2.24
-0.000989,-2.08,-2.24
-0.0009880000000000002,-2.08,-2.24
-0.000987,-2.08,-2.32
-0.0009860000000000001,-2.16,-2.32
-0.000985,-2.08,-2.32
-0.000984,-2.08,-2.32
-0.000983,-2.08,-2.4
-0.000982,-2.08,-2.4
-0.000981,-2.08,-2.32
-0.00098,-2.0,-2.4
-0.000979,-2.08,-2.4
-0.0009780000000000001,-2.08,-2.4
-0.000977,-2.08,-2.48
-0.0009760000000000001,-2.08,-2.48
-0.0009750000000000001,-2.08,-2.48
-0.000974,-2.08,-2.48
-0.000973,-2.0,-2.48
-0.000972,-2.0,-2.48
-0.0009710000000000001,-2.0,-2.56
-0.00097,-2.0,-2.48
-0.000969,-2.0,-2.56
-0.0009680000000000001,-1.92,-2.56
-0.000967,-1.92,-2.56
-0.0009660000000000001,-1.92,-2.56
-0.000965,-1.92,-2.56
-0.000964,-1.92,-2.56
-0.0009630000000000001,-1.92,-2.56
-0.000962,-1.84,-2.56
-0.000961,-1.92,-2.64
-0.00096,-1.92,-2.64
-0.000959,-1.84,-2.64
-0.0009580000000000001,-1.84,-2.64
-0.0009570000000000001,-1.84,-2.56
-0.000956,-1.76,-2.56
-0.0009550000000000001,-1.76,-2.64
-0.000954,-1.76,-2.64
-0.0009530000000000001,-1.76,-2.64
-0.000952,-1.76,-2.64
-0.000951,-1.68,-2.64
-0.0009500000000000001,-1.68,-2.64
-0.000949,-1.68,-2.56
-0.0009480000000000001,-1.68,-2.64
-0.000947,-1.6,-2.64
-0.000946,-1.68,-2.64
-0.0009450000000000001,-1.6,-2.56
-0.000944,-1.6,-2.56
-0.000943,-1.52,-2.56
-0.000942,-1.52,-2.64
-0.000941,-1.52,-2.56
-0.0009400000000000001,-1.52,-2.56
-0.0009390000000000001,-1.44,-2.56
-0.000938,-1.44,-2.56
-0.0009370000000000001,-1.44,-2.56
-0.000936,-1.36,-2.56
-0.0009350000000000001,-1.36,-2.56
-0.000934,-1.36,-2.56
-0.000933,-1.36,-2.48
-0.0009320000000000001,-1.36,-2.48
-0.000931,-1.28,-2.48
-0.00093,-1.28,-2.48
-0.000929,-1.28,-2.48
-0.000928,-1.2,-2.48
-0.0009270000000000001,-1.2,-2.48
-0.0009260000000000001,-1.2,-2.4
-0.000925,-1.2,-2.4
-0.000924,-1.12,-2.4
-0.000923,-1.12,-2.32
-0.0009220000000000001,-1.12,-2.32
-0.000921,-1.04,-2.32
-0.00092,-1.04,-2.32
-0.0009190000000000001,-1.04,-2.32
-0.000918,-0.96,-2.32
-0.0009170000000000001,-0.96,-2.24
-0.000916,-0.88,-2.24
-0.000915,-0.88,-2.24
-0.0009140000000000001,-0.88,-2.24
-0.000913,-0.8,-2.16
-0.000912,-0.88,-2.16
-0.000911,-0.8,-2.16
-0.00091,-0.72,-2.16
-0.0009090000000000001,-0.72,-2.08
-0.0009080000000000001,-0.72,-2.08
-0.000907,-0.64,-2.0
-0.0009060000000000001,-0.64,-2.0
-0.000905,-0.56,-1.92
-0.0009040000000000001,-0.56,-2.0
-0.000903,-0.56,-2.0
-0.000902,-0.56,-1.92
-0.0009010000000000001,-0.48,-1.92
-0.0009,-0.48,-1.92
-0.0008990000000000001,-0.4,-1.84
-0.000898,-0.4,-1.84
-0.000897,-0.4,-1.84
-0.0008960000000000001,-0.32,-1.84
-0.000895,-0.32,-1.76
-0.000894,-0.32,-1.76
-0.000893,-0.24,-1.68
-0.000892,-0.24,-1.68
-0.0008910000000000001,-0.16,-1.68
-0.0008900000000000001,-0.16,-1.6
-0.000889,-0.08,-1.6
-0.0008880000000000001,-0.08,-1.6
-0.000887,-0.08,-1.52
-0.0008860000000000001,-0.08,-1.52
-0.000885,0.0,-1.52
-0.000884,0.08,-1.44
-0.0008830000000000001,0.08,-1.36
-0.000882,0.08,-1.36
-0.0008810000000000001,0.16,-1.36
-0.00088,0.16,-1.28
-0.000879,0.24,-1.28
-0.0008780000000000001,0.24,-1.28
-0.0008770000000000001,0.32,-1.2
-0.000876,0.32,-1.12
-0.000875,0.32,-1.12
-0.000874,0.4,-1.12
-0.0008730000000000001,0.4,-1.04
-0.000872,0.48,-1.04
-0.000871,0.48,-1.04
-0.0008700000000000001,0.48,-0.96
-0.000869,0.48,-0.96
-0.0008680000000000001,0.56,-0.88
-0.000867,0.56,-0.8
-0.000866,0.64,-0.8
-0.0008650000000000001,0.64,-0.8
-0.000864,0.64,-0.72
-0.000863,0.72,-0.64
-0.000862,0.72,-0.64
-0.000861,0.72,-0.56
-0.0008600000000000001,0.8,-0.56
-0.0008590000000000001,0.88,-0.56
-0.000858,0.88,-0.48
-0.0008570000000000001,0.88,-0.48
-0.000856,0.96,-0.4
-0.0008550000000000001,0.96,-0.32
-0.000854,0.96,-0.32
-0.000853,1.04,-0.32
-0.0008520000000000001,1.04,-0.24
-0.000851,1.04,-0.24
-0.0008500000000000001,1.04,-0.16
-0.000849,1.2,-0.16
-0.000848,1.12,-0.08
-0.0008470000000000001,1.2,-0.08
-0.000846,1.2,0.0
-0.000845,1.2,0.0
-0.000844,1.28,0.0
-0.000843,1.28,0.08
-0.0008420000000000001,1.28,0.08
-0.0008410000000000001,1.36,0.16
-0.00084,1.36,0.16
-0.0008390000000000001,1.36,0.24
-0.000838,1.44,0.24
-0.0008370000000000001,1.44,0.32
-0.000836,1.44,0.4
-0.000835,1.52,0.32
-0.0008340000000000001,1.52,0.4
-0.000833,1.52,0.48
-0.0008320000000000001,1.52,0.48
-0.000831,1.6,0.56
-0.00083,1.6,0.56
-0.0008290000000000001,1.68,0.64
-0.0008280000000000001,1.6,0.64
-0.000827,1.68,0.72
-0.000826,1.68,0.72
-0.000825,1.68,0.72
-0.0008240000000000001,1.68,0.8
-0.0008230000000000001,1.68,0.8
-0.000822,1.76,0.88
-0.0008210000000000001,1.76,0.88
-0.00082,1.76,0.96
-0.0008190000000000001,1.76,0.96
-0.000818,1.76,1.04
-0.000817,1.84,0.96
-0.0008160000000000001,1.84,1.04
-0.000815,1.84,1.12
-0.000814,1.92,1.12
-0.000813,1.92,1.2
-0.000812,1.92,1.2
-0.0008110000000000001,1.92,1.28
-0.0008100000000000001,1.92,1.28
-0.000809,1.92,1.28
-0.0008080000000000001,1.92,1.36
-0.000807,2.0,1.36
