,V_H,V_Bnint,V_B,V_pt,V_pr
522,-1.2385431884701845,-0.005253320214291771,-0.04556678065899042,0.9152113726560066,0.09446080723755049
523,-1.3222969228015449,0.009226617538930858,-0.04589587011651236,0.957993157941715,0.09857442691062235
524,-1.4068734299265577,-0.004430596491855704,-0.04638950430233284,1.0001167712108963,0.10285259141904789
525,-1.4883236120735723,-0.012164199418892754,-0.043263154449422206,1.0410885759862425,0.10745984556052696
526,-1.5691156551127623,-0.009531483544856112,-0.044250422826434196,1.0841994808351665,0.11190255496599041
527,-1.6474395529255779,0.0005057458769046203,-0.04457951228494375,1.1250067590735964,0.11552254044740402
528,-1.7279025948282656,-0.006076043935106273,-0.044250422826434196,1.1664722289168716,0.11980070515367974
529,-1.8080365924009956,-0.021543249586702132,-0.04309860971970374,1.2053049795633548,0.1242434147098131
530,-1.8891579173390336,-0.004924230725512027,-0.043427699179078794,1.2457831952483909,0.12769885551351484
531,-1.9678110974824619,-0.0009751568398799898,-0.04457951228494375,1.2854386925618146,0.1327997443797368
532,-2.0471225142108715,0.005935722550451314,-0.04474405701410586,1.3246005624723363,0.13510337163347855
533,-2.1223203168355322,-0.004430596491855704,-0.04276952026008114,1.3619524389427795,0.13954608137917707
534,-2.191759031060333,0.0034675513263552893,-0.044085878097086764,1.4001270531600745,0.1434951567553573
535,-2.259881412729904,0.0034675513263552893,-0.04441496755571987,1.4373144019580029,0.14744423217564923
536,-2.3250419907311715,0.0077457147908540705,-0.04392133336767749,1.475653580841739,0.1517223972642856
537,-2.389708966509651,-0.020062346942421774,-0.04244043080021094,1.5131700401045447,0.1555069279631302
538,-2.4545405286126667,-0.011012386226030887,-0.043263154449422206,1.5477246821175932,0.1589623690718029
539,-2.5155875438339788,-0.004924230725512027,-0.0417822518797272,1.5831020622570375,0.16258235503197643
540,-2.575482763820808,0.009555707039229186,-0.04375678863820644,1.6184794511796279,0.16505052729921
541,-2.63587166170788,0.000999380117008064,-0.04392133336767749,1.6507304739595574,0.16916414778376151
542,-2.6909950746921116,0.005442088304450102,-0.04573132538778224,1.6852851495535603,0.17311322349514835
543,-2.738878422852553,-0.016113273199091407,-0.043263154449422206,1.7188525570645807,0.17673320960384703
