Distance_(pixels),Gray_Value
0,29.000
1,28.913
2,28.998
3,29.728
4,30.633
5,31.541
6,41.695
7,42.966
8,43.961
9,44.957
10,45.000
11,45.000
12,44.101
13,43.193
14,43.015
15,43.000
16,43.562
17,43.961
18,45.310
19,46.256
20,47.832
21,48.899
22,49.000
23,48.111
24,47.116
25,47.000
26,46.772
27,46.955
28,47.865
29,48.860
30,49.520
31,49.954
32,50.000
33,48.428
34,47.208
35,46.169
36,46.826
37,47.179
38,55.469
39,58.203
40,60.899
41,62.716
42,63.000
43,63.000
44,61.425
45,60.149
46,60.000
47,60.087
48,62.612
49,64.285
50,66.971
51,68.623
52,68.295
53,68.509
54,64.486
55,62.106
56,59.681
57,58.232
58,63.039
59,66.430
60,74.966
61,79.715
62,81.092
63,80.783
64,73.267
65,68.628
66,61.870
67,59.000
68,60.956
69,63.333
70,78.849
71,87.895
72,89.435
73,90.691
74,88.455
75,86.406
76,82.173
77,79.022
78,78.565
79,79.277
80,84.138
81,87.609
82,92.831
83,96.599
84,96.819
85,95.430
86,85.474
87,78.618
88,81.797
89,85.252
90,93.446
91,100.671
92,105.333
93,107.565
94,103.831
95,99.448
96,93.560
97,88.325
98,88.225
99,89.405
100,96.808
101,105.981
102,121.649
103,135.940
104,129.536
105,121.936
106,108.503
107,93.089
108,89.696
109,87.522
110,101.289
111,118.391
112,131.473
113,145.908
114,142.507
115,136.556
116,121.362
117,101.652
118,98.164
119,96.729
120,110.890
121,131.091
122,142.753
123,157.406
124,156.570
125,153.968
126,145.722
127,132.797
128,127.866
129,122.705
130,131.345
131,147.373
132,154.811
133,166.286
134,167.005
135,167.996
136,161.852
137,148.604
138,142.333
139,130.845
140,137.370
141,153.203
142,161.354
143,174.242
144,170.204
145,165.700
146,163.322
147,159.280
148,157.588
149,153.143
150,154.365
151,158.140
152,159.637
153,162.261
154,162.844
155,162.478
156,162.565
157,162.495
158,161.763
159,160.536
160,158.546
161,157.444
162,158.870
163,158.775
164,160.738
165,159.723
166,160.000
167,159.807
168,159.074
169,159.065
170,156.788
171,152.151
172,155.986
173,152.106
174,157.710
175,156.628
176,155.995
177,157.464
178,156.382
179,155.029
180,150.261
181,137.735
182,146.635
183,138.193
184,151.667
185,148.990
186,151.401
187,149.021
188,146.768
189,144.267
190,142.840
191,130.291
192,145.790
193,138.986
194,147.547
195,142.916
196,143.210
197,147.063
198,152.140
199,182.630
200,197.809
201,180.493
202,149.031
203,144.968
204,143.250
205,142.340
206,141.265
207,142.000
208,140.917
209,140.826
210,140.739
211,141.633
212,142.414
213,143.999
214,145.184
215,144.430
216,143.068
217,142.172
218,141.097
219,141.814
220,141.731
221,140.836
222,140.413
223,139.656
224,139.522
225,140.348
226,140.348
227,140.261
228,140.916
229,141.000
230,140.111
231,140.174
232,140.348
233,140.940
234,141.870
235,142.865
236,143.411
237,143.391
238,143.896
239,144.000
240,144.731
241,145.756
242,146.036
243,147.675
244,148.000
245,147.184
246,147.000
247,148.193
248,145.706
249,151.100
250,149.570
251,152.763
252,152.280
253,148.889
254,150.783
255,155.813
256,172.294
257,198.373
258,194.055
259,174.406
260,161.269
261,155.225
262,154.160
263,151.213
264,153.667
265,155.689
266,156.585
267,159.067
268,158.589
269,160.376
270,157.667
271,156.000
272,155.553
273,155.261
274,157.203
275,158.700
276,159.667
277,161.440
278,161.631
279,162.486
280,162.353
281,160.072
282,159.638
283,161.899
284,163.000
285,164.870
286,166.000
287,162.932
288,161.026
289,150.865
290,144.816
291,144.710
292,144.391
293,153.831
294,160.565
295,163.152
296,165.000
297,159.348
298,155.609
299,139.889
300,126.188
301,125.668
302,126.280
303,140.244
304,152.531
305,156.434
306,160.335
307,147.920
308,134.758
309,118.145
310,101.427
311,96.539
312,93.000
313,106.662
314,121.966
315,126.057
316,130.425
317,120.054
318,105.609
319,95.400
320,84.187
321,86.106
322,90.889
323,99.223
324,108.815
325,109.647
326,110.104
327,103.406
328,93.126
329,84.391
330,72.797
331,73.126
332,75.736
333,83.556
334,95.386
335,95.618
336,95.000
337,86.072
338,70.489
339,66.796
340,61.798
341,66.162
342,75.696
343,80.087
344,86.338
345,85.000
346,81.000
347,76.525
348,66.623
349,62.836
350,57.126
351,58.639
352,63.990
353,68.341
354,76.014
355,75.836
356,71.807
357,66.838
358,55.459
359,52.879
360,49.514
361,51.304
362,58.251
363,61.078
364,67.589
365,67.314
366,63.942
367,60.343
368,50.778
369,49.130
370,46.000
371,47.454
372,53.000
373,54.102
374,58.671
375,58.752
376,55.689
377,52.609
378,44.934
379,43.662
380,41.836
381,41.957
382,47.188
383,48.858
384,52.088
385,52.028
386,48.924
387,47.957
388,45.103
389,43.900
390,43.193
391,44.111
392,44.923
393,45.580
394,46.243
395,46.213
396,45.006
397,43.149
398,39.628
399,37.681
400,38.435
401,38.512
402,42.203
403,44.010
404,44.828
405,43.739
406,37.961
407,36.899
408,33.971
409,32.952
410,30.987
411,30.272
412,31.002
413,31.091
414,32.000
