Distance_(pixels),Gray_Value
0,28.000
1,28.000
2,29.991
3,30.221
4,32.976
5,33.989
6,35.973
7,36.000
8,36.982
9,37.326
10,38.236
11,38.184
12,40.922
13,41.000
14,42.007
15,42.970
16,43.964
17,44.000
18,44.000
19,44.000
20,43.045
21,43.000
22,42.049
23,42.000
24,42.208
25,42.952
26,43.000
27,43.002
28,53.384
29,54.945
30,54.067
31,53.348
32,52.445
33,52.033
34,51.558
35,51.596
36,51.670
37,52.661
38,53.733
39,53.892
40,54.876
41,54.960
42,54.885
43,54.811
44,56.776
45,57.000
46,59.162
47,60.380
48,62.344
49,63.198
50,64.563
51,64.782
52,63.973
53,63.111
54,62.996
55,62.114
56,62.267
57,62.652
58,66.298
59,68.445
60,78.362
61,80.917
62,76.902
63,75.407
64,68.819
65,66.404
66,68.696
67,69.036
68,79.160
69,82.690
70,89.060
71,91.723
72,87.809
73,86.654
74,77.342
75,74.607
76,69.389
77,67.463
78,73.813
79,75.848
80,89.179
81,93.617
82,99.467
83,101.222
84,92.971
85,89.978
86,79.002
87,75.389
88,73.334
89,72.000
90,81.225
91,85.690
92,108.300
93,114.411
94,107.888
95,105.169
96,89.196
97,84.025
98,82.173
99,81.924
100,95.955
101,101.940
102,118.286
103,123.769
104,125.753
105,126.213
106,115.474
107,111.306
108,98.832
109,93.220
110,98.153
111,100.174
112,116.020
113,122.589
114,130.913
115,134.157
116,126.649
117,123.358
118,110.805
119,105.191
120,105.671
121,106.007
122,121.243
123,128.447
124,137.656
125,141.194
126,136.326
127,134.002
128,124.011
129,119.020
130,116.063
131,114.294
132,123.699
133,129.169
134,138.960
135,144.416
136,146.382
137,146.730
138,140.691
139,137.081
140,133.145
141,130.861
142,139.363
143,144.283
144,156.178
145,171.532
146,171.222
147,166.190
148,152.978
149,145.637
150,140.981
151,138.339
152,139.317
153,140.000
154,139.346
155,140.303
156,140.351
157,140.000
158,140.645
159,140.357
160,140.000
161,139.401
162,137.733
163,137.634
164,135.576
165,136.124
166,136.683
167,137.154
168,137.827
169,137.670
170,137.768
171,136.965
172,135.631
173,135.678
174,131.128
175,131.627
176,130.373
177,131.011
178,132.880
179,132.562
180,133.314
181,131.970
182,129.615
183,129.336
184,124.366
185,126.142
186,121.852
187,122.378
188,125.912
189,128.434
190,131.445
191,129.740
192,124.394
193,123.324
194,117.222
195,120.146
196,124.792
197,125.229
198,127.379
199,127.757
200,127.374
201,129.690
202,140.728
203,160.532
204,173.166
205,162.056
206,141.333
207,128.909
208,125.505
209,124.971
210,123.673
211,122.660
212,122.656
213,123.000
214,123.000
215,122.483
216,122.515
217,123.000
218,123.000
219,122.492
220,122.000
221,122.000
222,122.000
223,122.000
224,122.000
225,121.661
226,121.240
227,121.166
228,121.092
229,121.495
230,121.971
231,122.000
232,122.479
233,123.000
234,123.000
235,123.000
236,123.000
237,123.000
238,123.465
239,124.000
240,124.000
241,124.000
242,124.025
243,124.445
244,124.906
245,125.281
246,126.313
247,127.304
248,127.782
249,128.000
250,127.798
251,127.346
252,127.298
253,126.899
254,128.552
255,130.382
256,129.290
257,129.757
258,130.178
259,137.093
260,153.645
261,172.721
262,171.186
263,153.324
264,140.357
265,137.579
266,135.598
267,133.800
268,130.807
269,130.562
270,133.393
271,134.353
272,135.284
273,135.905
274,136.449
275,135.847
276,133.202
277,133.081
278,133.135
279,135.056
280,136.519
281,137.060
282,137.788
283,139.000
284,139.663
285,140.554
286,140.283
287,140.462
288,139.773
289,139.280
290,138.828
291,138.379
292,138.000
293,138.342
294,138.661
295,138.000
296,136.995
297,135.041
298,135.727
299,137.000
300,138.223
301,141.106
302,142.516
303,143.530
304,141.266
305,136.303
306,130.598
307,118.985
308,119.380
309,122.915
310,128.449
311,141.063
312,141.993
313,144.063
314,140.374
315,131.000
316,122.593
317,101.712
318,101.571
319,103.283
320,109.337
321,123.224
322,125.537
323,129.966
324,124.745
325,110.056
326,102.777
327,86.772
328,85.635
329,88.815
330,94.515
331,108.315
332,111.540
333,114.214
334,109.279
335,95.309
336,89.915
337,77.499
338,76.225
339,76.894
340,80.303
341,91.467
342,94.389
343,99.000
344,96.049
345,85.551
346,79.920
347,65.351
348,64.176
349,65.097
350,68.953
351,80.481
352,83.064
353,86.533
354,84.301
355,74.709
356,71.480
357,62.131
358,61.399
359,62.867
360,64.809
361,72.544
362,74.063
363,75.838
364,73.803
365,63.640
366,60.402
367,52.649
368,51.000
369,51.000
370,52.011
371,57.166
372,58.328
373,60.162
374,60.362
375,57.000
376,56.070
377,50.694
378,48.886
379,48.211
380,48.944
381,52.652
382,53.844
383,55.346
384,55.881
385,52.517
386,51.161
387,46.704
388,46.191
389,45.542
390,46.135
391,49.108
392,50.127
393,51.261
394,51.760
395,48.180
396,47.036
397,44.333
398,43.460
399,42.939
400,42.539
401,44.336
402,44.922
403,44.198
404,44.724
405,42.000
406,41.737
407,39.000
408,38.917
409,38.000
410,37.875
411,36.518
412,36.893
413,35.627
414,35.471
415,32.498
416,31.840
417,31.784
418,30.996
419,31.126
420,32.056
421,33.054
422,34.052
423,35.000
424,34.953
425,33.910
426,31.940
427,30.638
428,29.962
429,29.000
430,28.966
431,28.031
432,29.036
433,29.113
434,29.369
435,29.511
436,29.319
437,28.806
438,28.481
439,28.555
440,28.636
441,29.409
442,29.778
443,29.856
444,30.852
445,31.000
